frame,distance_from_width,distance_from_height,distance_average
836,898.323279506245,897.218763253309,897.771021379777
836,898.323279506245,897.218763253309,897.771021379777
836,898.323279506245,897.218763253309,897.771021379777
836,898.323279506245,897.218763253309,897.771021379777
836,898.323279506245,897.218763253309,897.771021379777
836,898.323279506245,897.218763253309,897.771021379777
836,898.323279506245,897.218763253309,897.771021379777
837,898.323279506245,897.218763253309,897.771021379777
837,898.323279506245,897.218763253309,897.771021379777
837,898.323279506245,897.218763253309,897.771021379777
837,898.323279506245,897.218763253309,897.771021379777
837,898.323279506245,897.218763253309,897.771021379777
837,898.323279506245,897.218763253309,897.771021379777
838,898.3425654011517,893.8720640240741,896.1073147126128
838,898.3425654011517,893.8720640240741,896.1073147126128
838,898.3425654011517,893.8720640240741,896.1073147126128
838,898.3425654011517,893.8720640240741,896.1073147126128
838,898.3425654011517,893.8720640240741,896.1073147126128
838,898.3425654011517,893.8720640240741,896.1073147126128
838,898.3425654011517,893.8720640240741,896.1073147126128
839,898.3425654011517,893.8720640240741,896.1073147126128
839,898.3425654011517,893.8720640240741,896.1073147126128
839,898.3425654011517,893.8720640240741,896.1073147126128
839,898.3425654011517,893.8720640240741,896.1073147126128
839,898.3425654011517,893.8720640240741,896.1073147126128
839,898.3425654011517,893.8720640240741,896.1073147126128
839,898.3425654011517,893.8720640240741,896.1073147126128
840,898.323279506245,897.218763253309,897.771021379777
840,898.323279506245,897.218763253309,897.771021379777
840,898.323279506245,897.218763253309,897.771021379777
840,898.323279506245,897.218763253309,897.771021379777
840,898.323279506245,897.218763253309,897.771021379777
840,898.323279506245,897.218763253309,897.771021379777
841,898.265913182005,893.7385838892748,896.0022485356399
841,898.265913182005,893.7385838892748,896.0022485356399
841,898.265913182005,893.7385838892748,896.0022485356399
841,898.265913182005,893.7385838892748,896.0022485356399
841,898.265913182005,893.7385838892748,896.0022485356399
841,898.265913182005,893.7385838892748,896.0022485356399
841,898.265913182005,893.7385838892748,896.0022485356399
842,898.2543739368042,890.3159480555879,894.285160996196
842,898.2543739368042,890.3159480555879,894.285160996196
842,898.2543739368042,890.3159480555879,894.285160996196
842,898.2543739368042,890.3159480555879,894.285160996196
842,898.2543739368042,890.3159480555879,894.285160996196
842,898.2543739368042,890.3159480555879,894.285160996196
842,898.2543739368042,890.3159480555879,894.285160996196
843,898.2543739368042,890.3159480555879,894.285160996196
843,898.2543739368042,890.3159480555879,894.285160996196
843,898.2543739368042,890.3159480555879,894.285160996196
843,898.2543739368042,890.3159480555879,894.285160996196
843,898.2543739368042,890.3159480555879,894.285160996196
843,898.2543739368042,890.3159480555879,894.285160996196
844,898.2543739368042,890.3159480555879,894.285160996196
844,898.2543739368042,890.3159480555879,894.285160996196
844,898.2543739368042,890.3159480555879,894.285160996196
844,898.2543739368042,890.3159480555879,894.285160996196
844,898.2543739368042,890.3159480555879,894.285160996196
844,898.2543739368042,890.3159480555879,894.285160996196
844,898.2543739368042,890.3159480555879,894.285160996196
845,898.2543739368042,890.3159480555879,894.285160996196
845,898.2543739368042,890.3159480555879,894.285160996196
845,898.2543739368042,890.3159480555879,894.285160996196
845,898.2543739368042,890.3159480555879,894.285160996196
845,898.2543739368042,890.3159480555879,894.285160996196
845,898.2543739368042,890.3159480555879,894.285160996196
845,898.2543739368042,890.3159480555879,894.285160996196
846,901.0357430289368,890.3881551783409,895.7119491036389
846,901.0357430289368,890.3881551783409,895.7119491036389
846,901.0357430289368,890.3881551783409,895.7119491036389
846,901.0357430289368,890.3881551783409,895.7119491036389
846,901.0357430289368,890.3881551783409,895.7119491036389
846,901.0357430289368,890.3881551783409,895.7119491036389
847,901.0474285660764,893.8113472725828,897.4293879193297
847,901.0474285660764,893.8113472725828,897.4293879193297
847,901.0474285660764,893.8113472725828,897.4293879193297
847,901.0474285660764,893.8113472725828,897.4293879193297
847,901.0474285660764,893.8113472725828,897.4293879193297
847,901.0474285660764,893.8113472725828,897.4293879193297
847,901.0474285660764,893.8113472725828,897.4293879193297
848,898.265913182005,893.7385838892748,896.0022485356399
848,898.265913182005,893.7385838892748,896.0022485356399
848,898.265913182005,893.7385838892748,896.0022485356399
848,898.265913182005,893.7385838892748,896.0022485356399
848,898.265913182005,893.7385838892748,896.0022485356399
848,898.265913182005,893.7385838892748,896.0022485356399
848,898.265913182005,893.7385838892748,896.0022485356399
849,898.265913182005,893.7385838892748,896.0022485356399
849,898.265913182005,893.7385838892748,896.0022485356399
849,898.265913182005,893.7385838892748,896.0022485356399
849,898.265913182005,893.7385838892748,896.0022485356399
849,898.265913182005,893.7385838892748,896.0022485356399
849,898.265913182005,893.7385838892748,896.0022485356399
850,898.265913182005,893.7385838892748,896.0022485356399
850,898.265913182005,893.7385838892748,896.0022485356399
850,898.265913182005,893.7385838892748,896.0022485356399
850,898.265913182005,893.7385838892748,896.0022485356399
850,898.265913182005,893.7385838892748,896.0022485356399
850,898.265913182005,893.7385838892748,896.0022485356399
850,898.265913182005,893.7385838892748,896.0022485356399
851,898.265913182005,893.7385838892748,896.0022485356399
851,898.265913182005,893.7385838892748,896.0022485356399
851,898.265913182005,893.7385838892748,896.0022485356399
851,898.265913182005,893.7385838892748,896.0022485356399
851,898.265913182005,893.7385838892748,896.0022485356399
851,898.265913182005,893.7385838892748,896.0022485356399
851,898.265913182005,893.7385838892748,896.0022485356399
852,898.265913182005,893.7385838892748,896.0022485356399
852,898.265913182005,893.7385838892748,896.0022485356399
852,898.265913182005,893.7385838892748,896.0022485356399
852,898.265913182005,893.7385838892748,896.0022485356399
852,898.265913182005,893.7385838892748,896.0022485356399
852,898.265913182005,893.7385838892748,896.0022485356399
853,898.265913182005,893.7385838892748,896.0022485356399
853,898.265913182005,893.7385838892748,896.0022485356399
853,898.265913182005,893.7385838892748,896.0022485356399
853,898.265913182005,893.7385838892748,896.0022485356399
853,898.265913182005,893.7385838892748,896.0022485356399
853,898.265913182005,893.7385838892748,896.0022485356399
853,898.265913182005,893.7385838892748,896.0022485356399
854,898.265913182005,893.7385838892748,896.0022485356399
854,898.265913182005,893.7385838892748,896.0022485356399
854,898.265913182005,893.7385838892748,896.0022485356399
854,898.265913182005,893.7385838892748,896.0022485356399
