frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	30.76500000	2.44100000	-26.27400000	2.60000000	0.03800000	-0.09640000	0.99460000	-30.82000000	2.33500000	-22.07000000	2.78000000	0.07880000	-0.09360000	0.99250000	568.59000000	399.78000000	61.00000000	46.00000000	64.00000000	46.00000000	532.10000000	412.58000000	600.39000000	281.62000000
0	30.76500000	2.44100000	-26.27400000	2.62000000	0.03860000	-0.09790000	0.99450000	-30.82000000	2.33500000	-22.07000000	2.76000000	0.08120000	-0.09360000	0.99230000	566.72000000	401.12000000	61.00000000	46.00000000	64.00000000	46.00000000	531.41000000	414.33000000	597.48000000	281.57000000
1	30.76600000	2.44100000	-26.27300000	2.64000000	0.02770000	-0.09530000	0.99510000	-30.82000000	2.33500000	-22.07000000	2.80000000	0.06740000	-0.09710000	0.99300000	581.24000000	400.77000000	62.00000000	47.00000000	66.00000000	46.00000000	544.00000000	411.10000000	613.87000000	285.79000000
2	30.76600000	2.44100000	-26.27300000	2.68000000	0.02280000	-0.09710000	0.99500000	-30.82000000	2.33500000	-22.07000000	2.80000000	0.06630000	-0.09700000	0.99310000	584.69000000	402.63000000	63.00000000	47.00000000	66.00000000	46.00000000	549.81000000	413.25000000	615.21000000	285.66000000
3	30.76600000	2.44100000	-26.27300000	2.64000000	0.02180000	-0.09760000	0.99500000	-30.82000000	2.33500000	-22.07000000	2.82000000	0.06570000	-0.09580000	0.99320000	585.54000000	402.32000000	62.00000000	47.00000000	66.00000000	46.00000000	550.91000000	413.83000000	615.86000000	284.24000000
4	30.76600000	2.44100000	-26.27300000	2.64000000	0.02050000	-0.09660000	0.99510000	-30.82000000	2.33500000	-22.07000000	2.82000000	0.06520000	-0.09580000	0.99330000	586.60000000	401.82000000	62.00000000	48.00000000	66.00000000	48.00000000	552.41000000	412.56000000	616.51000000	284.20000000
4	30.76600000	2.44100000	-26.27200000	2.62000000	0.02340000	-0.09670000	0.99500000	-30.82000000	2.33500000	-22.07000000	2.80000000	0.06530000	-0.09630000	0.99320000	584.97000000	401.58000000	61.00000000	47.00000000	66.00000000	46.00000000	549.12000000	412.71000000	616.39000000	284.81000000
5	30.76600000	2.44000000	-26.27200000	2.60000000	0.02370000	-0.09510000	0.99520000	-30.82000000	2.33500000	-22.07000000	2.78000000	0.06430000	-0.09590000	0.99330000	585.38000000	400.16000000	61.00000000	47.00000000	66.00000000	46.00000000	548.67000000	410.90000000	617.59000000	284.40000000
6	30.76600000	2.44000000	-26.27200000	2.60000000	0.02410000	-0.09450000	0.99520000	-30.82000000	2.33500000	-22.07000000	2.76000000	0.06440000	-0.09310000	0.99360000	585.08000000	398.09000000	61.00000000	47.00000000	66.00000000	46.00000000	548.24000000	410.20000000	617.41000000	280.97000000
7	30.76700000	2.44000000	-26.27200000	2.56000000	0.02350000	-0.09280000	0.99540000	-30.82000000	2.33500000	-22.07000000	2.68000000	0.06770000	-0.09050000	0.99360000	583.37000000	396.47000000	60.00000000	45.00000000	64.00000000	44.00000000	548.96000000	408.18000000	613.46000000	277.84000000
8	30.76700000	2.44000000	-26.27100000	2.52000000	0.02300000	-0.09330000	0.99540000	-30.82000000	2.33500000	-22.07000000	2.66000000	0.06690000	-0.09020000	0.99370000	584.10000000	396.55000000	60.00000000	44.00000000	64.00000000	44.00000000	549.46000000	408.80000000	614.42000000	277.52000000
