eye_tracker,participant_id,trial_number,frame,trial_condition,target_x,target_y,top_left_x,top_left_y,top_right_x,top_right_y,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,pup_diam_l,pup_diam_r,gaze_x,gaze_y
Pupil Core,460,1,1603,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,486.229248046875,468.33331298828125,790.2416381835938,465.4002380371094,4.7384829,6.26793055,615.547607421875,395.02789306640625
Pupil Core,460,1,1603,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,486.229248046875,468.33331298828125,790.2416381835938,465.4002380371094,4.7467715,6.26793055,616.6129150390625,395.65045166015625
Pupil Core,460,1,1603,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,486.229248046875,468.33331298828125,790.2416381835938,465.4002380371094,4.7467715,6.26133759,616.3945922851562,396.2005920410156
Pupil Core,460,1,1603,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,486.229248046875,468.33331298828125,790.2416381835938,465.4002380371094,4.7467715,6.25918648,616.2705688476562,396.2655029296875
Pupil Core,460,1,1603,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,486.229248046875,468.33331298828125,790.2416381835938,465.4002380371094,4.74402314,6.25918648,616.166748046875,396.91705322265625
Pupil Core,460,1,1603,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,486.229248046875,468.33331298828125,790.2416381835938,465.4002380371094,4.74402314,6.26752811,616.5209350585938,396.5108947753906
Pupil Core,460,1,1603,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,486.229248046875,468.33331298828125,790.2416381835938,465.4002380371094,4.71931744,6.26752811,617.2598266601562,396.41339111328125
Pupil Core,460,1,1604,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,485.1775207519531,468.348876953125,791.2998046875,465.4161682128906,4.77070879,6.23586662,613.979248046875,397.1745300292969
Pupil Core,460,1,1604,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,485.1775207519531,468.348876953125,791.2998046875,465.4161682128906,4.79716396,6.23586662,614.3349609375,398.68792724609375
Pupil Core,460,1,1604,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,485.1775207519531,468.348876953125,791.2998046875,465.4161682128906,4.79716396,6.27235422,614.91796875,399.04840087890625
Pupil Core,460,1,1604,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,485.1775207519531,468.348876953125,791.2998046875,465.4161682128906,4.76049986,6.27235422,617.4998779296875,397.0420227050781
Pupil Core,460,1,1604,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,485.1775207519531,468.348876953125,791.2998046875,465.4161682128906,4.80889037,6.24261446,618.1083374023438,394.453125
Pupil Core,460,1,1604,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,485.1775207519531,468.348876953125,791.2998046875,465.4161682128906,4.80889037,6.24455883,617.477783203125,395.3288879394531
Pupil Core,460,1,1604,dark,636.0001831054688,407.00067138671875,486.5136413574219,349.1798095703125,786.879150390625,343.99566650390625,485.1775207519531,468.348876953125,791.2998046875,465.4161682128906,4.74861668,6.24261446,619.4495239257812,394.5250244140625
