eye_tracker,frame,trial_condition,segment,target_x,target_y,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_pos_vid_x,gaze_pos_vid_y,L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],gaze_target_angle
SMI ETG,1849,dilated,5,641,546,31.901,0.788,-20.568,-0.0141,-0.2711,0.9624,-30.926,3.188,-21.628,0.0002,-0.2586,0.966,644.73,595.32,601.66,465.35,677.24,453.46,2.4858204068745904
SMI ETG,1850,dilated,5,641,547,31.901,0.788,-20.568,-0.0135,-0.2712,0.9624,-30.926,3.188,-21.629,-0.001,-0.2595,0.9657,645.12,595.24,601.01,465.38,678.67,454.56,2.4331493705597835
SMI ETG,1851,dilated,5,641,547,31.901,0.789,-20.569,-0.0156,-0.273,0.9619,-30.926,3.188,-21.629,-0.0001,-0.2598,0.9657,645.77,597.67,603.52,467.6,677.56,454.93,2.557234775710655
SMI ETG,1851,dilated,5,641,547,31.901,0.789,-20.569,-0.0136,-0.2685,0.9632,-30.926,3.189,-21.629,-0.0022,-0.2592,0.9658,645.86,591.93,601.09,462.21,680.04,454.22,2.2717001777172867
SMI ETG,1852,dilated,5,641,548,31.901,0.79,-20.569,-0.0136,-0.2663,0.9638,-30.926,3.189,-21.629,-0.0031,-0.2589,0.9659,646.41,589.23,601.03,459.52,681.2,453.85,2.0905843230606744
SMI ETG,1853,dilated,5,642,547,31.901,0.79,-20.57,-0.013,-0.2689,0.9631,-30.926,3.189,-21.629,-0.0029,-0.2572,0.9664,645.84,592.71,600.29,462.67,680.87,451.8,2.305678866195537
SMI ETG,1854,dilated,5,642,547,31.901,0.79,-20.57,-0.0111,-0.2651,0.9642,-30.926,3.189,-21.629,-0.0014,-0.2562,0.9666,643.94,587.78,598.02,458.17,679.14,450.59,2.0528438465763355
SMI ETG,1855,dilated,5,641,547,31.901,0.79,-20.57,-0.0127,-0.2686,0.9632,-30.926,3.189,-21.629,-0.0018,-0.2569,0.9664,645.06,592.28,599.97,462.36,679.58,451.5,2.2851943113108435
SMI ETG,1855,dilated,5,641,547,31.901,0.791,-20.57,-0.012,-0.2684,0.9632,-30.926,3.19,-21.629,-0.0011,-0.2583,0.9661,644.27,591.77,599.12,462.06,678.75,453.17,2.256509345389641
SMI ETG,1856,dilated,5,641,547,31.901,0.791,-20.57,-0.0145,-0.2747,0.9614,-30.926,3.19,-21.63,-0.0015,-0.2593,0.9658,645.92,600.2,602.15,469.64,679.29,454.36,2.6839914542969585
SMI ETG,1857,dilated,5,640,547,31.9,0.791,-20.57,-0.0141,-0.2746,0.9615,-30.926,3.19,-21.63,-0.0011,-0.2618,0.9651,645.47,599.49,601.68,469.49,678.75,457.36,2.6513672718913104
SMI ETG,1858,dilated,5,640,547,31.9,0.791,-20.57,-0.0123,-0.2705,0.9627,-30.926,3.19,-21.63,-0.0013,-0.2603,0.9655,644.63,594.27,599.57,464.54,679.07,455.45,2.3871363267453134
SMI ETG,1858,dilated,5,640,547,31.9,0.792,-20.571,-0.0133,-0.273,0.9619,-30.926,3.19,-21.63,-0.0017,-0.259,0.9659,645.38,597.95,600.79,467.54,679.51,453.93,2.5742500695149833
SMI ETG,1859,dilated,5,641,547,31.9,0.792,-20.571,-0.0133,-0.2725,0.9621,-30.926,3.191,-21.63,-0.0055,-0.2585,0.966,647.49,599.44,600.71,467.04,683.96,453.33,2.6546537041497436
SMI ETG,1860,dilated,5,641,547,31.9,0.792,-20.571,-0.012,-0.2723,0.9621,-30.926,3.191,-21.63,-0.0017,-0.2598,0.9657,644.62,597.05,599.2,466.79,679.5,454.89,2.5215191521432
SMI ETG,1860,dilated,5,641,547,31.9,0.792,-20.571,-0.0117,-0.2647,0.9643,-30.926,3.191,-21.63,-0.0026,-0.2602,0.9656,645.04,587.51,598.72,457.6,680.59,455.34,2.047095113339808
SMI ETG,1862,dilated,5,641,548,31.9,0.793,-20.571,-0.0097,-0.2643,0.9644,-30.926,3.191,-21.63,-0.0036,-0.2604,0.9655,644.44,586.59,596.31,457.18,681.73,455.67,1.9481494884323993
SMI ETG,1862,dilated,5,641,548,31.9,0.793,-20.571,-0.0106,-0.2701,0.9628,-30.926,3.191,-21.63,-0.0026,-0.2618,0.9651,644.36,593.72,597.5,464.13,680.5,457.26,2.3039946981626658
SMI ETG,1863,dilated,5,642,548,31.9,0.793,-20.572,-0.0095,-0.2648,0.9643,-30.926,3.192,-21.631,-0.0031,-0.2609,0.9654,644.06,587.25,596.12,457.79,681.13,456.2,1.9762599936877014
SMI ETG,1864,dilated,5,642,547,31.899,0.793,-20.572,-0.0081,-0.2626,0.9649,-30.926,3.192,-21.631,-0.0018,-0.2583,0.9661,642.48,584.54,594.42,455.12,679.56,453.17,1.8882093983281054
SMI ETG,1865,dilated,5,642,548,31.899,0.794,-20.572,-0.008,-0.2638,0.9646,-30.926,3.192,-21.631,-0.0015,-0.259,0.9659,642.27,585.93,594.32,456.55,679.24,453.97,1.9074216891955242
SMI ETG,1866,dilated,5,641,548,31.899,0.794,-20.572,-0.0092,-0.2704,0.9627,-30.926,3.192,-21.631,-0.0025,-0.2621,0.965,643.49,594.2,595.82,464.43,680.4,457.71,2.325215350693081
SMI ETG,1866,dilated,5,641,548,31.899,0.794,-20.572,-0.0086,-0.2639,0.9645,-30.926,3.193,-21.631,-0.0021,-0.2641,0.9645,643.03,587.78,595.09,456.69,679.97,460.06,2.002733282420938
SMI ETG,1867,dilated,5,641,548,31.899,0.795,-20.572,-0.0089,-0.2671,0.9636,-30.926,3.193,-21.631,-0.0016,-0.2638,0.9646,642.86,590.3,595.45,460.52,679.31,459.65,2.128509516883939
SMI ETG,1868,dilated,5,641,548,31.899,0.795,-20.573,-0.0071,-0.2632,0.9647,-30.926,3.193,-21.631,-0.001,-0.2622,0.965,641.49,586.14,593.23,455.83,678.64,457.77,1.9180659932656368
SMI ETG,1869,dilated,5,641,548,31.899,0.795,-20.573,-0.0116,-0.2756,0.9612,-30.926,3.193,-21.631,0.0004,-0.2603,0.9655,643.19,601.43,598.78,470.67,677.07,455.49,2.6859916941212476
SMI ETG,1869,dilated,5,641,548,31.899,0.796,-20.573,-0.0074,-0.2647,0.9643,-30.926,3.193,-21.631,-0.0009,-0.2625,0.9649,641.63,587.56,593.65,457.63,678.54,458.12,1.9893656847152397
SMI ETG,1871,dilated,5,641,548,31.899,0.796,-20.573,-0.0093,-0.267,0.9637,-30.926,3.194,-21.632,-0.0021,-0.2632,0.9647,643.36,590.06,595.88,460.44,679.94,459.02,2.1177482720788907
SMI ETG,1871,dilated,5,641,548,31.899,0.796,-20.573,-0.0078,-0.2617,0.9651,-30.926,3.194,-21.632,-0.0017,-0.2597,0.9657,642.33,583.96,594.11,454.06,679.52,454.74,1.8097861161223272
SMI ETG,1872,dilated,5,642,548,31.899,0.796,-20.574,-0.0098,-0.2683,0.9633,-30.926,3.194,-21.632,-0.0036,-0.2583,0.9661,644.48,592.82,596.54,461.97,681.79,453.08,2.2561509773230424
SMI ETG,1873,dilated,5,642,548,31.898,0.797,-20.574,-0.0102,-0.2655,0.9641,-30.926,3.194,-21.632,0.0,-0.2591,0.9658,642.63,588.41,596.93,458.64,677.45,454.12,2.0319699614252924
SMI ETG,1874,dilated,5,642,548,31.898,0.797,-20.574,-0.0088,-0.2674,0.9636,-30.926,3.194,-21.632,-0.0033,-0.2615,0.9652,643.8,590.3,595.37,460.89,681.41,456.9,2.128367809586191
SMI ETG,863,constricted,2,649,544,31.93,0.649,-20.452,-0.0335,-0.2232,0.9742,-30.915,2.937,-21.467,0.0068,-0.2276,0.9737,651.95,552.47,623.98,408.14,669.56,416.72,0.4520251764436856
SMI ETG,864,constricted,2,646,547,31.93,0.649,-20.452,-0.032,-0.2213,0.9747,-30.916,2.937,-21.467,0.0063,-0.226,0.9741,651.4,549.81,622.2,405.97,670.2,414.75,0.3071594562625409
SMI ETG,865,constricted,2,646,547,31.93,0.649,-20.452,-0.0318,-0.2235,0.9742,-30.916,2.937,-21.468,0.0078,-0.2265,0.974,650.43,551.69,622.0,408.58,668.43,415.3,0.3253076089288494
SMI ETG,866,constricted,2,646,547,31.93,0.649,-20.452,-0.0324,-0.2166,0.9757,-30.916,2.937,-21.468,0.0076,-0.2259,0.9741,650.83,547.9,622.54,400.35,668.66,414.66,0.2480380216408087
SMI ETG,866,constricted,2,646,547,31.93,0.649,-20.452,-0.0338,-0.227,0.9733,-30.916,2.937,-21.468,0.0061,-0.2267,0.974,652.58,553.96,624.42,412.69,670.45,415.58,0.4828938201651852
SMI ETG,867,constricted,2,643,550,31.93,0.649,-20.452,-0.0335,-0.2225,0.9744,-30.916,2.938,-21.468,0.0053,-0.2278,0.9737,652.84,551.74,624.01,407.3,671.34,416.86,0.5043857121337122
SMI ETG,868,constricted,2,643,550,31.93,0.649,-20.452,-0.0352,-0.228,0.973,-30.916,2.938,-21.468,0.0052,-0.2268,0.9739,653.84,554.79,626.0,413.9,671.44,415.7,0.5979002755218298
SMI ETG,869,constricted,2,643,550,31.93,0.649,-20.452,-0.0352,-0.2252,0.9737,-30.916,2.938,-21.468,0.0054,-0.226,0.9741,653.74,552.67,626.0,410.54,671.23,414.76,0.5585361466502733
SMI ETG,870,constricted,2,646,547,31.93,0.649,-20.452,-0.0348,-0.2244,0.9739,-30.916,2.938,-21.468,0.0052,-0.2276,0.9737,653.61,553.04,625.51,409.59,671.43,416.7,0.48997702926037395
SMI ETG,870,constricted,2,646,547,31.93,0.649,-20.452,-0.0355,-0.2263,0.9734,-30.916,2.938,-21.469,0.005,-0.2266,0.974,654.19,553.68,626.39,411.89,671.75,415.49,0.5329665421887105
SMI ETG,871,constricted,2,646,547,31.93,0.649,-20.452,-0.034,-0.2242,0.974,-30.916,2.939,-21.469,0.0056,-0.2278,0.9737,652.92,552.9,624.57,409.32,670.96,416.89,0.458591721182984
SMI ETG,872,constricted,2,644,551,31.93,0.649,-20.452,-0.0343,-0.2255,0.9736,-30.916,2.939,-21.469,0.0048,-0.2274,0.9738,653.55,553.26,624.91,410.9,671.91,416.46,0.49527072403655725
SMI ETG,873,constricted,2,644,551,31.93,0.649,-20.452,-0.035,-0.2255,0.9736,-30.916,2.939,-21.469,0.0042,-0.2273,0.9738,654.31,553.19,625.77,410.85,672.6,416.28,0.5319353506902349
SMI ETG,873,constricted,2,644,551,31.93,0.649,-20.452,-0.0343,-0.2262,0.9735,-30.916,2.939,-21.469,0.0055,-0.2284,0.9736,653.22,554.48,624.98,411.79,671.16,417.59,0.49722451311242416
SMI ETG,874,constricted,2,644,551,31.93,0.649,-20.452,-0.0328,-0.2265,0.9735,-30.916,2.939,-21.469,0.0051,-0.2294,0.9733,652.57,554.66,623.22,412.07,671.59,418.75,0.47014315627344316
SMI ETG,875,constricted,2,644,551,31.93,0.649,-20.452,-0.0317,-0.2236,0.9742,-30.916,2.94,-21.469,0.0076,-0.2307,0.973,650.47,554.44,621.88,408.63,668.61,420.32,0.36964247124384586
SMI ETG,876,constricted,2,644,551,31.93,0.649,-20.452,-0.029,-0.2261,0.9737,-30.916,2.94,-21.47,0.0059,-0.2294,0.9733,649.88,553.59,618.7,411.69,670.61,418.79,0.324174471950859
SMI ETG,877,constricted,2,644,551,31.93,0.649,-20.452,-0.0306,-0.2306,0.9726,-30.916,2.94,-21.47,0.0053,-0.2306,0.973,651.17,557.17,620.68,416.94,671.3,420.18,0.4768900484704567
SMI ETG,877,constricted,2,644,551,31.93,0.649,-20.452,-0.0282,-0.2197,0.9752,-30.916,2.94,-21.47,0.0071,-0.2306,0.973,648.7,551.49,617.6,404.02,669.22,420.28,0.23854249903044114
SMI ETG,878,constricted,2,646,547,31.93,0.649,-20.452,-0.0294,-0.2184,0.9754,-30.916,2.941,-21.47,0.0064,-0.2296,0.9733,649.81,550.35,619.07,402.51,670.01,419.08,0.25587874452479165
SMI ETG,879,constricted,2,647,547,31.93,0.649,-20.452,-0.0301,-0.2202,0.975,-30.916,2.941,-21.47,0.0075,-0.2289,0.9734,649.59,551.08,619.93,404.6,668.74,418.26,0.24361210381572154
SMI ETG,880,constricted,2,647,547,31.93,0.649,-20.452,-0.0295,-0.2241,0.9741,-30.916,2.941,-21.47,0.0076,-0.23,0.9732,649.2,553.57,619.28,409.25,668.62,419.5,0.3491332170388513
SMI ETG,881,constricted,2,646,547,31.93,0.649,-20.452,-0.0285,-0.2285,0.9731,-30.916,2.941,-21.47,0.007,-0.2288,0.9735,648.95,554.72,618.1,414.48,669.33,418.05,0.41644329832106647
SMI ETG,882,constricted,2,647,547,31.93,0.649,-20.452,-0.028,-0.2285,0.9731,-30.916,2.941,-21.471,0.0067,-0.229,0.9734,648.84,554.66,617.54,414.52,669.65,418.34,0.3969307145521059
SMI ETG,883,constricted,2,647,547,31.93,0.649,-20.452,-0.0324,-0.2315,0.9723,-30.916,2.942,-21.471,0.0051,-0.2302,0.9731,652.34,558.06,622.79,418.09,671.6,419.8,0.6187752838067635
SMI ETG,883,constricted,2,647,547,31.93,0.649,-20.452,-0.0289,-0.2239,0.9742,-30.916,2.942,-21.471,0.0069,-0.2296,0.9733,649.25,552.75,618.49,408.96,669.5,419.02,0.31116331686239246
SMI ETG,884,constricted,2,647,547,31.93,0.649,-20.452,-0.0295,-0.2248,0.974,-30.916,2.942,-21.471,0.0067,-0.2304,0.9731,649.76,553.97,619.29,410.12,669.73,420.04,0.377760673212005
SMI ETG,885,constricted,2,647,547,31.93,0.649,-20.452,-0.0301,-0.2233,0.9743,-30.916,2.942,-21.471,0.0069,-0.2291,0.9734,649.93,552.52,619.89,408.32,669.5,418.49,0.31497507737335534
SMI ETG,885,constricted,2,647,547,31.93,0.649,-20.452,-0.0283,-0.22,0.9751,-30.916,2.942,-21.471,0.0065,-0.2289,0.9734,649.13,550.23,617.82,404.42,669.89,418.26,0.19505322938938918
SMI ETG,886,constricted,2,647,547,31.93,0.649,-20.452,-0.0274,-0.2263,0.9737,-30.916,2.943,-21.471,0.0043,-0.2325,0.9726,649.87,554.79,616.76,411.92,672.48,422.43,0.41831360904835746
SMI ETG,887,constricted,2,647,547,31.93,0.649,-20.452,-0.0266,-0.2258,0.9738,-30.916,2.943,-21.472,0.0055,-0.2304,0.9731,648.74,553.24,615.82,411.33,671.12,420.01,0.326429789276525
SMI ETG,888,constricted,2,647,547,31.93,0.649,-20.452,-0.027,-0.2262,0.9737,-30.916,2.943,-21.472,0.0049,-0.2317,0.9728,649.32,554.27,616.32,411.74,671.8,421.58,0.38452152629778547
SMI ETG,889,constricted,2,647,547,31.93,0.649,-20.452,-0.0264,-0.2268,0.9736,-30.916,2.943,-21.472,0.0049,-0.2317,0.9728,649.0,554.37,615.62,412.43,671.83,421.56,0.3847807333774401
SMI ETG,890,constricted,2,647,547,31.93,0.649,-20.452,-0.025,-0.2307,0.9727,-30.916,2.943,-21.472,0.0029,-0.2337,0.9723,649.37,556.73,614.03,417.08,674.19,423.96,0.5045240474864816
SMI ETG,890,constricted,2,647,547,31.93,0.649,-20.452,-0.0236,-0.222,0.9748,-30.916,2.944,-21.472,0.0063,-0.2326,0.9726,646.56,552.51,612.21,406.8,670.2,422.61,0.2785632268925483
SMI ETG,891,constricted,2,647,547,31.93,0.649,-20.452,-0.0252,-0.2287,0.9732,-30.916,2.944,-21.472,0.0059,-0.2329,0.9725,647.7,556.11,614.23,414.73,670.57,422.96,0.4603261782920229
SMI ETG,892,constricted,2,647,547,31.93,0.649,-20.452,-0.0257,-0.2256,0.9739,-30.916,2.944,-21.472,0.0061,-0.2322,0.9727,647.88,554.27,614.75,411.06,670.4,422.11,0.36897997629356233
SMI ETG,893,constricted,2,647,547,31.93,0.649,-20.452,-0.0262,-0.2251,0.974,-30.917,2.944,-21.473,0.0045,-0.2326,0.9726,649.09,553.96,615.32,410.41,672.31,422.56,0.3661745819832207
SMI ETG,894,constricted,2,647,547,31.93,0.649,-20.452,-0.0279,-0.2244,0.9741,-30.917,2.944,-21.473,0.0024,-0.2327,0.9725,651.29,553.75,617.41,409.67,674.72,422.78,0.40310847021113566
SMI ETG,894,constricted,2,647,547,31.93,0.649,-20.452,-0.0262,-0.2283,0.9732,-30.917,2.945,-21.473,0.0049,-0.2334,0.9724,648.85,556.23,615.35,414.26,671.8,423.58,0.47426034368780334
SMI ETG,895,constricted,2,647,547,31.93,0.649,-20.452,-0.0266,-0.2287,0.9731,-30.917,2.945,-21.473,0.0052,-0.2331,0.9724,648.89,556.44,615.86,414.7,671.39,423.21,0.485024124732987
SMI ETG,896,constricted,2,647,547,31.93,0.649,-20.452,-0.0276,-0.2297,0.9729,-30.917,2.945,-21.473,0.0072,-0.2311,0.9729,648.32,556.63,617.05,415.96,669.07,420.8,0.48968838450463514
SMI ETG,896,constricted,2,647,547,31.93,0.649,-20.452,-0.0286,-0.2267,0.9736,-30.917,2.945,-21.473,0.0064,-0.232,0.9727,649.4,555.59,618.22,412.31,670.07,421.87,0.4493678238538836
SMI ETG,897,constricted,2,647,547,31.93,0.649,-20.452,-0.0279,-0.2283,0.9732,-30.917,2.946,-21.473,0.0066,-0.231,0.9729,648.88,555.67,617.44,414.3,669.81,420.65,0.446965245519405
SMI ETG,898,constricted,2,646,547,31.93,0.649,-20.452,-0.0292,-0.2261,0.9737,-30.917,2.946,-21.474,0.0058,-0.2294,0.9733,650.06,553.58,618.9,411.59,670.77,418.83,0.3897037593930891
SMI ETG,899,constricted,2,643,550,31.93,0.649,-20.452,-0.0284,-0.2264,0.9736,-30.917,2.946,-21.474,0.0039,-0.2284,0.9736,650.69,552.33,617.94,412.0,673.01,417.66,0.4055225846133717
SMI ETG,900,constricted,2,646,547,31.93,0.649,-20.452,-0.0296,-0.2269,0.9735,-30.917,2.946,-21.474,0.0065,-0.2285,0.9735,649.87,553.84,619.38,412.61,669.92,417.78,0.3960881887212426
SMI ETG,901,constricted,2,646,547,31.93,0.649,-20.452,-0.0325,-0.2223,0.9744,-30.917,2.946,-21.474,0.0046,-0.228,0.9736,652.66,551.29,622.75,407.09,672.22,417.16,0.39963735551145585
SMI ETG,901,constricted,2,646,547,31.93,0.649,-20.452,-0.0307,-0.2259,0.9737,-30.917,2.947,-21.474,0.0074,-0.2278,0.9737,650.02,553.41,620.72,411.36,668.89,416.92,0.3813705819223243
SMI ETG,902,constricted,2,646,547,31.93,0.649,-20.452,-0.0295,-0.2253,0.9739,-30.917,2.947,-21.474,0.0086,-0.2264,0.974,648.6,552.16,619.21,410.62,667.51,415.25,0.29122424422713505
SMI ETG,903,constricted,2,646,547,31.93,0.649,-20.452,-0.0319,-0.2261,0.9736,-30.917,2.947,-21.474,0.0076,-0.2256,0.9742,650.54,552.67,622.06,411.66,668.64,414.31,0.36619301434289186
SMI ETG,904,constricted,2,646,547,31.93,0.649,-20.452,-0.0309,-0.2238,0.9741,-30.917,2.947,-21.475,0.0088,-0.2251,0.9743,649.3,551.06,620.91,408.93,667.23,413.71,0.2637961065987415
SMI ETG,905,constricted,2,646,547,31.93,0.649,-20.452,-0.0324,-0.2237,0.9741,-30.917,2.947,-21.475,0.0082,-0.2254,0.9742,650.5,551.45,622.65,408.81,667.94,414.07,0.31914186352657964
SMI ETG,905,constricted,2,646,547,31.93,0.649,-20.452,-0.0314,-0.2227,0.9744,-30.917,2.948,-21.475,0.0106,-0.225,0.9743,648.57,551.03,621.52,407.57,665.13,413.58,0.24095347380933835
SMI ETG,906,constricted,2,646,547,31.93,0.649,-20.452,-0.0316,-0.2217,0.9746,-30.917,2.948,-21.475,0.0091,-0.2265,0.974,649.5,551.03,621.64,406.45,666.89,415.33,0.2691403494986847
SMI ETG,907,constricted,2,646,547,31.93,0.649,-20.452,-0.0352,-0.2215,0.9745,-30.917,2.948,-21.475,0.0079,-0.2254,0.9742,652.31,550.93,625.92,406.16,668.35,414.05,0.37502168666500385
SMI ETG,908,constricted,2,646,547,31.93,0.649,-20.452,-0.0338,-0.2219,0.9745,-30.917,2.948,-21.475,0.0087,-0.2277,0.9737,651.05,552.49,624.29,406.64,667.4,416.81,0.3761066322096545
SMI ETG,908,constricted,2,646,547,31.93,0.649,-20.452,-0.0349,-0.2154,0.9759,-30.917,2.948,-21.476,0.0088,-0.2273,0.9738,651.59,549.48,625.55,398.89,667.18,416.35,0.30861160731880805
SMI ETG,910,constricted,2,646,547,31.93,0.649,-20.452,-0.0318,-0.2174,0.9756,-30.917,2.949,-21.476,0.0088,-0.2262,0.974,649.8,548.71,621.91,401.32,667.19,415.03,0.210296209371297
SMI ETG,910,constricted,2,646,547,31.93,0.649,-20.452,-0.0336,-0.2209,0.9747,-30.917,2.949,-21.476,0.0093,-0.2271,0.9738,650.55,551.72,624.02,405.5,666.65,416.12,0.3305842837045136
SMI ETG,911,constricted,2,646,547,31.93,0.649,-20.452,-0.0312,-0.2199,0.975,-30.917,2.949,-21.476,0.0095,-0.2265,0.974,649.02,550.14,621.16,404.3,666.38,415.38,0.21970164886513435
SMI ETG,912,constricted,2,649,550,31.93,0.649,-20.452,-0.0362,-0.2251,0.9737,-30.917,2.949,-21.476,0.0074,-0.2269,0.9739,653.18,554.05,627.15,410.44,668.92,415.8,0.2934030870704739
SMI ETG,913,constricted,2,649,550,31.93,0.649,-20.452,-0.0355,-0.2226,0.9743,-30.917,2.949,-21.476,0.0062,-0.2281,0.9736,653.45,552.85,626.26,407.45,670.31,417.24,0.26651363621498886
SMI ETG,914,constricted,2,649,550,31.93,0.649,-20.452,-0.0345,-0.224,0.974,-30.917,2.95,-21.476,0.0055,-0.2286,0.9735,653.3,553.47,625.14,409.18,671.15,417.88,0.2786024715328297
SMI ETG,914,constricted,2,649,550,31.93,0.649,-20.452,-0.0322,-0.2234,0.9742,-30.917,2.95,-21.477,0.006,-0.2293,0.9733,651.65,553.09,622.41,408.44,670.48,418.72,0.2051874466967077
SMI ETG,915,constricted,2,649,551,31.93,0.649,-20.452,-0.0326,-0.2287,0.973,-30.917,2.95,-21.477,0.0054,-0.2311,0.9729,652.29,557.03,623.03,414.72,671.22,420.81,0.3460401409506044
SMI ETG,915,constricted,2,649,551,31.93,0.649,-20.452,-0.0335,-0.2228,0.9743,-30.917,2.95,-21.477,0.0049,-0.2319,0.9727,653.08,554.67,623.95,407.68,671.84,421.8,0.27664475197773586
SMI ETG,916,constricted,2,645,547,31.93,0.649,-20.452,-0.0325,-0.2278,0.9732,-30.917,2.951,-21.477,0.0056,-0.2313,0.9729,652.08,556.66,622.81,413.66,671.0,421.04,0.6036365167567271
SMI ETG,917,constricted,2,645,547,31.93,0.649,-20.452,-0.0333,-0.2241,0.974,-30.917,2.951,-21.477,0.004,-0.2316,0.9728,653.46,554.71,623.75,409.19,672.85,421.38,0.5771473234933996
SMI ETG,918,constricted,2,645,547,31.93,0.649,-20.452,-0.0315,-0.2239,0.9741,-30.917,2.951,-21.477,0.0036,-0.2299,0.9732,652.64,552.83,621.62,409.02,673.31,419.41,0.4847066752259536
SMI ETG,919,constricted,2,645,547,31.93,0.649,-20.452,-0.0295,-0.2227,0.9744,-30.917,2.951,-21.478,0.0044,-0.2305,0.9731,651.08,552.27,619.24,407.58,672.46,420.07,0.4057839744718289
SMI ETG,920,constricted,2,646,547,31.93,0.649,-20.452,-0.0303,-0.2261,0.9736,-30.917,2.951,-21.478,0.0033,-0.2306,0.973,652.18,553.98,620.26,411.64,673.73,420.26,0.4699978558146842
SMI ETG,921,constricted,2,646,547,31.93,0.649,-20.452,-0.0331,-0.2236,0.9741,-30.917,2.952,-21.478,0.0037,-0.229,0.9734,653.53,552.56,623.53,408.7,673.21,418.29,0.47209679368392765
SMI ETG,921,constricted,2,646,547,31.93,0.649,-20.452,-0.0317,-0.2259,0.9736,-30.917,2.952,-21.478,0.0049,-0.229,0.9734,652.02,553.75,621.91,411.44,671.78,418.32,0.45598132556378274
SMI ETG,922,constricted,2,645,547,31.93,0.649,-20.452,-0.0346,-0.2232,0.9742,-30.917,2.952,-21.478,0.0049,-0.2284,0.9736,653.7,552.71,625.25,408.21,671.84,417.54,0.524924091837259
SMI ETG,923,constricted,2,645,547,31.93,0.649,-20.452,-0.0334,-0.2213,0.9746,-30.917,2.952,-21.478,0.0059,-0.2274,0.9738,652.41,551.03,623.78,405.97,670.66,416.41,0.42558340239876086
SMI ETG,924,constricted,2,645,547,31.93,0.649,-20.452,-0.033,-0.2185,0.9753,-30.917,2.952,-21.478,0.0051,-0.2269,0.9739,652.63,548.92,623.25,402.6,671.62,415.79,0.39715877350486584
SMI ETG,925,constricted,2,645,547,31.93,0.649,-20.452,-0.0332,-0.2217,0.9746,-30.917,2.953,-21.479,0.0043,-0.2274,0.9738,653.26,550.65,623.6,406.38,672.59,416.37,0.455696694822566
SMI ETG,925,constricted,2,645,547,31.93,0.649,-20.452,-0.0334,-0.226,0.9736,-30.917,2.953,-21.479,0.0054,-0.2261,0.9741,652.69,552.63,623.82,411.52,671.25,414.83,0.48070909460884714
SMI ETG,926,constricted,2,645,546,31.93,0.649,-20.452,-0.0355,-0.2183,0.9752,-30.917,2.953,-21.479,0.0055,-0.2267,0.9739,653.89,549.56,626.3,402.34,671.16,415.61,0.4832951229980333
SMI ETG,927,constricted,2,645,546,31.93,0.649,-20.452,-0.0339,-0.2218,0.9745,-30.917,2.953,-21.479,0.0058,-0.2268,0.9739,652.75,550.98,624.44,406.51,670.71,415.65,0.4647431528323997
SMI ETG,928,constricted,2,645,547,31.93,0.649,-20.452,-0.0325,-0.2223,0.9744,-30.917,2.953,-21.479,0.0061,-0.2275,0.9738,651.77,551.41,622.76,407.09,670.39,416.57,0.4075941109939507
SMI ETG,929,constricted,2,645,547,31.93,0.649,-20.452,-0.0263,-0.2198,0.9752,-30.917,2.954,-21.479,0.0151,-0.2285,0.9734,642.98,551.68,615.44,404.14,659.77,417.73,0.25699338989345677
SMI ETG,930,constricted,2,645,547,31.93,0.649,-20.452,-0.0245,-0.2299,0.9729,-30.917,2.954,-21.479,0.0143,-0.2289,0.9734,642.44,556.66,613.41,416.19,660.75,418.2,0.5036023572458082
SMI ETG,930,constricted,2,645,547,31.93,0.649,-20.452,-0.0253,-0.2319,0.9724,-30.917,2.954,-21.48,0.0134,-0.2306,0.973,643.4,558.9,614.41,418.6,661.73,420.23,0.6049179582831393
SMI ETG,931,constricted,2,645,547,31.93,0.649,-20.452,-0.0332,-0.2231,0.9742,-30.917,2.954,-21.48,0.0053,-0.2306,0.9731,652.68,553.86,623.64,408.03,671.35,420.17,0.5192720859157127
SMI ETG,933,constricted,2,645,547,31.93,0.649,-20.452,-0.0378,-0.2184,0.9751,-30.917,2.955,-21.48,-0.0022,-0.2346,0.9721,659.7,554.33,629.04,402.42,680.18,424.94,0.8286127485626492
SMI ETG,933,constricted,2,645,547,31.93,0.649,-20.452,-0.0392,-0.2114,0.9766,-30.917,2.955,-21.48,-0.0029,-0.2339,0.9723,660.91,552.01,630.57,394.16,680.99,424.2,0.8417171419204802
SMI ETG,934,constricted,2,645,547,31.93,0.649,-20.452,-0.0262,-0.218,0.9756,-30.918,2.955,-21.48,0.0059,-0.2355,0.9719,648.26,554.28,615.28,402.01,670.6,426.08,0.40197921442285833
SMI ETG,935,constricted,2,645,547,31.93,0.649,-20.452,-0.0304,-0.2224,0.9745,-30.918,2.955,-21.481,0.0064,-0.2347,0.972,650.39,556.21,620.29,407.17,669.98,425.14,0.5377816413957575
SMI ETG,936,constricted,2,645,547,31.93,0.649,-20.452,-0.0304,-0.2232,0.9743,-30.918,2.956,-21.481,0.0044,-0.2358,0.9718,651.53,556.82,620.24,408.19,672.36,426.38,0.5943297229190533
