eye_tracker,frame,trial_condition,segment,target_x,target_y,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_pos_vid_x,gaze_pos_vid_y,L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],gaze_target_angle
SMI ETG,1233,dilated,3,646,544,31.921,0.668,-20.473,-0.0234,-0.2559,0.9664,-30.921,3.011,-21.512,0.0008,-0.2518,0.9678,649.72,581.56,612.46,447.19,676.58,445.44,1.8989062222442852
SMI ETG,1233,dilated,3,646,544,31.921,0.668,-20.473,-0.0246,-0.2601,0.9653,-30.921,3.011,-21.512,-0.0007,-0.2528,0.9675,651.29,585.19,614.02,452.19,678.3,446.7,2.0887644241646726
SMI ETG,1234,dilated,3,646,544,31.921,0.668,-20.473,-0.0165,-0.2499,0.9681,-30.921,3.011,-21.512,0.0012,-0.2558,0.9667,645.54,578.61,604.23,440.06,676.07,450.21,1.741843470090918
SMI ETG,1235,dilated,3,646,544,31.921,0.668,-20.473,-0.0236,-0.2569,0.9662,-30.921,3.012,-21.512,-0.0002,-0.2533,0.9674,650.44,582.71,612.74,448.3,677.79,447.26,1.9601217160646465
SMI ETG,1236,dilated,3,647,544,31.921,0.668,-20.473,-0.0286,-0.262,0.9647,-30.921,3.012,-21.512,-0.0043,-0.2581,0.9661,655.72,588.98,618.79,454.4,682.61,452.99,2.3037829677376633
SMI ETG,1237,dilated,3,647,544,31.921,0.669,-20.473,-0.0259,-0.2593,0.9655,-30.921,3.012,-21.512,-0.0031,-0.2566,0.9665,653.41,585.89,615.51,451.17,681.12,451.25,2.131321916565846
SMI ETG,1237,dilated,3,647,544,31.921,0.669,-20.473,-0.0273,-0.2589,0.9655,-30.921,3.012,-21.513,-0.0021,-0.2557,0.9668,653.66,585.88,617.13,450.74,680.03,450.11,2.1327600038578716
SMI ETG,1238,dilated,3,646,544,31.921,0.669,-20.473,-0.0274,-0.264,0.9641,-30.921,3.013,-21.513,-0.0031,-0.2544,0.9671,654.28,589.17,617.38,456.82,681.11,448.58,2.3090949258456477
SMI ETG,1239,dilated,3,646,544,31.92,0.67,-20.473,-0.0267,-0.2644,0.9641,-30.921,3.013,-21.513,-0.0038,-0.2581,0.9661,654.27,590.39,616.5,457.26,681.94,453.03,2.369165293301419
SMI ETG,1240,dilated,3,646,544,31.92,0.67,-20.474,-0.0271,-0.2608,0.965,-30.921,3.013,-21.513,-0.0027,-0.257,0.9664,653.84,587.64,616.9,452.99,680.64,451.7,2.229696171438505
SMI ETG,1241,dilated,3,646,543,31.92,0.67,-20.474,-0.0267,-0.2641,0.9641,-30.921,3.013,-21.513,-0.0017,-0.2547,0.967,653.04,589.58,616.47,457.01,679.47,448.98,2.3688408059083828
SMI ETG,1242,dilated,3,646,544,31.92,0.671,-20.474,-0.0227,-0.262,0.9648,-30.921,3.014,-21.513,-0.0025,-0.257,0.9664,651.21,587.22,611.69,454.44,680.42,451.62,2.189284391079679
SMI ETG,1242,dilated,3,646,544,31.92,0.671,-20.474,-0.0239,-0.2603,0.9652,-30.921,3.014,-21.513,-0.0058,-0.2537,0.9673,653.83,584.03,613.12,452.44,684.42,447.75,2.0516884525562014
SMI ETG,1243,dilated,3,646,544,31.92,0.671,-20.474,-0.0249,-0.2632,0.9644,-30.921,3.014,-21.513,-0.0039,-0.2543,0.9671,653.33,587.59,614.41,455.93,682.13,448.46,2.222839863571362
SMI ETG,1244,dilated,3,646,544,31.92,0.672,-20.474,-0.0236,-0.2609,0.9651,-30.921,3.014,-21.513,-0.0033,-0.2537,0.9673,652.18,585.17,612.76,453.17,681.39,447.78,2.093930519369813
SMI ETG,1245,dilated,3,646,544,31.919,0.672,-20.475,-0.0236,-0.2593,0.9655,-30.921,3.015,-21.514,-0.004,-0.2515,0.9679,652.58,582.85,612.73,451.25,682.23,445.08,1.9821796765075717
SMI ETG,1245,dilated,3,646,544,31.919,0.672,-20.475,-0.0242,-0.2585,0.9657,-30.921,3.015,-21.514,-0.0041,-0.2534,0.9674,653.02,582.98,613.51,450.21,682.34,447.37,1.9924090223063742
SMI ETG,1246,dilated,3,646,544,31.919,0.673,-20.475,-0.0243,-0.2599,0.9653,-30.921,3.015,-21.514,-0.0029,-0.2519,0.9678,652.35,583.99,613.59,451.97,680.91,445.56,2.0367425293676544
SMI ETG,1247,dilated,3,647,543,31.919,0.673,-20.475,-0.0231,-0.2564,0.9663,-30.921,3.015,-21.514,-0.0033,-0.2534,0.9674,651.92,581.33,612.16,447.69,681.39,447.42,1.944312085740015
SMI ETG,1248,dilated,3,646,543,31.919,0.674,-20.475,-0.0249,-0.2588,0.9656,-30.921,3.015,-21.514,-0.0033,-0.2524,0.9676,652.95,583.29,614.35,450.61,681.36,446.16,2.0567713386738387
SMI ETG,1248,dilated,3,646,543,31.919,0.674,-20.475,-0.0251,-0.2547,0.9667,-30.921,3.016,-21.514,-0.0004,-0.2536,0.9673,651.39,581.81,614.48,445.73,677.97,447.57,1.9713412050658876
SMI ETG,1250,dilated,3,646,543,31.918,0.674,-20.476,-0.0269,-0.2585,0.9656,-30.921,3.016,-21.514,-0.0039,-0.2521,0.9677,654.43,583.35,616.67,450.3,682.1,445.79,2.0736578102627963
SMI ETG,1250,dilated,3,646,543,31.918,0.674,-20.476,-0.0267,-0.2585,0.9656,-30.921,3.016,-21.514,-0.0036,-0.252,0.9677,654.14,583.32,616.38,450.3,681.79,445.67,2.06925115402774
SMI ETG,1251,dilated,3,647,544,31.918,0.674,-20.476,-0.0232,-0.2511,0.9677,-30.921,3.017,-21.514,-0.0016,-0.2517,0.9678,651.02,577.53,612.21,441.43,679.45,445.34,1.699411424803796
SMI ETG,1252,dilated,3,646,543,31.918,0.674,-20.476,-0.024,-0.2544,0.9668,-30.921,3.017,-21.515,-0.0032,-0.2532,0.9674,652.37,580.11,613.13,445.3,681.35,447.1,1.894578530159141
SMI ETG,1253,dilated,3,646,543,31.918,0.674,-20.476,-0.0234,-0.2581,0.9658,-30.921,3.017,-21.515,-0.0015,-0.2531,0.9674,651.08,583.08,612.53,449.77,679.32,447.03,2.032460770472302
SMI ETG,1253,dilated,3,646,543,31.918,0.675,-20.476,-0.0252,-0.2544,0.9668,-30.921,3.017,-21.515,-0.0022,-0.255,0.9669,652.49,581.98,614.64,445.41,680.06,449.33,1.98811144794152
SMI ETG,1254,dilated,3,646,544,31.918,0.675,-20.476,-0.0252,-0.2564,0.9662,-30.921,3.018,-21.515,-0.0018,-0.2542,0.9672,652.29,582.86,614.64,447.77,679.68,448.34,1.980294532282941
SMI ETG,1255,dilated,3,646,544,31.918,0.675,-20.476,-0.0229,-0.2524,0.9674,-30.921,3.018,-21.515,0.0001,-0.2572,0.9664,649.85,582.32,611.89,442.93,677.34,451.94,1.9375015210322848
SMI ETG,1256,dilated,3,646,543,31.918,0.676,-20.476,-0.0236,-0.2553,0.9666,-30.921,3.018,-21.515,-0.0013,-0.2569,0.9664,651.06,583.37,612.76,446.4,679.0,451.54,2.0467699824834837
SMI ETG,1256,dilated,3,646,543,31.918,0.676,-20.477,-0.0262,-0.2597,0.9653,-30.921,3.018,-21.515,-0.0014,-0.2572,0.9664,652.6,587.07,615.81,451.69,679.15,451.9,2.241141983349617
SMI ETG,1257,dilated,3,646,543,31.918,0.676,-20.477,-0.0275,-0.2633,0.9643,-30.921,3.019,-21.515,-0.0009,-0.2562,0.9666,653.1,589.84,617.46,456.01,678.6,450.68,2.3821740714172903
SMI ETG,1258,dilated,3,646,544,31.918,0.677,-20.477,-0.0267,-0.265,0.9639,-30.921,3.019,-21.516,-0.0019,-0.2558,0.9667,653.19,590.61,616.56,458.0,679.69,450.21,2.37115304703075
SMI ETG,1259,dilated,3,646,543,31.917,0.677,-20.477,-0.0257,-0.2601,0.9653,-30.921,3.019,-21.516,-0.0012,-0.2558,0.9667,652.26,586.56,615.32,452.11,678.97,450.24,2.2133657006009195
SMI ETG,1260,dilated,3,647,543,31.917,0.678,-20.477,-0.0253,-0.261,0.965,-30.921,3.019,-21.516,-0.0046,-0.2584,0.966,653.93,587.33,614.82,453.29,682.88,453.31,2.2564912627877267
SMI ETG,1260,dilated,3,647,543,31.917,0.678,-20.477,-0.0251,-0.2604,0.9652,-30.921,3.02,-21.516,-0.0013,-0.2565,0.9665,651.95,586.96,614.62,452.56,679.02,451.11,2.224880402261531
SMI ETG,1261,dilated,3,647,543,31.917,0.678,-20.478,-0.0255,-0.262,0.9647,-30.921,3.02,-21.516,-0.0026,-0.2588,0.9659,652.9,588.89,615.06,454.41,680.53,453.84,2.3266356710057754
SMI ETG,1262,dilated,3,647,544,31.917,0.679,-20.478,-0.0246,-0.2614,0.9649,-30.921,3.02,-21.516,-0.0031,-0.2569,0.9664,652.65,587.16,613.97,453.75,681.12,451.56,2.1890161922811515
SMI ETG,1263,dilated,3,646,544,31.917,0.679,-20.478,-0.024,-0.2587,0.9657,-30.921,3.021,-21.516,-0.0043,-0.2553,0.9669,653.03,583.85,613.22,450.53,682.63,449.6,2.035461664249423
SMI ETG,1264,dilated,3,646,544,31.917,0.679,-20.478,-0.0232,-0.2585,0.9657,-30.921,3.021,-21.517,-0.0041,-0.2557,0.9668,652.42,583.75,612.3,450.3,682.3,450.09,2.025411265524201
SMI ETG,1265,dilated,3,646,544,31.917,0.68,-20.478,-0.0247,-0.2578,0.9659,-30.921,3.021,-21.517,-0.0018,-0.2561,0.9667,651.97,584.58,614.01,449.38,679.65,450.57,2.0631117247086235
SMI ETG,1784,dilated,5,642,547,31.907,0.754,-20.546,-0.0195,-0.2605,0.9653,-30.925,3.172,-21.619,0.0004,-0.2421,0.9703,647.61,582.99,607.87,452.64,677.07,433.75,1.8321239420053885
SMI ETG,1785,dilated,5,642,546,31.907,0.754,-20.546,-0.019,-0.2644,0.9642,-30.925,3.172,-21.619,0.0014,-0.2422,0.9702,646.77,588.18,607.38,457.29,675.96,433.84,2.134486242058267
SMI ETG,1785,dilated,5,642,546,31.906,0.754,-20.547,-0.0151,-0.2601,0.9655,-30.925,3.172,-21.619,0.0002,-0.2449,0.9695,645.27,582.27,602.73,452.17,677.34,437.15,1.831944850848319
SMI ETG,1786,dilated,5,642,546,31.906,0.755,-20.547,-0.0131,-0.2538,0.9672,-30.925,3.172,-21.619,0.001,-0.243,0.97,643.67,574.49,600.26,444.59,676.38,434.9,1.4363810568290436
SMI ETG,1787,dilated,5,642,546,31.906,0.755,-20.547,-0.0133,-0.2558,0.9666,-30.925,3.173,-21.619,0.0015,-0.2444,0.9697,643.5,576.94,600.55,447.0,675.76,436.51,1.5588136187775745
SMI ETG,1788,dilated,5,642,546,31.906,0.755,-20.547,-0.0166,-0.2614,0.9651,-30.925,3.173,-21.619,0.001,-0.2431,0.97,645.63,584.02,604.55,453.64,676.34,434.98,1.9210434060499486
SMI ETG,1789,dilated,5,642,546,31.906,0.756,-20.548,-0.0147,-0.2582,0.966,-30.925,3.173,-21.62,0.0013,-0.2449,0.9695,644.39,579.88,602.22,449.88,675.98,437.14,1.7088319394486904
SMI ETG,1790,dilated,5,642,546,31.906,0.756,-20.548,-0.0158,-0.2643,0.9643,-30.925,3.173,-21.62,0.0008,-0.2447,0.9696,645.27,587.94,603.65,457.12,676.57,436.89,2.1153443875693205
SMI ETG,1791,dilated,5,641,546,31.906,0.757,-20.548,-0.0131,-0.2585,0.9659,-30.925,3.173,-21.62,0.0007,-0.2464,0.9692,643.84,580.04,600.32,450.19,676.71,438.91,1.7185893796647387
SMI ETG,1792,dilated,5,641,546,31.906,0.757,-20.549,-0.0159,-0.2639,0.9644,-30.925,3.173,-21.62,0.001,-0.2475,0.9689,645.25,586.88,603.76,456.66,676.32,440.19,2.066890148876116
SMI ETG,1792,dilated,5,641,546,31.906,0.757,-20.549,-0.0125,-0.2613,0.9652,-30.925,3.174,-21.62,0.0023,-0.2465,0.9691,642.55,583.64,599.7,453.58,674.77,439.03,1.8949147477716424
SMI ETG,1793,dilated,5,642,546,31.906,0.758,-20.549,-0.0137,-0.2625,0.9648,-30.925,3.174,-21.62,0.003,-0.2458,0.9693,642.81,585.25,601.1,455.03,673.98,438.25,1.9744959180517112
SMI ETG,1794,dilated,5,641,546,31.905,0.758,-20.549,-0.0073,-0.2468,0.969,-30.925,3.174,-21.62,0.003,-0.2471,0.969,639.29,568.75,593.31,436.34,674.0,439.73,1.148715392815393
SMI ETG,1795,dilated,5,641,546,31.905,0.759,-20.55,-0.009,-0.2529,0.9675,-30.925,3.174,-21.62,0.0006,-0.2473,0.969,641.57,573.4,595.33,443.59,676.8,439.93,1.3794694672421344
SMI ETG,1796,dilated,5,641,546,31.905,0.759,-20.55,-0.0123,-0.2575,0.9662,-30.925,3.174,-21.62,0.0023,-0.2463,0.9692,642.45,579.02,599.36,449.09,674.78,438.83,1.663039907553389
SMI ETG,1796,dilated,5,641,546,31.905,0.76,-20.55,-0.0057,-0.2405,0.9706,-30.925,3.175,-21.621,0.0033,-0.2474,0.9689,638.16,566.33,591.31,428.73,673.65,440.04,1.033764552651398
SMI ETG,1797,dilated,5,641,546,31.905,0.76,-20.551,-0.0068,-0.2482,0.9687,-30.925,3.175,-21.621,0.0035,-0.2473,0.9689,638.69,569.68,592.69,437.92,673.38,439.96,1.1979153298074467
SMI ETG,1798,dilated,5,641,547,31.905,0.761,-20.551,-0.0123,-0.2598,0.9656,-30.925,3.175,-21.621,0.0023,-0.2487,0.9686,642.5,581.69,599.42,451.75,674.82,441.67,1.7466818930110144
SMI ETG,1799,dilated,5,641,546,31.905,0.761,-20.551,-0.0158,-0.2644,0.9643,-30.925,3.175,-21.621,0.0012,-0.2475,0.9689,645.06,587.52,603.57,457.25,676.13,440.17,2.097859380432746
SMI ETG,1799,dilated,5,641,546,31.905,0.762,-20.552,-0.0132,-0.2614,0.9651,-30.925,3.175,-21.621,0.0035,-0.2478,0.9688,642.27,583.81,600.49,453.76,673.37,440.59,1.902914119928625
SMI ETG,1800,dilated,5,641,546,31.905,0.763,-20.552,-0.0131,-0.2604,0.9654,-30.925,3.175,-21.621,0.0054,-0.2488,0.9686,641.1,583.01,600.3,452.57,671.11,441.73,1.8617232412666638
SMI ETG,1801,dilated,5,641,546,31.905,0.763,-20.552,-0.0119,-0.2564,0.9665,-30.925,3.176,-21.621,0.0024,-0.2478,0.9688,642.23,577.92,598.91,447.74,674.71,440.57,1.6074011034634794
SMI ETG,1802,dilated,5,641,546,31.905,0.763,-20.553,-0.0093,-0.251,0.9679,-30.925,3.176,-21.621,0.0039,-0.2493,0.9684,639.92,573.53,595.75,441.32,672.93,442.39,1.3867926068906442
SMI ETG,1803,dilated,5,641,546,31.905,0.763,-20.553,-0.0104,-0.2534,0.9673,-30.925,3.176,-21.622,0.0033,-0.2464,0.9692,640.82,574.53,597.03,444.14,673.62,438.91,1.4359833397356925
SMI ETG,1803,dilated,5,641,546,31.904,0.764,-20.553,-0.0078,-0.2484,0.9686,-30.925,3.176,-21.622,0.0037,-0.2485,0.9686,639.19,570.9,593.95,438.25,673.17,441.4,1.256878097908134
SMI ETG,1804,dilated,5,641,545,31.904,0.764,-20.553,-0.009,-0.252,0.9677,-30.925,3.176,-21.622,0.0032,-0.2491,0.9685,640.13,573.85,595.37,442.51,673.74,442.13,1.4528776664152083
SMI ETG,1805,dilated,5,640,546,31.904,0.765,-20.553,-0.0097,-0.25,0.9682,-30.925,3.177,-21.622,0.0035,-0.248,0.9688,640.3,572.12,596.12,440.04,673.36,440.78,1.3149413245394765
SMI ETG,1806,dilated,5,641,546,31.904,0.765,-20.554,-0.0125,-0.2639,0.9645,-30.925,3.177,-21.622,0.0009,-0.2485,0.9686,643.3,586.99,599.62,456.66,676.43,441.42,2.064575795383789
SMI ETG,1807,dilated,5,641,546,31.904,0.765,-20.554,-0.0157,-0.2673,0.9635,-30.925,3.177,-21.622,0.003,-0.2476,0.9689,643.98,591.31,603.55,460.71,674.04,440.39,2.282798233490164
SMI ETG,1807,dilated,5,641,546,31.904,0.766,-20.554,-0.0139,-0.2657,0.964,-30.925,3.177,-21.622,0.0023,-0.2487,0.9686,643.34,589.16,601.33,458.82,674.84,441.7,2.173314825728391
SMI ETG,1808,dilated,5,641,545,31.904,0.766,-20.555,-0.0068,-0.2494,0.9684,-30.925,3.177,-21.622,0.0026,-0.2491,0.9685,639.24,571.14,592.67,439.38,674.51,442.12,1.3190278648700244
SMI ETG,1809,dilated,5,641,546,31.904,0.766,-20.555,-0.0088,-0.2525,0.9676,-30.925,3.178,-21.622,0.0045,-0.249,0.9685,639.27,574.52,595.15,443.09,672.21,442.06,1.4381188764746173
SMI ETG,1810,dilated,5,641,546,31.904,0.767,-20.555,-0.008,-0.2524,0.9676,-30.925,3.178,-21.623,0.0051,-0.2497,0.9683,638.49,574.64,594.23,442.95,671.51,442.8,1.4470531314725141
SMI ETG,1811,dilated,5,640,546,31.904,0.767,-20.555,-0.0065,-0.2518,0.9678,-30.925,3.178,-21.623,0.0052,-0.2509,0.968,637.58,574.45,592.41,442.32,671.39,444.32,1.437144828272081
SMI ETG,1812,dilated,5,640,546,31.903,0.767,-20.555,-0.0064,-0.2507,0.968,-30.925,3.178,-21.623,0.0051,-0.253,0.9675,637.58,575.05,592.27,440.96,671.51,446.83,1.467180547469715
SMI ETG,1812,dilated,5,640,546,31.903,0.768,-20.556,-0.0109,-0.2558,0.9667,-30.925,3.178,-21.623,0.0034,-0.2527,0.9675,641.06,578.89,597.63,447.03,673.46,446.45,1.6557804154995144
SMI ETG,1813,dilated,5,640,546,31.903,0.768,-20.556,-0.0102,-0.2518,0.9677,-30.925,3.179,-21.623,0.0028,-0.2505,0.9681,641.04,574.55,596.75,442.21,674.26,443.81,1.4379052710143543
SMI ETG,1814,dilated,5,640,546,31.903,0.769,-20.556,-0.013,-0.2629,0.9648,-30.925,3.179,-21.623,0.0031,-0.2509,0.968,642.4,585.5,600.24,455.44,673.84,444.26,1.9902843832595232
SMI ETG,1815,dilated,5,641,546,31.903,0.769,-20.556,-0.0127,-0.2666,0.9637,-30.925,3.179,-21.623,0.0065,-0.2517,0.9678,640.25,590.24,599.93,459.97,669.85,445.22,2.224618159318662
SMI ETG,1815,dilated,5,641,546,31.903,0.769,-20.557,-0.0108,-0.2649,0.9642,-30.925,3.179,-21.623,0.0043,-0.2509,0.968,640.42,587.84,597.68,457.84,672.39,444.25,2.1041892566316336
SMI ETG,1816,dilated,5,641,546,31.903,0.77,-20.557,-0.0132,-0.2687,0.9631,-30.925,3.179,-21.623,0.0047,-0.2521,0.9677,641.52,592.75,600.52,462.49,671.93,445.73,2.3501966467195987
SMI ETG,1817,dilated,5,640,546,31.903,0.77,-20.557,-0.0095,-0.2581,0.9661,-30.925,3.18,-21.624,0.0037,-0.2505,0.9681,640.15,579.92,596.08,449.79,673.21,443.85,1.706654148152859
SMI ETG,1818,dilated,5,640,546,31.903,0.771,-20.557,-0.0118,-0.2625,0.9649,-30.925,3.18,-21.624,0.0038,-0.2489,0.9685,641.28,584.99,598.86,455.0,672.98,441.85,1.9621006791281435
SMI ETG,1818,dilated,5,640,546,31.903,0.771,-20.558,-0.0116,-0.2597,0.9656,-30.925,3.18,-21.624,0.006,-0.2487,0.9686,639.95,582.06,598.57,451.67,670.45,441.69,1.8140516371209372
SMI ETG,1819,dilated,5,641,547,31.903,0.771,-20.558,-0.0097,-0.2647,0.9643,-30.925,3.18,-21.624,0.0068,-0.2493,0.9684,638.29,587.8,596.33,457.7,669.45,442.36,2.0561335841273394
SMI ETG,1820,dilated,5,641,546,31.903,0.772,-20.558,-0.0106,-0.2582,0.966,-30.925,3.18,-21.624,0.006,-0.2506,0.9681,639.4,580.76,597.4,449.84,670.37,443.9,1.7506805188722434
SMI ETG,1821,dilated,5,640,546,31.903,0.772,-20.558,-0.0108,-0.263,0.9647,-30.925,3.181,-21.624,0.005,-0.2483,0.9687,640.04,585.73,597.67,455.68,671.65,441.15,1.9981720592649848
SMI ETG,1822,dilated,5,640,546,31.903,0.772,-20.558,-0.0107,-0.2645,0.9643,-30.925,3.181,-21.624,0.0043,-0.2508,0.968,640.4,587.42,597.57,457.45,672.47,444.12,2.083015536675444
SMI ETG,1823,dilated,5,640,546,31.903,0.772,-20.559,-0.0104,-0.2611,0.9653,-30.925,3.181,-21.624,0.0059,-0.2494,0.9684,639.3,583.45,597.13,453.36,670.57,442.44,1.8841343600025762
SMI ETG,1823,dilated,5,640,546,31.902,0.773,-20.559,-0.0128,-0.2668,0.9637,-30.925,3.181,-21.625,0.0031,-0.249,0.9685,642.24,590.74,600.11,460.2,673.86,442.0,2.2521487061545122
SMI ETG,1824,dilated,5,641,546,31.902,0.773,-20.559,-0.0099,-0.2602,0.9655,-30.925,3.181,-21.625,0.0025,-0.2504,0.9681,640.96,582.07,596.49,452.31,674.53,443.73,1.814550348655499
SMI ETG,1825,dilated,5,641,546,31.902,0.773,-20.559,-0.0124,-0.2594,0.9657,-30.925,3.182,-21.625,0.0042,-0.2486,0.9686,641.43,581.55,599.51,451.29,672.53,441.56,1.788577480948908
SMI ETG,1826,dilated,5,641,546,31.902,0.773,-20.559,-0.0121,-0.265,0.9642,-30.925,3.182,-21.625,0.0037,-0.2494,0.9684,641.53,588.11,599.21,457.96,673.21,442.46,2.117675700834761
SMI ETG,1827,dilated,5,641,545,31.902,0.774,-20.56,-0.0098,-0.2587,0.9659,-30.925,3.182,-21.625,0.0059,-0.2499,0.9683,638.96,580.9,596.37,450.5,670.51,443.1,1.8091947091522989
SMI ETG,1827,dilated,5,641,545,31.902,0.774,-20.56,-0.0195,-0.2683,0.9631,-30.925,3.182,-21.625,0.0001,-0.2498,0.9683,647.86,592.43,608.01,461.98,677.47,442.98,2.4092075687955985
SMI ETG,1828,dilated,5,641,545,31.902,0.775,-20.56,-0.0129,-0.259,0.9658,-30.925,3.183,-21.625,0.0026,-0.2498,0.9683,642.64,581.16,600.05,450.87,674.43,442.95,1.8211476420157957
SMI ETG,1829,dilated,5,641,545,31.902,0.775,-20.561,-0.0112,-0.2545,0.967,-30.925,3.183,-21.625,0.0021,-0.2503,0.9682,641.99,576.6,598.03,445.46,674.99,443.52,1.5911179989864848
SMI ETG,1830,dilated,5,641,545,31.902,0.776,-20.561,-0.0105,-0.2557,0.9667,-30.925,3.183,-21.626,0.0026,-0.2503,0.9682,641.31,577.6,597.23,446.9,674.39,443.59,1.6406394838866716
SMI ETG,1830,dilated,5,641,545,31.902,0.776,-20.561,-0.0086,-0.2506,0.9681,-30.925,3.183,-21.626,0.0017,-0.2505,0.9681,640.79,572.97,594.89,440.83,675.55,443.74,1.408029351838
SMI ETG,1831,dilated,5,640,545,31.902,0.776,-20.562,-0.0148,-0.2635,0.9645,-30.925,3.183,-21.626,0.0015,-0.2511,0.968,644.36,586.32,602.41,456.24,675.71,444.47,2.0896992806657835
SMI ETG,1832,dilated,5,640,545,31.902,0.777,-20.562,-0.0143,-0.266,0.9639,-30.925,3.184,-21.626,0.0018,-0.2513,0.9679,643.85,589.29,601.79,459.2,675.35,444.75,2.2354676294827693
SMI ETG,1833,dilated,5,641,545,31.902,0.778,-20.562,-0.0152,-0.2663,0.9638,-30.925,3.184,-21.626,0.0026,-0.2513,0.9679,643.94,589.77,602.88,459.6,674.46,444.72,2.255963528532505
SMI ETG,1834,dilated,5,640,546,31.902,0.778,-20.563,-0.0146,-0.2655,0.964,-30.925,3.184,-21.626,0.002,-0.25,0.9683,643.96,588.76,602.2,458.62,675.2,443.19,2.15928742014403
SMI ETG,1835,dilated,5,640,546,31.901,0.779,-20.563,-0.0145,-0.2669,0.9636,-30.926,3.184,-21.626,0.0029,-0.2512,0.9679,643.33,590.45,602.09,460.27,674.03,444.58,2.241057174578512
SMI ETG,1835,dilated,5,640,546,31.901,0.779,-20.563,-0.0122,-0.2608,0.9653,-30.926,3.184,-21.626,0.002,-0.2504,0.9681,642.63,582.91,599.3,452.97,675.2,443.7,1.8613967585031403
SMI ETG,1836,dilated,5,641,546,31.901,0.78,-20.563,-0.0126,-0.2634,0.9646,-30.926,3.185,-21.627,0.0004,-0.2495,0.9684,643.69,586.14,599.74,456.07,677.05,442.64,2.0232333284867194
SMI ETG,1837,dilated,5,641,547,31.901,0.78,-20.564,-0.0149,-0.2671,0.9636,-30.926,3.185,-21.627,0.0003,-0.2495,0.9684,645.08,591.19,602.54,460.54,677.23,442.55,2.2308970286265413
SMI ETG,1838,dilated,5,642,546,31.901,0.781,-20.564,-0.0158,-0.2709,0.9625,-30.926,3.185,-21.627,-0.0001,-0.2501,0.9682,645.82,596.66,603.72,465.08,677.67,443.37,2.5530394955172873
SMI ETG,1838,dilated,5,642,546,31.901,0.782,-20.564,-0.0151,-0.27,0.9627,-30.926,3.185,-21.627,-0.0001,-0.2481,0.9687,645.34,596.41,602.86,464.04,677.62,440.9,2.5388561546178674
SMI ETG,1839,dilated,5,641,547,31.901,0.782,-20.565,-0.015,-0.2665,0.9637,-30.926,3.185,-21.627,-0.0003,-0.2498,0.9683,645.44,590.23,602.65,459.75,677.82,442.93,2.184771933204674
SMI ETG,1840,dilated,5,641,546,31.901,0.782,-20.565,-0.0054,-0.2531,0.9674,-30.926,3.186,-21.627,-0.0004,-0.2497,0.9683,640.21,573.18,591.16,443.81,678.05,442.85,1.368712600879871
SMI ETG,1841,dilated,5,640,547,31.901,0.783,-20.565,-0.0116,-0.2634,0.9646,-30.926,3.186,-21.627,0.0009,-0.2523,0.9677,642.87,585.83,598.57,456.04,676.45,445.92,1.9580876424194809
SMI ETG,1842,dilated,5,641,547,31.901,0.783,-20.566,-0.0128,-0.2634,0.9646,-30.926,3.186,-21.627,-0.0013,-0.2506,0.9681,644.85,586.07,600.05,456.03,679.08,443.87,1.9742978203997295
SMI ETG,1843,dilated,5,641,547,31.901,0.784,-20.566,-0.0135,-0.2644,0.9643,-30.926,3.186,-21.628,-0.0021,-0.2518,0.9678,645.68,587.34,600.84,457.31,680.0,445.34,2.042072117687763
SMI ETG,1844,dilated,5,641,546,31.901,0.784,-20.566,-0.0162,-0.2664,0.9637,-30.926,3.186,-21.628,-0.002,-0.2515,0.9679,647.17,589.89,604.12,459.7,679.86,445.02,2.228406881570565
SMI ETG,1844,dilated,5,641,546,31.901,0.785,-20.567,-0.0125,-0.2611,0.9652,-30.926,3.187,-21.628,-0.0031,-0.2525,0.9676,645.74,582.89,599.69,453.29,681.17,446.21,1.8709288858842075
SMI ETG,1845,dilated,5,641,547,31.901,0.785,-20.567,-0.0141,-0.2638,0.9645,-30.926,3.187,-21.628,-0.0027,-0.2524,0.9676,646.37,586.44,601.55,456.6,680.67,446.05,2.001639407359189
SMI ETG,1845,dilated,5,641,547,31.901,0.786,-20.567,-0.0143,-0.2666,0.9637,-30.926,3.187,-21.628,-0.0016,-0.2531,0.9675,645.82,590.04,601.8,459.95,679.36,446.87,2.1773430291928606
SMI ETG,1846,dilated,5,642,547,31.901,0.786,-20.567,-0.0139,-0.2703,0.9627,-30.926,3.187,-21.628,0.0001,-0.2545,0.9671,644.66,594.74,601.46,464.34,677.4,448.62,2.402999384498519
SMI ETG,1847,dilated,5,642,547,31.901,0.787,-20.568,-0.0123,-0.2664,0.9638,-30.926,3.188,-21.628,0.0012,-0.2543,0.9671,643.14,589.53,599.51,459.66,676.11,448.31,2.1390332648399424
SMI ETG,1848,dilated,5,641,546,31.901,0.787,-20.568,-0.0123,-0.2682,0.9633,-30.926,3.188,-21.628,-0.0011,-0.2576,0.9663,644.45,591.53,599.48,461.78,678.78,452.26,2.2954596075296294
