frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
727	31.93000000	0.64500000	-20.44900000	-0.04960000	-0.27230000	0.96090000	-30.91400000	2.89400000	-21.44200000	-0.04440000	-0.26690000	0.96270000	690.77000000	596.35000000	643.87000000	466.75000000	730.23000000	463.83000000
728	31.93000000	0.64500000	-20.44900000	-0.05160000	-0.27330000	0.96060000	-30.91400000	2.89500000	-21.44200000	-0.04470000	-0.26640000	0.96280000	692.12000000	597.74000000	646.22000000	467.99000000	730.55000000	463.19000000
728	31.93000000	0.64500000	-20.44900000	-0.04960000	-0.26950000	0.96170000	-30.91300000	2.89500000	-21.44200000	-0.04470000	-0.26640000	0.96280000	690.79000000	592.94000000	643.76000000	463.40000000	730.53000000	463.19000000
729	31.93000000	0.64500000	-20.44900000	-0.04870000	-0.26800000	0.96220000	-30.91300000	2.89600000	-21.44300000	-0.04330000	-0.26550000	0.96310000	689.50000000	591.38000000	642.72000000	461.62000000	728.89000000	462.11000000
730	31.93000000	0.64500000	-20.44900000	-0.04840000	-0.26470000	0.96310000	-30.91300000	2.89700000	-21.44300000	-0.04280000	-0.26600000	0.96300000	689.00000000	589.43000000	642.25000000	457.69000000	728.33000000	462.76000000
731	31.93000000	0.64500000	-20.44900000	-0.04730000	-0.25330000	0.96620000	-30.91300000	2.89800000	-21.44300000	-0.04210000	-0.26410000	0.96360000	688.32000000	588.26000000	640.81000000	444.01000000	727.46000000	460.44000000
732	31.93000000	0.64500000	-20.44900000	-0.04840000	-0.24590000	0.96810000	-30.91300000	2.89800000	-21.44400000	-0.04420000	-0.26490000	0.96330000	691.28000000	602.31000000	642.01000000	435.25000000	729.91000000	461.41000000
732	31.93000000	0.64500000	-20.44900000	-0.02690000	-0.24820000	0.96830000	-30.91300000	2.89900000	-21.44400000	-0.01870000	-0.26510000	0.96410000	663.05000000	590.42000000	616.52000000	437.96000000	699.58000000	461.45000000
733	31.93000000	0.64500000	-20.44900000	-0.02570000	-0.24600000	0.96890000	-30.91300000	2.90000000	-21.44400000	-0.01510000	-0.26040000	0.96540000	660.16000000	582.37000000	615.00000000	435.34000000	695.32000000	455.84000000
734	31.93000000	0.64500000	-20.44900000	-0.02690000	-0.24390000	0.96940000	-30.91200000	2.90100000	-21.44500000	-0.01630000	-0.25700000	0.96630000	661.58000000	578.06000000	616.49000000	432.81000000	696.77000000	451.81000000
735	31.93000000	0.64500000	-20.44900000	-0.02790000	-0.24360000	0.96950000	-30.91200000	2.90100000	-21.44500000	-0.01490000	-0.25730000	0.96620000	661.37000000	578.21000000	617.67000000	432.51000000	695.14000000	452.11000000
735	31.93000000	0.64500000	-20.44900000	-0.02960000	-0.24730000	0.96850000	-30.91200000	2.90200000	-21.44500000	-0.01560000	-0.25530000	0.96670000	662.67000000	576.45000000	619.66000000	436.91000000	695.99000000	449.72000000
736	31.93000000	0.64500000	-20.44900000	-0.03100000	-0.24980000	0.96780000	-30.91200000	2.90300000	-21.44500000	-0.01300000	-0.25300000	0.96740000	662.03000000	576.62000000	621.43000000	439.86000000	692.92000000	447.04000000
737	31.93000000	0.64500000	-20.44900000	-0.03430000	-0.24980000	0.96770000	-30.91200000	2.90400000	-21.44600000	-0.01310000	-0.25200000	0.96760000	663.98000000	576.92000000	625.31000000	439.92000000	693.04000000	445.77000000
738	31.93000000	0.64500000	-20.44900000	-0.03500000	-0.25120000	0.96730000	-30.91100000	2.90400000	-21.44600000	-0.01260000	-0.25050000	0.96800000	664.13000000	577.22000000	626.20000000	441.58000000	692.48000000	444.00000000
739	31.93000000	0.64500000	-20.44900000	-0.03440000	-0.25120000	0.96730000	-30.91100000	2.90500000	-21.44600000	-0.01220000	-0.24910000	0.96840000	663.46000000	576.39000000	625.40000000	441.55000000	691.93000000	442.36000000
740	31.93000000	0.64500000	-20.44900000	-0.03610000	-0.25110000	0.96730000	-30.91100000	2.90600000	-21.44700000	-0.01150000	-0.24620000	0.96920000	664.10000000	575.58000000	627.45000000	441.36000000	691.18000000	438.81000000
740	31.93000000	0.64500000	-20.44900000	-0.03850000	-0.25080000	0.96730000	-30.91100000	2.90700000	-21.44700000	-0.01080000	-0.24470000	0.96960000	665.08000000	575.73000000	630.35000000	441.09000000	690.27000000	437.03000000
741	31.93000000	0.64500000	-20.44900000	-0.03900000	-0.25250000	0.96680000	-30.91100000	2.90800000	-21.44700000	-0.01180000	-0.24370000	0.96980000	665.97000000	576.47000000	630.89000000	443.05000000	691.55000000	435.90000000
742	31.93000000	0.64500000	-20.44900000	-0.03810000	-0.25070000	0.96730000	-30.91100000	2.90800000	-21.44800000	-0.01140000	-0.24390000	0.96970000	665.19000000	575.00000000	629.77000000	440.98000000	691.08000000	436.14000000
743	31.93000000	0.64500000	-20.44900000	-0.01630000	-0.24320000	0.96990000	-30.91100000	2.90900000	-21.44800000	0.01770000	-0.23320000	0.97230000	635.74000000	566.74000000	603.86000000	431.99000000	656.69000000	423.42000000
744	31.93000000	0.64500000	-20.44900000	-0.01420000	-0.23930000	0.97080000	-30.91100000	2.90900000	-21.44800000	0.02100000	-0.23120000	0.97270000	632.62000000	563.27000000	601.37000000	427.43000000	652.77000000	421.00000000
744	31.93000000	0.64500000	-20.44900000	-0.01500000	-0.23650000	0.97150000	-30.91100000	2.90900000	-21.44800000	0.01910000	-0.23060000	0.97290000	634.17000000	560.54000000	602.20000000	424.01000000	655.02000000	420.30000000
745	31.93000000	0.64500000	-20.44900000	-0.01430000	-0.23470000	0.97200000	-30.91100000	2.90900000	-21.44800000	0.01860000	-0.22630000	0.97390000	634.08000000	557.00000000	601.41000000	421.96000000	655.67000000	415.19000000
746	31.93000000	0.64500000	-20.44900000	-0.01380000	-0.23400000	0.97220000	-30.91100000	2.90900000	-21.44900000	0.01830000	-0.22540000	0.97410000	633.93000000	555.80000000	600.78000000	421.03000000	655.97000000	414.12000000
746	31.93000000	0.64500000	-20.44900000	-0.01400000	-0.23240000	0.97250000	-30.91100000	2.91000000	-21.44900000	0.01810000	-0.22490000	0.97420000	634.17000000	554.38000000	601.03000000	419.14000000	656.18000000	413.50000000
747	31.93000000	0.64500000	-20.44900000	-0.01500000	-0.23290000	0.97240000	-30.91100000	2.91000000	-21.44900000	0.01610000	-0.22320000	0.97470000	635.88000000	553.80000000	602.17000000	419.80000000	658.58000000	411.41000000
749	31.93000000	0.64500000	-20.44900000	-0.01370000	-0.23340000	0.97230000	-30.91100000	2.91000000	-21.44900000	0.01480000	-0.22400000	0.97450000	635.96000000	553.81000000	600.72000000	420.40000000	660.14000000	412.36000000
750	31.93000000	0.64500000	-20.44900000	-0.01320000	-0.23440000	0.97210000	-30.91100000	2.91000000	-21.44900000	0.01620000	-0.22420000	0.97440000	634.80000000	554.91000000	600.06000000	421.51000000	658.46000000	412.68000000
750	31.93000000	0.64500000	-20.44900000	-0.01300000	-0.23340000	0.97230000	-30.91100000	2.91000000	-21.44900000	0.01710000	-0.22380000	0.97450000	634.18000000	554.11000000	599.79000000	420.35000000	657.44000000	412.14000000
751	31.93000000	0.64500000	-20.44900000	-0.01220000	-0.23290000	0.97240000	-30.91100000	2.91100000	-21.44900000	0.01670000	-0.22250000	0.97480000	633.98000000	552.95000000	598.87000000	419.79000000	657.96000000	410.64000000
752	31.93000000	0.64500000	-20.44900000	-0.01070000	-0.23390000	0.97220000	-30.91100000	2.91100000	-21.44900000	0.01770000	-0.22220000	0.97490000	632.50000000	553.58000000	597.17000000	420.96000000	656.66000000	410.24000000
752	31.93000000	0.64500000	-20.44900000	-0.01190000	-0.23470000	0.97200000	-30.91100000	2.91100000	-21.44900000	0.01740000	-0.22260000	0.97480000	633.32000000	554.61000000	598.53000000	421.88000000	657.02000000	410.75000000
753	31.93000000	0.64500000	-20.44900000	-0.01250000	-0.23540000	0.97180000	-30.91100000	2.91100000	-21.45000000	0.01860000	-0.22210000	0.97480000	633.03000000	555.57000000	599.33000000	422.77000000	655.68000000	410.18000000
754	31.93000000	0.64500000	-20.44900000	-0.01170000	-0.23430000	0.97210000	-30.91200000	2.91100000	-21.45000000	0.01840000	-0.22410000	0.97440000	632.72000000	554.97000000	598.33000000	421.40000000	655.94000000	412.54000000
754	31.93000000	0.64500000	-20.44900000	-0.01180000	-0.23340000	0.97230000	-30.91200000	2.91100000	-21.45000000	0.01740000	-0.22530000	0.97410000	633.34000000	554.54000000	598.44000000	420.42000000	657.03000000	413.98000000
755	31.93000000	0.64500000	-20.44900000	-0.01230000	-0.23310000	0.97240000	-30.91200000	2.91200000	-21.45000000	0.01810000	-0.22260000	0.97480000	633.22000000	553.56000000	599.03000000	420.04000000	656.27000000	410.72000000
756	31.93000000	0.64500000	-20.44900000	-0.01070000	-0.23060000	0.97300000	-30.91200000	2.91200000	-21.45000000	0.01570000	-0.22500000	0.97420000	633.75000000	551.47000000	597.12000000	417.05000000	659.06000000	413.65000000
757	31.93000000	0.64500000	-20.44900000	-0.01100000	-0.22960000	0.97320000	-30.91200000	2.91200000	-21.45000000	0.01730000	-0.22270000	0.97470000	632.96000000	550.20000000	597.45000000	415.83000000	657.18000000	410.82000000
758	31.93000000	0.64500000	-20.44900000	-0.01170000	-0.22970000	0.97320000	-30.91200000	2.91200000	-21.45000000	0.01690000	-0.22210000	0.97490000	633.56000000	550.20000000	598.28000000	416.01000000	657.62000000	410.20000000
759	31.93000000	0.64500000	-20.44900000	-0.00980000	-0.22710000	0.97380000	-30.91200000	2.91200000	-21.45000000	0.01620000	-0.22250000	0.97480000	632.91000000	547.58000000	595.92000000	412.83000000	658.51000000	410.59000000
760	31.93000000	0.64500000	-20.44900000	-0.00960000	-0.22540000	0.97420000	-30.91200000	2.91200000	-21.45000000	0.01860000	-0.22090000	0.97510000	631.42000000	546.35000000	595.72000000	410.92000000	655.70000000	408.72000000
760	31.93000000	0.64500000	-20.44900000	-0.01000000	-0.22370000	0.97460000	-30.91200000	2.91300000	-21.45100000	0.01790000	-0.21960000	0.97540000	632.04000000	544.40000000	596.15000000	408.84000000	656.53000000	407.17000000
761	31.93000000	0.64500000	-20.44900000	-0.01020000	-0.22450000	0.97440000	-30.91200000	2.91300000	-21.45100000	0.01890000	-0.21920000	0.97550000	631.61000000	545.15000000	596.47000000	409.81000000	655.36000000	406.71000000
762	31.93000000	0.64500000	-20.44900000	-0.01100000	-0.22370000	0.97460000	-30.91200000	2.91300000	-21.45100000	0.01940000	-0.21900000	0.97550000	631.70000000	544.83000000	597.35000000	408.82000000	654.70000000	406.42000000
763	31.93000000	0.64500000	-20.44900000	-0.01000000	-0.22580000	0.97410000	-30.91200000	2.91300000	-21.45100000	0.01960000	-0.22030000	0.97520000	631.05000000	546.70000000	596.22000000	411.28000000	654.48000000	408.00000000
764	31.93000000	0.64500000	-20.44900000	-0.00870000	-0.22260000	0.97490000	-30.91200000	2.91300000	-21.45100000	0.01960000	-0.21890000	0.97560000	630.32000000	543.46000000	594.68000000	407.57000000	654.47000000	406.30000000
764	31.93000000	0.64500000	-20.44900000	-0.01050000	-0.22570000	0.97410000	-30.91200000	2.91300000	-21.45100000	0.02040000	-0.21810000	0.97570000	630.82000000	546.09000000	596.81000000	411.24000000	653.50000000	405.44000000
765	31.93000000	0.64500000	-20.44900000	-0.00940000	-0.22410000	0.97450000	-30.91200000	2.91400000	-21.45100000	0.02060000	-0.21730000	0.97590000	630.08000000	544.22000000	595.47000000	409.29000000	653.27000000	404.41000000
765	31.93000000	0.64500000	-20.44900000	-0.00900000	-0.22430000	0.97450000	-30.91200000	2.91400000	-21.45100000	0.02090000	-0.21660000	0.97600000	629.67000000	544.07000000	594.96000000	409.58000000	652.97000000	403.61000000
766	31.93000000	0.64500000	-20.44900000	-0.00820000	-0.22510000	0.97430000	-30.91200000	2.91400000	-21.45100000	0.02260000	-0.21800000	0.97570000	628.20000000	545.56000000	594.01000000	410.52000000	650.91000000	405.34000000
767	31.93000000	0.64500000	-20.44900000	-0.00680000	-0.22540000	0.97420000	-30.91200000	2.91400000	-21.45200000	0.02260000	-0.21680000	0.97600000	627.45000000	544.85000000	592.38000000	410.88000000	651.00000000	403.83000000
768	31.93000000	0.64500000	-20.44900000	-0.00690000	-0.22500000	0.97430000	-30.91200000	2.91400000	-21.45200000	0.02390000	-0.21890000	0.97550000	626.73000000	545.83000000	592.47000000	410.38000000	649.43000000	406.36000000
769	31.93000000	0.64500000	-20.44900000	-0.04110000	-0.23340000	0.97150000	-30.91200000	2.91400000	-21.45200000	-0.01370000	-0.22970000	0.97320000	668.16000000	556.03000000	633.06000000	420.37000000	693.83000000	419.21000000
770	31.93000000	0.64500000	-20.44900000	-0.04680000	-0.22630000	0.97290000	-30.91200000	2.91400000	-21.45200000	-0.01380000	-0.22960000	0.97320000	671.58000000	553.30000000	639.79000000	411.91000000	693.96000000	419.03000000
770	31.93000000	0.64500000	-20.44900000	-0.04550000	-0.22360000	0.97360000	-30.91200000	2.91400000	-21.45200000	-0.01380000	-0.22860000	0.97340000	670.77000000	550.80000000	638.12000000	408.60000000	693.98000000	417.93000000
771	31.93000000	0.64500000	-20.44900000	-0.04220000	-0.22460000	0.97350000	-30.91200000	2.91500000	-21.45200000	-0.01400000	-0.22490000	0.97430000	668.94000000	547.97000000	634.29000000	409.81000000	694.15000000	413.48000000
772	31.93000000	0.64500000	-20.44900000	-0.04190000	-0.22320000	0.97390000	-30.91200000	2.91500000	-21.45200000	-0.01360000	-0.22390000	0.97450000	668.58000000	546.56000000	633.95000000	408.12000000	693.74000000	412.28000000
773	31.93000000	0.64500000	-20.44900000	-0.04120000	-0.22190000	0.97420000	-30.91200000	2.91500000	-21.45300000	-0.01320000	-0.22440000	0.97440000	667.90000000	546.04000000	633.07000000	406.64000000	693.21000000	412.81000000
774	31.93000000	0.64500000	-20.44900000	-0.04100000	-0.22120000	0.97440000	-30.91200000	2.91500000	-21.45300000	-0.01390000	-0.22670000	0.97390000	668.23000000	546.97000000	632.83000000	405.85000000	694.12000000	415.59000000
775	31.93000000	0.64500000	-20.44900000	-0.04130000	-0.22260000	0.97400000	-30.91200000	2.91600000	-21.45300000	-0.01350000	-0.22660000	0.97390000	668.15000000	547.82000000	633.23000000	407.50000000	693.55000000	415.45000000
776	31.93000000	0.64500000	-20.44900000	-0.04340000	-0.22530000	0.97330000	-30.91200000	2.91600000	-21.45300000	-0.01370000	-0.22720000	0.97380000	669.50000000	550.21000000	635.69000000	410.66000000	693.87000000	416.23000000
776	31.93000000	0.64500000	-20.44900000	-0.04120000	-0.22290000	0.97400000	-30.91200000	2.91600000	-21.45300000	-0.01520000	-0.22430000	0.97440000	669.01000000	545.95000000	633.06000000	407.83000000	695.56000000	412.71000000
777	31.93000000	0.64500000	-20.44900000	-0.04120000	-0.21950000	0.97470000	-30.91200000	2.91600000	-21.45300000	-0.01490000	-0.22440000	0.97440000	668.86000000	544.29000000	632.97000000	403.79000000	695.28000000	412.85000000
778	31.93000000	0.64500000	-20.44900000	-0.04160000	-0.22200000	0.97420000	-30.91200000	2.91600000	-21.45300000	-0.01580000	-0.22330000	0.97460000	669.65000000	544.76000000	633.56000000	406.79000000	696.38000000	411.50000000
779	31.93000000	0.64500000	-20.44900000	-0.04050000	-0.22240000	0.97410000	-30.91200000	2.91700000	-21.45400000	-0.01640000	-0.22260000	0.97480000	669.26000000	544.06000000	632.17000000	407.16000000	696.99000000	410.73000000
780	31.93000000	0.64500000	-20.44900000	-0.02850000	-0.21230000	0.97680000	-30.91200000	2.91700000	-21.45400000	0.00250000	-0.21530000	0.97660000	651.55000000	535.81000000	617.89000000	395.19000000	674.78000000	402.01000000
780	31.93000000	0.64500000	-20.44900000	-0.02710000	-0.21450000	0.97640000	-30.91200000	2.91700000	-21.45400000	0.00310000	-0.21330000	0.97700000	650.33000000	535.69000000	616.21000000	397.85000000	674.01000000	399.62000000
781	31.93000000	0.64500000	-20.44900000	-0.02710000	-0.21070000	0.97720000	-30.91200000	2.91700000	-21.45400000	0.00270000	-0.21390000	0.97690000	650.56000000	533.79000000	616.19000000	393.36000000	674.45000000	400.41000000
782	31.93000000	0.64500000	-20.44900000	-0.02670000	-0.21610000	0.97600000	-30.91200000	2.91700000	-21.45400000	0.00260000	-0.21470000	0.97670000	650.43000000	537.25000000	615.79000000	399.76000000	674.63000000	401.37000000
782	31.93000000	0.64500000	-20.44900000	-0.02660000	-0.21720000	0.97580000	-30.91200000	2.91700000	-21.45400000	0.00260000	-0.21520000	0.97660000	650.36000000	538.21000000	615.73000000	401.10000000	674.56000000	401.92000000
783	31.93000000	0.64500000	-20.44900000	-0.02660000	-0.21350000	0.97660000	-30.91200000	2.91800000	-21.45400000	0.00280000	-0.21400000	0.97680000	650.28000000	535.30000000	615.70000000	396.63000000	674.38000000	400.54000000
784	31.93000000	0.64500000	-20.44900000	-0.02550000	-0.20990000	0.97740000	-30.91200000	2.91800000	-21.45400000	0.00240000	-0.21460000	0.97670000	649.86000000	533.27000000	614.31000000	392.43000000	674.87000000	401.20000000
785	31.93000000	0.64500000	-20.44900000	-0.02520000	-0.21630000	0.97600000	-30.91300000	2.91800000	-21.45500000	0.00200000	-0.21370000	0.97690000	649.91000000	536.27000000	614.08000000	400.03000000	675.28000000	400.17000000
786	31.93000000	0.64500000	-20.44900000	-0.02270000	-0.21950000	0.97540000	-30.91300000	2.91800000	-21.45500000	0.00240000	-0.21310000	0.97700000	648.28000000	537.64000000	611.19000000	403.81000000	674.84000000	399.47000000
786	31.93000000	0.64500000	-20.44900000	-0.02310000	-0.21760000	0.97580000	-30.91300000	2.91800000	-21.45500000	0.00150000	-0.21440000	0.97670000	649.06000000	536.73000000	611.63000000	401.58000000	675.97000000	401.01000000
787	31.93000000	0.64500000	-20.44900000	-0.02470000	-0.21600000	0.97610000	-30.91300000	2.91900000	-21.45500000	0.00290000	-0.21460000	0.97670000	649.09000000	536.61000000	613.44000000	399.66000000	674.21000000	401.15000000
788	31.93000000	0.64500000	-20.44900000	-0.02450000	-0.21450000	0.97640000	-30.91300000	2.91900000	-21.45500000	0.00290000	-0.21530000	0.97660000	649.01000000	536.04000000	613.19000000	397.86000000	674.28000000	402.03000000
789	31.93000000	0.64500000	-20.44900000	-0.02450000	-0.21420000	0.97650000	-30.91300000	2.91900000	-21.45500000	0.00340000	-0.21660000	0.97630000	648.71000000	536.85000000	613.21000000	397.53000000	673.64000000	403.60000000
790	31.93000000	0.64500000	-20.44900000	-0.02360000	-0.21340000	0.97670000	-30.91300000	2.91900000	-21.45500000	0.00280000	-0.21830000	0.97590000	648.53000000	537.09000000	612.12000000	396.57000000	674.32000000	405.56000000
791	31.93000000	0.64500000	-20.44900000	-0.02250000	-0.21550000	0.97630000	-30.91300000	2.91900000	-21.45600000	0.00360000	-0.21870000	0.97580000	647.50000000	538.32000000	610.89000000	399.00000000	673.45000000	406.06000000
792	31.93000000	0.64500000	-20.44900000	-0.02210000	-0.21670000	0.97600000	-30.91300000	2.92000000	-21.45600000	0.00220000	-0.21880000	0.97580000	648.06000000	538.51000000	610.41000000	400.47000000	675.08000000	406.17000000
792	31.93000000	0.64500000	-20.44900000	-0.02220000	-0.21790000	0.97570000	-30.91300000	2.92000000	-21.45600000	0.00030000	-0.21960000	0.97560000	649.20000000	539.19000000	610.54000000	401.91000000	677.29000000	407.18000000
793	31.93000000	0.64500000	-20.44900000	-0.02260000	-0.21420000	0.97650000	-30.91300000	2.92000000	-21.45600000	0.00250000	-0.21960000	0.97560000	648.14000000	538.03000000	610.98000000	397.45000000	674.65000000	407.16000000
794	31.93000000	0.64500000	-20.44900000	-0.02020000	-0.21880000	0.97560000	-30.91300000	2.92000000	-21.45600000	-0.00010000	-0.21940000	0.97560000	648.31000000	538.84000000	608.22000000	402.97000000	677.78000000	406.87000000
795	31.93000000	0.64500000	-20.44900000	-0.02000000	-0.21770000	0.97580000	-30.91300000	2.92000000	-21.45600000	0.00070000	-0.22110000	0.97520000	647.67000000	539.55000000	607.89000000	401.70000000	676.78000000	408.97000000
795	31.93000000	0.64500000	-20.44900000	-0.01860000	-0.22000000	0.97530000	-30.91300000	2.92100000	-21.45600000	0.00250000	-0.21940000	0.97560000	645.89000000	539.87000000	606.27000000	404.41000000	674.75000000	406.97000000
796	31.93000000	0.64500000	-20.44900000	-0.01770000	-0.21890000	0.97560000	-30.91300000	2.92100000	-21.45700000	0.00160000	-0.21850000	0.97580000	645.91000000	538.17000000	605.26000000	403.08000000	675.78000000	405.88000000
797	31.93000000	0.64500000	-20.44900000	-0.01860000	-0.21910000	0.97550000	-30.91300000	2.92100000	-21.45700000	0.00020000	-0.21970000	0.97560000	647.22000000	538.87000000	606.30000000	403.38000000	677.44000000	407.31000000
797	31.93000000	0.64500000	-20.44900000	-0.01740000	-0.22250000	0.97480000	-30.91300000	2.92100000	-21.45700000	0.00080000	-0.21940000	0.97560000	646.21000000	540.68000000	604.97000000	407.38000000	676.73000000	406.93000000
799	31.93000000	0.64500000	-20.44900000	-0.01500000	-0.21980000	0.97540000	-30.91300000	2.92100000	-21.45700000	0.00090000	-0.21940000	0.97560000	644.78000000	538.21000000	602.08000000	404.20000000	676.61000000	406.86000000
800	31.93000000	0.64500000	-20.44900000	-0.01540000	-0.21400000	0.97670000	-30.91300000	2.92200000	-21.45700000	0.00120000	-0.22070000	0.97530000	644.78000000	536.50000000	602.38000000	397.23000000	676.26000000	408.47000000
800	31.93000000	0.64500000	-20.44900000	-0.01270000	-0.21950000	0.97550000	-30.91300000	2.92200000	-21.45700000	0.00160000	-0.21860000	0.97580000	643.07000000	537.14000000	599.33000000	403.83000000	675.81000000	405.99000000
801	31.93000000	0.64500000	-20.44900000	-0.01190000	-0.21820000	0.97580000	-30.91300000	2.92200000	-21.45700000	0.00060000	-0.22030000	0.97540000	643.14000000	536.86000000	598.34000000	402.25000000	676.90000000	407.92000000
802	31.93000000	0.64500000	-20.44900000	-0.01370000	-0.21130000	0.97730000	-30.91300000	2.92200000	-21.45700000	0.00190000	-0.22010000	0.97550000	643.40000000	534.99000000	600.34000000	394.13000000	675.44000000	407.80000000
803	31.93000000	0.64500000	-20.44900000	-0.01160000	-0.21510000	0.97650000	-30.91300000	2.92200000	-21.45800000	0.00010000	-0.22090000	0.97530000	643.32000000	535.95000000	598.01000000	398.56000000	677.57000000	408.74000000
803	31.93000000	0.64500000	-20.44900000	-0.01040000	-0.21630000	0.97630000	-30.91300000	2.92300000	-21.45800000	0.00120000	-0.22080000	0.97530000	641.95000000	536.21000000	596.51000000	400.00000000	676.25000000	408.61000000
804	31.93000000	0.64500000	-20.44900000	-0.00730000	-0.22180000	0.97510000	-30.91300000	2.92300000	-21.45800000	0.00010000	-0.22220000	0.97500000	640.90000000	538.52000000	592.95000000	406.59000000	677.58000000	410.20000000
805	31.93000000	0.64500000	-20.44900000	-0.00630000	-0.22230000	0.97500000	-30.91300000	2.92300000	-21.45800000	0.00110000	-0.22350000	0.97470000	639.75000000	539.67000000	591.76000000	407.22000000	676.39000000	411.81000000
806	31.93000000	0.64500000	-20.44900000	-0.00690000	-0.22110000	0.97520000	-30.91300000	2.92300000	-21.45800000	0.00150000	-0.22110000	0.97530000	639.87000000	537.75000000	592.53000000	405.71000000	675.89000000	408.88000000
806	31.93000000	0.64500000	-20.44900000	-0.00600000	-0.22430000	0.97450000	-30.91300000	2.92300000	-21.45800000	0.00230000	-0.22280000	0.97490000	638.88000000	540.69000000	591.40000000	409.52000000	674.98000000	410.98000000
807	31.93000000	0.64500000	-20.44900000	-0.00490000	-0.22410000	0.97460000	-30.91300000	2.92400000	-21.45800000	0.00100000	-0.22280000	0.97490000	639.06000000	539.94000000	590.20000000	409.38000000	676.51000000	410.94000000
808	31.93000000	0.64500000	-20.44900000	-0.00640000	-0.22760000	0.97370000	-30.91300000	2.92400000	-21.45900000	0.00230000	-0.22250000	0.97490000	639.07000000	543.47000000	591.92000000	413.47000000	674.94000000	410.61000000
809	31.93000000	0.64500000	-20.44900000	-0.00410000	-0.22610000	0.97410000	-30.91300000	2.92400000	-21.45900000	0.00360000	-0.22410000	0.97460000	637.08000000	542.48000000	589.26000000	411.73000000	673.38000000	412.54000000
810	31.93000000	0.64500000	-20.44900000	-0.00400000	-0.22160000	0.97510000	-30.91300000	2.92400000	-21.45900000	0.00130000	-0.22380000	0.97460000	638.35000000	539.07000000	589.10000000	406.41000000	676.10000000	412.17000000
810	31.93000000	0.64500000	-20.44900000	-0.00300000	-0.22680000	0.97400000	-30.91300000	2.92400000	-21.45900000	0.00330000	-0.22400000	0.97460000	636.62000000	542.59000000	587.94000000	412.51000000	673.74000000	412.36000000
811	31.93000000	0.64500000	-20.44900000	-0.00410000	-0.22510000	0.97430000	-30.91300000	2.92500000	-21.45900000	0.00190000	-0.22400000	0.97460000	638.05000000	541.19000000	589.24000000	410.51000000	675.37000000	412.34000000
812	31.93000000	0.64500000	-20.44900000	-0.00260000	-0.22710000	0.97390000	-30.91300000	2.92500000	-21.45900000	0.00170000	-0.22510000	0.97430000	637.30000000	542.73000000	587.42000000	412.87000000	675.63000000	413.72000000
813	31.93000000	0.64500000	-20.44900000	-0.00150000	-0.22800000	0.97370000	-30.91300000	2.92500000	-21.45900000	0.00200000	-0.22640000	0.97400000	636.55000000	543.75000000	586.18000000	413.98000000	675.27000000	415.28000000
813	31.93000000	0.64500000	-20.44900000	0.00080000	-0.22910000	0.97340000	-30.91300000	2.92500000	-21.45900000	-0.00060000	-0.22600000	0.97410000	636.65000000	544.75000000	583.45000000	415.33000000	678.28000000	414.78000000
814	31.93000000	0.64500000	-20.44900000	0.00020000	-0.22200000	0.97510000	-30.91300000	2.92600000	-21.46000000	0.00140000	-0.22590000	0.97420000	635.81000000	542.39000000	584.10000000	406.81000000	675.94000000	414.59000000
815	31.93000000	0.64500000	-20.44900000	0.00440000	-0.22910000	0.97340000	-30.91300000	2.92600000	-21.46000000	0.00050000	-0.22670000	0.97400000	634.01000000	545.16000000	579.20000000	415.32000000	677.02000000	415.64000000
816	31.93000000	0.64500000	-20.44900000	0.00610000	-0.23000000	0.97320000	-30.91400000	2.92600000	-21.46000000	0.00140000	-0.22710000	0.97390000	632.52000000	545.95000000	577.22000000	416.47000000	675.92000000	416.10000000
817	31.93000000	0.64500000	-20.44900000	0.00550000	-0.22650000	0.97400000	-30.91400000	2.92600000	-21.46000000	0.00190000	-0.22450000	0.97450000	632.56000000	542.34000000	577.83000000	412.25000000	675.38000000	412.97000000
818	31.93000000	0.64500000	-20.44900000	0.00460000	-0.23040000	0.97310000	-30.91400000	2.92600000	-21.46000000	0.00220000	-0.22610000	0.97410000	632.97000000	545.53000000	579.03000000	416.84000000	675.05000000	414.87000000
818	31.93000000	0.64500000	-20.44900000	0.00580000	-0.22200000	0.97500000	-30.91400000	2.92700000	-21.46000000	0.00170000	-0.22500000	0.97440000	632.55000000	540.02000000	577.50000000	406.88000000	675.63000000	413.62000000
819	31.93000000	0.64500000	-20.44900000	0.00420000	-0.22700000	0.97390000	-30.91400000	2.92700000	-21.46000000	0.00320000	-0.22300000	0.97480000	632.60000000	541.75000000	579.44000000	412.82000000	673.86000000	411.18000000
820	31.93000000	0.64500000	-20.44900000	0.00450000	-0.22760000	0.97380000	-30.91400000	2.92700000	-21.46000000	0.00340000	-0.22270000	0.97490000	632.28000000	541.91000000	579.05000000	413.53000000	673.61000000	410.80000000
