frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
1094	31.93100000	0.65000000	-20.45400000	-0.04040000	-0.25820000	0.96530000	-30.91900000	2.98300000	-21.49700000	-0.01940000	-0.25000000	0.96800000	671.14000000	581.88000000	632.68000000	449.90000000	700.50000000	443.41000000
1095	31.93100000	0.65000000	-20.45400000	0.03880000	-0.25980000	0.96490000	-30.91900000	2.98300000	-21.49700000	0.07590000	-0.23060000	0.97010000	568.84000000	583.74000000	538.65000000	452.26000000	587.60000000	420.59000000
1095	31.93000000	0.65000000	-20.45500000	0.04930000	-0.25450000	0.96580000	-30.91900000	2.98300000	-21.49800000	0.07700000	-0.23010000	0.97010000	562.58000000	576.87000000	526.07000000	446.17000000	586.37000000	420.00000000
1095	31.93000000	0.65100000	-20.45500000	0.05020000	-0.24640000	0.96790000	-30.91900000	2.98300000	-21.49800000	0.07660000	-0.22450000	0.97150000	562.59000000	566.94000000	525.00000000	436.38000000	586.87000000	413.42000000
1097	31.93000000	0.65100000	-20.45500000	0.05250000	-0.25100000	0.96660000	-30.91900000	2.98300000	-21.49800000	0.07390000	-0.22290000	0.97200000	561.99000000	573.87000000	522.24000000	441.97000000	590.13000000	411.42000000
1098	31.93000000	0.65100000	-20.45500000	0.05770000	-0.24660000	0.96740000	-30.91900000	2.98300000	-21.49800000	0.07250000	-0.21720000	0.97340000	558.77000000	573.61000000	516.05000000	436.76000000	591.79000000	404.57000000
1098	31.93000000	0.65100000	-20.45500000	0.05490000	-0.25170000	0.96630000	-30.91900000	2.98300000	-21.49800000	0.07210000	-0.22200000	0.97240000	560.98000000	577.68000000	519.39000000	442.83000000	592.23000000	410.37000000
1100	31.93000000	0.65100000	-20.45500000	0.05830000	-0.24270000	0.96830000	-30.91900000	2.98300000	-21.49800000	0.07170000	-0.22380000	0.97200000	560.83000000	563.39000000	515.25000000	432.15000000	592.69000000	412.48000000
1100	31.93000000	0.65100000	-20.45500000	0.05810000	-0.24350000	0.96820000	-30.91900000	2.98300000	-21.49800000	0.07260000	-0.22430000	0.97180000	560.48000000	564.03000000	515.50000000	433.08000000	591.67000000	413.12000000
1101	31.93000000	0.65100000	-20.45500000	0.05890000	-0.24100000	0.96870000	-30.91900000	2.98300000	-21.49800000	0.07220000	-0.22700000	0.97120000	560.92000000	560.11000000	514.57000000	430.11000000	592.13000000	416.28000000
1102	31.93000000	0.65100000	-20.45500000	0.05730000	-0.23170000	0.97110000	-30.91900000	2.98300000	-21.49800000	0.07240000	-0.22740000	0.97110000	562.35000000	550.87000000	516.41000000	418.99000000	591.84000000	416.73000000
1103	31.93000000	0.65100000	-20.45500000	0.10630000	-0.29510000	0.94960000	-30.91900000	2.98300000	-21.49800000	0.15250000	-0.27280000	0.94990000	482.88000000	632.58000000	457.43000000	496.38000000	494.48000000	472.84000000
1103	31.93000000	0.65100000	-20.45500000	0.12610000	-0.30760000	0.94310000	-30.91900000	2.98300000	-21.49800000	0.17060000	-0.27490000	0.94620000	458.32000000	647.41000000	433.04000000	512.39000000	472.06000000	476.06000000
1104	31.93000000	0.65100000	-20.45500000	0.13020000	-0.30990000	0.94180000	-30.91900000	2.98300000	-21.49800000	0.17010000	-0.28480000	0.94340000	457.44000000	650.40000000	427.93000000	515.48000000	472.35000000	488.12000000
1105	31.93000000	0.65100000	-20.45500000	0.13140000	-0.30700000	0.94260000	-30.91900000	2.98200000	-21.49700000	0.16920000	-0.28310000	0.94400000	457.61000000	646.47000000	426.50000000	511.95000000	473.46000000	486.04000000
1106	31.93000000	0.65100000	-20.45500000	0.14080000	-0.29690000	0.94450000	-30.91900000	2.98100000	-21.49700000	0.17100000	-0.27850000	0.94510000	452.27000000	633.34000000	414.97000000	499.91000000	471.42000000	480.38000000
1106	31.93000000	0.65100000	-20.45500000	0.13890000	-0.31420000	0.93920000	-30.91900000	2.98100000	-21.49700000	0.17470000	-0.28110000	0.94370000	447.91000000	655.63000000	417.14000000	521.10000000	466.78000000	483.70000000
1107	31.93000000	0.65100000	-20.45500000	0.13790000	-0.31240000	0.93990000	-30.91900000	2.98100000	-21.49700000	0.17550000	-0.28560000	0.94220000	449.28000000	653.29000000	418.37000000	518.80000000	465.68000000	489.26000000
1108	31.93000000	0.65100000	-20.45500000	0.14070000	-0.31290000	0.93930000	-30.91900000	2.98000000	-21.49600000	0.17350000	-0.28700000	0.94210000	449.13000000	653.39000000	414.88000000	519.62000000	468.11000000	490.92000000
1109	31.93000000	0.65100000	-20.45500000	0.13950000	-0.31140000	0.94000000	-30.91900000	2.98000000	-21.49600000	0.17200000	-0.28680000	0.94240000	451.06000000	651.30000000	416.38000000	517.64000000	469.97000000	490.61000000
1110	31.93000000	0.65100000	-20.45500000	0.14180000	-0.31090000	0.93980000	-30.91900000	2.97900000	-21.49600000	0.17290000	-0.28530000	0.94270000	449.01000000	650.68000000	413.59000000	517.19000000	468.91000000	488.81000000
1110	31.93000000	0.65100000	-20.45500000	0.14140000	-0.31240000	0.93940000	-30.91900000	2.97900000	-21.49600000	0.17250000	-0.27860000	0.94480000	447.54000000	653.69000000	414.06000000	518.98000000	469.59000000	480.66000000
1111	31.93000000	0.65100000	-20.45500000	0.14300000	-0.31470000	0.93840000	-30.91900000	2.97800000	-21.49600000	0.17410000	-0.28670000	0.94210000	446.92000000	655.71000000	412.04000000	521.90000000	467.33000000	490.54000000
1112	31.93000000	0.65100000	-20.45500000	0.14480000	-0.31050000	0.93950000	-30.91900000	2.97800000	-21.49500000	0.17230000	-0.28360000	0.94340000	447.27000000	650.21000000	409.84000000	516.78000000	469.65000000	486.68000000
1113	31.93000000	0.65100000	-20.45500000	0.06880000	-0.28300000	0.95670000	-30.91900000	2.97800000	-21.49500000	0.08940000	-0.26090000	0.96120000	543.89000000	611.92000000	502.91000000	480.78000000	571.09000000	457.04000000
1114	31.93000000	0.65100000	-20.45500000	-0.08970000	-0.28060000	0.95560000	-30.91900000	2.97800000	-21.49500000	-0.04580000	-0.25150000	0.96680000	716.43000000	610.93000000	691.85000000	477.07000000	731.92000000	445.30000000
1114	31.93000000	0.65100000	-20.45500000	-0.09280000	-0.28550000	0.95390000	-30.91900000	2.97800000	-21.49600000	-0.05230000	-0.24750000	0.96750000	722.72000000	617.03000000	695.79000000	483.01000000	739.58000000	440.56000000
1115	31.93000000	0.65100000	-20.45500000	-0.08950000	-0.28490000	0.95440000	-30.91900000	2.97800000	-21.49600000	-0.05150000	-0.24910000	0.96710000	720.13000000	615.83000000	691.83000000	482.17000000	738.69000000	442.44000000
1116	31.93000000	0.65100000	-20.45500000	-0.09080000	-0.28280000	0.95490000	-30.91900000	2.97800000	-21.49600000	-0.05560000	-0.24810000	0.96710000	723.21000000	613.22000000	693.29000000	479.69000000	743.55000000	441.31000000
1117	31.93000000	0.65100000	-20.45500000	-0.08380000	-0.28380000	0.95520000	-30.91900000	2.97800000	-21.49600000	-0.05800000	-0.27440000	0.95990000	719.01000000	614.36000000	684.91000000	480.77000000	746.43000000	472.86000000
1118	31.93000000	0.65100000	-20.45500000	-0.30010000	-0.89550000	0.32880000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1335.78000000	2558.92000000	1376.78000000	2049.58000000	0.00000000	0.00000000
1118	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1119	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1120	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1121	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1122	31.93000000	0.65100000	-20.45500000	-0.14120000	-0.93710000	0.31920000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	942.24000000	2680.06000000	978.28000000	2102.14000000	0.00000000	0.00000000
1123	31.93000000	0.65100000	-20.45500000	0.02870000	-0.28610000	0.95780000	-30.91900000	2.97900000	-21.49600000	-0.01900000	-0.26920000	0.96290000	631.36000000	604.13000000	550.94000000	483.75000000	699.97000000	466.33000000
1124	31.93000000	0.65100000	-20.45500000	0.01440000	-0.25220000	0.96760000	-30.91900000	2.97900000	-21.49600000	-0.00450000	-0.24720000	0.96900000	631.23000000	570.80000000	567.60000000	442.94000000	682.91000000	439.99000000
1124	31.93000000	0.65100000	-20.45500000	0.01070000	-0.24740000	0.96890000	-30.91900000	2.97900000	-21.49600000	0.00410000	-0.24160000	0.97040000	628.43000000	564.64000000	572.00000000	437.15000000	672.69000000	433.28000000
1125	31.93000000	0.65100000	-20.45500000	0.01110000	-0.24550000	0.96930000	-30.91900000	2.97900000	-21.49600000	0.00730000	-0.24150000	0.97040000	626.40000000	563.49000000	571.50000000	434.96000000	668.95000000	433.14000000
1125	31.93000000	0.65100000	-20.45500000	0.00470000	-0.24060000	0.97060000	-30.91900000	2.98000000	-21.49700000	0.00800000	-0.23970000	0.97080000	629.63000000	558.72000000	579.01000000	429.01000000	668.06000000	431.02000000
1126	31.93000000	0.65100000	-20.45500000	-0.16160000	-0.92740000	0.33740000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	980.75000000	2572.36000000	1013.81000000	2034.26000000	0.00000000	0.00000000
1127	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1128	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
1129	31.93000000	0.65100000	-20.45500000	-0.07490000	-0.93810000	0.33820000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	770.50000000	2586.99000000	793.10000000	2033.04000000	0.00000000	0.00000000
1130	31.93000000	0.65100000	-20.45500000	0.05570000	-0.27540000	0.95970000	-30.92000000	2.98000000	-21.49700000	0.04500000	-0.27710000	0.95980000	579.33000000	602.92000000	518.59000000	471.38000000	623.95000000	475.94000000
1131	31.93000000	0.65100000	-20.45500000	0.04950000	-0.27310000	0.96070000	-30.92000000	2.98000000	-21.49700000	0.05460000	-0.26220000	0.96350000	576.36000000	601.03000000	526.01000000	468.49000000	612.66000000	458.21000000
1131	31.93000000	0.65100000	-20.45500000	0.04820000	-0.27010000	0.96160000	-30.92000000	2.98100000	-21.49700000	0.05400000	-0.26240000	0.96350000	578.05000000	594.56000000	527.57000000	464.87000000	613.33000000	458.40000000
1132	31.93000000	0.65100000	-20.45500000	0.04750000	-0.26910000	0.96190000	-30.92000000	2.98200000	-21.49800000	0.05700000	-0.26250000	0.96330000	576.83000000	593.12000000	528.36000000	463.62000000	609.77000000	458.57000000
1133	31.93000000	0.65100000	-20.45500000	0.04720000	-0.26360000	0.96350000	-30.92000000	2.98200000	-21.49800000	0.05420000	-0.25940000	0.96430000	578.83000000	586.42000000	528.71000000	456.99000000	613.15000000	454.82000000
1134	31.93000000	0.65200000	-20.45600000	0.04860000	-0.25650000	0.96530000	-30.92100000	2.98300000	-21.49800000	0.05430000	-0.25910000	0.96430000	578.09000000	581.11000000	526.97000000	448.51000000	613.05000000	454.44000000
1134	31.92900000	0.65200000	-20.45600000	0.05040000	-0.26390000	0.96320000	-30.92100000	2.98400000	-21.49900000	0.05440000	-0.25770000	0.96470000	576.63000000	587.23000000	524.82000000	457.41000000	612.91000000	452.80000000
1135	31.92900000	0.65300000	-20.45600000	0.04790000	-0.26260000	0.96370000	-30.92100000	2.98500000	-21.49900000	0.05490000	-0.25780000	0.96460000	577.98000000	585.20000000	527.87000000	455.85000000	612.30000000	452.96000000
1136	31.92900000	0.65300000	-20.45700000	0.04780000	-0.26370000	0.96340000	-30.92100000	2.98500000	-21.49900000	0.05490000	-0.25830000	0.96450000	578.02000000	586.40000000	527.93000000	457.11000000	612.39000000	453.56000000
1137	31.92900000	0.65400000	-20.45700000	0.04820000	-0.26110000	0.96410000	-30.92100000	2.98600000	-21.49900000	0.05690000	-0.25510000	0.96520000	576.56000000	583.52000000	527.42000000	454.05000000	610.03000000	449.75000000
1138	31.92900000	0.65400000	-20.45700000	0.04650000	-0.25830000	0.96500000	-30.92100000	2.98600000	-21.50000000	0.05930000	-0.25570000	0.96500000	576.14000000	582.21000000	529.45000000	450.61000000	607.11000000	450.41000000
1138	31.92900000	0.65400000	-20.45800000	-0.00660000	-0.24080000	0.97060000	-30.92100000	2.98600000	-21.50000000	0.00170000	-0.24970000	0.96830000	639.56000000	569.06000000	592.38000000	429.15000000	675.51000000	442.99000000
1140	31.92800000	0.65500000	-20.45800000	-0.03330000	-0.23330000	0.97180000	-30.92100000	2.98700000	-21.50000000	-0.01540000	-0.25280000	0.96740000	664.82000000	572.93000000	623.91000000	420.15000000	695.80000000	446.64000000
1140	31.92800000	0.65500000	-20.45800000	-0.02450000	-0.18980000	0.98150000	-30.92100000	2.98700000	-21.50000000	-0.01640000	-0.25090000	0.96790000	663.23000000	675.63000000	612.83000000	368.55000000	696.96000000	444.37000000
1140	31.92800000	0.65500000	-20.45800000	-0.03010000	-0.22970000	0.97280000	-30.92100000	2.98700000	-21.50000000	-0.01640000	-0.24220000	0.97010000	663.42000000	560.24000000	620.02000000	415.95000000	697.03000000	434.08000000
1142	31.92800000	0.65500000	-20.45800000	-0.02450000	-0.21470000	0.97640000	-30.92100000	2.98700000	-21.50000000	-0.01550000	-0.23910000	0.97090000	659.79000000	564.03000000	613.16000000	398.07000000	695.92000000	430.39000000
1142	31.92800000	0.65500000	-20.45800000	-0.02840000	-0.22290000	0.97440000	-30.92100000	2.98700000	-21.50000000	-0.01630000	-0.24000000	0.97060000	662.37000000	558.15000000	617.92000000	407.88000000	696.82000000	431.43000000
1143	31.92800000	0.65500000	-20.45800000	-0.02830000	-0.22930000	0.97290000	-30.92100000	2.98800000	-21.50000000	-0.01440000	-0.23550000	0.97180000	661.15000000	553.45000000	617.91000000	415.46000000	694.60000000	426.01000000
1144	31.92800000	0.65500000	-20.45800000	-0.03080000	-0.24340000	0.96940000	-30.92100000	2.98800000	-21.50000000	-0.01370000	-0.23700000	0.97140000	662.21000000	563.75000000	621.04000000	432.25000000	693.76000000	427.80000000
1145	31.92800000	0.65500000	-20.45800000	-0.03290000	-0.21570000	0.97590000	-30.92100000	2.98800000	-21.50100000	-0.01610000	-0.23950000	0.97080000	665.00000000	557.91000000	623.17000000	399.26000000	696.69000000	430.86000000
1146	31.92800000	0.65500000	-20.45800000	-0.03150000	-0.23840000	0.97070000	-30.92100000	2.98800000	-21.50100000	-0.01680000	-0.23590000	0.97160000	664.37000000	558.68000000	621.81000000	426.25000000	697.46000000	426.48000000
1146	31.92800000	0.65500000	-20.45900000	-0.03250000	-0.23340000	0.97180000	-30.92100000	2.98800000	-21.50100000	-0.01530000	-0.23530000	0.97180000	664.12000000	556.03000000	622.98000000	420.32000000	695.69000000	425.77000000
1147	31.92800000	0.65600000	-20.45900000	-0.03150000	-0.23960000	0.97040000	-30.92100000	2.98900000	-21.50100000	-0.01570000	-0.23640000	0.97150000	663.75000000	560.16000000	621.81000000	427.73000000	696.16000000	427.16000000
1148	31.92800000	0.65600000	-20.45900000	-0.03010000	-0.21290000	0.97660000	-30.92100000	2.98900000	-21.50100000	-0.01410000	-0.23680000	0.97150000	662.16000000	554.77000000	619.85000000	395.96000000	694.22000000	427.54000000
1149	31.92800000	0.65600000	-20.45900000	-0.02980000	-0.23560000	0.97140000	-30.92100000	2.98900000	-21.50100000	-0.01370000	-0.23550000	0.97180000	661.67000000	557.04000000	619.78000000	422.88000000	693.85000000	426.06000000
1150	31.92800000	0.65700000	-20.46000000	-0.03050000	-0.22690000	0.97340000	-30.92100000	2.98900000	-21.50100000	-0.01440000	-0.23340000	0.97230000	662.47000000	551.45000000	620.52000000	412.59000000	694.68000000	423.57000000
1151	31.92800000	0.65700000	-20.46000000	-0.02930000	-0.22230000	0.97460000	-30.92100000	2.99000000	-21.50200000	-0.01340000	-0.23010000	0.97310000	661.20000000	547.07000000	619.03000000	407.05000000	693.52000000	419.64000000
1151	31.92800000	0.65700000	-20.46000000	-0.02640000	-0.21270000	0.97680000	-30.92100000	2.99000000	-21.50200000	-0.01510000	-0.22990000	0.97310000	660.50000000	546.39000000	615.37000000	395.68000000	695.50000000	419.35000000
1152	31.92700000	0.65700000	-20.46000000	-0.02600000	-0.20740000	0.97790000	-30.92100000	2.99000000	-21.50200000	-0.01550000	-0.23330000	0.97230000	660.65000000	555.88000000	614.83000000	389.35000000	695.95000000	423.42000000
1153	31.92700000	0.65800000	-20.46100000	-0.02730000	-0.20240000	0.97890000	-30.92100000	2.99000000	-21.50200000	-0.01650000	-0.23240000	0.97250000	662.12000000	557.78000000	616.39000000	383.51000000	697.10000000	422.39000000
1154	31.92700000	0.65800000	-20.46100000	-0.02990000	-0.21560000	0.97600000	-30.92100000	2.99000000	-21.50200000	-0.01660000	-0.23400000	0.97210000	663.41000000	550.89000000	619.64000000	399.17000000	697.18000000	424.22000000
1154	31.92700000	0.65800000	-20.46100000	-0.02700000	-0.22870000	0.97310000	-30.92100000	2.99100000	-21.50200000	-0.01680000	-0.22930000	0.97320000	661.77000000	547.57000000	616.34000000	414.76000000	697.54000000	418.62000000
1155	31.92700000	0.65800000	-20.46100000	-0.03380000	-0.23950000	0.97030000	-30.92100000	2.99100000	-21.50200000	-0.01690000	-0.22860000	0.97340000	665.82000000	557.95000000	624.58000000	427.53000000	697.63000000	417.82000000
1155	31.92700000	0.65900000	-20.46200000	-0.03180000	-0.24190000	0.96980000	-30.92100000	2.99100000	-21.50300000	-0.01670000	-0.22820000	0.97350000	664.59000000	560.42000000	622.28000000	430.38000000	697.37000000	417.34000000
1157	31.92700000	0.65900000	-20.46200000	-0.03020000	-0.23760000	0.97090000	-30.92100000	2.99100000	-21.50300000	-0.01600000	-0.22780000	0.97360000	663.18000000	555.42000000	620.23000000	425.27000000	696.55000000	416.86000000
1157	31.92600000	0.65900000	-20.46200000	-0.02710000	-0.21210000	0.97690000	-30.92100000	2.99100000	-21.50300000	-0.01740000	-0.22740000	0.97360000	662.19000000	543.53000000	616.20000000	394.97000000	698.19000000	416.43000000
1158	31.92600000	0.65900000	-20.46200000	-0.02450000	-0.23170000	0.97250000	-30.92100000	2.99100000	-21.50300000	-0.01760000	-0.22560000	0.97410000	660.80000000	547.95000000	613.43000000	418.24000000	698.48000000	414.26000000
1159	31.92600000	0.66000000	-20.46300000	-0.02770000	-0.23450000	0.97170000	-30.92100000	2.99200000	-21.50300000	-0.01590000	-0.22430000	0.97440000	661.66000000	551.51000000	617.22000000	421.62000000	696.44000000	412.72000000
1160	31.92600000	0.66000000	-20.46300000	-0.02600000	-0.23500000	0.97170000	-30.92100000	2.99200000	-21.50300000	-0.01680000	-0.22480000	0.97430000	661.23000000	552.11000000	615.28000000	422.17000000	697.50000000	413.25000000
1161	31.92600000	0.66000000	-20.46300000	-0.02700000	-0.23340000	0.97200000	-30.92100000	2.99200000	-21.50300000	-0.01690000	-0.22430000	0.97440000	661.87000000	550.15000000	616.42000000	420.33000000	697.68000000	412.65000000
1162	31.92600000	0.66000000	-20.46300000	-0.02390000	-0.23120000	0.97260000	-30.92100000	2.99200000	-21.50300000	-0.01560000	-0.22460000	0.97430000	659.35000000	547.48000000	612.76000000	417.70000000	696.15000000	413.05000000
1162	31.92600000	0.66000000	-20.46400000	-0.02890000	-0.24320000	0.96950000	-30.92100000	2.99200000	-21.50300000	-0.01090000	-0.22540000	0.97420000	659.55000000	562.29000000	618.76000000	432.03000000	690.54000000	413.99000000
1163	31.92600000	0.66000000	-20.46400000	-0.02000000	-0.23460000	0.97190000	-30.92100000	2.99200000	-21.50300000	-0.00590000	-0.22770000	0.97370000	651.52000000	552.42000000	608.10000000	421.80000000	684.61000000	416.72000000
1164	31.92500000	0.66000000	-20.46400000	-0.02370000	-0.24560000	0.96910000	-30.92100000	2.99200000	-21.50300000	-0.00540000	-0.23000000	0.97320000	653.36000000	565.05000000	612.66000000	434.91000000	683.97000000	419.51000000
1165	31.92500000	0.66000000	-20.46500000	-0.02130000	-0.23710000	0.97130000	-30.92100000	2.99300000	-21.50300000	-0.00490000	-0.22830000	0.97360000	651.73000000	555.42000000	609.76000000	424.75000000	683.42000000	417.47000000
1166	31.92500000	0.66100000	-20.46500000	-0.02440000	-0.24390000	0.96950000	-30.92100000	2.99300000	-21.50400000	-0.00530000	-0.22460000	0.97440000	653.70000000	563.20000000	613.51000000	432.88000000	683.85000000	413.09000000
1166	31.92500000	0.66100000	-20.46500000	-0.02710000	-0.25310000	0.96710000	-30.92100000	2.99300000	-21.50400000	-0.00550000	-0.22710000	0.97390000	655.43000000	575.21000000	616.80000000	443.79000000	684.14000000	416.01000000
1167	31.92500000	0.66100000	-20.46500000	-0.02810000	-0.24830000	0.96830000	-30.92100000	2.99300000	-21.50400000	-0.00470000	-0.22610000	0.97410000	655.54000000	568.57000000	617.99000000	438.04000000	683.15000000	414.87000000
1168	31.92500000	0.66100000	-20.46600000	-0.02890000	-0.25330000	0.96700000	-30.92100000	2.99300000	-21.50400000	-0.00800000	-0.23010000	0.97310000	657.97000000	575.02000000	618.98000000	444.09000000	687.12000000	419.56000000
1169	31.92400000	0.66100000	-20.46600000	-0.02340000	-0.23900000	0.97070000	-30.92100000	2.99300000	-21.50400000	-0.00510000	-0.22940000	0.97330000	653.01000000	557.89000000	612.24000000	427.01000000	683.59000000	418.81000000
1170	31.92400000	0.66100000	-20.46600000	-0.02900000	-0.25200000	0.96730000	-30.92100000	2.99300000	-21.50400000	-0.00280000	-0.23480000	0.97200000	654.98000000	573.47000000	619.11000000	442.45000000	680.86000000	425.24000000
1170	31.92400000	0.66200000	-20.46600000	-0.02440000	-0.24700000	0.96870000	-30.92100000	2.99300000	-21.50400000	-0.00230000	-0.23510000	0.97200000	652.00000000	567.69000000	613.51000000	436.58000000	680.29000000	425.49000000
1171	31.92400000	0.66200000	-20.46700000	-0.02260000	-0.24680000	0.96880000	-30.92100000	2.99400000	-21.50400000	-0.00330000	-0.23030000	0.97310000	651.55000000	566.47000000	611.38000000	436.28000000	681.54000000	419.78000000
1172	31.92400000	0.66200000	-20.46700000	-0.02430000	-0.24830000	0.96840000	-30.92100000	2.99400000	-21.50400000	-0.00380000	-0.23390000	0.97230000	652.80000000	568.50000000	613.42000000	438.06000000	682.05000000	424.14000000
1173	31.92400000	0.66200000	-20.46700000	-0.02250000	-0.24050000	0.97040000	-30.92100000	2.99400000	-21.50400000	-0.00230000	-0.23790000	0.97130000	650.93000000	562.73000000	611.19000000	428.79000000	680.30000000	428.87000000
1173	31.92400000	0.66200000	-20.46800000	-0.02380000	-0.25030000	0.96790000	-30.92100000	2.99400000	-21.50400000	-0.00310000	-0.23610000	0.97170000	652.14000000	571.02000000	612.90000000	440.53000000	681.21000000	426.78000000
1174	31.92300000	0.66300000	-20.46800000	-0.02340000	-0.24500000	0.96930000	-30.92100000	2.99400000	-21.50400000	-0.00440000	-0.23470000	0.97210000	652.65000000	564.95000000	612.35000000	434.11000000	682.76000000	425.05000000
1175	31.92300000	0.66300000	-20.46800000	-0.02430000	-0.24660000	0.96880000	-30.92100000	2.99400000	-21.50400000	-0.00440000	-0.23690000	0.97150000	653.19000000	567.20000000	613.46000000	436.01000000	682.76000000	427.68000000
1176	31.92300000	0.66300000	-20.46800000	-0.02430000	-0.24800000	0.96850000	-30.92100000	2.99400000	-21.50400000	-0.00270000	-0.23920000	0.97100000	652.24000000	569.58000000	613.47000000	437.76000000	680.78000000	430.41000000
1177	31.92300000	0.66400000	-20.46900000	-0.02700000	-0.24730000	0.96860000	-30.92100000	2.99400000	-21.50400000	-0.00210000	-0.23730000	0.97140000	653.38000000	569.24000000	616.60000000	436.94000000	680.02000000	428.19000000
1177	31.92300000	0.66400000	-20.46900000	-0.02380000	-0.24590000	0.96900000	-30.92100000	2.99400000	-21.50400000	-0.00390000	-0.23650000	0.97160000	652.61000000	566.44000000	612.82000000	435.17000000	682.21000000	427.26000000
1178	31.92300000	0.66400000	-20.46900000	-0.01610000	-0.23680000	0.97140000	-30.92100000	2.99500000	-21.50400000	-0.00460000	-0.23630000	0.97170000	648.58000000	556.82000000	603.54000000	424.38000000	683.02000000	426.95000000
1179	31.92200000	0.66500000	-20.47000000	-0.02390000	-0.24860000	0.96830000	-30.92100000	2.99500000	-21.50500000	-0.00310000	-0.23590000	0.97180000	652.23000000	569.16000000	613.02000000	438.43000000	681.27000000	426.54000000
1180	31.92200000	0.66500000	-20.47000000	-0.02160000	-0.24290000	0.96980000	-30.92100000	2.99500000	-21.50500000	-0.00470000	-0.23680000	0.97150000	651.78000000	563.16000000	610.11000000	431.66000000	683.16000000	427.61000000
1181	31.92200000	0.66500000	-20.47000000	-0.02110000	-0.23880000	0.97080000	-30.92100000	2.99500000	-21.50500000	-0.00220000	-0.23690000	0.97150000	650.05000000	560.66000000	609.47000000	426.76000000	680.18000000	427.64000000
1182	31.92200000	0.66600000	-20.47000000	-0.02100000	-0.24300000	0.96980000	-30.92100000	2.99500000	-21.50500000	-0.00550000	-0.23760000	0.97140000	651.90000000	563.12000000	609.42000000	431.75000000	684.08000000	428.48000000
1183	31.92200000	0.66600000	-20.47100000	-0.02050000	-0.22090000	0.97510000	-30.92100000	2.99500000	-21.50500000	-0.00590000	-0.23980000	0.97080000	651.80000000	557.77000000	608.51000000	405.42000000	684.57000000	431.19000000
1183	31.92200000	0.66600000	-20.47100000	-0.02280000	-0.24560000	0.96910000	-30.92100000	2.99500000	-21.50500000	-0.00400000	-0.24080000	0.97060000	652.12000000	567.35000000	611.62000000	434.84000000	682.34000000	432.34000000
1184	31.92200000	0.66700000	-20.47100000	-0.02290000	-0.24500000	0.96930000	-30.92000000	2.99500000	-21.50500000	-0.00320000	-0.24000000	0.97080000	651.72000000	566.83000000	611.78000000	434.11000000	681.37000000	431.43000000
1185	31.92100000	0.66700000	-20.47100000	-0.02010000	-0.23990000	0.97060000	-30.92000000	2.99600000	-21.50500000	-0.00210000	-0.24120000	0.97050000	649.45000000	563.62000000	608.40000000	428.12000000	679.99000000	432.87000000
1185	31.92100000	0.66700000	-20.47200000	-0.02110000	-0.24610000	0.96900000	-30.92000000	2.99600000	-21.50500000	-0.00440000	-0.24130000	0.97050000	651.35000000	567.37000000	609.65000000	435.45000000	682.73000000	432.90000000
1186	31.92100000	0.66800000	-20.47200000	-0.02230000	-0.24580000	0.96910000	-30.92000000	2.99600000	-21.50500000	-0.00320000	-0.24180000	0.97030000	651.32000000	568.05000000	611.02000000	435.12000000	681.29000000	433.50000000
1187	31.92100000	0.66800000	-20.47200000	-0.02460000	-0.25160000	0.96750000	-30.92000000	2.99600000	-21.50500000	-0.00410000	-0.24230000	0.97020000	653.19000000	573.45000000	613.82000000	442.05000000	682.41000000	434.14000000
