frame_idx	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l	pup_diam_r	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z
15	816.40400000	546.00700000	4.41943645	4.39366198	-31.11499405	9.90343094	-32.09019089	31.87520599	11.70705414	-34.10572815	0.18039571	0.09596169	0.97890180	-0.06304995	0.07651208	0.99507320
15	816.26800000	550.20100000	4.41311169	4.37813330	-31.13685608	9.94746780	-32.07272339	31.85151672	11.77307129	-34.07596970	0.18348606	0.09345140	0.97857022	-0.06318027	0.07371310	0.99527621
15	816.66800000	554.24500000	4.41799498	4.38296556	-31.13219452	9.92612457	-32.07817078	31.85777283	11.75537872	-34.09634018	0.18352936	0.09448986	0.97846240	-0.06329226	0.07489406	0.99518090
15	816.43900000	554.11200000	4.43015480	4.37264729	-31.13559341	9.88487244	-32.08378220	31.85374260	11.73202515	-34.06807327	0.18251482	0.09713434	0.97839320	-0.06375583	0.07773889	0.99493313
15	819.02200000	553.49200000	4.39156675	4.37681866	-31.09783173	9.92103577	-32.04208374	31.89391136	11.68987274	-34.18637085	0.18287618	0.09717740	0.97832149	-0.06219101	0.07749108	0.99505144
15	816.74200000	551.16600000	4.41438293	4.37040997	-31.09280014	9.95496368	-32.11222458	31.89682007	11.75139618	-34.13394165	0.17907377	0.09461767	0.97927529	-0.06493039	0.07489441	0.99507535
15	817.76300000	551.13200000	4.41195440	4.36858988	-31.11790466	9.90707779	-32.11868286	31.87434387	11.68480682	-34.15386200	0.18141715	0.09712235	0.97859854	-0.06240616	0.07788447	0.99500728
15	818.15800000	549.95700000	4.42832756	4.37795067	-31.11182404	9.96365356	-32.12351990	31.87952232	11.76941681	-34.16240311	0.18022524	0.09221436	0.97929329	-0.06255750	0.07257366	0.99539924
16	817.83000000	550.36700000	4.42946482	4.37192059	-31.09519196	9.93821716	-32.11513519	31.89434814	11.73624420	-34.16874695	0.17981194	0.09469422	0.97913259	-0.06365468	0.07526577	0.99512970
16	817.78800000	550.53500000	4.43206167	4.36765623	-31.11186600	9.93862915	-32.12331390	31.87799835	11.75168610	-34.14279938	0.17953774	0.09360036	0.97928810	-0.06603020	0.07386539	0.99507987
16	817.36500000	552.24300000	4.42768002	4.38552952	-31.09828949	9.89890289	-32.07583618	31.89203072	11.69323730	-34.17987442	0.18152550	0.09859369	0.97843128	-0.06348684	0.07842711	0.99489629
16	817.02600000	552.69100000	4.41747379	4.38650227	-31.13536453	9.93831635	-32.06122589	31.85647202	11.71355438	-34.19551849	0.18481016	0.09597973	0.97807622	-0.05931370	0.07581862	0.99535596
18	816.75400000	551.74200000	4.39949369	4.38661814	-31.13468552	9.93337250	-32.05669022	31.85663033	11.68626404	-34.21203232	0.18481006	0.09785555	0.97789037	-0.05863563	0.07758699	0.99525982
18	816.54400000	549.34800000	4.39203787	4.37325811	-31.09619522	9.95078278	-32.03733063	31.89509392	11.72084045	-34.16024399	0.18309596	0.09771627	0.97822666	-0.06585315	0.07749845	0.99481523
19	819.39100000	551.64100000	4.34041834	4.30814457	-31.06059647	9.96543503	-32.06266785	31.93297195	11.72195053	-34.16311264	0.17975256	0.09442721	0.97916931	-0.06972706	0.07469137	0.99476600
19	816.34600000	550.81600000	4.35400343	4.32036257	-31.07888031	10.00614929	-32.05567932	31.91050720	11.82889938	-34.09593964	0.18097742	0.08951405	0.97940516	-0.07224148	0.06914348	0.99498761
19	817.53200000	553.63200000	4.36290932	4.31570721	-31.07878876	10.02162170	-32.03575897	31.90958977	11.80034256	-34.10001373	0.18266951	0.09033717	0.97901535	-0.07119356	0.07008330	0.99499738
19	817.69800000	553.54300000	4.35027504	4.32716179	-31.10681915	10.06085968	-32.00804138	31.88323021	11.81423569	-34.12671661	0.18701684	0.08858625	0.97835433	-0.06763881	0.06807537	0.99538475
19	818.05000000	547.92300000	4.34866714	4.32871962	-31.07883835	10.02586365	-32.00611877	31.91327667	11.78104019	-34.13656235	0.18461184	0.09143637	0.97854888	-0.06882178	0.07072401	0.99511892
19	818.48000000	554.44900000	4.35554361	4.32758856	-31.06459808	9.99196625	-32.02349854	31.92711830	11.75683975	-34.11297607	0.18278848	0.09347513	0.97869855	-0.06956711	0.07356461	0.99486113
19	818.86000000	553.87400000	4.37901115	4.34294319	-31.07862854	9.99329376	-32.06945038	31.91039658	11.78170013	-34.11225510	0.18042861	0.09153549	0.97931957	-0.06850152	0.07170819	0.99507058
