eye_tracker,participant_id,trial_number,trial_condition,target_x,target_y,gaze_x,gaze_y,gaze_angle_x,gaze_angle_y,target_angle_x,target_angle_y,pup_diam_l,pup_diam_r
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.55,592.8,-0.9224519940915812,0.785714285714285,0,0,4.2979391571694485,3.8885227779758567
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.55,592.8,-0.9224519940915812,0.785714285714285,0,0,4.2979391571694485,3.8885227779758567
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.5,592.75,-0.9231905465288035,0.784970238095238,0,0,4.2979391571694485,3.8885227779758567
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.45,592.7,-0.9239290989660259,0.7842261904761911,0,0,4.2979391571694485,3.8885227779758567
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.3,592.55,-0.9261447562776963,0.7819940476190469,0,0,4.2979391571694485,3.8885227779758567
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.1,592.35,-0.9290989660265875,0.7790178571428574,0,0,4.2979391571694485,3.8885227779758567
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.95,592.15,-0.9313146233382563,0.7760416666666663,0,0,4.295723153331921,3.8885227779758567
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.8,592.05,-0.9335302806499268,0.7745535714285707,0,0,4.295723153331921,3.8885227779758567
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.65,591.95,-0.9357459379615956,0.7730654761904768,0,0,4.295723153331921,3.8885227779758567
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.5,591.8,-0.9379615952732644,0.7708333333333326,0,0,4.295723153331921,3.8885227779758567
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.35,591.65,-0.9401772525849331,0.7686011904761901,0,0,4.295723153331921,3.886073314565564
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.35,591.55,-0.9401772525849331,0.7671130952380946,0,0,4.295723153331921,3.886073314565564
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.4,591.55,-0.9394387001477108,0.7671130952380946,0,0,4.295723153331921,3.886073314565564
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.35,591.6,-0.9401772525849331,0.7678571428571431,0,0,4.295723153331921,3.886073314565564
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.25,591.65,-0.9416543574593795,0.7686011904761901,0,0,4.2979391571694485,3.8836223062393826
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.2,591.7,-0.942392909896602,0.7693452380952387,0,0,4.2979391571694485,3.8836223062393826
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.15,591.75,-0.9431314623338259,0.7700892857142857,0,0,4.2979391571694485,3.8836223062393826
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.05,591.75,-0.9446085672082725,0.7700892857142857,0,0,4.2979391571694485,3.8836223062393826
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.05,591.75,-0.9446085672082725,0.7700892857142857,0,0,4.2979391571694485,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.05,591.7,-0.9446085672082725,0.7693452380952387,0,0,4.2979391571694485,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.2,591.6,-0.942392909896602,0.7678571428571431,0,0,4.2979391571694485,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.4,591.5,-0.9394387001477108,0.7663690476190476,0,0,4.2979391571694485,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.55,591.35,-0.937223042836042,0.7641369047619051,0,0,4.2979391571694485,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.65,591.25,-0.9357459379615956,0.7626488095238095,0,0,4.295723153331921,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.8,591.15,-0.9335302806499268,0.761160714285714,0,0,4.295723153331921,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.9,591.1,-0.9320531757754803,0.760416666666667,0,0,4.295723153331921,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.05,591.15,-0.9298375184638116,0.761160714285714,0,0,4.295723153331921,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.0,591.15,-0.9305760709010339,0.761160714285714,0,0,4.2979391571694485,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.05,591.15,-0.9298375184638116,0.761160714285714,0,0,4.2979391571694485,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.1,591.25,-0.9290989660265875,0.7626488095238095,0,0,4.2979391571694485,3.881169750070411
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.15,591.35,-0.9283604135893652,0.7641369047619051,0,0,4.2979391571694485,3.8787156431224927
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.15,591.35,-0.9283604135893652,0.7641369047619051,0,0,4.300154019031053,3.8787156431224927
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.2,591.4,-0.9276218611521411,0.764880952380952,0,0,4.2979391571694485,3.8787156431224927
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.1,591.25,-0.9290989660265875,0.7626488095238095,0,0,4.2979391571694485,3.876259982450177
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.05,591.15,-0.9298375184638116,0.761160714285714,0,0,4.2979391571694485,3.876259982450177
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.95,591.0,-0.9313146233382563,0.7589285714285714,0,0,4.295723153331921,3.8738027650986777
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.9,590.85,-0.9320531757754803,0.7566964285714288,0,0,4.295723153331921,3.8738027650986777
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.85,590.65,-0.9327917282127027,0.7537202380952377,0,0,4.295723153331921,3.8738027650986777
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.85,590.65,-0.9327917282127027,0.7537202380952377,0,0,4.293506005750249,3.8738027650986777
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.8,590.65,-0.9335302806499268,0.7537202380952377,0,0,4.293506005750249,3.8738027650986777
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.85,590.8,-0.9327917282127027,0.7559523809523803,0,0,4.293506005750249,3.8738027650986777
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,896.95,591.05,-0.9313146233382563,0.7596726190476183,0,0,4.293506005750249,3.8738027650986777
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.1,591.25,-0.9290989660265875,0.7626488095238095,0,0,4.293506005750249,3.871343988103831
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.2,591.45,-0.9276218611521411,0.7656250000000007,0,0,4.293506005750249,3.871343988103831
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.35,591.55,-0.9254062038404723,0.7671130952380946,0,0,4.293506005750249,3.871343988103831
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.55,591.6,-0.9224519940915812,0.7678571428571431,0,0,4.295723153331921,3.868883648492055
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.75,591.65,-0.9194977843426883,0.7686011904761901,0,0,4.295723153331921,3.868883648492055
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,897.9,591.5,-0.9172821270310195,0.7663690476190476,0,0,4.295723153331921,3.868883648492055
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,898.05,591.4,-0.9150664697193507,0.764880952380952,0,0,4.295723153331921,3.868883648492055
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,898.15,591.3,-0.9135893648449043,0.7633928571428564,0,0,4.295723153331921,3.868883648492055
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,898.25,591.3,-0.9121122599704579,0.7633928571428564,0,0,4.2979391571694485,3.868883648492055
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,898.3,591.45,-0.9113737075332355,0.7656250000000007,0,0,4.2979391571694485,3.868883648492055
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,898.3,591.65,-0.9113737075332355,0.7686011904761901,0,0,4.2979391571694485,3.868883648492055
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,898.3,591.75,-0.9113737075332355,0.7700892857142857,0,0,4.2979391571694485,3.868883648492055
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,898.25,591.9,-0.9121122599704579,0.7723214285714282,0,0,4.2979391571694485,3.868883648492055
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,898.25,591.85,-0.9121122599704579,0.7715773809523813,0,0,4.300154019031053,3.868883648492055
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,898.35,591.8,-0.9106351550960115,0.7708333333333326,0,0,4.300154019031053,3.8664217432803043
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,898.5,591.65,-0.9084194977843426,0.7686011904761901,0,0,4.300154019031053,3.8664217432803043
EyeLink 1000 Plus,276,1,dilated,960.0,540.0,898.7,591.5,-0.9054652880354498,0.7663690476190476,0,0,4.300154019031053,3.8664217432803043
