eye_tracker,participant_id,trial_number,trial_condition,std,n_samples
SMI ETG,354,5,dark,0.09578176311604802,111
SMI ETG,354,6,bright,0.06037012874958985,116
SMI ETG,375,1,dark,0.174662801044703,112
SMI ETG,375,2,bright,0.18243897111032162,114
SMI ETG,375,3,dark,0.16324173300872635,115
SMI ETG,375,4,bright,0.14790748595701075,114
SMI ETG,375,5,dark,0.1504034536413543,115
SMI ETG,375,6,bright,0.11475940910618285,115
SMI ETG,397,1,dark,0.10728426519214078,114
SMI ETG,397,2,bright,0.11427949697429085,113
SMI ETG,397,3,dark,0.1233113077937965,113
SMI ETG,397,4,bright,0.1321717408890697,113
SMI ETG,397,5,dark,0.09481582218854212,115
SMI ETG,397,6,bright,0.19992717109965782,115
SMI ETG,406,1,dark,0.6816898653372714,110
SMI ETG,406,2,bright,0.08863400885286912,110
SMI ETG,406,3,dark,0.22397165024557958,110
SMI ETG,406,4,bright,0.158983437237899,109
SMI ETG,406,5,dark,2.92791911162673,58
SMI ETG,406,6,bright,0.1798357405036222,109
SMI ETG,460,1,dark,0.16064892244786733,113
SMI ETG,460,2,bright,0.08755863058841004,115
SMI ETG,460,3,dark,0.1136125752417517,114
SMI ETG,460,4,bright,0.13232928685058395,114
SMI ETG,460,5,dark,0.21465425381764183,114
SMI ETG,460,6,bright,0.10273762950275403,114
SMI ETG,503,1,dark,0.4013177262952885,111
SMI ETG,503,2,bright,0.22640721080379733,115
SMI ETG,503,3,dark,0.3072865719356716,110
SMI ETG,503,4,bright,0.1784092250493199,111
SMI ETG,503,5,dark,0.25551945650577873,115
SMI ETG,503,6,bright,0.15110060420932955,115
SMI ETG,695,1,dark,0.14015985263114183,114
SMI ETG,695,2,bright,0.1990214729620695,110
SMI ETG,695,3,dark,0.17218435491169154,115
SMI ETG,695,4,bright,0.18787424375139733,111
SMI ETG,695,5,dark,0.18071254670828524,114
SMI ETG,695,6,bright,0.20014803334942596,114
SMI ETG,772,1,dark,0.23566806248798183,113
SMI ETG,772,2,bright,0.30299032169632306,113
SMI ETG,772,3,dark,0.28068341827013277,114
SMI ETG,772,4,bright,0.439395329857305,115
SMI ETG,772,5,dark,0.17147110718382505,113
SMI ETG,772,6,bright,0.21360862132761765,111
SMI ETG,796,1,dark,0.43389767137577184,107
SMI ETG,796,2,bright,0.5263054393107355,112
SMI ETG,796,3,dark,0.4699287924004636,112
SMI ETG,796,4,bright,0.2634668960034712,114
SMI ETG,796,5,dark,0.19691816613826707,25
SMI ETG,796,6,bright,0.4209575443582473,112
SMI ETG,844,1,dark,0.190392229807044,109
SMI ETG,844,2,bright,0.1387670937020938,113
SMI ETG,844,3,dark,0.16077786467181418,109
SMI ETG,844,4,bright,0.18261421094981528,109
SMI ETG,844,5,dark,0.179194635009302,110
SMI ETG,844,6,bright,0.25139906970491677,114
SMI ETG,875,1,dark,0.09152723985441039,112
SMI ETG,875,2,bright,0.16749770585120022,115
SMI ETG,875,3,dark,2.690838870525722,110
SMI ETG,875,4,bright,0.14722886884486347,112
SMI ETG,875,5,dark,0.15027259512649993,112
SMI ETG,875,6,bright,0.18516943189740623,114
SMI ETG,914,1,dark,0.1458188659036974,113
SMI ETG,914,2,bright,0.09325146816943534,114
SMI ETG,914,3,dark,0.1859228556823492,114
SMI ETG,914,4,bright,0.11802684182947759,114
SMI ETG,914,5,dark,0.2019851822073461,115
SMI ETG,914,6,bright,0.17025459250844502,114
Tobii Glasses 2,141,1,dark,0.37769807600122096,295
Tobii Glasses 2,141,2,bright,0.11180874708300184,361
Tobii Glasses 2,141,3,dark,0.23173591135750143,322
Tobii Glasses 2,141,4,bright,0.16348268261904836,340
Tobii Glasses 2,141,5,dark,0.2305461313351562,361
Tobii Glasses 2,141,6,bright,0.07446157700586825,363
Tobii Glasses 2,276,1,dark,0.5412859553861451,306
Tobii Glasses 2,276,2,bright,0.37904980989177345,287
Tobii Glasses 2,276,3,dark,0.2932328870130158,290
Tobii Glasses 2,276,4,bright,0.28346884446455234,286
Tobii Glasses 2,276,5,dark,0.25814411718411856,293
Tobii Glasses 2,276,6,bright,0.14964168424739785,356
Tobii Glasses 2,352,1,dark,1.639746387017322,310
Tobii Glasses 2,352,2,bright,0.0967687035084128,306
Tobii Glasses 2,352,3,dark,0.8775402856059998,309
Tobii Glasses 2,352,4,bright,0.0804363471780597,329
Tobii Glasses 2,352,5,dark,1.4927466862300705,298
Tobii Glasses 2,352,6,bright,0.08417978448478622,320
Tobii Glasses 2,695,1,dark,0.16270865933806616,367
Tobii Glasses 2,695,2,bright,0.1965175488976535,370
Tobii Glasses 2,695,3,dark,0.29291339370836555,355
Tobii Glasses 2,695,4,bright,0.10301269968302655,304
Tobii Glasses 2,695,5,dark,0.17456743132461394,308
Tobii Glasses 2,695,6,bright,0.17401612301165434,315
Tobii Glasses 2,875,1,dark,0.24387396063282485,349
Tobii Glasses 2,875,2,bright,0.19438597523271375,280
Tobii Glasses 2,875,3,dark,0.332162326887453,293
Tobii Glasses 2,875,4,bright,0.19462351712796033,308
Tobii Glasses 2,875,5,dark,0.22491023021205583,296
Tobii Glasses 2,875,6,bright,0.3056178878749289,320
Tobii Glasses 2,914,1,dark,0.33540199886555905,298
Tobii Glasses 2,914,2,bright,0.07581012805017502,290
Tobii Glasses 2,914,3,dark,0.22991749803810171,285
Tobii Glasses 2,914,4,bright,0.06588565241273302,278
Tobii Glasses 2,914,5,dark,0.2222052166302947,277
Tobii Glasses 2,914,6,bright,0.13603722313470473,281
