eye_tracker,participant_id,trial_number,trial_condition,rms_s2s,n_samples
SMI ETG,354,2,bright,0.0933901433067493,114
SMI ETG,354,3,dark,0.11561332837599837,115
SMI ETG,354,4,bright,0.1302238713964687,112
SMI ETG,354,5,dark,0.11082217550198808,111
SMI ETG,354,6,bright,0.07804945540689032,116
SMI ETG,375,1,dark,0.21626457837576524,112
SMI ETG,375,2,bright,0.09193859380868316,114
SMI ETG,375,3,dark,0.26295299150470175,115
SMI ETG,375,4,bright,0.11647890573291358,114
SMI ETG,375,5,dark,0.19900921120228643,115
SMI ETG,375,6,bright,0.09354144233798971,115
SMI ETG,397,1,dark,0.07618602815443312,114
SMI ETG,397,2,bright,0.08605497924457842,113
SMI ETG,397,3,dark,0.09001964356783194,113
SMI ETG,397,4,bright,0.07871383187576433,113
SMI ETG,397,5,dark,0.08151169928884104,115
SMI ETG,397,6,bright,0.0808174778640395,115
SMI ETG,406,1,dark,0.25716578952507896,110
SMI ETG,406,2,bright,0.09958834571023212,110
SMI ETG,406,3,dark,0.17093124448595023,110
SMI ETG,406,4,bright,0.09653295736851407,109
SMI ETG,406,5,dark,2.5560075827846265,58
SMI ETG,406,6,bright,0.0907181715557888,109
SMI ETG,460,1,dark,0.18233212062457388,113
SMI ETG,460,2,bright,0.10205505483396483,115
SMI ETG,460,3,dark,0.14029308665987825,114
SMI ETG,460,4,bright,0.11572376049730235,114
SMI ETG,460,5,dark,0.14165037467885153,114
SMI ETG,460,6,bright,0.08775353819037601,114
SMI ETG,503,1,dark,0.4844538340180117,111
SMI ETG,503,2,bright,0.15157481210918125,115
SMI ETG,503,3,dark,0.3998222795719845,110
SMI ETG,503,4,bright,0.23872379616975659,111
SMI ETG,503,5,dark,0.41782665022446625,115
SMI ETG,503,6,bright,0.17989872025081907,115
SMI ETG,695,1,dark,0.10880531674297196,114
SMI ETG,695,2,bright,0.10750926786751631,110
SMI ETG,695,3,dark,0.11289917333779168,115
SMI ETG,695,4,bright,0.12191460644435702,111
SMI ETG,695,5,dark,0.1452361896532884,114
SMI ETG,695,6,bright,0.08206714995105865,114
SMI ETG,772,1,dark,0.10226242642152567,113
SMI ETG,772,2,bright,0.11233277858402145,113
SMI ETG,772,3,dark,0.14195455180670596,114
SMI ETG,772,4,bright,0.10981683092657953,115
SMI ETG,772,5,dark,0.15550726259945405,113
SMI ETG,772,6,bright,0.110505850726047,111
SMI ETG,796,1,dark,0.27589436249256644,107
SMI ETG,796,2,bright,0.1850989819220545,112
SMI ETG,796,3,dark,0.23370887753807182,112
SMI ETG,796,4,bright,0.19287519971118783,114
SMI ETG,796,5,dark,0.2255658259191041,25
SMI ETG,796,6,bright,0.2004481235207886,112
SMI ETG,844,1,dark,0.2326213520121263,109
SMI ETG,844,2,bright,0.12817234267848873,113
SMI ETG,844,3,dark,0.1785893562844307,109
SMI ETG,844,4,bright,0.17670197053881434,109
SMI ETG,844,5,dark,0.2840612901272436,110
SMI ETG,844,6,bright,0.15097897212891664,114
SMI ETG,875,1,dark,0.09202987562103514,112
SMI ETG,875,2,bright,0.07733496883236775,115
SMI ETG,875,3,dark,2.948563442497012,110
SMI ETG,875,4,bright,0.0938411375542239,112
SMI ETG,875,5,dark,0.1794519772277745,112
SMI ETG,875,6,bright,0.0934223304388219,114
SMI ETG,914,1,dark,0.13293424786188304,113
SMI ETG,914,2,bright,0.10502772619259297,114
SMI ETG,914,3,dark,0.16030545480512884,114
SMI ETG,914,4,bright,0.09874465108432642,114
SMI ETG,914,5,dark,0.15741016233478586,115
SMI ETG,914,6,bright,0.1128051558412036,114
Tobii Glasses 2,141,1,dark,0.33558293136199985,295
Tobii Glasses 2,141,2,bright,0.042939775567143616,361
Tobii Glasses 2,141,3,dark,0.09602315756441167,322
Tobii Glasses 2,141,4,bright,0.051796114858109796,340
Tobii Glasses 2,141,5,dark,0.13558675443364132,361
Tobii Glasses 2,141,6,bright,0.04389290276033446,363
Tobii Glasses 2,276,1,dark,0.3600854394620129,306
Tobii Glasses 2,276,2,bright,0.21870232045796495,287
Tobii Glasses 2,276,3,dark,0.22464177719939857,290
Tobii Glasses 2,276,4,bright,0.15921642129174524,286
Tobii Glasses 2,276,5,dark,0.061302958530227505,293
Tobii Glasses 2,276,6,bright,0.07960634966475218,356
Tobii Glasses 2,352,1,dark,0.6983832784691535,310
Tobii Glasses 2,352,2,bright,0.03303343397923297,306
Tobii Glasses 2,352,3,dark,0.5506507066628539,309
Tobii Glasses 2,352,4,bright,0.047036950802136865,329
Tobii Glasses 2,352,5,dark,0.6134836212176478,298
Tobii Glasses 2,352,6,bright,0.04109467829566204,320
Tobii Glasses 2,695,1,dark,0.06484948099853444,367
Tobii Glasses 2,695,2,bright,0.06498581688215112,370
Tobii Glasses 2,695,3,dark,0.09167526635659877,355
Tobii Glasses 2,695,4,bright,0.05862676588169848,304
Tobii Glasses 2,695,5,dark,0.06576275896814561,308
Tobii Glasses 2,695,6,bright,0.08423322434337313,315
Tobii Glasses 2,875,1,dark,0.08618425973028263,349
Tobii Glasses 2,875,2,bright,0.0742319559885403,280
Tobii Glasses 2,875,3,dark,0.06558146713242377,293
Tobii Glasses 2,875,4,bright,0.07716515165466103,308
Tobii Glasses 2,875,5,dark,0.06494103752027158,296
Tobii Glasses 2,875,6,bright,0.06110266796681396,320
Tobii Glasses 2,914,1,dark,0.09845667395265638,298
Tobii Glasses 2,914,2,bright,0.05982243351269289,290
Tobii Glasses 2,914,3,dark,0.09533223968667659,285
Tobii Glasses 2,914,4,bright,0.04309933688234793,278
Tobii Glasses 2,914,5,dark,0.08484142524582063,277
Tobii Glasses 2,914,6,bright,0.04178355359741413,281
