frame_idx	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l	pup_diam_r	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z
13	771.09400000	535.68300000	4.48926640	4.35750484	-31.41922379	3.78491974	-33.90823364	31.60182953	4.48386765	-35.21562576	-0.01159350	0.00612620	0.99991405	-0.06807832	-0.01137415	0.99761516
13	771.61700000	533.57300000	4.47241259	4.33950043	-31.48158264	3.80709839	-33.93475342	31.54110718	4.54620361	-35.18434906	-0.01004002	0.00176580	0.99994808	-0.06494765	-0.01546135	0.99776888
13	770.66400000	538.18900000	4.45330524	4.31806087	-31.46575928	3.84646988	-33.91513062	31.55765533	4.52724075	-35.18473816	-0.01064570	0.00145777	0.99994230	-0.06576042	-0.01576124	0.99771100
13	769.20800000	534.35100000	4.40668154	4.32313108	-31.44617081	3.79697800	-33.92281342	31.57775879	4.47384262	-35.17308044	-0.01176584	0.00641242	0.99991024	-0.06833835	-0.01082404	0.99760354
13	770.54100000	536.75100000	4.40050507	4.30975103	-31.44575500	3.78844452	-33.94208527	31.57607651	4.49486542	-35.19458389	-0.01357774	0.00515574	0.99989456	-0.06888113	-0.01241931	0.99754757
13	770.59900000	539.55900000	4.40498686	4.31606770	-31.44429016	3.82417679	-33.89779663	31.57894516	4.47474670	-35.19613266	-0.01052394	0.00758839	0.99991584	-0.06678284	-0.00999772	0.99771750
14	771.18500000	539.03600000	4.40544748	4.31682158	-31.42539215	3.91702271	-33.84753418	31.59202766	4.60871887	-35.12343597	-0.00943709	0.00164636	0.99995410	-0.07111540	-0.01543286	0.99734873
14	770.81100000	539.63100000	4.40492964	4.31766939	-31.41072845	3.91414642	-33.85405350	31.60601044	4.60901642	-35.12446594	-0.01164639	0.00188275	0.99993044	-0.07150983	-0.01537052	0.99732149
14	771.41200000	537.24300000	4.39615107	4.31586123	-31.41884232	3.89145660	-33.83798599	31.60212326	4.52098083	-35.15981293	-0.00823920	0.00573461	0.99994963	-0.06887089	-0.01157596	0.99755841
14	770.24500000	535.10800000	4.39586401	4.32743359	-31.43251801	3.83527374	-33.83902740	31.58963013	4.45466614	-35.18177414	-0.00708565	0.00840852	0.99993956	-0.06517978	-0.00894837	0.99783343
14	769.89000000	537.46200000	4.44903469	4.31641960	-31.42368698	3.91082382	-33.86769867	31.59500504	4.54884338	-35.19049072	-0.01147619	0.00006743	0.99993414	-0.06715229	-0.01693113	0.99759907
16	770.65400000	538.59600000	4.45383930	4.30435276	-31.43139648	3.84105301	-33.89453888	31.58839989	4.53831482	-35.12474442	-0.01249637	0.00306017	0.99991727	-0.06984191	-0.01401454	0.99745965
16	768.75600000	537.04800000	4.19045973	4.09631586	-31.40322876	3.92324448	-33.89023590	31.61458969	4.44334412	-35.26951981	-0.01244602	-0.00412145	0.99991411	-0.06490932	-0.02211121	0.99764615
16	768.09600000	530.29700000	4.17590809	4.07331419	-31.42667389	3.90272522	-33.88400650	31.59383965	4.41316605	-35.27790070	-0.01086778	-0.00117878	0.99994028	-0.06374643	-0.01919120	0.99778157
17	768.78300000	530.72700000	4.18613195	4.06454515	-31.45800018	3.86296844	-33.88291931	31.56223679	4.37495422	-35.29410553	-0.00816101	0.00176413	0.99996513	-0.05932409	-0.01620167	0.99810731
17	768.09700000	528.55100000	4.17364693	4.04786205	-31.44408798	3.94689560	-33.85763550	31.57359886	4.47052765	-35.22447968	-0.00802652	-0.00315157	0.99996287	-0.06409030	-0.02068019	0.99772984
17	766.60000000	531.99600000	4.17621613	4.04021358	-31.46762848	3.92678070	-33.89373779	31.55110359	4.48453522	-35.24439240	-0.00717777	-0.00341538	0.99996841	-0.06274049	-0.02134011	0.99780172
17	767.94100000	529.74200000	4.15970373	4.03274155	-31.40969086	3.90687561	-33.89947510	31.60802078	4.47496796	-35.23370361	-0.01168932	-0.00069575	0.99993145	-0.06739730	-0.01840635	0.99755645
17	773.29000000	540.99500000	4.18627930	4.01882172	-31.39926910	3.88757706	-33.89234924	31.61778450	4.48867798	-35.18897629	-0.01225193	0.00167985	0.99992353	-0.07051423	-0.01588747	0.99738425
17	777.56000000	537.08900000	4.14495516	3.97444487	-31.44652557	3.83183289	-33.91320801	31.56047821	4.54277420	-35.13889694	-0.01087301	-0.00200312	0.99993891	-0.06774915	-0.01943971	0.99751300
17	780.22100000	535.21100000	4.15897751	3.99997973	-31.50439453	3.85086060	-34.06269836	31.50801086	4.53598785	-35.26916504	-0.01279534	-0.00897972	0.99987781	-0.06011253	-0.02599487	0.99785310
17	785.20900000	537.19300000	4.13856411	3.96436858	-31.46061325	3.81386566	-34.05409241	31.55149651	4.53949356	-35.21249008	-0.01365075	0.00052638	0.99990672	-0.06877776	-0.01587436	0.99750572
17	779.38300000	533.70100000	4.21513224	3.93860149	-31.41175079	3.72400284	-34.22978210	31.59605217	4.57145309	-35.29884720	-0.02547708	-0.01015054	0.99962389	-0.07743700	-0.02649038	0.99664527
17	776.03400000	505.91700000	4.22081518	3.97084880	-31.31757736	3.75125122	-34.34522629	31.69737816	4.67927933	-35.30665207	-0.02708646	-0.01825963	0.99946630	-0.08263697	-0.03586445	0.99593419
18	779.77000000	485.13200000	4.37374878	4.05640984	-31.26856995	3.57146835	-34.47647858	31.74024773	4.59151459	-35.43951797	-0.03649999	-0.01864496	0.99915975	-0.08234499	-0.03619707	0.99594635
18	780.16700000	462.33800000	4.23622561	4.12813568	-31.29413605	3.42897415	-34.73561859	31.71999359	4.27836609	-35.56388855	-0.04570465	-0.01104325	0.99889398	-0.07744844	-0.02875711	0.99658155
18	787.31800000	429.88300000	4.04048967	3.91742301	-31.54311752	4.06417465	-34.63454056	31.47802353	4.80739594	-35.60328674	-0.01796914	-0.04121297	0.99898881	-0.06142155	-0.05967162	0.99632663
18	766.74100000	384.59500000	3.62412167	3.47982383	-31.74296951	5.04611969	-34.34068680	31.29527283	5.67823410	-35.31391907	0.01113060	-0.07663767	0.99699688	-0.05407913	-0.09026864	0.99444813
18	772.12600000	327.63200000	2.87014604	3.08264375	-31.57950974	5.50242615	-34.42520905	31.46028137	5.84778595	-35.86384583	-0.00109366	-0.08839445	0.99608499	-0.03411762	-0.10102051	0.99429917
18	788.22400000	315.39100000	2.83412981	2.97629499	-31.41518021	6.17747498	-34.53046036	31.61213875	6.46035767	-35.68007660	-0.01142009	-0.12296747	0.99234504	-0.04518872	-0.13423726	0.98991835
18	810.26900000	327.87600000	3.14059138	2.91658568	-31.22611618	7.60202026	-34.53056335	31.80734253	7.26346588	-35.76633453	-0.03776461	-0.20732905	0.97754210	-0.05398626	-0.21577129	0.97495037
18	789.93000000	372.08000000	4.17986107	2.85259032	-31.55304718	9.03444290	-34.03295135	31.48737335	7.25922394	-35.96465302	-0.02542121	-0.19280006	0.98090875	-0.00057457	-0.19819133	0.98016322
18	770.90000000	395.70000000	4.21561766	2.53030849	-31.16420746	9.11869049	-33.75877380	31.86705017	7.08335876	-35.91073608	-0.08870513	-0.18166217	0.97935194	-0.03779003	-0.18915318	0.98122019
18	769.93800000	414.62600000	4.16493893	2.71867013	-31.09783173	9.19385910	-33.57408905	31.93004227	6.80666351	-35.76655579	-0.09112722	-0.15072213	0.98436719	-0.05293015	-0.16072029	0.98557973
19	780.18400000	385.50000000	4.01429558	2.90604258	-31.21486282	9.00503540	-33.62696838	31.81847572	7.24289703	-35.32624817	-0.04552446	-0.15177229	0.98736656	-0.03384222	-0.15897729	0.98670208
19	793.84500000	358.98500000	3.14124060	2.80906796	-31.11988831	7.71437073	-34.53757477	31.91821861	6.93664169	-35.32109070	-0.06633528	-0.16327474	0.98434800	-0.07365096	-0.16969436	0.98274076
19	786.85100000	331.60900000	3.04411602	3.14220214	-31.31824493	6.77304840	-34.24641037	31.73212814	6.74675751	-35.45957947	-0.04387979	-0.16345279	0.98557484	-0.06289994	-0.17576401	0.98242080
19	772.78700000	324.78400000	3.21094227	3.43804049	-31.40396881	6.68358612	-33.99125290	31.62648773	6.83078384	-35.06708527	-0.02036484	-0.16504709	0.98607546	-0.07642964	-0.17775302	0.98110265
19	765.44400000	363.95300000	3.51773095	3.69093442	-31.51515579	5.56617355	-34.02626038	31.51002884	6.01486588	-35.07156754	-0.01021369	-0.11094327	0.99377429	-0.06537824	-0.12573238	0.98990762
19	769.30700000	388.35300000	3.85981941	3.94367480	-31.62296295	4.52098083	-34.18817520	31.41406631	4.93507004	-35.28303528	-0.00696033	-0.05242963	0.99860042	-0.05907952	-0.06979691	0.99581021
19	768.36700000	427.67900000	3.98076987	4.03533077	-31.41669846	4.22207642	-34.10710144	31.61449051	4.57600403	-35.30497742	-0.01874212	-0.03063574	0.99935490	-0.07573680	-0.04918812	0.99591392
19	765.64600000	464.49000000	4.17492723	4.11925316	-31.37817764	3.94311523	-34.07862091	31.64602661	4.30833817	-35.38999939	-0.01032375	-0.01586578	0.99982083	-0.07234905	-0.03480117	0.99677205
19	770.19800000	467.82900000	4.28687525	4.09147453	-31.33515930	3.83872604	-34.05416107	31.69340515	4.27878571	-35.41503525	-0.01328529	-0.01696116	0.99976790	-0.07279351	-0.03602278	0.99669629
19	778.64100000	463.94400000	4.32978344	4.04892445	-31.35236359	3.73079681	-34.06565094	31.66868019	4.38976288	-35.22322845	-0.02122128	-0.01894770	0.99959522	-0.08844467	-0.03673602	0.99540347
20	776.55400000	483.27300000	4.39548254	4.04964733	-31.41300964	3.49718094	-34.21286774	31.60223961	4.42227936	-34.86476135	-0.01396356	-0.01291470	0.99981910	-0.08107428	-0.03041208	0.99624401
