eye_tracker,participant_id,trial_number,frame,trial_condition,target_x,target_y,top_left_x,top_left_y,top_right_x,top_right_y,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,pup_diam_l,pup_diam_r,gaze_x,gaze_y
Pupil Neon,199,1,541,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.61049271,5.45467901,757.9498291015625,582.057861328125
Pupil Neon,199,1,541,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.61480618,5.46186733,755.598388671875,585.0192260742188
Pupil Neon,199,1,541,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.60172415,5.45601845,755.5888671875,585.5422973632812
Pupil Neon,199,1,541,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.61673689,5.45150518,755.4987182617188,584.5851440429688
Pupil Neon,199,1,541,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.60486078,5.45728779,756.3342895507812,586.5221557617188
Pupil Neon,199,1,541,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.63038063,5.451931,754.9074096679688,582.6589965820312
Pupil Neon,199,1,541,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.63043118,5.44733715,754.7112426757812,582.0181884765625
Pupil Neon,199,1,542,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.63007545,5.46117973,753.316650390625,584.1207275390625
Pupil Neon,199,1,542,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.63051987,5.46000814,755.2109375,581.6769409179688
Pupil Neon,199,1,542,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.6120224,5.47199154,756.5767822265625,579.0836181640625
Pupil Neon,199,1,542,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.59475803,5.45755816,757.5087890625,581.85888671875
Pupil Neon,199,1,542,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.59464693,5.46583271,755.60009765625,581.0918579101562
Pupil Neon,199,1,542,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.61959362,5.46780348,754.0280151367188,584.8692016601562
Pupil Neon,199,1,543,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.59335279,5.43747282,752.0865478515625,586.446533203125
Pupil Neon,199,1,543,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.61255455,5.4303422,752.3638305664062,586.1542358398438
Pupil Neon,199,1,543,dilated,749.9415283203125,577.9337158203125,577.42626953125,512.6080322265625,917.3933715820312,508.7302551269531,578.388671875,649.4298095703125,920.846923828125,643.1232299804688,5.60071421,5.44694233,752.1361694335938,583.420654296875
