eye_tracker,participant_id,trial_number,frame,trial_condition,target_x,target_y,top_left_x,top_left_y,top_right_x,top_right_y,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,pup_diam_l,pup_diam_r,gaze_x,gaze_y
Pupil Core,844,1,1384,dilated,623.9400634765625,491.60540771484375,479.3013610839844,429.5605163574219,773.1055908203125,437.60247802734375,472.6363830566406,546.989013671875,774.4227905273438,555.9617919921875,5.05361696,6.02908549,655.6485595703125,489.9464416503906
Pupil Core,844,1,1384,dilated,623.9400634765625,491.60540771484375,479.3013610839844,429.5605163574219,773.1055908203125,437.60247802734375,472.6363830566406,546.989013671875,774.4227905273438,555.9617919921875,5.05361696,6.01238272,654.9290771484375,489.88531494140625
Pupil Core,844,1,1384,dilated,623.9400634765625,491.60540771484375,479.3013610839844,429.5605163574219,773.1055908203125,437.60247802734375,472.6363830566406,546.989013671875,774.4227905273438,555.9617919921875,5.05172895,6.01238272,655.8597412109375,490.22869873046875
Pupil Core,844,1,1384,dilated,623.9400634765625,491.60540771484375,479.3013610839844,429.5605163574219,773.1055908203125,437.60247802734375,472.6363830566406,546.989013671875,774.4227905273438,555.9617919921875,5.05172895,6.09007846,656.6229858398438,489.7742004394531
Pupil Core,844,1,1384,dilated,623.9400634765625,491.60540771484375,479.3013610839844,429.5605163574219,773.1055908203125,437.60247802734375,472.6363830566406,546.989013671875,774.4227905273438,555.9617919921875,5.06831362,6.09007846,656.3468627929688,490.2259826660156
Pupil Core,844,1,1384,dilated,623.9400634765625,491.60540771484375,479.3013610839844,429.5605163574219,773.1055908203125,437.60247802734375,472.6363830566406,546.989013671875,774.4227905273438,555.9617919921875,5.06831362,6.06368189,656.0436401367188,490.8390808105469
Pupil Core,844,1,1384,dilated,623.9400634765625,491.60540771484375,479.3013610839844,429.5605163574219,773.1055908203125,437.60247802734375,472.6363830566406,546.989013671875,774.4227905273438,555.9617919921875,5.04028066,6.06368189,656.7628173828125,490.81805419921875
Pupil Core,844,1,1384,dilated,623.9400634765625,491.60540771484375,479.3013610839844,429.5605163574219,773.1055908203125,437.60247802734375,472.6363830566406,546.989013671875,774.4227905273438,555.9617919921875,5.04028066,6.0726218,655.9749755859375,490.9407653808594
Pupil Core,844,1,1385,dilated,623.9400634765625,491.60540771484375,479.3026428222656,428.5408630371094,773.1068725585938,436.58282470703125,472.6376647949219,545.9693603515625,774.424072265625,554.942138671875,5.08003119,6.06109173,656.0188598632812,488.5082702636719
Pupil Core,844,1,1385,dilated,623.9400634765625,491.60540771484375,479.3026428222656,428.5408630371094,773.1068725585938,436.58282470703125,472.6376647949219,545.9693603515625,774.424072265625,554.942138671875,5.06783926,6.06109173,657.7233276367188,488.2588806152344
