frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	33.25300000	5.77700000	-23.91900000	3.46000000	-0.01330000	-0.01750000	0.99980000	-30.98600000	5.92000000	-25.71300000	3.30000000	0.05020000	-0.03570000	0.99810000	612.87000000	319.20000000	69.00000000	47.00000000	64.00000000	46.00000000	535.06000000	158.20000000	755.65000000	136.59000000
1	33.25300000	5.77700000	-23.91900000	3.54000000	-0.01570000	-0.01860000	0.99970000	-30.98600000	5.92000000	-25.71300000	3.28000000	0.04410000	-0.02840000	0.99860000	618.15000000	314.70000000	69.00000000	48.00000000	64.00000000	46.00000000	537.95000000	159.60000000	763.17000000	127.27000000
2	33.25300000	5.77700000	-23.91900000	3.58000000	-0.01100000	-0.01710000	0.99980000	-30.98600000	5.92000000	-25.71300000	3.36000000	0.05040000	-0.03120000	0.99820000	611.46000000	315.81000000	69.00000000	48.00000000	64.00000000	46.00000000	532.26000000	157.72000000	755.41000000	130.84000000
2	33.25300000	5.77700000	-23.91900000	3.54000000	-0.01230000	-0.01400000	0.99980000	-30.98600000	5.92000000	-25.71300000	3.36000000	0.04620000	-0.02950000	0.99850000	614.83000000	312.73000000	69.00000000	48.00000000	64.00000000	46.00000000	533.80000000	153.81000000	760.56000000	128.68000000
3	33.25300000	5.77700000	-23.91900000	3.62000000	-0.01270000	-0.02070000	0.99970000	-30.98600000	5.92000000	-25.71300000	3.34000000	0.04760000	-0.02360000	0.99860000	614.34000000	313.01000000	69.00000000	48.00000000	64.00000000	46.00000000	534.43000000	162.29000000	759.04000000	121.16000000
4	33.25300000	5.77700000	-23.91900000	3.60000000	-0.01390000	-0.02160000	0.99970000	-30.98600000	5.92000000	-25.71300000	3.38000000	0.04750000	-0.03000000	0.99840000	615.03000000	317.61000000	69.00000000	48.00000000	64.00000000	46.00000000	535.89000000	163.42000000	758.97000000	129.32000000
5	33.25300000	5.77700000	-23.91900000	3.54000000	-0.01090000	-0.01260000	0.99990000	-30.98600000	5.92000000	-25.71300000	3.42000000	0.05130000	-0.03490000	0.99810000	610.72000000	315.89000000	69.00000000	48.00000000	64.00000000	46.00000000	532.10000000	152.02000000	754.31000000	135.52000000
6	33.25300000	5.77700000	-23.91900000	3.54000000	-0.01070000	-0.01170000	0.99990000	-30.98600000	5.92000000	-25.71300000	3.42000000	0.04810000	-0.03730000	0.99820000	612.54000000	316.85000000	69.00000000	48.00000000	64.00000000	46.00000000	531.88000000	150.97000000	758.13000000	138.63000000
7	33.25300000	5.77700000	-23.91900000	3.64000000	-0.01330000	-0.01700000	0.99980000	-30.98600000	5.92000000	-25.71300000	3.40000000	0.04720000	-0.03090000	0.99840000	614.83000000	315.42000000	70.00000000	48.00000000	64.00000000	46.00000000	535.09000000	157.55000000	759.37000000	130.38000000
7	33.25300000	5.77700000	-23.91900000	3.56000000	-0.00930000	-0.01410000	0.99990000	-30.98600000	5.92000000	-25.71300000	3.38000000	0.04770000	-0.03420000	0.99830000	612.10000000	315.75000000	70.00000000	48.00000000	64.00000000	46.00000000	530.16000000	153.94000000	758.65000000	134.62000000
8	33.25300000	5.77700000	-23.91900000	3.54000000	-0.00500000	-0.01710000	0.99980000	-30.98600000	5.92000000	-25.71300000	3.44000000	0.05990000	-0.03490000	0.99760000	602.09000000	318.64000000	71.00000000	48.00000000	66.00000000	46.00000000	525.10000000	157.64000000	743.89000000	135.70000000
8	33.25300000	5.77700000	-23.91900000	3.52000000	-0.00820000	-0.01420000	0.99990000	-30.98600000	5.92000000	-25.71300000	3.32000000	0.05210000	-0.03950000	0.99790000	608.57000000	319.82000000	69.00000000	47.00000000	64.00000000	44.00000000	528.85000000	154.11000000	753.19000000	141.47000000
9	33.25300000	5.77700000	-23.91900000	3.50000000	-0.00990000	-0.01740000	0.99980000	-30.98600000	5.92000000	-25.71300000	3.34000000	0.05540000	-0.03970000	0.99770000	607.54000000	322.04000000	69.00000000	48.00000000	64.00000000	46.00000000	530.95000000	158.10000000	749.19000000	141.69000000
10	33.25300000	5.77700000	-23.91900000	3.46000000	-0.00930000	-0.01600000	0.99980000	-30.98600000	5.92000000	-25.71300000	3.32000000	0.05040000	-0.03460000	0.99810000	610.49000000	317.28000000	68.00000000	48.00000000	62.00000000	46.00000000	530.29000000	156.31000000	755.37000000	135.14000000
11	33.25300000	5.77700000	-23.91900000	3.46000000	-0.00810000	-0.02100000	0.99980000	-30.98600000	5.92000000	-25.71300000	3.32000000	0.05580000	-0.03120000	0.99800000	606.56000000	318.26000000	67.00000000	46.00000000	62.00000000	46.00000000	528.96000000	162.57000000	748.88000000	130.89000000
12	33.25300000	5.77700000	-23.91900000	3.44000000	-0.00760000	-0.01780000	0.99980000	-30.98600000	5.92000000	-25.71300000	3.28000000	0.04930000	-0.03080000	0.99830000	610.33000000	315.52000000	67.00000000	46.00000000	62.00000000	46.00000000	528.24000000	158.56000000	756.80000000	130.38000000
13	33.25300000	5.77700000	-23.91900000	3.46000000	-0.00840000	-0.02190000	0.99970000	-30.98600000	5.92000000	-25.71300000	3.30000000	0.05180000	-0.03080000	0.99820000	609.27000000	318.12000000	67.00000000	46.00000000	62.00000000	46.00000000	529.32000000	163.73000000	753.75000000	130.32000000
13	33.25300000	5.77700000	-23.91900000	3.40000000	-0.00520000	-0.01650000	0.99990000	-30.98600000	5.92000000	-25.71300000	3.30000000	0.05010000	-0.03260000	0.99820000	608.43000000	315.80000000	67.00000000	46.00000000	62.00000000	46.00000000	525.37000000	156.89000000	755.76000000	132.62000000
14	33.25300000	5.77700000	-23.91900000	3.42000000	-0.00790000	-0.01820000	0.99980000	-30.98600000	5.92000000	-25.71300000	3.26000000	0.05110000	-0.03600000	0.99810000	609.28000000	319.36000000	67.00000000	45.00000000	62.00000000	44.00000000	528.58000000	159.13000000	754.52000000	136.97000000
15	33.25300000	5.77700000	-23.91900000	3.40000000	-0.00670000	-0.01290000	0.99990000	-30.98600000	5.92000000	-25.71300000	3.26000000	0.05330000	-0.03760000	0.99790000	606.97000000	317.76000000	67.00000000	45.00000000	62.00000000	44.00000000	526.99000000	152.46000000	751.78000000	138.99000000
16	33.25300000	5.77700000	-23.91900000	3.42000000	-0.00850000	-0.01430000	0.99990000	-30.98600000	5.92000000	-25.71300000	3.32000000	0.05010000	-0.03670000	0.99810000	610.15000000	317.72000000	67.00000000	47.00000000	62.00000000	46.00000000	529.26000000	154.20000000	755.75000000	137.82000000
17	33.25300000	5.77700000	-23.91900000	3.44000000	-0.00740000	-0.01600000	0.99990000	-30.98600000	5.92000000	-25.71300000	3.26000000	0.05330000	-0.02720000	0.99820000	607.70000000	312.53000000	67.00000000	47.00000000	62.00000000	46.00000000	527.92000000	156.24000000	752.05000000	125.79000000
18	33.25300000	5.77700000	-23.91900000	3.46000000	-0.00830000	-0.01720000	0.99980000	-30.98600000	5.92000000	-25.71300000	3.34000000	0.05440000	-0.03240000	0.99800000	607.50000000	316.83000000	68.00000000	47.00000000	62.00000000	46.00000000	529.11000000	157.83000000	750.63000000	132.47000000
