eye_tracker,participant_id,trial_number,frame,trial_condition,target_x,target_y,top_left_x,top_left_y,top_right_x,top_right_y,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,pup_diam_l,pup_diam_r,gaze_x,gaze_y,distance_average,gaze_angle_x,gaze_angle_y,target_angle_x,target_angle_y,distance_to_target
Pupil Neon,299,1,486,dark,751.8709106445312,538.7158813476562,579.0595092773438,482.6838073730469,913.9716796875,459.3940124511719,589.0162353515625,616.8934326171875,923.9664306640624,592.7666015625,5.30298138,5.30683041,754.008056640625,526.582763671875,911.8650445239346,0.13820314017693133,-0.7845666188486585,0.0,0.0,0.7966460238816113
Pupil Neon,299,1,486,dark,751.8709106445312,538.7158813476562,579.0595092773438,482.6838073730469,913.9716796875,459.3940124511719,589.0162353515625,616.8934326171875,923.9664306640624,592.7666015625,5.31167936,5.31216717,753.5670776367188,524.6853637695312,911.8650445239346,0.10968636362362294,-0.9072395106926763,0.0,0.0,0.9138460636928193
Pupil Neon,299,1,486,dark,751.8709106445312,538.7158813476562,579.0595092773438,482.6838073730469,913.9716796875,459.3940124511719,589.0162353515625,616.8934326171875,923.9664306640624,592.7666015625,5.32509899,5.31326914,754.5023803710938,524.5482177734375,911.8650445239346,0.1701694765546365,-0.9161061232976905,0.0,0.0,0.9317768401792363
Pupil Neon,299,1,486,dark,751.8709106445312,538.7158813476562,579.0595092773438,482.6838073730469,913.9716796875,459.3940124511719,589.0162353515625,616.8934326171875,923.9664306640624,592.7666015625,5.33383751,5.30684185,751.7593994140625,522.3724365234375,911.8650445239346,-0.007211127387299451,-1.0567661960955572,0.0,0.0,1.0567907993394292
Pupil Neon,299,1,487,dark,751.8709106445312,538.7158813476562,579.0595092773438,482.6838073730469,913.9716796875,459.3940124511719,589.0162353515625,616.8934326171875,923.9664306640624,592.7666015625,5.30193567,5.25522327,757.0252685546875,528.2600708007812,911.8650445239346,0.333314521182576,-0.6761173926355645,0.0,0.0,0.7538125089539732
Pupil Neon,299,1,487,dark,751.8709106445312,538.7158813476562,579.0595092773438,482.6838073730469,913.9716796875,459.3940124511719,589.0162353515625,616.8934326171875,923.9664306640624,592.7666015625,5.31469202,5.26240158,756.770751953125,528.0836181640625,911.8650445239346,0.31685615602788597,-0.6875264880063835,0.0,0.0,0.7570274072470294
Pupil Neon,299,1,487,dark,751.8709106445312,538.7158813476562,579.0595092773438,482.6838073730469,913.9716796875,459.3940124511719,589.0162353515625,616.8934326171875,923.9664306640624,592.7666015625,5.32183123,5.26500225,754.6333618164062,527.8914794921875,911.8650445239346,0.17863961122474087,-0.6999497508446222,0.0,0.0,0.7223861601705663
Pupil Neon,299,1,487,dark,751.8709106445312,538.7158813476562,579.0595092773438,482.6838073730469,913.9716796875,459.3940124511719,589.0162353515625,616.8934326171875,923.9664306640624,592.7666015625,5.29745865,5.2811203,755.5182495117188,529.47119140625,911.8650445239346,0.2358621338383295,-0.5978072145003138,0.0,0.0,0.6426541930831808
Pupil Neon,299,1,487,dark,751.8709106445312,538.7158813476562,579.0595092773438,482.6838073730469,913.9716796875,459.3940124511719,589.0162353515625,616.8934326171875,923.9664306640624,592.7666015625,5.29825401,5.30035019,756.1369018554688,527.697021484375,911.8650445239346,0.2758678957414005,-0.7125229098112584,0.0,0.0,0.7640628200002215
Pupil Neon,299,1,487,dark,751.8709106445312,538.7158813476562,579.0595092773438,482.6838073730469,913.9716796875,459.3940124511719,589.0162353515625,616.8934326171875,923.9664306640624,592.7666015625,5.30067253,5.27042246,756.4494018554688,527.2671508789062,911.8650445239346,0.296075915600526,-0.7403170018316094,0.0,0.0,0.7973269160135213
Pupil Neon,299,1,487,dark,751.8709106445312,538.7158813476562,579.0595092773438,482.6838073730469,913.9716796875,459.3940124511719,589.0162353515625,616.8934326171875,923.9664306640624,592.7666015625,5.30218887,5.28447962,757.8560791015625,526.048095703125,911.8650445239346,0.3870386484147379,-0.8191353669975461,0.0,0.0,0.9059700132084458
Pupil Neon,299,1,488,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,913.9740600585938,460.4027404785156,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.31494522,5.26647091,757.812255859375,528.8541259765625,911.8650445239344,0.3842048471229296,-0.6377065142069379,0.0,0.0,0.7445018219015432
Pupil Neon,299,1,488,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,913.9740600585938,460.4027404785156,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.31545925,5.26582479,756.4912109375,527.107177734375,911.8650445239344,0.2987795221557828,-0.750660277927878,0.0,0.0,0.8079356754831396
Pupil Neon,299,1,488,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,913.9740600585938,460.4027404785156,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.33692455,5.27614546,755.1251220703125,525.27734375,911.8650445239344,0.2104400394526673,-0.8689669766602572,0.0,0.0,0.894085352039115
Pupil Neon,299,1,488,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,913.9740600585938,460.4027404785156,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.32714939,5.28360701,754.835693359375,528.4984130859375,911.8650445239344,0.1917237040552138,-0.6607065441240161,0.0,0.0,0.6879615658922754
Pupil Neon,299,1,488,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,913.9740600585938,460.4027404785156,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.31321955,5.27488375,753.8099365234375,528.5665893554688,911.8650445239344,0.12539131988744057,-0.6562983528729877,0.0,0.0,0.6681695227162872
Pupil Neon,299,1,488,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,913.9740600585938,460.4027404785156,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.29259348,5.26403475,756.0906982421875,526.8635864257812,911.8650445239344,0.2728801024850453,-0.7664099032608381,0.0,0.0,0.8135402203631582
Pupil Neon,299,1,488,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,913.9740600585938,460.4027404785156,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.31287241,5.27284336,755.0927734375,527.6063232421875,911.8650445239344,0.20834816945313875,-0.7183872034983582,0.0,0.0,0.7479900626777506
Pupil Neon,299,1,489,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,915.0025024414062,460.3866882324219,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.34266424,5.29356337,753.3816528320312,527.3229370117188,911.2637900020144,0.09769564555971665,-0.7367112665017029,0.0,0.0,0.7431607695188659
Pupil Neon,299,1,489,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,915.0025024414062,460.3866882324219,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.34851933,5.29414415,753.6051635742188,527.8613891601562,911.2637900020144,0.11214945127744096,-0.7018964651637394,0.0,0.0,0.7107996533701909
Pupil Neon,299,1,489,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,915.0025024414062,460.3866882324219,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.34326315,5.29048681,754.156494140625,528.1044921875,911.2637900020144,0.14780237030366994,-0.6861779358463683,0.0,0.0,0.7019157359040797
Pupil Neon,299,1,489,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,915.0025024414062,460.3866882324219,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.33539629,5.29066515,755.1043090820312,527.8206787109375,911.2637900020144,0.20909447959713567,-0.7045287067335667,0.0,0.0,0.7349021703666883
Pupil Neon,299,1,489,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,915.0025024414062,460.3866882324219,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.32490683,5.29112148,754.7527465820312,528.6700439453125,911.2637900020144,0.18636012460731002,-0.6496101556815395,0.0,0.0,0.6758131771490151
Pupil Neon,299,1,489,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,915.0025024414062,460.3866882324219,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.3275094,5.28235674,751.4916381835938,526.7465209960938,911.2637900020144,-0.024526555137777323,-0.7739801011128394,0.0,0.0,0.7743686130168033
Pupil Neon,299,1,490,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,915.0025024414062,460.3866882324219,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.34974146,5.30714941,753.7730102539062,525.9222412109375,911.2637900020144,0.12300361067825558,-0.827273704463897,0.0,0.0,0.8363681428278502
Pupil Neon,299,1,490,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,915.0025024414062,460.3866882324219,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.34717751,5.30869436,754.096923828125,526.82421875,911.2637900020144,0.1439501391969723,-0.768956501755703,0.0,0.0,0.782314351247116
Pupil Neon,299,1,490,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,915.0025024414062,460.3866882324219,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.36107969,5.31915092,754.3688354492188,526.2474365234375,911.2637900020144,0.1615338264244172,-0.8062484487299126,0.0,0.0,0.8222710855664963
Pupil Neon,299,1,490,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,915.0025024414062,460.3866882324219,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.34732485,5.30358601,753.84716796875,525.432861328125,911.2637900020144,0.12779917288403034,-0.8589137670392436,0.0,0.0,0.8683694419999971
Pupil Neon,299,1,490,dark,751.8709106445312,538.7158813476562,579.0618896484375,483.6925354003906,915.0025024414062,460.3866882324219,589.0186157226562,617.9021606445312,923.9688110351562,593.7753295898438,5.34617519,5.31532192,752.1913452148438,524.2061767578125,911.2637900020144,0.020721663457405667,-0.9382207233693463,0.0,0.0,0.9384495261313425
