frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	29.83600000	0.86600000	-20.41600000	4.16000000	-0.02310000	-0.07750000	0.99670000	-29.52300000	2.60800000	-20.76400000	4.02000000	0.02260000	-0.07990000	0.99660000	636.65000000	382.04000000	104.00000000	78.00000000	102.00000000	74.00000000	582.54000000	407.32000000	556.75000000	383.79000000
0	29.83700000	0.86600000	-20.41600000	4.18000000	-0.02410000	-0.07720000	0.99670000	-29.52300000	2.60800000	-20.76400000	4.06000000	0.02260000	-0.08310000	0.99630000	637.19000000	384.11000000	104.00000000	79.00000000	102.00000000	76.00000000	583.67000000	406.91000000	556.73000000	387.62000000
1	29.83700000	0.86600000	-20.41600000	4.20000000	-0.02310000	-0.07850000	0.99660000	-29.52300000	2.60800000	-20.76400000	4.10000000	0.02320000	-0.08180000	0.99640000	636.24000000	383.92000000	105.00000000	80.00000000	102.00000000	76.00000000	582.51000000	408.48000000	556.01000000	386.07000000
2	29.83800000	0.86600000	-20.41500000	4.22000000	-0.02330000	-0.07780000	0.99670000	-29.52300000	2.60800000	-20.76300000	4.10000000	0.02300000	-0.08300000	0.99630000	636.49000000	384.29000000	106.00000000	80.00000000	102.00000000	76.00000000	582.73000000	407.67000000	556.30000000	387.49000000
3	29.83800000	0.86600000	-20.41500000	4.20000000	-0.02180000	-0.07900000	0.99660000	-29.52200000	2.60800000	-20.76300000	4.20000000	0.02000000	-0.08440000	0.99620000	637.41000000	384.71000000	106.00000000	80.00000000	104.00000000	76.00000000	581.01000000	409.00000000	559.89000000	389.03000000
4	29.83900000	0.86600000	-20.41500000	4.26000000	-0.01980000	-0.08110000	0.99650000	-29.52200000	2.60800000	-20.76300000	4.22000000	0.01960000	-0.08370000	0.99630000	636.50000000	384.87000000	107.00000000	82.00000000	104.00000000	78.00000000	578.74000000	411.43000000	560.36000000	388.23000000
5	29.84000000	0.86600000	-20.41500000	4.28000000	-0.02140000	-0.07770000	0.99680000	-29.52200000	2.60800000	-20.76300000	4.22000000	0.01980000	-0.08610000	0.99610000	637.29000000	385.07000000	108.00000000	82.00000000	106.00000000	78.00000000	580.58000000	407.53000000	560.08000000	391.04000000
6	29.84000000	0.86600000	-20.41500000	4.30000000	-0.01860000	-0.07980000	0.99660000	-29.52200000	2.60800000	-20.76200000	4.24000000	0.02010000	-0.08570000	0.99610000	635.52000000	385.32000000	109.00000000	82.00000000	106.00000000	78.00000000	577.41000000	409.92000000	559.73000000	390.61000000
6	29.84100000	0.86600000	-20.41500000	4.28000000	-0.01820000	-0.07870000	0.99670000	-29.52200000	2.60800000	-20.76200000	4.24000000	0.01880000	-0.08520000	0.99620000	636.06000000	384.06000000	109.00000000	82.00000000	106.00000000	78.00000000	576.91000000	408.66000000	561.29000000	390.05000000
7	29.84100000	0.86600000	-20.41500000	4.32000000	-0.01770000	-0.07840000	0.99680000	-29.52200000	2.60800000	-20.76200000	4.28000000	0.02010000	-0.08630000	0.99610000	634.99000000	384.84000000	109.00000000	82.00000000	106.00000000	78.00000000	576.36000000	408.35000000	559.71000000	391.33000000
8	29.84200000	0.86600000	-20.41500000	4.34000000	-0.01950000	-0.07750000	0.99680000	-29.52200000	2.60800000	-20.76200000	4.22000000	0.01880000	-0.08310000	0.99640000	636.76000000	382.34000000	109.00000000	81.00000000	106.00000000	76.00000000	578.32000000	407.30000000	561.24000000	387.53000000
9	29.84200000	0.86600000	-20.41500000	4.36000000	-0.02170000	-0.07800000	0.99670000	-29.52200000	2.60800000	-20.76100000	4.36000000	0.01660000	-0.08640000	0.99610000	639.34000000	384.75000000	110.00000000	83.00000000	108.00000000	80.00000000	580.89000000	407.82000000	563.90000000	391.39000000
9	29.84300000	0.86600000	-20.41400000	4.34000000	-0.01990000	-0.07870000	0.99670000	-29.52200000	2.60800000	-20.76100000	4.36000000	0.01850000	-0.08520000	0.99620000	637.21000000	384.36000000	110.00000000	83.00000000	108.00000000	80.00000000	578.91000000	408.71000000	561.60000000	389.96000000
10	29.84300000	0.86600000	-20.41400000	4.38000000	-0.02150000	-0.07830000	0.99670000	-29.52200000	2.60800000	-20.76100000	4.36000000	0.01740000	-0.08440000	0.99630000	638.73000000	383.69000000	110.00000000	83.00000000	108.00000000	80.00000000	580.64000000	408.16000000	562.89000000	389.03000000
11	29.84400000	0.86600000	-20.41400000	4.36000000	-0.02040000	-0.07900000	0.99670000	-29.52100000	2.60800000	-20.76000000	4.30000000	0.01770000	-0.08620000	0.99610000	637.95000000	385.10000000	110.00000000	82.00000000	108.00000000	78.00000000	579.49000000	408.98000000	562.52000000	391.17000000
12	29.84500000	0.86600000	-20.41400000	4.38000000	-0.02030000	-0.07920000	0.99670000	-29.52100000	2.60800000	-20.76000000	4.38000000	0.01830000	-0.08390000	0.99630000	637.50000000	383.86000000	110.00000000	84.00000000	108.00000000	80.00000000	579.31000000	409.31000000	561.78000000	388.49000000
