frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	33.61600000	-0.33200000	-20.62400000	1.94000000	-0.09980000	-0.05680000	0.99340000	-28.91700000	1.11600000	-28.14300000	1.96000000	-0.06050000	-0.05670000	0.99660000	728.34000000	355.62000000	43.00000000	31.00000000	40.00000000	30.00000000	745.31000000	159.09000000	736.01000000	165.07000000
1	33.61600000	-0.33200000	-20.62400000	1.94000000	-0.09940000	-0.05620000	0.99350000	-28.91700000	1.11600000	-28.14300000	1.96000000	-0.06070000	-0.05470000	0.99670000	728.24000000	354.00000000	44.00000000	31.00000000	40.00000000	30.00000000	744.84000000	158.41000000	736.28000000	162.56000000
2	33.61600000	-0.33200000	-20.62400000	1.96000000	-0.10060000	-0.05710000	0.99330000	-28.91800000	1.11600000	-28.14300000	1.92000000	-0.05880000	-0.05530000	0.99670000	727.88000000	355.65000000	44.00000000	31.00000000	40.00000000	30.00000000	746.38000000	159.55000000	733.97000000	163.34000000
2	33.61600000	-0.33200000	-20.62400000	1.92000000	-0.10050000	-0.05550000	0.99340000	-28.91800000	1.11600000	-28.14300000	1.90000000	-0.05880000	-0.05410000	0.99680000	727.80000000	353.91000000	44.00000000	31.00000000	40.00000000	30.00000000	746.18000000	157.47000000	734.00000000	161.83000000
3	33.61600000	-0.33200000	-20.62400000	1.94000000	-0.09990000	-0.05640000	0.99340000	-28.91800000	1.11500000	-28.14300000	1.92000000	-0.05960000	-0.05450000	0.99670000	727.97000000	354.34000000	43.00000000	31.00000000	40.00000000	30.00000000	745.53000000	158.58000000	735.02000000	162.30000000
4	33.61600000	-0.33200000	-20.62400000	1.96000000	-0.10050000	-0.05510000	0.99340000	-28.91800000	1.11500000	-28.14300000	1.96000000	-0.06000000	-0.05360000	0.99680000	728.55000000	353.14000000	44.00000000	31.00000000	40.00000000	30.00000000	746.29000000	157.03000000	735.47000000	161.16000000
5	33.61600000	-0.33200000	-20.62400000	1.90000000	-0.09960000	-0.05640000	0.99340000	-28.91800000	1.11500000	-28.14300000	1.96000000	-0.05960000	-0.05590000	0.99670000	727.75000000	355.12000000	43.00000000	31.00000000	40.00000000	30.00000000	745.18000000	158.60000000	734.91000000	164.10000000
5	33.61600000	-0.33200000	-20.62400000	1.94000000	-0.09860000	-0.05490000	0.99360000	-28.91800000	1.11500000	-28.14300000	1.90000000	-0.05770000	-0.05480000	0.99680000	726.07000000	353.75000000	43.00000000	31.00000000	40.00000000	30.00000000	743.92000000	156.74000000	732.72000000	162.72000000
6	33.61600000	-0.33200000	-20.62400000	1.92000000	-0.09880000	-0.05480000	0.99360000	-28.91800000	1.11500000	-28.14300000	1.94000000	-0.05900000	-0.05370000	0.99680000	726.90000000	352.81000000	43.00000000	31.00000000	40.00000000	30.00000000	744.14000000	156.62000000	734.22000000	161.31000000
6	33.61600000	-0.33200000	-20.62400000	1.96000000	-0.09880000	-0.05500000	0.99360000	-28.91800000	1.11500000	-28.14300000	1.88000000	-0.05850000	-0.05400000	0.99680000	726.62000000	353.24000000	43.00000000	31.00000000	40.00000000	30.00000000	744.14000000	156.90000000	733.63000000	161.71000000
8	33.61600000	-0.33200000	-20.62400000	1.92000000	-0.09810000	-0.05440000	0.99370000	-28.91900000	1.11500000	-28.14300000	1.88000000	-0.05810000	-0.05270000	0.99690000	726.03000000	352.04000000	43.00000000	30.00000000	40.00000000	28.00000000	743.38000000	156.09000000	733.18000000	160.08000000
8	33.61600000	-0.33200000	-20.62400000	1.90000000	-0.09840000	-0.05490000	0.99360000	-28.91900000	1.11400000	-28.14300000	1.86000000	-0.05710000	-0.05310000	0.99700000	725.62000000	352.85000000	43.00000000	30.00000000	40.00000000	28.00000000	743.73000000	156.73000000	731.98000000	160.52000000
9	33.61600000	-0.33200000	-20.62400000	1.92000000	-0.09810000	-0.05490000	0.99370000	-28.91900000	1.11400000	-28.14300000	1.86000000	-0.05800000	-0.05320000	0.99690000	725.94000000	352.71000000	43.00000000	30.00000000	40.00000000	28.00000000	743.35000000	156.79000000	733.02000000	160.74000000
10	33.61600000	-0.33200000	-20.62400000	1.94000000	-0.09830000	-0.05500000	0.99360000	-28.91900000	1.11400000	-28.14300000	1.88000000	-0.05920000	-0.05350000	0.99680000	726.80000000	352.68000000	43.00000000	30.00000000	40.00000000	28.00000000	743.61000000	156.92000000	734.56000000	161.06000000
11	33.61600000	-0.33200000	-20.62400000	1.94000000	-0.09860000	-0.05640000	0.99350000	-28.91900000	1.11400000	-28.14300000	1.96000000	-0.05970000	-0.05330000	0.99680000	727.23000000	353.43000000	43.00000000	31.00000000	40.00000000	30.00000000	743.97000000	158.70000000	735.08000000	160.83000000
12	33.61600000	-0.33200000	-20.62400000	1.98000000	-0.09890000	-0.05520000	0.99360000	-28.91900000	1.11400000	-28.14300000	1.88000000	-0.05900000	-0.05300000	0.99690000	726.98000000	352.73000000	44.00000000	30.00000000	40.00000000	28.00000000	744.28000000	157.18000000	734.23000000	160.45000000
13	33.61600000	-0.33200000	-20.62400000	1.98000000	-0.09940000	-0.05710000	0.99340000	-28.91900000	1.11400000	-28.14300000	1.88000000	-0.05930000	-0.05490000	0.99670000	727.45000000	354.98000000	45.00000000	31.00000000	40.00000000	30.00000000	744.91000000	159.51000000	734.56000000	162.79000000
13	33.61600000	-0.33200000	-20.62400000	1.98000000	-0.09900000	-0.05610000	0.99350000	-28.91900000	1.11300000	-28.14300000	1.94000000	-0.05990000	-0.05350000	0.99680000	727.55000000	353.35000000	45.00000000	31.00000000	40.00000000	30.00000000	744.37000000	158.24000000	735.34000000	161.10000000
14	33.61600000	-0.33200000	-20.62400000	1.98000000	-0.09830000	-0.05610000	0.99360000	-28.91900000	1.11300000	-28.14300000	1.92000000	-0.05790000	-0.05370000	0.99690000	726.01000000	353.76000000	45.00000000	31.00000000	40.00000000	30.00000000	743.58000000	158.29000000	732.93000000	161.31000000
15	33.61600000	-0.33200000	-20.62400000	1.96000000	-0.09800000	-0.05630000	0.99360000	-28.91900000	1.11300000	-28.14300000	1.94000000	-0.05940000	-0.05430000	0.99680000	726.67000000	353.76000000	44.00000000	31.00000000	40.00000000	30.00000000	743.15000000	158.48000000	734.75000000	162.07000000
16	33.61600000	-0.33200000	-20.62400000	1.96000000	-0.09840000	-0.05670000	0.99350000	-28.92000000	1.11300000	-28.14300000	1.96000000	-0.06050000	-0.05460000	0.99670000	727.58000000	354.02000000	43.00000000	31.00000000	40.00000000	30.00000000	743.67000000	159.03000000	736.10000000	162.38000000
17	33.61600000	-0.33200000	-20.62400000	2.00000000	-0.09770000	-0.05780000	0.99350000	-28.92000000	1.11300000	-28.14300000	1.96000000	-0.06000000	-0.05610000	0.99660000	726.80000000	355.46000000	45.00000000	32.00000000	40.00000000	30.00000000	742.76000000	160.37000000	735.41000000	164.25000000
17	33.61600000	-0.33200000	-20.62400000	2.00000000	-0.09820000	-0.05840000	0.99350000	-28.92000000	1.11300000	-28.14300000	1.96000000	-0.06020000	-0.05420000	0.99670000	727.25000000	354.97000000	45.00000000	32.00000000	40.00000000	30.00000000	743.41000000	161.24000000	735.67000000	161.93000000
18	33.61600000	-0.33200000	-20.62400000	2.00000000	-0.09780000	-0.05950000	0.99340000	-28.92000000	1.11300000	-28.14300000	1.96000000	-0.06020000	-0.05420000	0.99670000	727.01000000	355.59000000	45.00000000	32.00000000	40.00000000	30.00000000	742.94000000	162.59000000	735.65000000	161.93000000
19	33.61600000	-0.33200000	-20.62400000	2.00000000	-0.09790000	-0.05840000	0.99350000	-28.92000000	1.11300000	-28.14300000	1.96000000	-0.06000000	-0.05420000	0.99670000	726.98000000	354.93000000	45.00000000	32.00000000	40.00000000	30.00000000	743.06000000	161.23000000	735.48000000	161.91000000
