frame_idx	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l	pup_diam_r	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z
15	847.43400000	513.16500000	3.64529347	3.25393867	-32.25097656	16.70898438	-38.51806641	30.66406250	14.93164062	-36.82617188	0.08553353	-0.02412197	0.99604326	-0.01357227	-0.02854262	0.99950045
16	846.27900000	512.28100000	3.54814363	3.18090439	-31.78710938	17.30468750	-38.30871582	31.12304688	15.33203125	-36.89453125	0.05989841	-0.06586552	0.99602908	-0.04942669	-0.06950045	0.99635673
16	845.88300000	509.37500000	3.64667130	3.29114509	-31.73339844	17.13867188	-38.38562012	31.18164062	15.09765625	-37.03125000	0.05325377	-0.05289771	0.99717897	-0.03291658	-0.05931105	0.99769670
16	846.43300000	511.09300000	3.62462330	3.24980474	-31.83593750	16.91406250	-38.32580566	31.07910156	15.04882812	-36.79199219	0.07240910	-0.03922629	0.99660337	-0.03717884	-0.04372852	0.99835145
16	845.12100000	510.12300000	3.71350479	3.32972932	-31.88964844	17.15820312	-38.42620850	31.03515625	15.13671875	-37.12524414	0.06647734	-0.05629618	0.99619853	0.00194680	-0.06022031	0.99818325
16	845.35500000	510.03400000	3.57570386	3.28563309	-31.86523438	16.81640625	-38.20404053	31.04980469	14.86328125	-36.83898926	0.08203908	-0.02803940	0.99623460	-0.02828655	-0.03407657	0.99901885
16	840.50000000	508.05200000	3.56330180	3.26909685	-31.96289062	17.14843750	-38.22326660	30.96191406	15.22460938	-36.96289062	0.08242639	-0.05452519	0.99510449	-0.01084427	-0.05945469	0.99817210
17	839.44600000	507.73400000	3.56123471	3.24291468	-31.83105469	17.32421875	-38.16772461	31.08886719	15.37109375	-37.09533691	0.07142993	-0.06973948	0.99500459	-0.02679203	-0.07385144	0.99690932
17	838.69000000	510.71000000	3.59224010	3.20295238	-32.10937500	16.94335938	-38.34075928	30.80078125	15.02929688	-36.97570801	0.08280255	-0.04418345	0.99558604	-0.02410378	-0.04992952	0.99846184
17	832.60500000	509.79600000	3.59224010	3.32077217	-31.92871094	17.25585938	-38.27453613	31.00097656	15.00976562	-37.37731934	0.07477608	-0.05821051	0.99549991	0.01248635	-0.06289969	0.99794179
17	824.61000000	509.12500000	3.68043256	3.28149891	-31.86523438	16.82617188	-38.06945801	31.07421875	14.74609375	-37.39440918	0.05503528	-0.02432564	0.99818808	-0.01494979	-0.02844681	0.99948353
17	808.26500000	508.47300000	3.59844112	3.34833241	-31.94335938	17.08984375	-38.18695068	31.02539062	15.04882812	-37.42858887	0.02596089	-0.03714260	0.99897271	-0.03170214	-0.04109434	0.99865222
17	797.58000000	503.63700000	3.48131037	3.35039949	-31.89941406	17.03125000	-37.86010742	31.08398438	14.83398438	-37.76184082	0.03526669	-0.02061142	0.99916536	-0.01430404	-0.02557158	0.99957067
17	786.93200000	500.70900000	3.48131037	3.34350944	-31.80664062	17.22656250	-37.63366699	31.15234375	15.01953125	-37.93701172	0.04481225	-0.04305800	0.99806708	-0.04202959	-0.04708067	0.99800646
18	777.72400000	499.05800000	3.39587379	3.29390097	-31.86035156	16.62109375	-37.95410156	31.10839844	14.42382812	-37.62512207	0.01374357	0.01645355	0.99977016	-0.07026088	0.01154655	0.99746186
18	767.51800000	498.81600000	3.53160763	3.31319308	-31.78710938	16.97265625	-38.15277100	31.13281250	15.01953125	-37.27478027	-0.01768342	-0.02243263	0.99959195	-0.10264344	-0.03053112	0.99424958
18	761.17300000	497.81000000	3.48888922	3.31870532	-31.74316406	16.99218750	-38.10363770	31.19628906	14.94140625	-37.30895996	-0.01133977	-0.02359474	0.99965733	-0.09482592	-0.02983632	0.99504668
18	756.39500000	493.66200000	3.51093745	3.31319308	-31.69433594	17.30468750	-38.09509277	31.23046875	15.22460938	-37.58239746	-0.00413264	-0.04868470	0.99880564	-0.09191088	-0.05538672	0.99422568
18	757.18400000	493.64200000	3.46890831	3.24153662	-31.93359375	16.90429688	-38.21044922	30.97656250	14.96093750	-37.68920898	-0.00548728	-0.02328333	0.99971384	-0.08842835	-0.03127379	0.99559146
18	755.57700000	489.24700000	3.49715734	3.23051262	-31.87500000	17.18750000	-38.06091309	31.04980469	15.09765625	-37.11669922	-0.00412067	-0.03098628	0.99951130	-0.09775718	-0.03759766	0.99449986
18	754.31300000	491.08800000	3.52885151	3.27460885	-31.90429688	17.08007812	-38.01391602	31.03027344	15.01953125	-37.22351074	0.00839205	-0.02564344	0.99963593	-0.09472927	-0.03024360	0.99504358
19	752.31700000	493.92800000	3.52058363	3.21811056	-31.74804688	16.90429688	-38.06945801	31.17675781	15.00000000	-36.97143555	-0.01622449	-0.01357780	0.99977618	-0.11257745	-0.02180956	0.99340361
19	757.33300000	495.56100000	3.49853539	3.24842668	-32.25585938	16.91406250	-38.00537109	30.65917969	14.94140625	-36.96289062	0.03321201	-0.01130692	0.99938440	-0.08358525	-0.01888609	0.99632168
19	757.96200000	496.24300000	3.44892716	3.28976703	-31.78710938	17.19726562	-38.01391602	31.13769531	15.08789062	-37.39013672	-0.00258865	-0.03352566	0.99943453	-0.09526759	-0.04037587	0.99463254
19	757.20200000	493.43500000	3.36831355	3.25531673	-31.79199219	17.11914062	-37.94555664	31.14257812	15.01953125	-37.28759766	-0.00938110	-0.02303175	0.99969071	-0.09334556	-0.03038742	0.99516994
