frame_idx	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l	pup_diam_r	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z
13	793.24400000	521.97900000	3.94183517	3.72009778	-31.41919708	13.61173248	-35.41397858	31.66255951	14.19066620	-35.45590973	-0.04442693	-0.04519417	0.99798983	0.02563586	-0.05712502	0.99803787
14	792.00800000	521.47200000	3.92070222	3.71893311	-31.39355469	13.61446381	-35.37554932	31.68567657	14.16963959	-35.41696548	-0.04266034	-0.04288971	0.99816865	0.02058616	-0.05440663	0.99830663
14	791.16100000	527.63000000	3.93461680	3.70883512	-31.42150116	13.57342529	-35.39730453	31.66055679	14.13174057	-35.45139694	-0.04159208	-0.04073403	0.99830401	0.02507143	-0.05219761	0.99832201
14	791.28300000	527.79700000	3.93788362	3.70080423	-31.40880203	13.61547089	-35.40151215	31.67030525	14.16713333	-35.48638535	-0.04321029	-0.04477856	0.99806201	0.02629654	-0.05632415	0.99806619
14	792.13200000	526.58200000	3.94470596	3.69760513	-31.37788391	13.66043472	-35.39578629	31.70182228	14.21524048	-35.45903015	-0.04492734	-0.04801469	0.99783576	0.02340684	-0.05961105	0.99794722
14	791.85800000	528.36700000	3.94682646	3.69192743	-31.39524460	13.64151382	-35.41519165	31.68394089	14.18742371	-35.48359299	-0.04414466	-0.04669331	0.99793339	0.02452228	-0.05810198	0.99800944
14	791.54600000	526.12300000	3.94772530	3.70826197	-31.37192154	13.67096710	-35.39950943	31.70577621	14.21726990	-35.49179840	-0.04534658	-0.04991059	0.99772376	0.02374060	-0.06146529	0.99782687
14	792.06500000	523.50400000	3.94927335	3.70760107	-31.42606354	13.64463043	-35.44004059	31.65382767	14.19264221	-35.46801376	-0.04395605	-0.04740850	0.99790800	0.02674073	-0.05891014	0.99790508
14	792.95600000	523.70400000	3.94825649	3.70797157	-31.44314575	13.64581299	-35.41906357	31.63755035	14.18342209	-35.48036575	-0.04178918	-0.04700495	0.99802017	0.02817892	-0.05862751	0.99788219
14	790.63700000	525.48600000	3.94512510	3.71298337	-31.45232773	13.62838364	-35.43629456	31.62910461	14.17706299	-35.50596619	-0.04197161	-0.04710199	0.99800789	0.02971220	-0.05851291	0.99784440
14	790.90700000	524.38800000	3.93188763	3.70062137	-31.42596817	13.58383942	-35.43899536	31.65712166	14.14785004	-35.48050308	-0.04372391	-0.04291973	0.99812132	0.02442145	-0.05434890	0.99822330
15	790.96100000	526.03300000	3.92987943	3.69541645	-31.45731354	13.61800385	-35.41700745	31.62377357	14.19664383	-35.48326874	-0.04074368	-0.04647361	0.99808830	0.02828504	-0.05797321	0.99791735
17	789.59800000	527.01900000	3.90167689	3.65564942	-31.38127899	13.60517502	-35.42127991	31.70344162	14.22076797	-35.45183182	-0.04845122	-0.04425086	0.99784487	0.02082631	-0.05595887	0.99821585
17	791.20300000	525.28400000	3.90362763	3.64634466	-31.34848785	13.61938477	-35.42096710	31.73612213	14.20778275	-35.48341370	-0.05155173	-0.04429159	0.99768770	0.02183710	-0.05592316	0.99819624
17	788.08300000	528.68100000	3.91983008	3.69352555	-31.35339737	13.61839294	-35.36399078	31.72551155	14.17020798	-35.51007843	-0.04449341	-0.04538412	0.99797827	0.02431555	-0.05680272	0.99808931
17	793.98100000	530.62300000	3.87344694	3.64127970	-31.35104370	13.62092972	-35.36568832	31.73292923	14.20014954	-35.47520447	-0.04807583	-0.04412141	0.99786878	0.02154233	-0.05554360	0.99822384
17	793.03900000	532.28100000	3.86683679	3.65869927	-31.36536407	13.63323212	-35.36441040	31.71870041	14.21358490	-35.48512268	-0.04686034	-0.04507151	0.99788409	0.02450815	-0.05639163	0.99810791
18	791.42900000	529.71500000	3.86573243	3.65472531	-31.34517288	13.61095810	-35.35451508	31.73838615	14.18117523	-35.48950195	-0.04914165	-0.04250300	0.99788707	0.02312144	-0.05411333	0.99826711
18	790.68700000	533.54900000	3.88513398	3.65435314	-31.35282898	13.61495590	-35.39449310	31.73227692	14.19553757	-35.49626923	-0.04913386	-0.04387298	0.99782819	0.02306834	-0.05563239	0.99818480
18	790.72100000	529.68500000	3.89179754	3.65756011	-31.38099670	13.66043854	-35.40898132	31.70437622	14.26193237	-35.47927094	-0.04806666	-0.04885319	0.99764872	0.02391962	-0.06040844	0.99788713
18	792.82800000	530.64700000	3.88956094	3.65837312	-31.36725998	13.64297485	-35.39961243	31.71567726	14.26486969	-35.49102020	-0.04683826	-0.04772558	0.99776173	0.02435624	-0.05947825	0.99793243
18	793.22200000	528.73200000	3.89401317	3.65396023	-31.40505219	13.58428955	-35.40574265	31.67814064	14.22606659	-35.47128296	-0.04543876	-0.04354011	0.99801785	0.02582975	-0.05527864	0.99813682
18	792.63000000	529.88600000	3.89657450	3.64282084	-31.38509369	13.55369186	-35.42218781	31.69983673	14.19800568	-35.45856094	-0.04733194	-0.04101954	0.99803662	0.02226057	-0.05270843	0.99836183
18	791.11900000	528.91500000	3.88591361	3.63541603	-31.36927795	13.57656097	-35.38313293	31.71298218	14.20597076	-35.46535492	-0.04553927	-0.04095367	0.99812275	0.02197739	-0.05274569	0.99836612
18	792.40900000	526.77000000	3.88597560	3.64118695	-31.36383438	13.58799744	-35.39444733	31.71971893	14.23886108	-35.47245789	-0.04639496	-0.04310552	0.99799269	0.02268276	-0.05500083	0.99822861
18	792.56900000	526.60200000	3.89128852	3.64308691	-31.39467239	13.58602142	-35.42256165	31.69066429	14.23166656	-35.48086166	-0.04597576	-0.04337945	0.99800026	0.02335035	-0.05535982	0.99819338
18	795.35200000	528.50900000	3.88569260	3.64380932	-31.40971756	13.57986450	-35.40753937	31.67646027	14.20635986	-35.46910095	-0.04530979	-0.04162758	0.99810529	0.02380873	-0.05360565	0.99827832
19	792.50700000	526.75300000	3.88361788	3.63302088	-31.43722534	13.56505966	-35.42553711	31.64946556	14.19414139	-35.42220688	-0.04461668	-0.04073796	0.99817324	0.02214635	-0.05257665	0.99837130
19	790.94400000	527.54400000	3.88606167	3.64395070	-31.42890549	13.55551910	-35.39996338	31.65319061	14.19812775	-35.42066956	-0.04342177	-0.03962783	0.99827063	0.02267719	-0.05134355	0.99842358
19	791.13000000	530.46100000	3.91644025	3.64535022	-31.42948532	13.58428955	-35.44056320	31.65348244	14.22366333	-35.43413544	-0.04703856	-0.04264341	0.99798244	0.02368095	-0.05451186	0.99823231
19	789.32600000	530.92800000	3.92933488	3.64831066	-31.41788101	13.53554535	-35.43974304	31.66418266	14.16265488	-35.45801544	-0.04702182	-0.03857935	0.99814856	0.02503413	-0.05048445	0.99841106
19	787.72000000	533.86500000	3.93219399	3.65003419	-31.42198944	13.55556488	-35.44044495	31.65824509	14.20360947	-35.43132019	-0.04690756	-0.04064529	0.99807197	0.02347290	-0.05245868	0.99834722
19	789.68300000	534.11400000	3.90789986	3.65040207	-31.47815704	13.49601364	-35.45185089	31.60528183	14.15288925	-35.41484833	-0.04314826	-0.03683835	0.99838930	0.02659821	-0.04853861	0.99846715
19	792.19600000	532.33100000	3.90603018	3.64204502	-31.47023010	13.51935959	-35.46630096	31.61466789	14.20720673	-35.38618469	-0.04505945	-0.03954909	0.99820119	0.02496825	-0.05146129	0.99836284
19	792.11700000	534.21300000	3.90916228	3.64741993	-31.41799164	13.53446960	-35.45429230	31.66499901	14.19480133	-35.42426682	-0.04814179	-0.03936398	0.99806458	0.02405480	-0.05146868	0.99838489
19	792.74200000	533.75500000	3.91619182	3.67295933	-31.40568542	13.56657028	-35.46532440	31.67819214	14.20471573	-35.45621109	-0.04880527	-0.04259768	0.99789953	0.02360306	-0.05437354	0.99824166
19	794.76500000	533.35000000	3.90441227	3.67180967	-31.38211823	13.58620453	-35.40572357	31.70005417	14.19019699	-35.49188232	-0.04594659	-0.04236341	0.99804521	0.02515446	-0.05417987	0.99821430
20	793.49000000	530.69900000	3.89948511	3.65287757	-31.37234116	13.55755615	-35.39168549	31.70991707	14.16875458	-35.45674896	-0.04535177	-0.03924785	0.99819982	0.02222760	-0.05117128	0.99844253
20	794.84600000	530.21000000	3.90680313	3.69805622	-31.40878296	13.52895355	-35.40313721	31.67248535	14.06745148	-35.52272034	-0.04122227	-0.03514143	0.99853182	0.02893580	-0.04691587	0.99847966
20	794.90100000	530.14400000	3.90726733	3.65768218	-31.43335724	13.52443314	-35.42952347	31.65004349	14.13930893	-35.50200272	-0.04121348	-0.03720430	0.99845749	0.02767764	-0.04889355	0.99842048
