eye_tracker,frame,trial_condition,segment,target_x,target_y,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,pup_diam_l,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,pup_diam_r,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_pos_vid_x,gaze_pos_vid_y,pup_diam_l_px_x,pup_diam_l_px_y,pup_diam_r_px_x,pup_diam_r_px_y,L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],gaze_target_angle
SMI ETG,1045,dilated,3,640,598,28.438,10.097,-21.607,4.72,-0.0136,-0.3074,0.9515,-29.735,9.893,-20.176,4.86,0.0074,-0.2777,0.9606,641.57,634.22,105.0,86.0,108.0,88.0,627.44,662.77,677.37,642.32,1.8083421518791605
SMI ETG,1046,dilated,3,640,598,28.438,10.097,-21.607,4.76,-0.0154,-0.3063,0.9518,-29.735,9.893,-20.176,4.8,0.0086,-0.2802,0.9599,641.75,632.4,105.0,86.0,108.0,88.0,629.51,661.36,675.98,645.35,1.7184092530964388
SMI ETG,1048,dilated,3,639,598,28.437,10.097,-21.607,4.72,-0.0138,-0.3059,0.952,-29.735,9.893,-20.176,4.8,0.0088,-0.2786,0.9604,640.75,631.98,105.0,86.0,108.0,88.0,627.67,660.88,675.76,643.45,1.6975675371928054
SMI ETG,1048,dilated,3,639,598,28.437,10.097,-21.607,4.78,-0.0154,-0.3064,0.9518,-29.735,9.893,-20.176,4.82,0.0088,-0.2782,0.9605,641.73,632.35,106.0,86.0,108.0,88.0,629.61,661.49,675.71,642.98,1.7191408304326352
SMI ETG,1049,dilated,3,640,598,28.437,10.097,-21.607,4.76,-0.015,-0.3067,0.9517,-29.735,9.893,-20.176,4.82,0.0084,-0.2807,0.9598,641.66,633.02,106.0,86.0,108.0,88.0,629.1,661.93,676.21,645.97,1.7489698938476084
SMI ETG,1050,dilated,3,640,598,28.437,10.097,-21.607,4.78,-0.0168,-0.3081,0.9512,-29.735,9.893,-20.176,4.82,0.0086,-0.2783,0.9605,642.72,634.32,105.0,87.0,108.0,88.0,631.16,663.66,676.0,643.05,1.8167036155425826
SMI ETG,1051,dilated,3,640,598,28.436,10.097,-21.607,4.78,-0.0148,-0.309,0.951,-29.735,9.893,-20.176,4.82,0.0066,-0.2806,0.9598,642.66,636.01,106.0,87.0,108.0,88.0,628.83,664.69,678.23,645.93,1.900224783008016
SMI ETG,1051,dilated,3,640,598,28.436,10.097,-21.607,4.8,-0.0142,-0.3085,0.9511,-29.735,9.893,-20.175,4.82,0.006,-0.2818,0.9594,642.65,635.59,106.0,87.0,108.0,88.0,628.15,664.06,678.99,647.43,1.8793786364403837
SMI ETG,1052,dilated,3,640,599,28.436,10.097,-21.607,4.78,-0.0144,-0.3097,0.9507,-29.735,9.894,-20.175,4.82,0.0077,-0.2815,0.9595,641.8,636.86,106.0,87.0,108.0,88.0,628.38,665.66,677.0,646.99,1.889878748351502
SMI ETG,1053,dilated,3,641,599,28.436,10.097,-21.607,4.78,-0.0135,-0.31,0.9507,-29.735,9.894,-20.175,4.82,0.0056,-0.2814,0.9596,642.6,637.9,106.0,87.0,108.0,88.0,627.38,665.94,679.46,646.92,1.9410155605535144
SMI ETG,1054,dilated,3,641,598,28.435,10.097,-21.607,4.8,-0.0174,-0.3114,0.9501,-29.735,9.894,-20.175,4.82,0.004,-0.2816,0.9595,645.87,639.12,107.0,87.0,110.0,88.0,631.9,667.69,681.3,647.11,2.0643688836056193
SMI ETG,1055,dilated,3,641,599,28.435,10.098,-21.607,4.8,-0.0178,-0.3115,0.9501,-29.735,9.894,-20.175,4.86,0.0059,-0.2795,0.9601,645.07,638.88,107.0,87.0,110.0,88.0,632.39,667.89,679.13,644.52,1.9983871660240637
SMI ETG,1056,dilated,3,641,598,28.435,10.098,-21.607,4.8,-0.0143,-0.3109,0.9504,-29.736,9.894,-20.175,4.9,0.0059,-0.2788,0.9603,643.01,639.1,107.0,87.0,110.0,88.0,628.29,667.06,679.06,643.64,2.0514444276177333
SMI ETG,1056,dilated,3,641,598,28.435,10.098,-21.607,4.8,-0.0176,-0.312,0.9499,-29.736,9.894,-20.175,4.94,0.0036,-0.2762,0.9611,646.59,640.78,107.0,87.0,110.0,88.0,632.2,668.47,681.77,640.53,2.150569325378594
SMI ETG,1573,dilated,5,648,602,28.412,10.08,-21.615,4.18,0.0923,-0.3483,0.9328,-29.778,9.902,-20.148,4.34,0.1197,-0.3132,0.9421,509.83,687.78,91.0,78.0,94.0,80.0,502.96,716.92,545.77,688.65,8.065950812210982
SMI ETG,1574,dilated,5,647,601,28.412,10.081,-21.615,4.18,0.0908,-0.3487,0.9328,-29.778,9.902,-20.148,4.28,0.121,-0.3124,0.9422,509.95,687.87,93.0,78.0,96.0,80.0,504.83,717.4,544.33,687.68,8.047064515887017
SMI ETG,1574,dilated,5,647,601,28.412,10.081,-21.615,4.18,0.0927,-0.3491,0.9325,-29.778,9.902,-20.148,4.32,0.1232,-0.3118,0.9421,507.22,688.37,93.0,78.0,96.0,80.0,502.5,717.92,541.65,687.08,8.173286396981428
SMI ETG,1575,dilated,5,647,600,28.412,10.081,-21.616,4.2,0.0929,-0.3499,0.9322,-29.778,9.902,-20.148,4.32,0.1229,-0.3108,0.9425,506.89,689.75,93.0,79.0,96.0,80.0,502.27,719.05,542.06,685.79,8.248567229563305
SMI ETG,1576,dilated,5,647,600,28.411,10.082,-21.616,4.18,0.0931,-0.3507,0.9319,-29.778,9.902,-20.148,4.36,0.1231,-0.3104,0.9426,506.4,690.93,93.0,79.0,96.0,80.0,502.04,720.06,541.88,685.18,8.299002108584189
SMI ETG,1577,dilated,5,648,601,28.411,10.082,-21.616,4.24,0.0929,-0.3463,0.9335,-29.778,9.902,-20.148,4.36,0.1227,-0.3112,0.9424,507.84,684.81,94.0,79.0,96.0,80.0,502.29,714.36,542.32,686.29,8.102457024546144
SMI ETG,1578,dilated,5,647,601,28.411,10.082,-21.616,4.2,0.093,-0.3502,0.9321,-29.778,9.902,-20.148,4.36,0.123,-0.3119,0.9421,506.93,690.01,93.0,79.0,96.0,80.0,502.11,719.36,541.96,687.12,8.226672398337703
SMI ETG,1579,dilated,5,648,600,28.411,10.082,-21.616,4.2,0.0925,-0.3484,0.9328,-29.778,9.902,-20.148,4.38,0.1223,-0.3114,0.9424,507.98,687.61,93.0,79.0,96.0,80.0,502.82,717.07,542.8,686.43,8.19172582471273
SMI ETG,1580,dilated,5,648,601,28.41,10.083,-21.616,4.18,0.0875,-0.3479,0.9335,-29.778,9.902,-20.148,4.34,0.1175,-0.3109,0.9432,513.96,686.64,92.0,79.0,94.0,80.0,508.74,716.13,548.42,685.57,7.891768173675257
SMI ETG,1580,dilated,5,648,601,28.41,10.083,-21.616,4.16,-0.0032,-0.3236,0.9462,-29.778,9.902,-20.148,4.24,0.0314,-0.2951,0.955,621.15,653.92,92.0,76.0,96.0,78.0,615.45,683.09,649.39,663.79,2.957169916137746
SMI ETG,1581,dilated,5,648,601,28.41,10.083,-21.616,4.08,-0.0683,-0.3199,0.945,-29.778,9.902,-20.148,4.24,-0.0396,-0.295,0.9547,701.64,650.25,91.0,68.0,94.0,78.0,691.68,679.01,731.88,664.22,3.629943454390962
SMI ETG,1588,dilated,5,648,602,28.41,10.083,-21.616,4.08,-0.0324,-0.2845,0.9581,-29.778,9.902,-20.148,4.4,-0.0354,-0.2518,0.9671,675.8,591.93,96.0,73.0,100.0,78.0,649.14,634.55,727.12,611.18,1.4872675730745097
SMI ETG,1589,dilated,5,648,602,28.41,10.083,-21.616,4.2,-0.0367,-0.2759,0.9605,-29.778,9.902,-20.148,4.4,-0.0286,-0.2468,0.9686,678.74,606.49,95.0,75.0,98.0,78.0,654.09,624.0,719.23,605.08,1.5606509963924924
SMI ETG,1590,dilated,5,648,602,28.41,10.083,-21.616,4.2,-0.0384,-0.2727,0.9613,-29.778,9.902,-20.148,4.42,-0.0285,-0.2465,0.9687,678.21,596.88,95.0,73.0,98.0,76.0,655.97,620.1,719.11,604.64,1.5410238181483036
SMI ETG,1591,dilated,5,648,602,28.41,10.083,-21.616,4.22,-0.0412,-0.2784,0.9596,-29.778,9.902,-20.148,4.4,-0.0245,-0.2493,0.9681,677.02,599.6,96.0,74.0,100.0,76.0,659.28,627.15,714.52,607.97,1.464230312433687
SMI ETG,1599,dilated,5,648,601,28.41,10.083,-21.616,4.32,0.1068,-0.2881,0.9516,-29.778,9.902,-20.148,4.52,0.0942,-0.2473,0.9644,521.6,593.28,98.0,75.0,102.0,78.0,486.48,641.53,577.19,606.34,6.354854257313503
SMI ETG,1600,dilated,5,647,602,28.41,10.083,-21.616,4.4,0.1006,-0.2855,0.9531,-29.778,9.902,-20.148,4.46,0.0978,-0.245,0.9646,523.14,590.28,98.0,78.0,102.0,80.0,493.79,638.07,573.03,603.65,6.244953844680123
SMI ETG,1601,dilated,5,648,602,28.41,10.083,-21.617,4.38,0.0996,-0.2845,0.9535,-29.778,9.902,-20.148,4.46,0.0987,-0.242,0.9653,523.26,587.92,98.0,78.0,102.0,80.0,495.06,636.77,572.02,600.12,6.3022564749184795
SMI ETG,1601,dilated,5,648,602,28.41,10.083,-21.617,4.36,0.0988,-0.2841,0.9537,-29.778,9.902,-20.148,4.58,0.1007,-0.2395,0.9657,522.55,586.18,98.0,78.0,102.0,80.0,495.98,636.19,569.71,597.13,6.348510791279574
SMI ETG,1602,dilated,5,648,601,28.41,10.083,-21.617,4.38,0.0969,-0.2835,0.9541,-29.778,9.902,-20.147,4.58,0.1008,-0.2383,0.9659,523.55,585.08,98.0,77.0,102.0,78.0,498.16,635.36,569.56,595.73,6.3002125582960256
SMI ETG,1603,dilated,5,647,601,28.41,10.083,-21.617,4.38,0.0976,-0.2846,0.9537,-29.778,9.902,-20.147,4.58,0.1009,-0.24,0.9655,523.12,586.75,98.0,78.0,102.0,80.0,497.43,636.74,569.42,597.75,6.26078430794453
SMI ETG,1603,dilated,5,647,601,28.41,10.083,-21.617,4.4,0.0977,-0.2846,0.9537,-29.778,9.902,-20.147,4.58,0.1036,-0.2382,0.9657,484.88,683.08,98.0,78.0,102.0,80.0,497.23,636.74,566.35,595.68,9.006701265272511
SMI ETG,1626,dilated,5,646,602,28.405,10.084,-21.618,4.22,0.0429,-0.2855,0.9574,-29.78,9.9,-20.145,4.4,0.0704,-0.2388,0.9685,569.31,606.25,93.0,77.0,96.0,78.0,561.52,636.27,604.89,595.63,3.857844326623115
SMI ETG,1627,dilated,5,646,601,28.405,10.084,-21.618,4.28,-0.1397,-0.283,0.9489,-29.78,9.9,-20.145,4.34,-0.097,-0.2457,0.9645,780.61,604.16,92.0,76.0,94.0,78.0,775.38,635.56,798.9,605.46,6.736274576068626
SMI ETG,1628,dilated,5,646,602,28.405,10.084,-21.618,4.38,-0.1829,-0.2731,0.9444,-29.78,9.9,-20.145,4.4,-0.1505,-0.2438,0.9581,837.85,595.69,96.0,76.0,98.0,78.0,827.24,625.72,862.48,605.6,9.565894548361626
SMI ETG,1629,dilated,5,646,601,28.405,10.084,-21.618,4.48,-0.1855,-0.2697,0.9449,-29.78,9.9,-20.145,4.42,-0.1512,-0.2436,0.958,839.11,592.38,96.0,77.0,98.0,80.0,830.35,621.6,863.36,605.43,9.634692883906803
SMI ETG,1630,dilated,5,647,602,28.404,10.084,-21.618,4.48,-0.1834,-0.2676,0.9459,-29.78,9.899,-20.145,4.5,-0.1534,-0.2386,0.9589,839.68,588.9,97.0,78.0,100.0,80.0,827.65,618.92,865.94,599.4,9.627700385135881
SMI ETG,1630,dilated,5,647,602,28.404,10.083,-21.618,4.48,-0.182,-0.2678,0.9461,-29.78,9.899,-20.145,4.42,-0.152,-0.2369,0.9596,838.54,588.75,96.0,77.0,96.0,78.0,825.97,619.11,864.23,597.25,9.572675227077324
SMI ETG,1631,dilated,5,647,602,28.404,10.083,-21.618,4.44,-0.182,-0.267,0.9464,-29.78,9.899,-20.144,4.44,-0.1547,-0.2342,0.9598,840.97,587.73,96.0,76.0,98.0,78.0,825.96,618.12,867.51,594.16,9.69570240145893
SMI ETG,1639,dilated,5,646,600,28.403,10.082,-21.617,4.4,-0.0601,-0.3108,0.9486,-29.78,9.899,-20.144,4.52,-0.029,-0.2714,0.962,691.87,637.15,98.0,80.0,100.0,82.0,681.89,667.45,719.54,634.94,2.9489056059597765
SMI ETG,1640,dilated,5,646,599,28.403,10.082,-21.617,4.58,-0.0315,-0.3218,0.9463,-29.78,9.899,-20.144,4.62,0.0021,-0.283,0.9591,655.95,650.49,102.0,83.0,104.0,84.0,648.62,680.88,683.57,648.83,2.6108647990828597
SMI ETG,1641,dilated,5,646,600,28.403,10.082,-21.617,4.52,-0.0293,-0.325,0.9453,-29.78,9.899,-20.144,4.62,0.0034,-0.2787,0.9604,654.32,655.02,102.0,81.0,104.0,82.0,646.09,684.85,682.04,643.59,2.768564658583698
SMI ETG,1642,dilated,5,646,600,28.403,10.081,-21.617,4.58,-0.028,-0.3216,0.9465,-29.78,9.899,-20.144,4.64,0.0041,-0.2805,0.9598,652.77,650.35,102.0,83.0,104.0,84.0,644.53,680.54,681.24,645.8,2.5289714312419074
SMI ETG,1642,dilated,5,646,600,28.403,10.081,-21.617,4.56,-0.0274,-0.3188,0.9474,-29.78,9.899,-20.144,4.62,0.005,-0.2781,0.9606,651.8,646.78,101.0,81.0,104.0,82.0,643.71,677.1,680.23,642.79,2.3474649517469346
SMI ETG,1643,dilated,5,646,600,28.403,10.081,-21.617,4.58,-0.0276,-0.321,0.9467,-29.78,9.899,-20.143,4.62,0.0054,-0.2778,0.9606,651.82,649.48,102.0,82.0,104.0,82.0,643.98,679.78,679.75,642.48,2.4803246963405385
SMI ETG,1644,dilated,5,646,600,28.403,10.08,-21.617,4.6,-0.0261,-0.3196,0.9472,-29.78,9.898,-20.143,4.62,0.0051,-0.279,0.9603,650.96,648.02,103.0,82.0,104.0,82.0,642.25,678.1,680.05,643.94,2.403768111860409
SMI ETG,1645,dilated,5,645,600,28.402,10.08,-21.616,4.58,-0.0268,-0.3197,0.9471,-29.78,9.898,-20.143,4.64,0.0038,-0.2778,0.9606,652.29,648.31,102.0,82.0,104.0,82.0,643.06,678.18,681.62,642.46,2.432716831954409
SMI ETG,1645,dilated,5,645,600,28.402,10.08,-21.616,4.6,-0.0307,-0.3204,0.9468,-29.78,9.898,-20.143,4.7,0.0032,-0.2776,0.9607,654.99,648.56,103.0,84.0,106.0,86.0,647.61,679.07,682.3,642.25,2.4685976212102543
SMI ETG,1646,dilated,5,645,600,28.402,10.08,-21.616,4.6,-0.0307,-0.3193,0.9472,-29.78,9.898,-20.143,4.62,0.0032,-0.2763,0.9611,655.0,647.19,102.0,82.0,104.0,82.0,647.63,677.74,682.27,640.61,2.402307421745047
SMI ETG,1648,dilated,5,646,600,28.402,10.079,-21.616,4.6,-0.0319,-0.3198,0.947,-29.78,9.898,-20.142,4.64,0.002,-0.2765,0.961,656.49,647.78,103.0,83.0,106.0,84.0,649.04,678.3,683.69,640.88,2.43595840527055
SMI ETG,1649,dilated,5,646,600,28.402,10.079,-21.616,4.6,-0.0314,-0.3185,0.9474,-29.78,9.898,-20.142,4.64,0.0017,-0.2745,0.9616,656.41,646.29,103.0,83.0,106.0,84.0,648.42,676.67,684.04,638.43,2.3630718287543084
SMI ETG,1649,dilated,5,646,600,28.402,10.079,-21.616,4.58,-0.0313,-0.3156,0.9484,-29.78,9.898,-20.142,4.68,0.0017,-0.2728,0.9621,656.26,642.61,103.0,82.0,106.0,84.0,648.24,673.1,684.08,636.32,2.1837966116612133
SMI ETG,1650,dilated,5,646,599,28.401,10.079,-21.616,4.58,-0.031,-0.3158,0.9483,-29.78,9.897,-20.142,4.74,0.0026,-0.2737,0.9618,655.48,642.76,103.0,82.0,106.0,84.0,647.93,673.37,683.01,637.46,2.2311066382716627
SMI ETG,1651,dilated,5,646,599,28.401,10.078,-21.616,4.6,-0.0316,-0.3153,0.9485,-29.78,9.897,-20.141,4.7,0.0026,-0.2725,0.9622,655.88,642.03,103.0,82.0,106.0,84.0,648.61,672.76,683.02,635.94,2.2001499624322034
SMI ETG,1652,dilated,5,646,599,28.401,10.078,-21.616,4.62,-0.031,-0.3157,0.9484,-29.78,9.897,-20.141,4.74,0.003,-0.2736,0.9618,655.21,642.53,102.0,84.0,104.0,86.0,647.86,673.2,682.58,637.37,2.2171285706288257
SMI ETG,1653,dilated,5,645,599,28.401,10.078,-21.615,4.58,-0.031,-0.3159,0.9483,-29.78,9.897,-20.141,4.7,0.0054,-0.2742,0.9616,653.71,642.44,102.0,82.0,104.0,84.0,647.9,673.42,679.75,638.1,2.2077699865501055
SMI ETG,1654,dilated,5,645,599,28.4,10.078,-21.615,4.6,-0.0303,-0.3162,0.9482,-29.78,9.897,-20.141,4.72,0.0056,-0.2728,0.9621,653.27,642.86,102.0,83.0,104.0,84.0,647.11,673.84,679.51,636.34,2.224001393958348
SMI ETG,1654,dilated,5,645,599,28.4,10.077,-21.615,4.6,-0.0303,-0.3164,0.9482,-29.78,9.897,-20.141,4.7,0.0042,-0.2746,0.9616,654.02,643.29,102.0,84.0,104.0,86.0,647.1,674.04,681.09,638.52,2.2521441357905334
SMI ETG,1655,dilated,5,646,599,28.4,10.077,-21.615,4.62,-0.0305,-0.3162,0.9482,-29.78,9.896,-20.14,4.72,0.0061,-0.2744,0.9616,653.01,642.85,102.0,83.0,104.0,84.0,647.36,673.86,678.92,638.27,2.2126401963904003
SMI ETG,1656,dilated,5,646,599,28.4,10.077,-21.615,4.62,-0.0298,-0.3187,0.9474,-29.78,9.896,-20.14,4.76,0.0044,-0.2744,0.9616,653.82,646.42,102.0,84.0,104.0,86.0,646.54,677.0,680.95,638.26,2.3937546719896305
SMI ETG,1657,dilated,5,646,599,28.4,10.077,-21.615,4.6,-0.0303,-0.3162,0.9482,-29.78,9.896,-20.14,4.74,0.002,-0.2752,0.9614,655.35,643.41,102.0,84.0,104.0,86.0,647.11,673.8,683.65,639.3,2.261253282158771
SMI ETG,1657,dilated,5,646,599,28.399,10.076,-21.615,4.64,-0.0299,-0.3172,0.9479,-29.78,9.896,-20.14,4.66,0.0045,-0.2752,0.9614,653.63,644.4,102.0,83.0,104.0,84.0,646.61,675.09,680.8,639.25,2.293472324165332
SMI ETG,1658,dilated,5,646,599,28.399,10.076,-21.614,4.7,-0.0293,-0.3144,0.9489,-29.78,9.896,-20.139,4.76,0.0032,-0.2754,0.9613,653.87,641.08,102.0,85.0,104.0,86.0,645.89,671.53,682.25,639.49,2.1335070151096973
SMI ETG,1659,dilated,5,646,599,28.399,10.076,-21.614,4.68,-0.0289,-0.3155,0.9485,-29.78,9.896,-20.139,4.76,0.0048,-0.2773,0.9608,652.65,642.4,102.0,85.0,104.0,86.0,645.44,672.92,680.45,641.89,2.1878144072758627
SMI ETG,1660,dilated,5,645,598,28.399,10.075,-21.614,4.66,-0.031,-0.3129,0.9493,-29.78,9.895,-20.139,4.76,0.0044,-0.2764,0.961,654.05,639.09,102.0,84.0,104.0,86.0,647.86,669.64,680.94,640.73,2.0976591398450055
SMI ETG,1661,dilated,5,646,598,28.399,10.075,-21.614,4.66,-0.0296,-0.3157,0.9484,-29.781,9.895,-20.139,4.76,0.0038,-0.2774,0.9608,653.7,642.66,102.0,85.0,104.0,86.0,646.3,673.16,681.6,641.93,2.258366319541156
SMI ETG,1662,dilated,5,646,598,28.398,10.075,-21.614,4.68,-0.0298,-0.317,0.9479,-29.781,9.895,-20.139,4.76,0.0046,-0.2764,0.9611,653.45,644.2,103.0,85.0,106.0,86.0,646.54,674.88,680.64,640.69,2.3316068976738364
SMI ETG,661,constricted,2,638,606,28.446,10.126,-21.599,2.92,-0.0269,-0.2949,0.9552,-29.687,9.894,-20.221,2.92,0.0123,-0.2616,0.9651,646.53,616.93,65.0,52.0,66.0,52.0,642.78,647.2,671.78,622.71,0.6937536692697178
SMI ETG,662,constricted,2,638,607,28.446,10.126,-21.599,2.88,-0.0283,-0.2948,0.9551,-29.688,9.894,-20.221,2.94,0.0127,-0.2607,0.9653,647.21,616.81,65.0,51.0,66.0,52.0,644.51,647.2,671.31,621.61,0.6736305916032734
SMI ETG,663,constricted,2,638,607,28.446,10.126,-21.599,2.88,-0.0284,-0.2955,0.9549,-29.688,9.894,-20.221,2.92,0.0131,-0.2617,0.9651,647.02,617.75,65.0,51.0,66.0,52.0,644.57,648.02,670.9,622.84,0.7022227259786418
SMI ETG,664,constricted,2,638,606,28.446,10.126,-21.599,2.86,-0.028,-0.2956,0.9549,-29.688,9.893,-20.221,2.9,0.0103,-0.2604,0.9655,648.49,617.47,64.0,50.0,64.0,52.0,644.18,648.19,674.08,621.18,0.7780701245490987
SMI ETG,665,constricted,2,638,607,28.446,10.126,-21.599,2.84,-0.0312,-0.2951,0.955,-29.688,9.893,-20.221,2.92,0.0104,-0.2607,0.9654,650.31,617.13,63.0,50.0,64.0,52.0,647.84,647.56,674.01,621.6,0.7986743785840743
SMI ETG,665,constricted,2,638,607,28.446,10.126,-21.599,2.82,-0.0285,-0.2936,0.9555,-29.688,9.893,-20.221,2.9,0.0109,-0.2635,0.9646,648.25,616.21,63.0,51.0,64.0,52.0,644.71,645.7,673.37,625.04,0.690242160773502
SMI ETG,666,constricted,2,638,606,28.446,10.127,-21.6,2.82,-0.029,-0.2915,0.9561,-29.688,9.893,-20.221,2.88,0.0112,-0.2614,0.9652,648.39,613.66,63.0,50.0,64.0,52.0,645.25,643.14,673.1,622.42,0.6471389281562218
SMI ETG,667,constricted,2,638,606,28.446,10.127,-21.6,2.82,-0.0291,-0.2923,0.9559,-29.688,9.893,-20.221,2.86,0.0088,-0.2595,0.9657,649.92,613.82,63.0,49.0,64.0,50.0,645.34,644.1,675.87,620.17,0.7149055334247882
SMI ETG,667,constricted,2,638,606,28.446,10.127,-21.6,2.82,-0.031,-0.2929,0.9556,-29.688,9.893,-20.221,2.84,0.0099,-0.2613,0.9652,650.41,615.07,63.0,49.0,64.0,50.0,647.59,644.86,674.62,622.37,0.7705078441267148
SMI ETG,668,constricted,2,638,607,28.447,10.127,-21.6,2.8,-0.0305,-0.2927,0.9557,-29.689,9.893,-20.221,2.84,0.0094,-0.2607,0.9654,650.39,614.63,62.0,49.0,64.0,50.0,646.94,644.62,675.21,621.59,0.7297164591686425
SMI ETG,669,constricted,2,638,607,28.447,10.127,-21.6,2.78,-0.0322,-0.2937,0.9554,-29.689,9.893,-20.221,2.8,0.0109,-0.2608,0.9653,650.58,615.87,61.0,48.0,62.0,48.0,649.01,645.84,673.43,621.71,0.7715694046943283
SMI ETG,670,constricted,2,638,607,28.447,10.126,-21.6,2.8,-0.0313,-0.2923,0.9558,-29.689,9.893,-20.221,2.8,0.0095,-0.2603,0.9655,650.8,614.16,63.0,48.0,64.0,48.0,647.87,644.07,675.09,621.17,0.7357060023664531
SMI ETG,671,constricted,2,638,607,28.447,10.127,-21.6,2.8,-0.0318,-0.2924,0.9558,-29.689,9.893,-20.221,2.8,0.008,-0.2614,0.9652,651.96,614.49,63.0,48.0,64.0,48.0,648.49,644.22,676.79,622.44,0.7947326495977204
SMI ETG,673,constricted,2,638,606,28.447,10.126,-21.6,2.78,-0.0341,-0.2913,0.956,-29.689,9.893,-20.221,2.8,0.0063,-0.2627,0.9649,654.22,613.84,62.0,48.0,62.0,48.0,651.16,642.85,678.69,624.05,0.9039877999830548
SMI ETG,674,constricted,2,638,606,28.447,10.126,-21.6,2.78,-0.035,-0.2898,0.9564,-29.689,9.893,-20.221,2.8,0.0066,-0.2614,0.9652,654.62,612.19,62.0,47.0,62.0,48.0,652.22,641.07,678.42,622.43,0.890429706275849
SMI ETG,674,constricted,2,638,606,28.447,10.126,-21.6,2.78,-0.0356,-0.2895,0.9565,-29.689,9.893,-20.221,2.78,0.0073,-0.2629,0.9648,654.55,612.52,62.0,47.0,64.0,48.0,652.93,640.68,677.63,624.25,0.8929815245365675
SMI ETG,675,constricted,2,638,606,28.447,10.126,-21.6,2.76,-0.0337,-0.2892,0.9567,-29.689,9.893,-20.221,2.78,0.0073,-0.2632,0.9647,653.33,612.09,60.0,47.0,60.0,48.0,650.65,640.26,677.58,624.61,0.8281216775050271
SMI ETG,676,constricted,2,638,606,28.447,10.126,-21.6,2.76,-0.0332,-0.2906,0.9563,-29.69,9.893,-20.221,2.78,0.0071,-0.2632,0.9647,653.19,613.28,59.0,47.0,60.0,48.0,650.11,641.94,677.79,624.61,0.8452957379556449
SMI ETG,677,constricted,2,637,606,28.447,10.126,-21.601,2.76,-0.0335,-0.29,0.9565,-29.69,9.893,-20.221,2.76,0.0067,-0.2633,0.9647,653.62,612.75,59.0,47.0,60.0,48.0,650.51,641.21,678.27,624.76,0.9005121074624827
SMI ETG,678,constricted,2,637,607,28.447,10.126,-21.601,2.76,-0.0346,-0.2893,0.9566,-29.69,9.893,-20.221,2.76,0.0067,-0.2631,0.9647,654.25,612.25,60.0,47.0,60.0,48.0,651.74,640.43,678.28,624.56,0.9055010284224065
SMI ETG,678,constricted,2,637,607,28.447,10.126,-21.601,2.76,-0.035,-0.2898,0.9565,-29.69,9.893,-20.221,2.78,0.0066,-0.2646,0.9643,654.53,613.18,60.0,47.0,60.0,48.0,652.21,640.97,678.4,626.39,0.9332052635223315
SMI ETG,679,constricted,2,637,607,28.447,10.126,-21.601,2.76,-0.0356,-0.2901,0.9563,-29.69,9.893,-20.221,2.76,0.0064,-0.2663,0.9639,654.99,614.14,60.0,48.0,60.0,50.0,652.93,641.43,678.65,628.39,0.9715043843355478
SMI ETG,680,constricted,2,637,607,28.447,10.126,-21.601,2.78,-0.0295,-0.2895,0.9567,-29.69,9.892,-20.221,2.78,0.0106,-0.2616,0.9651,648.94,611.76,61.0,47.0,62.0,48.0,645.74,640.63,673.81,622.65,0.6453513992549123
SMI ETG,681,constricted,2,637,607,28.448,10.126,-21.601,2.78,-0.0314,-0.2893,0.9567,-29.69,9.892,-20.221,2.8,0.0118,-0.2673,0.9635,649.24,613.93,61.0,48.0,62.0,50.0,647.98,640.33,672.3,629.66,0.7055995943846401
SMI ETG,681,constricted,2,637,607,28.448,10.126,-21.601,2.8,-0.0322,-0.2889,0.9568,-29.691,9.892,-20.221,2.8,0.0108,-0.2668,0.9637,650.31,613.36,61.0,49.0,62.0,50.0,648.95,639.84,673.45,629.01,0.740290751428717
SMI ETG,682,constricted,2,637,607,28.448,10.126,-21.601,2.8,-0.0301,-0.2911,0.9562,-29.691,9.892,-20.221,2.8,0.0115,-0.2642,0.9644,648.75,614.26,61.0,49.0,62.0,50.0,646.48,642.64,672.7,625.85,0.6927139474282346
SMI ETG,683,constricted,2,637,606,28.448,10.126,-21.601,2.8,-0.0306,-0.2915,0.9561,-29.691,9.892,-20.221,2.8,0.0128,-0.2668,0.9637,648.28,615.7,61.0,49.0,62.0,50.0,647.14,643.08,671.15,629.0,0.7454009966757501
SMI ETG,684,constricted,2,637,607,28.448,10.126,-21.601,2.78,-0.0284,-0.2913,0.9562,-29.691,9.892,-20.221,2.78,0.0121,-0.2659,0.9639,647.34,614.84,61.0,49.0,62.0,50.0,644.54,642.84,671.94,627.89,0.6504197493822971
SMI ETG,685,constricted,2,637,607,28.448,10.126,-21.601,2.76,-0.0282,-0.2898,0.9567,-29.691,9.892,-20.221,2.78,0.0132,-0.263,0.9647,646.63,612.58,61.0,48.0,62.0,48.0,644.23,640.96,670.79,624.35,0.5583760932994019
SMI ETG,685,constricted,2,637,607,28.448,10.126,-21.602,2.76,-0.0296,-0.2894,0.9568,-29.691,9.892,-20.221,2.78,0.0124,-0.2643,0.9644,647.96,612.76,61.0,47.0,62.0,48.0,645.96,640.48,671.72,625.98,0.6212815026093133
