frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	28.51700000	10.09800000	-21.63900000	3.10000000	-0.01290000	-0.25840000	0.96600000	-29.54000000	9.96900000	-20.37300000	3.22000000	0.02780000	-0.25220000	0.96730000	628.68000000	583.12000000	69.00000000	54.00000000	72.00000000	56.00000000	626.08000000	602.63000000	653.88000000	611.33000000
1	28.51600000	10.09900000	-21.63900000	3.06000000	-0.01020000	-0.25960000	0.96570000	-29.54000000	9.96800000	-20.37300000	3.20000000	0.02820000	-0.25180000	0.96740000	626.91000000	583.27000000	68.00000000	53.00000000	70.00000000	56.00000000	623.01000000	604.05000000	653.46000000	610.81000000
2	28.51600000	10.09900000	-21.63900000	3.04000000	-0.01300000	-0.25920000	0.96570000	-29.54100000	9.96800000	-20.37300000	3.18000000	0.02620000	-0.25120000	0.96760000	629.74000000	582.88000000	68.00000000	54.00000000	70.00000000	56.00000000	626.32000000	603.62000000	655.77000000	610.11000000
3	28.51600000	10.09900000	-21.63900000	3.08000000	-0.01300000	-0.25840000	0.96600000	-29.54100000	9.96700000	-20.37200000	3.06000000	0.02560000	-0.25260000	0.96720000	630.02000000	582.89000000	67.00000000	52.00000000	68.00000000	52.00000000	626.22000000	602.59000000	656.42000000	611.73000000
4	28.51600000	10.09900000	-21.63900000	3.04000000	-0.01380000	-0.25820000	0.96600000	-29.54200000	9.96700000	-20.37200000	3.12000000	0.02570000	-0.25140000	0.96760000	630.43000000	582.30000000	68.00000000	51.00000000	70.00000000	52.00000000	627.20000000	602.36000000	656.26000000	610.27000000
5	28.51600000	10.09900000	-21.63900000	3.04000000	-0.01340000	-0.25780000	0.96610000	-29.54200000	9.96600000	-20.37100000	3.12000000	0.02560000	-0.24980000	0.96800000	630.32000000	581.10000000	67.00000000	53.00000000	68.00000000	54.00000000	626.76000000	601.90000000	656.49000000	608.34000000
5	28.51600000	10.09900000	-21.63900000	3.04000000	-0.01350000	-0.25760000	0.96620000	-29.54300000	9.96500000	-20.37100000	3.12000000	0.02540000	-0.24980000	0.96800000	630.44000000	580.92000000	67.00000000	53.00000000	68.00000000	54.00000000	626.78000000	601.62000000	656.71000000	608.39000000
6	28.51600000	10.09900000	-21.63900000	3.08000000	-0.01220000	-0.25600000	0.96660000	-29.54300000	9.96500000	-20.37000000	3.14000000	0.02510000	-0.24930000	0.96810000	629.86000000	579.31000000	67.00000000	53.00000000	68.00000000	54.00000000	625.29000000	599.74000000	657.07000000	607.76000000
7	28.51500000	10.09900000	-21.63900000	3.12000000	-0.01270000	-0.25700000	0.96630000	-29.54300000	9.96400000	-20.37000000	3.16000000	0.02420000	-0.24960000	0.96800000	630.66000000	580.10000000	69.00000000	53.00000000	72.00000000	54.00000000	625.89000000	600.92000000	658.06000000	608.19000000
8	28.51500000	10.09900000	-21.63900000	3.16000000	-0.01190000	-0.25550000	0.96670000	-29.54400000	9.96300000	-20.37000000	3.18000000	0.02470000	-0.24980000	0.96800000	629.92000000	579.15000000	70.00000000	54.00000000	72.00000000	56.00000000	624.99000000	599.18000000	657.49000000	608.34000000
