frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	33.83500000	9.28200000	-22.21800000	3.46000000	-0.03540000	-0.12760000	0.99120000	-27.44800000	9.03600000	-28.53100000	3.38000000	0.00210000	-0.13510000	0.99080000	653.58000000	436.68000000	69.00000000	54.00000000	64.00000000	52.00000000	599.90000000	512.67000000	679.87000000	490.52000000
0	33.83500000	9.28200000	-22.21800000	3.46000000	-0.03640000	-0.12750000	0.99120000	-27.44800000	9.03600000	-28.53100000	3.38000000	0.00200000	-0.13550000	0.99080000	654.14000000	437.00000000	69.00000000	54.00000000	64.00000000	52.00000000	601.02000000	512.57000000	679.95000000	490.99000000
1	33.83500000	9.28100000	-22.21800000	3.52000000	-0.03590000	-0.12670000	0.99130000	-27.44800000	9.03600000	-28.53100000	3.36000000	0.00010000	-0.13610000	0.99070000	655.00000000	436.64000000	70.00000000	55.00000000	64.00000000	52.00000000	600.41000000	511.57000000	682.10000000	491.66000000
2	33.83500000	9.28000000	-22.21800000	3.52000000	-0.03580000	-0.12620000	0.99140000	-27.44800000	9.03600000	-28.53100000	3.36000000	-0.00090000	-0.13590000	0.99070000	655.63000000	436.18000000	70.00000000	55.00000000	64.00000000	52.00000000	600.36000000	511.07000000	683.32000000	491.46000000
3	33.83500000	9.27900000	-22.21700000	3.54000000	-0.03750000	-0.12610000	0.99130000	-27.44800000	9.03600000	-28.53000000	3.42000000	0.00050000	-0.13630000	0.99070000	655.65000000	436.75000000	70.00000000	56.00000000	64.00000000	54.00000000	602.28000000	510.96000000	681.72000000	491.92000000
3	33.83500000	9.27800000	-22.21700000	3.56000000	-0.03660000	-0.12550000	0.99140000	-27.44800000	9.03600000	-28.53000000	3.40000000	-0.00050000	-0.13470000	0.99090000	655.77000000	435.17000000	71.00000000	55.00000000	66.00000000	52.00000000	601.25000000	510.20000000	682.80000000	490.09000000
4	33.83500000	9.27700000	-22.21700000	3.58000000	-0.03770000	-0.12700000	0.99120000	-27.44800000	9.03600000	-28.53000000	3.38000000	0.00030000	-0.13840000	0.99040000	655.81000000	438.59000000	70.00000000	55.00000000	64.00000000	52.00000000	602.47000000	512.00000000	681.92000000	494.39000000
5	33.83500000	9.27700000	-22.21700000	3.56000000	-0.03670000	-0.12650000	0.99130000	-27.44800000	9.03600000	-28.53000000	3.42000000	-0.00080000	-0.13920000	0.99030000	655.90000000	438.64000000	71.00000000	56.00000000	66.00000000	54.00000000	601.40000000	511.35000000	683.09000000	495.35000000
6	33.83500000	9.27600000	-22.21700000	3.58000000	-0.03780000	-0.12610000	0.99130000	-27.44800000	9.03600000	-28.53000000	3.44000000	-0.00240000	-0.13820000	0.99040000	657.53000000	437.71000000	71.00000000	56.00000000	66.00000000	54.00000000	602.62000000	510.94000000	685.01000000	494.15000000
6	33.83500000	9.27500000	-22.21700000	3.56000000	-0.03740000	-0.12720000	0.99120000	-27.44900000	9.03600000	-28.52900000	3.44000000	-0.00280000	-0.13780000	0.99050000	657.56000000	437.95000000	71.00000000	56.00000000	66.00000000	54.00000000	602.12000000	512.23000000	685.42000000	493.75000000
