frame_idx	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l	pup_diam_r	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z
34	809.13600000	489.62800000	3.46297526	3.30937958	-31.46575546	15.33195114	-33.66330719	31.52175522	17.44420624	-35.94488144	0.02282773	-0.10536192	0.99417192	0.00116925	-0.11652395	0.99318719
34	810.04000000	489.39800000	3.45527315	3.31704473	-31.51403809	15.33613205	-33.64796066	31.47357178	17.42942429	-36.00448608	0.02601677	-0.10564122	0.99406391	0.00710390	-0.11688139	0.99312049
34	810.05500000	487.42600000	3.44798946	3.29433846	-31.49498367	15.27734756	-33.67211151	31.49359512	17.40933228	-35.90114975	0.02606403	-0.10245214	0.99439645	0.00138146	-0.11331123	0.99355859
34	808.95600000	487.41600000	3.44145203	3.30960178	-31.43523788	15.29793167	-33.66161728	31.55249023	17.42755890	-35.94016647	0.02161104	-0.10344260	0.99440062	-0.00070655	-0.11472601	0.99339694
34	811.49600000	489.86300000	3.43678927	3.30696774	-31.47209549	15.29892349	-33.64909363	31.51518250	17.41374969	-35.93803406	0.02637823	-0.10333446	0.99429685	0.00152269	-0.11435003	0.99343938
34	811.24200000	490.50400000	3.42586422	3.30360270	-31.44541931	15.31328201	-33.60902405	31.54144287	17.40879440	-35.94890213	0.02619343	-0.10255470	0.99438244	-0.00056723	-0.11372234	0.99351245
34	810.74700000	491.95900000	3.43034220	3.30848074	-31.45592117	15.30673218	-33.63543701	31.53129196	17.43309021	-35.91237640	0.02491263	-0.10285719	0.99438411	-0.00067700	-0.11405123	0.99347466
35	809.67900000	488.43800000	3.43719506	3.32585573	-31.46448517	15.30957031	-33.60229492	31.52233505	17.40480042	-35.98307037	0.02678218	-0.10200826	0.99442297	0.00302296	-0.11324088	0.99356300
35	809.53800000	488.64800000	3.43682957	3.32389808	-31.46721268	15.30318832	-33.60183334	31.51997757	17.39583969	-35.97991562	0.02695923	-0.10164373	0.99445552	0.00288853	-0.11287548	0.99360496
35	809.75300000	488.63800000	3.43518639	3.33035302	-31.48000717	15.27986526	-33.61648178	31.50762177	17.37909317	-35.96021652	0.02676022	-0.10080796	0.99454594	0.00290754	-0.11163323	0.99374527
35	810.95600000	490.06200000	3.43253160	3.30783916	-31.46987534	15.29615402	-33.63119507	31.51686096	17.43951797	-35.88170624	0.02822576	-0.10423496	0.99415207	-0.00170003	-0.11515031	0.99334663
35	810.24500000	489.49100000	3.42564702	3.30676961	-31.47344208	15.26491165	-33.62886047	31.51352310	17.43006134	-35.86457825	0.02889852	-0.10322514	0.99423814	-0.00360830	-0.11401073	0.99347299
39	811.20800000	489.21700000	3.41185212	3.30360150	-31.45541382	15.32100296	-33.58157349	31.53077888	17.45689011	-35.88957977	0.02996349	-0.10612225	0.99390155	-0.00275991	-0.11680313	0.99315125
39	810.31400000	488.43300000	3.42405605	3.30503082	-31.48648071	15.29943466	-33.61089325	31.49917221	17.45376968	-35.86252594	0.02998576	-0.10557009	0.99395972	-0.00253302	-0.11617562	0.99322546
39	810.27300000	483.39800000	3.45354795	3.32691145	-31.43572998	15.31136322	-33.65528488	31.54932022	17.47784042	-35.89451599	0.02581456	-0.10862362	0.99374771	-0.00431104	-0.11940952	0.99283576
