timestamp	frame_idx	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_pos_vid_x	gaze_pos_vid_y	gaze_pos_3d_x	gaze_pos_3d_y	gaze_pos_3d_z
-739.56400000	0	0.13400000	0.29010000	0.94750000	30.75000000	-25.10000000	-29.70000000	2.76000000	0.15950000	0.27230000	0.94890000	-31.97000000	-24.71000000	-28.89000000	2.68000000	805.63200000	222.80400000	242.23000000	440.19000000	1539.14000000
-729.56800000	0	0.12770000	0.27890000	0.95180000	30.77000000	-25.29000000	-29.61000000	2.73000000	0.16670000	0.27910000	0.94570000	-32.18000000	-24.60000000	-28.84000000	2.78000000	805.05600000	226.26000000	231.61000000	415.18000000	1467.52000000
-719.57600000	0	0.12820000	0.28240000	0.95070000	30.74000000	-25.11000000	-29.63000000	2.72000000	0.16470000	0.27300000	0.94780000	-31.92000000	-24.78000000	-28.73000000	2.64000000	806.01600000	227.88000000	234.79000000	421.07000000	1495.53000000
-709.58600000	0	0.12510000	0.27590000	0.95300000	30.77000000	-25.28000000	-29.59000000	2.71000000	0.16610000	0.27630000	0.94660000	-32.16000000	-24.65000000	-28.72000000	2.72000000	806.97600000	230.90400000	217.79000000	389.15000000	1395.39000000
-699.59600000	0	0.12350000	0.27580000	0.95330000	30.75000000	-25.11000000	-29.59000000	2.69000000	0.16610000	0.27470000	0.94710000	-31.88000000	-24.84000000	-28.58000000	2.61000000	807.93600000	232.74000000	208.49000000	372.20000000	1342.05000000
-689.60500000	0	0.12190000	0.27240000	0.95440000	30.78000000	-25.28000000	-29.55000000	2.68000000	0.16710000	0.27590000	0.94660000	-32.14000000	-24.68000000	-28.64000000	2.70000000	808.12800000	235.22400000	193.70000000	343.73000000	1249.10000000
-679.60700000	0	0.12050000	0.27160000	0.95480000	30.76000000	-25.10000000	-29.56000000	2.67000000	0.16650000	0.27670000	0.94640000	-31.86000000	-24.89000000	-28.48000000	2.59000000	809.08800000	235.76400000	186.89000000	332.85000000	1211.76000000
-669.62200000	0	0.11930000	0.26860000	0.95580000	30.79000000	-25.28000000	-29.53000000	2.66000000	0.16580000	0.27880000	0.94590000	-32.14000000	-24.81000000	-28.39000000	2.66000000	810.24000000	237.27600000	176.21000000	314.53000000	1150.65000000
-659.62700000	0	0.11860000	0.26080000	0.95810000	30.83000000	-24.98000000	-29.72000000	2.66000000	0.16460000	0.28110000	0.94540000	-31.84000000	-24.97000000	-28.33000000	2.57000000	810.81600000	243.43200000	152.43000000	267.50000000	998.15000000
-649.63600000	0	0.11630000	0.26270000	0.95780000	30.82000000	-25.22000000	-29.59000000	2.65000000	0.16690000	0.28010000	0.94530000	-32.14000000	-24.84000000	-28.33000000	2.65000000	810.81600000	243.32400000	149.19000000	262.11000000	977.62000000
