eye_tracker,frame,trial_condition,segment,target_x,target_y,timestamp,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,pup_diam_l,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,pup_diam_r,gaze_pos_vid_x,gaze_pos_vid_y,gaze_pos_3d_x,gaze_pos_3d_y,gaze_pos_3d_z,gaze_target_angle
Tobii Glasses 2,1358,dilated,3,1008,380,54298.639,-0.0653,0.1617,0.9847,29.89,-25.81,-29.02,4.51,0.0063,0.1841,0.9829,-33.01,-25.46,-27.94,4.43,1021.632,381.132,-25.16,112.27,756.31,0.67768542650076
Tobii Glasses 2,1358,dilated,3,1008,380,54308.631,-0.0503,0.1529,0.987,29.78,-25.7,-28.88,4.42,-0.0094,0.1916,0.9814,-32.62,-25.62,-27.85,4.37,1021.824,382.104,-25.24,111.83,757.56,0.6931897417892854
Tobii Glasses 2,1359,dilated,3,1009,380,54318.626,-0.0655,0.1606,0.9848,29.88,-25.8,-29.03,4.51,0.0067,0.1826,0.9832,-33.01,-25.46,-27.94,4.44,1021.632,382.86,-25.05,110.9,754.59,0.6423527606726311
Tobii Glasses 2,1359,dilated,3,1009,380,54328.649,-0.0511,0.1513,0.9872,29.78,-25.7,-28.89,4.42,-0.0079,0.1907,0.9816,-32.62,-25.62,-27.86,4.37,1021.44,384.264,-24.55,108.21,742.25,0.6525164123897634
Tobii Glasses 2,1359,dilated,3,1009,380,54338.638,-0.0656,0.1598,0.985,29.88,-25.8,-29.04,4.5,0.0071,0.182,0.9833,-33.02,-25.45,-27.94,4.44,1021.44,384.048,-24.71,109.21,748.18,0.649091385249103
Tobii Glasses 2,1359,dilated,3,1009,380,54348.628,-0.0515,0.152,0.987,29.78,-25.7,-28.89,4.42,-0.0068,0.1904,0.9817,-32.62,-25.62,-27.86,4.38,1021.056,383.4,-24.73,111.0,757.52,0.6214269817046562
Tobii Glasses 2,1360,dilated,3,1008,380,54358.621,-0.0639,0.1584,0.9853,29.88,-25.8,-29.04,4.49,0.0078,0.183,0.9831,-33.02,-25.45,-27.94,4.45,1019.904,384.48,-23.59,107.91,741.44,0.6311886037809208
Tobii Glasses 2,1360,dilated,3,1008,380,54368.617,-0.0517,0.1503,0.9873,29.78,-25.7,-28.89,4.41,-0.0055,0.1905,0.9817,-32.62,-25.62,-27.86,4.37,1020.48,385.776,-23.26,104.39,722.95,0.6824561537837945
Tobii Glasses 2,1360,dilated,3,1008,380,54378.603,-0.0641,0.1572,0.9855,29.88,-25.8,-29.04,4.48,0.0081,0.1841,0.9829,-33.02,-25.45,-27.95,4.44,1020.096,385.452,-22.98,104.5,722.02,0.6584429660811634
Tobii Glasses 2,1360,dilated,3,1008,380,54388.597,-0.051,0.1507,0.9873,29.78,-25.7,-28.89,4.4,-0.0052,0.1911,0.9815,-32.62,-25.62,-27.85,4.36,1019.904,385.344,-22.81,104.29,720.15,0.6475539211987915
Tobii Glasses 2,1361,dilated,3,1008,380,54398.589,-0.0638,0.1569,0.9856,29.88,-25.8,-29.04,4.47,0.0078,0.1849,0.9827,-33.01,-25.46,-27.94,4.44,1020.096,385.344,-22.91,104.18,719.34,0.6562606656956534
Tobii Glasses 2,1361,dilated,3,1008,380,54408.581,-0.0509,0.152,0.9871,29.78,-25.7,-28.89,4.41,-0.0053,0.1916,0.9815,-32.61,-25.63,-27.84,4.36,1019.712,383.616,-23.2,107.51,734.77,0.6081957372882077
Tobii Glasses 2,1361,dilated,3,1008,380,54418.571,-0.0629,0.1579,0.9854,29.88,-25.8,-29.04,4.47,0.0075,0.1859,0.9825,-33.01,-25.46,-27.94,4.43,1019.712,383.616,-22.9,106.42,727.35,0.6081957372882077
Tobii Glasses 2,1361,dilated,3,1008,380,54428.562,-0.0504,0.1518,0.9871,29.77,-25.7,-28.88,4.4,-0.0053,0.1922,0.9813,-32.61,-25.64,-27.83,4.35,1019.52,383.94,-22.62,105.24,720.82,0.604160928544699
Tobii Glasses 2,1362,dilated,3,1008,380,54438.557,-0.0633,0.1571,0.9856,29.88,-25.8,-29.04,4.46,0.0081,0.1863,0.9825,-33.01,-25.46,-27.94,4.42,1019.52,384.696,-22.36,103.43,711.41,0.6173724403627738
Tobii Glasses 2,1362,dilated,3,1008,380,54448.58,-0.0501,0.1504,0.9873,29.77,-25.71,-28.87,4.39,-0.0053,0.1921,0.9814,-32.61,-25.64,-27.82,4.35,1019.52,385.884,-21.97,101.19,701.02,0.6419098818104447
Tobii Glasses 2,1362,dilated,3,1008,380,54458.565,-0.0632,0.1563,0.9857,29.87,-25.8,-29.05,4.46,0.0085,0.1852,0.9827,-33.01,-25.46,-27.94,4.41,1019.328,385.776,-22.19,102.68,711.05,0.6309859411656812
Tobii Glasses 2,1363,dilated,3,1007,380,54468.561,-0.0497,0.1511,0.9873,29.76,-25.72,-28.86,4.38,-0.0049,0.1908,0.9816,-32.61,-25.64,-27.82,4.34,1018.752,384.804,-22.55,106.51,733.05,0.6300898162626732
Tobii Glasses 2,1363,dilated,3,1007,380,54478.552,-0.0628,0.1573,0.9855,29.86,-25.8,-29.05,4.45,0.0084,0.1843,0.9828,-33.01,-25.46,-27.94,4.41,1018.944,384.912,-22.6,105.92,729.52,0.6409406586447004
Tobii Glasses 2,1363,dilated,3,1007,380,54488.548,-0.0508,0.1505,0.9873,29.75,-25.72,-28.85,4.37,-0.0058,0.1913,0.9815,-32.61,-25.64,-27.82,4.34,1020.096,385.668,-22.83,103.31,714.69,0.708212021059421
Tobii Glasses 2,1363,dilated,3,1007,380,54498.533,-0.0647,0.1573,0.9854,29.86,-25.8,-29.05,4.45,0.0075,0.1836,0.983,-33.01,-25.46,-27.94,4.39,1020.672,385.56,-23.57,105.04,726.21,0.7324946225269595
Tobii Glasses 2,1364,dilated,3,1007,380,54508.524,-0.0512,0.1504,0.9873,29.74,-25.73,-28.84,4.35,-0.0065,0.1903,0.9817,-32.61,-25.64,-27.83,4.33,1020.672,385.56,-23.75,105.78,731.59,0.7324946225269595
Tobii Glasses 2,1364,dilated,3,1007,380,54518.519,-0.0647,0.1577,0.9854,29.85,-25.8,-29.05,4.44,0.0076,0.1826,0.9832,-33.01,-25.46,-27.95,4.38,1020.672,385.56,-23.76,106.14,733.87,0.7324946225269595
Tobii Glasses 2,1364,dilated,3,1007,380,54528.511,-0.0514,0.1509,0.9872,29.74,-25.73,-28.84,4.35,-0.0077,0.19,0.9817,-32.61,-25.63,-27.84,4.32,1021.44,384.912,-24.64,108.14,744.68,0.7568975410240417
Tobii Glasses 2,1364,dilated,3,1007,380,54538.502,-0.0656,0.1585,0.9852,29.85,-25.8,-29.05,4.44,0.0059,0.1823,0.9832,-33.01,-25.45,-27.95,4.37,1022.208,384.588,-25.21,108.94,748.85,0.7881824468576162
Tobii Glasses 2,1365,dilated,3,1007,381,54548.493,-0.0518,0.1512,0.9871,29.74,-25.73,-28.84,4.34,-0.0091,0.1904,0.9817,-32.61,-25.63,-27.84,4.31,1022.592,384.372,-25.41,108.56,745.38,0.7913076191600348
Tobii Glasses 2,1365,dilated,3,1007,381,54558.516,-0.0667,0.1584,0.9851,29.85,-25.8,-29.05,4.42,0.0053,0.1837,0.983,-33.01,-25.45,-27.95,4.37,1023.168,384.372,-25.42,107.0,734.64,0.8192025027247338
Tobii Glasses 2,1365,dilated,3,1007,381,54568.512,-0.0528,0.1508,0.9872,29.74,-25.73,-28.84,4.33,-0.0104,0.1911,0.9815,-32.61,-25.63,-27.85,4.3,1024.128,385.128,-25.65,105.05,724.57,0.8740380589242766
Tobii Glasses 2,1365,dilated,3,1007,381,54578.496,-0.0674,0.1576,0.9852,29.85,-25.81,-29.05,4.41,0.0045,0.1832,0.9831,-33.01,-25.45,-27.96,4.35,1024.128,385.236,-25.95,106.18,732.82,0.8753396314525056
Tobii Glasses 2,1366,dilated,3,1007,381,54588.49,-0.0516,0.1509,0.9872,29.73,-25.74,-28.83,4.32,-0.0107,0.1903,0.9817,-32.61,-25.62,-27.85,4.29,1023.36,384.804,-25.88,107.96,743.06,0.8332356535500968
Tobii Glasses 2,1366,dilated,3,1007,381,54598.482,-0.0661,0.1566,0.9854,29.84,-25.81,-29.05,4.39,0.0049,0.1841,0.9829,-33.01,-25.45,-27.96,4.35,1023.168,385.56,-25.16,105.18,727.28,0.8335626719760939
Tobii Glasses 2,1366,dilated,3,1007,381,54608.476,-0.0519,0.1491,0.9875,29.73,-25.74,-28.83,4.3,-0.0114,0.1907,0.9816,-32.62,-25.62,-27.86,4.28,1024.32,387.504,-24.96,100.34,702.0,0.9182815905177231
Tobii Glasses 2,1366,dilated,3,1007,381,54618.465,-0.0682,0.1541,0.9857,29.84,-25.81,-29.05,4.37,0.0044,0.1844,0.9828,-33.01,-25.44,-27.97,4.34,1024.896,388.476,-25.09,98.73,694.81,0.9627083983699989
Tobii Glasses 2,1367,dilated,3,1008,381,54628.456,-0.0531,0.1483,0.9875,29.73,-25.74,-28.83,4.28,-0.0111,0.191,0.9815,-32.62,-25.62,-27.86,4.28,1024.896,388.692,-24.66,96.88,682.99,0.9214695067133832
Tobii Glasses 2,1367,dilated,3,1008,381,54638.451,-0.0693,0.1538,0.9857,29.84,-25.81,-29.04,4.36,0.0056,0.1855,0.9826,-33.01,-25.44,-27.98,4.34,1025.088,389.232,-24.26,94.67,669.56,0.9414730096554035
Tobii Glasses 2,1367,dilated,3,1008,381,54648.443,-0.0546,0.1469,0.9876,29.72,-25.75,-28.82,4.26,-0.0106,0.1908,0.9816,-32.62,-25.62,-27.86,4.27,1025.664,390.744,-24.41,93.06,664.27,1.001279266491162
Tobii Glasses 2,1367,dilated,3,1008,381,54658.43,-0.0706,0.1523,0.9858,29.84,-25.82,-29.04,4.35,0.0048,0.1844,0.9828,-33.01,-25.44,-27.99,4.32,1026.24,391.284,-24.79,92.68,663.56,1.03929816801115
Tobii Glasses 2,1368,dilated,3,1008,381,54668.425,-0.0551,0.1461,0.9877,29.71,-25.76,-28.81,4.24,-0.0119,0.1905,0.9816,-32.62,-25.62,-27.87,4.27,1026.816,391.824,-24.78,91.3,656.17,1.0774009954674149
Tobii Glasses 2,1368,dilated,3,1008,381,54678.446,-0.0701,0.1511,0.986,29.84,-25.82,-29.04,4.34,0.0035,0.1848,0.9828,-33.01,-25.44,-27.99,4.31,1026.816,391.716,-25.09,92.46,663.76,1.0747469911097698
Tobii Glasses 2,1368,dilated,3,1008,381,54688.443,-0.0559,0.1461,0.9877,29.71,-25.76,-28.81,4.23,-0.0119,0.1898,0.9818,-32.62,-25.62,-27.87,4.26,1027.008,391.716,-25.41,92.9,667.26,1.083050906296678
Tobii Glasses 2,1368,dilated,3,1008,381,54698.427,-0.071,0.1513,0.9859,29.83,-25.82,-29.04,4.32,0.0032,0.184,0.9829,-33.01,-25.44,-28.0,4.31,1027.392,391.824,-25.63,92.91,667.76,1.1023123331335984
Tobii Glasses 2,1369,dilated,3,1008,381,54708.422,-0.0567,0.1464,0.9876,29.71,-25.76,-28.8,4.22,-0.0116,0.1896,0.9818,-32.62,-25.62,-27.88,4.26,1027.392,391.284,-25.86,94.16,674.22,1.0895288425923115
Tobii Glasses 2,1369,dilated,3,1008,381,54718.415,-0.0702,0.1522,0.9859,29.83,-25.83,-29.03,4.31,0.0021,0.1843,0.9829,-33.02,-25.43,-28.0,4.31,1027.584,390.204,-26.31,96.1,683.75,1.074097766062166
Tobii Glasses 2,1369,dilated,3,1008,381,54728.407,-0.0539,0.1484,0.9875,29.71,-25.77,-28.8,4.22,-0.012,0.1893,0.9819,-32.63,-25.61,-27.88,4.25,1027.968,390.312,-26.76,96.81,689.29,1.09363401140772
Tobii Glasses 2,1369,dilated,3,1008,381,54738.397,-0.075,0.1503,0.9858,29.83,-25.83,-29.02,4.3,0.0012,0.1833,0.9831,-33.02,-25.44,-27.99,4.29,1028.352,390.852,-27.07,96.56,689.71,1.1223648925508942
Tobii Glasses 2,1370,dilated,3,1008,381,54768.376,-0.058,0.148,0.9873,29.71,-25.77,-28.79,4.21,-0.0122,0.1885,0.982,-32.63,-25.61,-27.88,4.24,1028.352,388.8,-28.15,101.98,719.05,1.0817377543867202
Tobii Glasses 2,1370,dilated,3,1008,381,54778.36,-0.0704,0.1533,0.9857,29.84,-25.83,-29.01,4.29,0.0007,0.1827,0.9832,-33.02,-25.44,-27.99,4.29,1028.352,389.232,-27.86,100.64,711.5,1.0896444914049723
Tobii Glasses 2,1370,dilated,3,1008,381,54788.355,-0.0592,0.1487,0.9871,29.71,-25.77,-28.78,4.21,-0.0104,0.1881,0.9821,-32.63,-25.61,-27.88,4.23,1027.968,388.152,-28.23,103.64,728.22,1.0526205531696449
Tobii Glasses 2,1371,dilated,3,1009,382,54798.347,-0.0712,0.1545,0.9854,29.84,-25.84,-29.0,4.29,0.0011,0.1823,0.9832,-33.02,-25.44,-27.98,4.29,1028.544,388.584,-28.14,101.45,714.64,1.0234998036840806
Tobii Glasses 2,1371,dilated,3,1009,382,54808.343,-0.0615,0.1477,0.9871,29.71,-25.77,-28.78,4.2,-0.0105,0.1882,0.9821,-32.63,-25.61,-27.88,4.23,1029.504,389.772,-28.31,99.39,705.04,1.0883660682597454
Tobii Glasses 2,1371,dilated,3,1009,382,54818.36,-0.0723,0.1532,0.9856,29.85,-25.84,-29.0,4.28,0.0006,0.1811,0.9835,-33.02,-25.44,-27.98,4.28,1029.504,390.42,-28.52,99.6,709.31,1.100258394040864
Tobii Glasses 2,1371,dilated,3,1009,382,54828.35,-0.0619,0.1487,0.9869,29.72,-25.77,-28.77,4.19,-0.011,0.1887,0.982,-32.63,-25.61,-27.88,4.23,1030.08,388.476,-28.92,101.24,712.75,1.0942597430482095
Tobii Glasses 2,1372,dilated,3,1008,381,54838.346,-0.0741,0.1672,0.9831,29.97,-26.08,-28.64,4.19,-0.0006,0.1796,0.9837,-33.02,-25.44,-27.98,4.27,1031.04,379.404,-32.61,118.24,788.46,1.1414311108720732
Tobii Glasses 2,1372,dilated,3,1008,381,54848.338,-0.0648,0.1569,0.9855,29.77,-25.87,-28.62,4.15,-0.0101,0.1888,0.982,-32.63,-25.61,-27.87,4.22,1030.848,379.512,-33.24,120.75,805.64,1.131694493070144
Tobii Glasses 2,1372,dilated,3,1008,381,54858.327,-0.0727,0.159,0.9846,29.9,-25.92,-28.87,4.23,0.0007,0.1799,0.9837,-33.02,-25.43,-27.98,4.27,1030.272,385.344,-30.96,110.11,760.3,1.125087238620659
Tobii Glasses 2,1372,dilated,3,1008,381,54868.319,-0.0639,0.1501,0.9866,29.74,-25.81,-28.71,4.16,-0.0091,0.186,0.9825,-32.63,-25.61,-27.87,4.22,1029.696,387.504,-30.02,106.27,743.59,1.123786298210794
Tobii Glasses 2,1373,dilated,3,1008,381,54898.291,-0.0797,0.1536,0.9849,29.88,-25.89,-28.91,4.24,-0.0011,0.1793,0.9838,-33.02,-25.43,-27.98,4.26,1030.272,387.288,-30.96,108.64,759.11,1.1481156567672703
Tobii Glasses 2,1374,dilated,3,1008,381,54928.302,-0.0649,0.1476,0.9869,29.74,-25.8,-28.73,4.15,-0.0086,0.1856,0.9826,-32.63,-25.61,-27.88,4.21,1030.272,390.852,-29.35,100.5,717.85,1.2088305170846279
Tobii Glasses 2,1374,dilated,3,1008,381,54938.29,-0.0726,0.1546,0.9853,29.88,-25.89,-28.92,4.23,-0.0005,0.1787,0.9839,-33.02,-25.43,-27.98,4.27,1030.272,389.556,-30.26,104.8,742.56,1.1841320289631043
Tobii Glasses 2,1374,dilated,3,1008,381,54948.282,-0.0639,0.149,0.9868,29.73,-25.8,-28.73,4.15,-0.0092,0.1849,0.9827,-32.64,-25.61,-27.88,4.21,1029.888,388.8,-30.47,106.76,753.01,1.1531396047595204
Tobii Glasses 2,1375,dilated,3,1008,382,54958.277,-0.0721,0.1556,0.9852,29.88,-25.89,-28.91,4.23,-0.0006,0.1788,0.9839,-33.02,-25.43,-27.99,4.27,1029.888,388.368,-30.47,106.93,752.3,1.1311161643378247
Tobii Glasses 2,1375,dilated,3,1008,382,54968.27,-0.0636,0.1488,0.9868,29.73,-25.8,-28.73,4.15,-0.0093,0.1847,0.9827,-32.64,-25.6,-27.88,4.21,1029.696,389.016,-30.47,106.93,754.98,1.1316225094373924
Tobii Glasses 2,1375,dilated,3,1008,382,54978.255,-0.0709,0.153,0.9857,29.86,-25.85,-28.98,4.23,-0.0004,0.1789,0.9839,-33.02,-25.43,-27.99,4.27,1029.12,390.42,-29.6,104.27,742.69,1.1286407544885666
Tobii Glasses 2,1375,dilated,3,1008,382,54988.249,-0.0616,0.1473,0.9872,29.73,-25.78,-28.76,4.15,-0.0099,0.1848,0.9827,-32.64,-25.6,-27.89,4.21,1028.928,390.312,-29.54,104.69,745.23,1.1178006268405398
Tobii Glasses 2,1376,dilated,3,1008,381,54998.24,-0.0706,0.1522,0.9858,29.86,-25.85,-28.98,4.23,-0.0007,0.1788,0.9839,-33.02,-25.42,-27.99,4.26,1029.12,390.852,-29.59,104.0,742.99,1.1567932931921276
Tobii Glasses 2,1376,dilated,3,1008,381,55008.237,-0.061,0.1467,0.9873,29.72,-25.78,-28.76,4.14,-0.0102,0.1838,0.9829,-32.64,-25.6,-27.89,4.2,1029.12,390.852,-29.37,103.37,738.16,1.1567932931921276
Tobii Glasses 2,1376,dilated,3,1008,381,55018.223,-0.0701,0.1521,0.9859,29.85,-25.85,-28.98,4.22,-0.0004,0.1813,0.9834,-33.02,-25.42,-28.0,4.27,1028.928,390.42,-29.21,103.38,736.32,1.139179225503007
Tobii Glasses 2,1377,dilated,3,1009,382,55048.232,-0.0601,0.1466,0.9874,29.72,-25.79,-28.76,4.14,-0.0113,0.1863,0.9824,-32.65,-25.6,-27.9,4.21,1028.928,390.744,-28.8,101.6,725.08,1.0802761558593283
Tobii Glasses 2,1377,dilated,3,1009,382,55058.221,-0.0704,0.152,0.9859,29.85,-25.86,-28.97,4.21,-0.0004,0.1804,0.9836,-33.02,-25.42,-28.0,4.27,1028.928,390.744,-28.89,102.13,728.71,1.0802761558593283
Tobii Glasses 2,1377,dilated,3,1009,382,55068.213,-0.0597,0.1461,0.9875,29.72,-25.79,-28.75,4.12,-0.0118,0.1856,0.9825,-32.65,-25.6,-27.9,4.21,1028.928,391.176,-29.0,101.97,729.86,1.0890940535159557
Tobii Glasses 2,1378,dilated,3,1008,382,55078.205,-0.0701,0.1514,0.986,29.85,-25.86,-28.97,4.2,-0.0007,0.1801,0.9837,-33.02,-25.42,-28.0,4.27,1028.928,391.176,-28.94,102.15,730.92,1.1344136240308003
Tobii Glasses 2,1378,dilated,3,1008,382,55088.202,-0.06,0.1463,0.9874,29.71,-25.8,-28.74,4.11,-0.0111,0.186,0.9825,-32.65,-25.6,-27.9,4.21,1028.736,391.176,-28.62,101.06,723.2,1.125696259533362
Tobii Glasses 2,1378,dilated,3,1008,382,55098.186,-0.0716,0.1509,0.986,29.85,-25.86,-28.97,4.19,-0.0004,0.1806,0.9836,-33.02,-25.42,-28.01,4.26,1029.696,392.148,-28.63,98.59,709.7,1.1890959750270162
Tobii Glasses 2,1378,dilated,3,1008,382,55108.181,-0.062,0.1454,0.9874,29.71,-25.8,-28.75,4.1,-0.0113,0.1862,0.9824,-32.65,-25.59,-27.91,4.2,1030.272,392.58,-28.64,97.16,701.62,1.2241163782687599
Tobii Glasses 2,1379,dilated,3,1009,381,55118.173,-0.0718,0.1515,0.9858,29.85,-25.87,-28.97,4.19,-0.0005,0.1809,0.9835,-33.02,-25.42,-28.01,4.26,1029.888,391.5,-28.82,99.16,711.14,1.1604085184118156
Tobii Glasses 2,1379,dilated,3,1009,381,55128.164,-0.0614,0.1466,0.9873,29.72,-25.8,-28.75,4.1,-0.0111,0.1865,0.9824,-32.64,-25.59,-27.9,4.2,1029.696,390.96,-28.9,100.27,716.55,1.1400171335218907
Tobii Glasses 2,1379,dilated,3,1009,381,55138.155,-0.0727,0.1519,0.9857,29.85,-25.87,-28.97,4.18,0.0003,0.18,0.9837,-33.02,-25.41,-28.01,4.25,1029.888,391.932,-28.69,98.28,706.89,1.170193453495988
Tobii Glasses 2,1379,dilated,3,1009,381,55148.146,-0.0622,0.1457,0.9874,29.72,-25.79,-28.76,4.08,-0.011,0.1862,0.9825,-32.64,-25.59,-27.9,4.19,1030.272,392.256,-28.77,97.88,705.37,1.1945535903405158
Tobii Glasses 2,1380,dilated,3,1008,381,55158.142,-0.0726,0.1524,0.9856,29.85,-25.87,-28.97,4.17,0.0002,0.1796,0.9837,-33.02,-25.41,-28.01,4.24,1029.888,391.5,-29.02,99.73,715.35,1.2050236644042305
Tobii Glasses 2,1380,dilated,3,1008,381,55168.164,-0.0625,0.1465,0.9872,29.73,-25.79,-28.77,4.08,-0.0106,0.1865,0.9824,-32.64,-25.59,-27.9,4.19,1030.08,391.392,-28.87,98.96,709.08,1.211325245007971
Tobii Glasses 2,1380,dilated,3,1008,381,55178.15,-0.0738,0.1531,0.9854,29.86,-25.87,-28.98,4.16,0.0002,0.18,0.9837,-33.02,-25.41,-28.01,4.24,1030.656,391.176,-29.15,98.83,707.36,1.2327985601896339
Tobii Glasses 2,1381,dilated,3,1008,381,55188.144,-0.0635,0.1476,0.987,29.73,-25.79,-28.77,4.08,-0.0108,0.1861,0.9825,-32.63,-25.59,-27.9,4.18,1030.656,390.096,-29.97,102.24,726.77,1.2117188889025954
Tobii Glasses 2,1381,dilated,3,1008,381,55198.134,-0.0724,0.155,0.9853,29.86,-25.87,-28.98,4.16,-0.0012,0.1792,0.9838,-33.02,-25.41,-28.01,4.24,1030.464,388.8,-30.66,106.1,747.94,1.1800586838460925
Tobii Glasses 2,1381,dilated,3,1008,381,55208.132,-0.063,0.1495,0.9867,29.72,-25.79,-28.77,4.08,-0.0106,0.1858,0.9825,-32.63,-25.59,-27.9,4.18,1030.272,387.72,-30.93,108.4,759.21,1.1542376465914308
Tobii Glasses 2,1381,dilated,3,1008,381,55218.118,-0.0723,0.1558,0.9851,29.86,-25.87,-28.97,4.15,-0.0011,0.1793,0.9838,-33.02,-25.41,-28.02,4.23,1030.464,387.936,-30.83,107.41,753.44,1.1665121183592957
Tobii Glasses 2,1382,dilated,3,1008,382,55228.109,-0.0642,0.1492,0.9867,29.72,-25.8,-28.76,4.07,-0.0102,0.1859,0.9825,-32.64,-25.59,-27.91,4.17,1030.656,388.476,-30.73,105.99,745.82,1.169165488082399
Tobii Glasses 2,1382,dilated,3,1008,382,55238.105,-0.0787,0.1533,0.985,29.85,-25.87,-28.97,4.14,-0.0014,0.18,0.9837,-33.02,-25.41,-28.02,4.24,1030.272,387.18,-30.89,108.46,757.09,1.1342275983275585
Tobii Glasses 2,1382,dilated,3,1008,382,55248.097,-0.0584,0.1538,0.9864,29.71,-25.81,-28.75,4.06,-0.0104,0.1865,0.9824,-32.64,-25.59,-27.92,4.18,1029.888,385.884,-31.2,111.07,769.56,1.1022036883429809
Tobii Glasses 2,1383,dilated,3,1008,381,55278.068,-0.078,0.1543,0.9849,29.85,-25.88,-28.97,4.13,-0.0021,0.181,0.9835,-33.02,-25.41,-28.03,4.24,1030.272,385.56,-31.28,110.9,766.75,1.1272723968958982
Tobii Glasses 2,1383,dilated,3,1008,381,55288.065,-0.0583,0.153,0.9865,29.7,-25.81,-28.74,4.04,-0.011,0.1874,0.9822,-32.64,-25.58,-27.92,4.17,1030.464,386.964,-30.61,106.99,746.0,1.1529413467236778
Tobii Glasses 2,1384,dilated,3,1008,381,55318.068,-0.0699,0.1567,0.9852,29.84,-25.88,-28.96,4.13,-0.0037,0.1814,0.9834,-33.02,-25.41,-28.03,4.23,1030.272,384.588,-32.2,114.69,788.5,1.1181928150876916
Tobii Glasses 2,1384,dilated,3,1008,381,55328.059,-0.0617,0.1505,0.9867,29.7,-25.81,-28.74,4.04,-0.0124,0.1877,0.9821,-32.65,-25.58,-27.93,4.17,1030.464,385.884,-31.17,109.68,759.87,1.1400069519857696
Tobii Glasses 2,1384,dilated,3,1008,381,55338.049,-0.0715,0.1557,0.9852,29.84,-25.88,-28.97,4.12,-0.0022,0.1823,0.9832,-33.02,-25.4,-28.03,4.23,1030.656,386.424,-30.64,107.3,745.88,1.1554239552580443
Tobii Glasses 2,1385,dilated,3,1008,381,55348.04,-0.0613,0.1494,0.9869,29.7,-25.81,-28.74,4.03,-0.0128,0.1883,0.982,-32.65,-25.58,-27.93,4.17,1030.656,387.288,-30.24,105.27,735.37,1.166419481835613
Tobii Glasses 2,1385,dilated,3,1008,381,55358.035,-0.0716,0.1555,0.9852,29.84,-25.88,-28.97,4.11,-0.0023,0.1819,0.9833,-33.02,-25.4,-28.04,4.23,1030.656,386.64,-30.8,107.48,748.22,1.1580376829920187
Tobii Glasses 2,1385,dilated,3,1008,381,55368.029,-0.0612,0.1503,0.9867,29.7,-25.81,-28.75,4.02,-0.0138,0.1879,0.9821,-32.64,-25.58,-27.93,4.17,1031.04,385.884,-31.61,109.98,761.62,1.167863928795302
Tobii Glasses 2,1385,dilated,3,1008,381,55378.013,-0.0719,0.1566,0.985,29.83,-25.88,-28.97,4.11,-0.0035,0.1816,0.9834,-33.02,-25.4,-28.04,4.21,1031.424,385.452,-32.08,110.84,765.97,1.1820883195810639
Tobii Glasses 2,1386,dilated,3,1008,381,55388.007,-0.0622,0.1507,0.9866,29.7,-25.81,-28.75,4.02,-0.0141,0.188,0.9821,-32.64,-25.58,-27.93,4.16,1031.808,385.452,-32.16,110.4,763.03,1.2007477202965642
Tobii Glasses 2,1386,dilated,3,1008,381,55397.999,-0.0721,0.1577,0.9848,29.83,-25.88,-28.97,4.11,-0.0036,0.181,0.9835,-33.02,-25.4,-28.04,4.21,1031.616,384.696,-32.73,113.33,779.31,1.1847081867515574
Tobii Glasses 2,1386,dilated,3,1008,381,55407.996,-0.062,0.1529,0.9863,29.7,-25.81,-28.75,4.03,-0.0131,0.1876,0.9822,-32.65,-25.58,-27.93,4.16,1031.04,382.86,-33.17,117.87,801.83,1.14474747375076
Tobii Glasses 2,1386,dilated,3,1008,381,55418.011,-0.0718,0.1594,0.9846,29.83,-25.89,-28.97,4.11,-0.0028,0.181,0.9835,-33.02,-25.4,-28.04,4.21,1030.848,383.292,-32.5,115.23,785.98,1.1374692702594085
Tobii Glasses 2,1387,dilated,3,1008,382,55428.003,-0.0619,0.1524,0.9864,29.7,-25.81,-28.75,4.02,-0.0129,0.1881,0.9821,-32.64,-25.58,-27.93,4.16,1030.848,383.508,-32.38,114.75,783.87,1.13396578189003
Tobii Glasses 2,1387,dilated,3,1008,382,55437.999,-0.0709,0.1601,0.9846,29.83,-25.89,-28.96,4.11,-0.0033,0.1801,0.9836,-33.02,-25.4,-28.04,4.21,1030.656,382.536,-33.26,119.34,810.37,1.12172658278366
Tobii Glasses 2,1387,dilated,3,1008,382,55447.99,-0.0619,0.1546,0.986,29.69,-25.82,-28.75,4.03,-0.0129,0.1876,0.9822,-32.64,-25.58,-27.93,4.15,1030.656,380.808,-34.03,123.21,828.07,1.121759942189445
Tobii Glasses 2,1387,dilated,3,1008,382,55457.98,-0.0709,0.1615,0.9843,29.83,-25.9,-28.95,4.11,-0.0039,0.1812,0.9834,-33.02,-25.4,-28.04,4.2,1031.04,380.7,-33.87,121.82,818.5,1.140910666184351
Tobii Glasses 2,1387,dilated,3,1008,382,55467.972,-0.0614,0.154,0.9862,29.69,-25.82,-28.74,4.02,-0.0137,0.1881,0.9821,-32.64,-25.58,-27.93,4.15,1030.848,381.24,-33.82,121.44,818.35,1.130635549048205
