frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	31.86000000	0.05700000	-25.21600000	2.26000000	-0.01620000	-0.15480000	0.98780000	-30.66200000	-0.01000000	-25.52100000	2.36000000	0.02190000	-0.15380000	0.98790000	633.00000000	469.78000000	52.00000000	42.00000000	54.00000000	42.00000000	524.71000000	317.11000000	652.03000000	284.47000000
1	31.86100000	0.05800000	-25.21600000	2.26000000	-0.01610000	-0.15520000	0.98780000	-30.66200000	-0.01000000	-25.52100000	2.38000000	0.02110000	-0.15560000	0.98760000	633.37000000	470.77000000	52.00000000	42.00000000	54.00000000	42.00000000	524.55000000	317.52000000	652.92000000	286.68000000
1	31.86100000	0.05800000	-25.21600000	2.26000000	-0.01670000	-0.15460000	0.98780000	-30.66200000	-0.01000000	-25.52100000	2.36000000	0.02160000	-0.15440000	0.98780000	633.43000000	470.09000000	52.00000000	42.00000000	54.00000000	42.00000000	525.29000000	316.87000000	652.34000000	285.22000000
2	31.86100000	0.05800000	-25.21600000	2.26000000	-0.01210000	-0.15590000	0.98770000	-30.66100000	-0.00900000	-25.52000000	2.38000000	0.02340000	-0.15330000	0.98790000	629.76000000	469.38000000	53.00000000	42.00000000	54.00000000	42.00000000	519.85000000	318.38000000	650.18000000	283.90000000
3	31.86100000	0.05900000	-25.21600000	2.26000000	-0.01440000	-0.15600000	0.98770000	-30.66100000	-0.00900000	-25.52000000	2.38000000	0.02450000	-0.15420000	0.98770000	630.41000000	470.94000000	53.00000000	42.00000000	54.00000000	42.00000000	522.52000000	318.52000000	648.93000000	284.93000000
4	31.86100000	0.05900000	-25.21600000	2.26000000	-0.01440000	-0.15530000	0.98780000	-30.66100000	-0.00900000	-25.52000000	2.38000000	0.02350000	-0.15410000	0.98780000	631.00000000	470.20000000	52.00000000	42.00000000	54.00000000	42.00000000	522.59000000	317.68000000	650.04000000	284.83000000
4	31.86100000	0.05900000	-25.21600000	2.26000000	-0.01390000	-0.15540000	0.98780000	-30.66100000	-0.00900000	-25.51900000	2.38000000	0.02430000	-0.15350000	0.98790000	630.29000000	469.98000000	53.00000000	42.00000000	54.00000000	42.00000000	521.99000000	317.77000000	649.18000000	284.13000000
6	31.86100000	0.05900000	-25.21600000	2.26000000	-0.01380000	-0.15570000	0.98770000	-30.66100000	-0.00900000	-25.51900000	2.38000000	0.02380000	-0.15310000	0.98790000	630.48000000	469.74000000	53.00000000	42.00000000	54.00000000	42.00000000	521.81000000	318.13000000	649.76000000	283.62000000
6	31.86200000	0.06000000	-25.21600000	2.24000000	-0.01410000	-0.15520000	0.98780000	-30.66100000	-0.00900000	-25.51900000	2.38000000	0.02230000	-0.15240000	0.98810000	631.56000000	468.67000000	52.00000000	42.00000000	54.00000000	42.00000000	522.22000000	317.50000000	651.53000000	282.75000000
7	31.86200000	0.06000000	-25.21500000	2.24000000	-0.01370000	-0.15550000	0.98770000	-30.66100000	-0.00900000	-25.51900000	2.36000000	0.02330000	-0.15300000	0.98800000	630.68000000	469.41000000	53.00000000	42.00000000	54.00000000	42.00000000	521.64000000	317.92000000	650.31000000	283.53000000
8	31.86200000	0.06000000	-25.21500000	2.26000000	-0.01320000	-0.15530000	0.98780000	-30.66100000	-0.00800000	-25.51800000	2.38000000	0.02450000	-0.15300000	0.98790000	629.77000000	469.47000000	53.00000000	42.00000000	54.00000000	42.00000000	521.16000000	317.62000000	648.94000000	283.50000000
9	31.86200000	0.06100000	-25.21500000	2.24000000	-0.01320000	-0.15590000	0.98770000	-30.66100000	-0.00800000	-25.51800000	2.36000000	0.02360000	-0.15260000	0.98800000	630.25000000	469.40000000	53.00000000	42.00000000	54.00000000	42.00000000	521.11000000	318.45000000	649.96000000	283.00000000
