frame_idx	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l	pup_diam_r	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z
12	768.01200000	594.72700000	2.81031942	2.71805716	-30.27191544	16.80989838	-38.20428467	32.75156403	15.94916534	-36.30752563	-0.01637206	-0.03666096	0.99919367	0.00915558	-0.04266437	0.99904758
12	765.01000000	594.35900000	2.81928277	2.70396423	-30.27663803	16.84459305	-38.21253967	32.74941254	15.97490311	-36.32665253	-0.01736373	-0.03858638	0.99910444	0.01037076	-0.04465077	0.99894881
12	765.03100000	594.80600000	2.82210159	2.71156693	-30.31105042	16.88898087	-38.25517654	32.71401215	15.99627686	-36.31502914	-0.01548232	-0.04133386	0.99902546	0.01344445	-0.04723631	0.99879330
12	765.22500000	592.92800000	2.81011033	2.70626402	-30.26476288	16.87700653	-38.21195984	32.75899506	15.98743820	-36.31238556	-0.01770580	-0.04109136	0.99899852	0.00979811	-0.04697291	0.99884814
12	764.67600000	590.99800000	2.82034564	2.70330429	-30.29800034	16.89227676	-38.25553131	32.72521210	16.03540039	-36.30112457	-0.01713597	-0.04369505	0.99889797	0.01216321	-0.04940517	0.99870479
12	765.62800000	593.70700000	2.81819487	2.68901229	-30.27686310	16.86859894	-38.28466415	32.74575043	16.01594925	-36.29342270	-0.02017876	-0.04110017	0.99895126	0.00979257	-0.04683597	0.99885464
12	765.53900000	590.75600000	2.81930780	2.69419742	-30.30235291	16.91051483	-38.30229950	32.71795654	16.06927872	-36.27503204	-0.02020643	-0.04501745	0.99878186	0.01082338	-0.05066506	0.99865705
12	766.01100000	593.41000000	2.80477571	2.69372010	-30.28945923	16.90979004	-38.25428772	32.73078918	16.05031586	-36.28038788	-0.01819769	-0.04438723	0.99884868	0.01098568	-0.04996167	0.99869072
12	764.81800000	592.21700000	2.80546856	2.69207025	-30.26335144	16.89619064	-38.30057526	32.75765228	16.02872467	-36.28039551	-0.02198965	-0.04225002	0.99886507	0.00996338	-0.04796873	0.99879915
13	764.50900000	591.10400000	2.80961108	2.69226241	-30.28765106	16.86644745	-38.32734299	32.73491287	16.00373840	-36.26508713	-0.02242592	-0.04021756	0.99893928	0.01075296	-0.04574531	0.99889529
