frame_idx	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l	pup_diam_r	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z
47	757.60600000	640.71700000	4.10417032	4.13069725	-31.21093750	14.68750000	-36.78344727	31.95312500	15.58593750	-35.84777832	-0.08160069	0.07523771	0.99382120	0.03481821	0.06452612	0.99730843
47	756.83900000	635.68400000	4.01770020	4.09314632	-31.25488281	14.67773438	-36.78771973	31.89453125	15.51757812	-35.76660156	-0.07443322	0.07858328	0.99412495	0.04109354	0.06840041	0.99681127
48	754.07100000	633.94900000	4.04767179	4.18340588	-31.09863281	14.61914062	-36.67663574	32.05566406	15.50781250	-35.80505371	-0.08655611	0.08192807	0.99287254	0.02827919	0.07103056	0.99707323
48	754.45100000	631.91600000	4.10244799	4.10658169	-31.13769531	14.59960938	-36.79626465	32.01660156	15.42968750	-35.84350586	-0.08773369	0.08360007	0.99262977	0.03290791	0.07404264	0.99671197
48	754.89900000	634.07500000	4.02803516	4.08728981	-31.34277344	14.71679688	-36.84326172	31.81152344	15.49804688	-35.86486816	-0.07360951	0.08087692	0.99400228	0.04424158	0.07021767	0.99655014
48	755.83900000	634.49000000	4.07213163	4.18995142	-31.33789062	14.63867188	-36.72790527	31.82617188	15.44921875	-36.06994629	-0.07579829	0.08135469	0.99379879	0.04650920	0.07064802	0.99641651
48	755.29400000	635.94100000	4.09314632	4.14792204	-31.27441406	14.81445312	-36.88598633	31.87988281	15.72265625	-35.68115234	-0.07960703	0.06543496	0.99467635	0.03607925	0.05624812	0.99776471
48	753.17400000	636.21300000	4.05111694	4.12242889	-31.12792969	14.63867188	-36.71081543	32.02148438	15.57617188	-35.62133789	-0.08452014	0.08035138	0.99317676	0.01977202	0.06993072	0.99735588
48	749.39300000	634.93800000	4.01425552	4.09969187	-31.35253906	14.68750000	-36.92016602	31.80175781	15.58593750	-35.61279297	-0.07608259	0.07356450	0.99438411	0.03690067	0.06333016	0.99731022
48	752.47400000	631.57700000	4.04732752	4.20338726	-31.15234375	14.85351562	-36.71081543	32.00683594	15.70312500	-36.09558105	-0.08546867	0.06576981	0.99416775	0.03689570	0.05466865	0.99782270
48	753.81200000	633.08300000	4.07626581	4.21682262	-31.10351562	14.73632812	-36.72790527	32.04589844	15.58593750	-35.77514648	-0.08732992	0.07313424	0.99349129	0.03250212	0.06323451	0.99746931
48	756.51600000	630.93600000	4.02872419	4.10106993	-31.15722656	14.63867188	-36.66381836	32.00195312	15.47851562	-35.71960449	-0.08116692	0.08336129	0.99320835	0.02882553	0.07265617	0.99694043
49	755.84900000	633.56000000	4.06799746	4.14964485	-31.21093750	14.58007812	-36.91589355	31.94335938	15.55664062	-35.66406250	-0.08548605	0.07834440	0.99325442	0.03306500	0.06825699	0.99711972
49	759.39200000	635.61600000	4.05318403	4.11347198	-31.24023438	14.58984375	-36.78771973	31.91894531	15.48828125	-35.79650879	-0.07396533	0.08498535	0.99363303	0.04128883	0.07504644	0.99632490
49	762.81900000	634.29000000	4.02941322	4.12173986	-31.22070312	14.58007812	-36.62536621	31.92871094	15.53710938	-35.86059570	-0.05918974	0.08541518	0.99458575	0.04570934	0.07413822	0.99619991
49	770.58500000	632.86600000	4.05352879	4.16342497	-31.11328125	14.58984375	-36.57409668	32.03613281	15.32226562	-36.09558105	-0.05927305	0.09639490	0.99357677	0.05103358	0.08570179	0.99501294
49	776.10400000	638.45500000	4.09383535	4.09142399	-31.29394531	14.13085938	-36.69799805	31.85058594	15.01953125	-35.65551758	-0.02870812	0.12897342	0.99123245	0.06316239	0.11936516	0.99083930
49	783.67100000	639.85300000	4.05800724	4.03182507	-31.19628906	14.57031250	-36.90734863	31.93359375	15.54687500	-35.68542480	-0.03803834	0.09090643	0.99513274	0.05253445	0.08063810	0.99535805
49	791.21100000	643.92900000	4.09073496	4.01046562	-31.30859375	14.46289062	-36.73645020	31.82617188	15.37109375	-35.76232910	0.00038189	0.10002057	0.99498528	0.08354448	0.09023804	0.99240994
49	794.89900000	648.93900000	4.10485935	4.03871489	-31.21582031	14.71679688	-36.93725586	31.92871094	15.56640625	-35.82641602	-0.01750612	0.08383895	0.99632555	0.08022581	0.07409044	0.99401933
49	796.22200000	649.29900000	4.14034319	4.03182507	-31.14257812	14.57031250	-36.86035156	31.99707031	15.44921875	-35.86059570	-0.01899937	0.09720612	0.99508291	0.07485716	0.08699121	0.99339265
49	800.08100000	648.99900000	4.17375994	4.11209393	-31.22070312	14.44335938	-36.84326172	31.92871094	15.32226562	-36.04431152	-0.01736601	0.10374024	0.99445283	0.09587304	0.09400897	0.99094433
50	799.66300000	654.03300000	4.17065954	4.10313702	-31.26464844	14.55078125	-36.84753418	31.87988281	15.39062500	-35.89904785	-0.01631258	0.09935277	0.99491858	0.08592881	0.08947427	0.99227548
50	801.88200000	654.76700000	4.13827610	4.13241959	-31.31347656	14.43359375	-36.67663574	31.83105469	15.26367188	-35.98449707	-0.00289335	0.10888803	0.99404985	0.09174097	0.09916202	0.99083322
50	802.81200000	656.39800000	4.17617130	4.08660078	-31.37695312	14.52148438	-36.91589355	31.76757812	15.41015625	-35.79223633	-0.00927427	0.09639491	0.99529999	0.09431940	0.08684798	0.99174660
50	803.10900000	657.38000000	4.14172125	4.10589314	-31.35253906	14.49218750	-36.93298340	31.78222656	15.35156250	-35.69396973	-0.00884961	0.09777856	0.99516886	0.08964801	0.08828048	0.99205333
50	805.89800000	655.41600000	4.06317472	4.05249500	-31.10351562	14.60937500	-36.73645020	32.02636719	15.39062500	-35.80505371	-0.01668033	0.09314993	0.99551237	0.07788116	0.08336129	0.99347144
50	805.54600000	657.19400000	4.05111694	4.07350969	-31.39160156	14.53125000	-36.78344727	31.74316406	15.42968750	-35.73242188	-0.00028726	0.09801714	0.99518472	0.09007638	0.08823275	0.99201876
50	805.70400000	654.74600000	4.13345289	4.14619970	-31.41601562	14.60937500	-36.73645020	31.73339844	15.41992188	-35.91186523	0.00044740	0.09367488	0.99560273	0.09976987	0.08307464	0.99153650
50	807.56000000	654.56500000	4.07626581	4.01942301	-31.21582031	14.45312500	-36.69372559	31.91894531	15.35156250	-35.80505371	-0.00938739	0.10288189	0.99464929	0.08042981	0.09319764	0.99239373
50	805.03000000	652.85300000	4.14034319	4.06765318	-31.26464844	14.58984375	-36.97998047	31.87988281	15.53710938	-35.70678711	-0.01762842	0.08971291	0.99581170	0.07818723	0.08020796	0.99370694
50	804.10400000	652.45200000	4.15791273	4.13207531	-31.13769531	14.45312500	-36.68945312	32.01660156	15.17578125	-36.04858398	-0.01650383	0.10602839	0.99422616	0.09029309	0.09639491	0.99123925
51	802.20700000	652.13400000	4.11726141	4.08832312	-31.39160156	14.58007812	-36.89453125	31.73828125	15.30273438	-35.78369141	-0.00791450	0.09629951	0.99532098	0.09075399	0.08675238	0.99208760
51	802.59500000	648.24300000	4.08660078	4.13069725	-31.26953125	14.73632812	-36.86035156	31.86035156	15.55664062	-35.89904785	-0.00942792	0.08407784	0.99641460	0.09241729	0.07418602	0.99295294
51	803.84500000	650.84300000	4.13241959	4.12139559	-31.37207031	14.45312500	-36.96716309	31.77246094	15.32226562	-35.71960449	-0.01425506	0.10393089	0.99448240	0.09335346	0.09419993	0.99116677
51	805.96900000	644.86200000	4.13138628	4.04767179	-31.36230469	14.47265625	-37.00561523	31.78222656	15.38085938	-35.79223633	-0.01312754	0.10049749	0.99485070	0.08991047	0.09109744	0.99177486
51	805.34800000	646.46900000	4.07144260	4.07695484	-31.22558594	14.59960938	-36.71936035	31.90429688	15.50781250	-35.74096680	-0.00496767	0.09119289	0.99582088	0.08350918	0.08197583	0.99312949
51	802.44500000	649.13800000	4.11726141	4.03802586	-31.23046875	14.58984375	-36.88598633	31.91406250	15.40039062	-35.80932617	-0.01431646	0.09434305	0.99543679	0.08168126	0.08469872	0.99305302
52	802.74300000	650.20300000	4.06765318	4.04284906	-31.26953125	14.51171875	-36.90307617	31.87988281	15.41992188	-35.86914062	-0.01700545	0.09858954	0.99498290	0.09444318	0.08909230	0.99153572
52	806.12200000	649.02900000	4.10313702	4.10451508	-31.16699219	14.56054688	-36.70654297	31.97753906	15.36132812	-35.91186523	-0.01265441	0.09744459	0.99516052	0.08494762	0.08713443	0.99256814
52	805.41900000	649.54900000	4.13689804	4.06386375	-31.25488281	14.61914062	-36.96289062	31.88964844	15.52734375	-35.81359863	-0.02141887	0.08579727	0.99608237	0.08630375	0.07710173	0.99328095
53	805.39200000	653.63200000	4.06214094	4.07661009	-31.02539062	14.57031250	-36.72790527	32.11425781	15.40039062	-35.84777832	-0.02526526	0.09496348	0.99516010	0.07100705	0.08574953	0.99378318
53	808.34700000	658.45700000	4.14585495	4.05766249	-31.28906250	14.59960938	-36.90734863	31.85546875	15.44921875	-35.87768555	-0.01816060	0.09262494	0.99553543	0.09477596	0.08331354	0.99200624
53	805.48700000	655.79200000	4.02355671	4.03837061	-31.21093750	14.64843750	-36.88598633	31.92871094	15.52734375	-35.85632324	-0.01580258	0.08966518	0.99584663	0.08637837	0.08011242	0.99303615
53	806.03900000	652.99000000	4.03871489	4.07144260	-31.14257812	14.73632812	-36.62536621	31.99218750	15.57617188	-35.88623047	-0.00848664	0.08111586	0.99666858	0.08677000	0.07126956	0.99367583
54	803.10800000	652.42500000	4.04594946	3.96016836	-31.37695312	14.53125000	-36.77490234	31.75781250	15.35156250	-35.75805664	-0.00549421	0.09982973	0.99498940	0.08786895	0.09071553	0.99199283
54	801.40100000	652.88000000	4.01494408	4.02562380	-31.29882812	14.60937500	-36.62963867	31.83105469	15.43945312	-35.94604492	0.00310011	0.09042906	0.99589807	0.09789299	0.08001688	0.99197495
54	802.92000000	658.58000000	3.98910666	4.05318403	-31.31835938	14.50195312	-36.67663574	31.81640625	15.28320312	-35.75378418	-0.00266579	0.10278656	0.99469990	0.09122618	0.09291124	0.99148643
54	805.09500000	657.67000000	4.01494408	4.03905964	-31.31835938	14.49218750	-36.67236328	31.81640625	15.41992188	-35.78369141	-0.00051478	0.09849416	0.99513751	0.09183658	0.08813728	0.99186587
54	804.57100000	658.98900000	3.95672345	4.02286768	-31.19140625	14.33593750	-36.63818359	31.94335938	15.19531250	-35.80932617	-0.00981931	0.11669944	0.99311876	0.08498207	0.10593310	0.99073523
54	806.43800000	656.22500000	4.02631283	3.98290563	-31.32812500	14.55078125	-36.75354004	31.81152344	15.48828125	-35.86914062	-0.00949156	0.09348403	0.99557555	0.08530650	0.08360007	0.99284130
54	807.93200000	659.46300000	3.96636939	3.95741248	-31.23046875	14.43359375	-36.60827637	31.90429688	15.37109375	-35.78796387	-0.00823530	0.10497975	0.99444026	0.08431402	0.09520201	0.99188089
55	805.61600000	660.76900000	4.01356649	3.95879054	-31.18164062	14.74609375	-36.75354004	31.95800781	15.68359375	-35.76232910	-0.01743167	0.07743629	0.99684489	0.08154333	0.06878301	0.99429351
55	807.74700000	658.48500000	4.04078197	4.06558609	-31.35253906	14.60937500	-36.86035156	31.78710938	15.45898438	-35.87768555	-0.00830710	0.09009486	0.99589854	0.09836622	0.08030362	0.99190497
55	805.72400000	659.15700000	3.93880939	3.99392962	-31.17675781	14.56054688	-36.68090820	31.95800781	15.46875000	-35.85205078	-0.01326638	0.09453401	0.99543327	0.08377229	0.08517633	0.99283797
55	804.02300000	658.66700000	4.05628443	3.94294333	-31.38671875	14.33593750	-36.95007324	31.75781250	15.19531250	-35.58288574	-0.00823825	0.11469964	0.99336606	0.08797643	0.10564717	0.99050432
55	801.64200000	662.26100000	3.98290563	3.98703957	-31.22558594	14.61914062	-36.76635742	31.91406250	15.42968750	-35.89050293	-0.01301868	0.09224308	0.99565142	0.08816818	0.08274022	0.99266332
55	802.90400000	661.29500000	3.94018722	3.92916322	-31.21582031	14.50195312	-36.62109375	31.91894531	15.33203125	-35.78796387	-0.00658955	0.10660044	0.99428010	0.08701710	0.09601319	0.99156922
55	800.97400000	662.31800000	3.98290563	4.02183437	-31.10839844	14.59960938	-36.48437500	32.02636719	15.42968750	-35.98876953	-0.01529590	0.09353174	0.99549884	0.08025856	0.08388671	0.99323797
56	799.78000000	661.25800000	3.97532654	4.01459980	-31.33300781	14.68750000	-36.57409668	31.81152344	15.51757812	-36.13830566	-0.00280533	0.08842381	0.99607903	0.10047050	0.07877450	0.99181664
56	802.05100000	660.53700000	3.93743134	4.01494408	-31.33300781	14.63867188	-36.54846191	31.80664062	15.44921875	-36.12976074	-0.00424763	0.09372272	0.99558932	0.09743667	0.08355231	0.99172837
56	803.17400000	660.84900000	3.93191934	3.99530768	-31.21093750	14.56054688	-36.64245605	31.93847656	15.37109375	-36.01440430	-0.01187394	0.09691982	0.99522138	0.09407730	0.08737324	0.99172348
56	803.11700000	659.52700000	3.91262722	4.00908756	-31.25976562	14.68750000	-36.59118652	31.87500000	15.56640625	-35.96740723	-0.00825424	0.08885353	0.99601054	0.09243328	0.07863104	0.99260932
56	804.83800000	659.49300000	3.93605328	4.00908756	-31.21093750	14.58984375	-36.69372559	31.92871094	15.54687500	-35.90332031	-0.00802600	0.09085871	0.99583149	0.08818411	0.08054245	0.99284267
56	805.72400000	654.44200000	3.92020607	3.92502928	-31.19140625	14.58984375	-36.56982422	31.94335938	15.37109375	-35.72387695	-0.00676084	0.10021129	0.99494320	0.08197233	0.09052451	0.99251497
