eye_tracker,participant_id,trial_number,trial_condition,target_x,target_y,gaze_x,gaze_y,gaze_angle_x,gaze_angle_y,target_angle_x,target_angle_y,pup_diam_l,pup_diam_r
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,894.85,492.85,-0.9796992481203004,-0.7111613876319756,0,0,5.514763012822991,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,894.65,492.7,-0.9827067669172935,-0.7134238310708901,0,0,5.514763012822991,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,894.4,492.5,-0.9864661654135342,-0.7164404223227753,0,0,5.513036141632125,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,894.15,492.35,-0.9902255639097748,-0.718702865761689,0,0,5.511308729356717,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,894.0,492.2,-0.9924812030075187,-0.7209653092006035,0,0,5.511308729356717,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.75,492.15,-0.9962406015037594,-0.721719457013575,0,0,5.509580775487827,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.6,492.15,-0.9984962406015034,-0.721719457013575,0,0,5.507852279515725,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.5,492.2,-1.0,-0.7209653092006035,0,0,5.507852279515725,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.4,492.3,-1.0015037593984966,-0.7194570135746605,0,0,5.509580775487827,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.4,492.35,-1.0015037593984966,-0.718702865761689,0,0,5.509580775487827,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.4,492.4,-1.0015037593984966,-0.7179487179487183,0,0,5.509580775487827,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.4,492.5,-1.0015037593984966,-0.7164404223227753,0,0,5.509580775487827,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.4,492.5,-1.0015037593984966,-0.7164404223227753,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.4,492.55,-1.0015037593984966,-0.7156862745098038,0,0,5.507852279515725,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.4,492.6,-1.0015037593984966,-0.7149321266968323,0,0,5.507852279515725,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.4,492.65,-1.0015037593984966,-0.7141779788838616,0,0,5.507852279515725,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.4,492.7,-1.0015037593984966,-0.7134238310708901,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.4,492.7,-1.0015037593984966,-0.7134238310708901,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.35,493.05,-1.002255639097744,-0.7081447963800903,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.35,493.35,-1.002255639097744,-0.7036199095022622,0,0,5.511308729356717,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.3,493.6,-1.0030075187969931,-0.6998491704374055,0,0,5.513036141632125,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.25,493.9,-1.0037593984962405,-0.6953242835595781,0,0,5.513036141632125,5.800863828736454
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.15,494.1,-1.005263157894737,-0.692307692307692,0,0,5.513036141632125,5.800863828736454
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,893.0,494.2,-1.0075187969924813,-0.6907993966817498,0,0,5.511308729356717,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.9,494.3,-1.0090225563909778,-0.6892911010558068,0,0,5.511308729356717,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.75,494.25,-1.0112781954887218,-0.6900452488687783,0,0,5.511308729356717,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.65,494.15,-1.0127819548872183,-0.6915535444947213,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.6,494.05,-1.0135338345864657,-0.6930618401206635,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.55,493.95,-1.014285714285715,-0.6945701357466065,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.5,493.85,-1.0150375939849625,-0.6960784313725487,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.55,493.9,-1.014285714285715,-0.6953242835595781,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.55,493.95,-1.014285714285715,-0.6945701357466065,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.6,493.95,-1.0135338345864657,-0.6945701357466065,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.6,494.0,-1.0135338345864657,-0.693815987933635,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.6,494.15,-1.0135338345864657,-0.6915535444947213,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.6,494.4,-1.0135338345864657,-0.6877828054298646,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.7,494.75,-1.0120300751879692,-0.6825037707390649,0,0,5.509580775487827,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.7,495.2,-1.0120300751879692,-0.6757164404223229,0,0,5.507852279515725,5.799222152227355
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.75,495.6,-1.0112781954887218,-0.6696832579185518,0,0,5.507852279515725,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.8,495.95,-1.0105263157894744,-0.6644042232277528,0,0,5.507852279515725,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.8,496.2,-1.0105263157894744,-0.6606334841628961,0,0,5.507852279515725,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.8,496.45,-1.0105263157894744,-0.6568627450980394,0,0,5.507852279515725,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.65,496.6,-1.0127819548872183,-0.6546003016591249,0,0,5.507852279515725,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.45,496.55,-1.01578947368421,-0.6553544494720964,0,0,5.506123240929873,5.797580010851595
EyeLink 1000 Plus,914,1,dilated,960.0,540.0,892.3,496.5,-1.0180451127819556,-0.6561085972850679,0,0,5.506123240929873,5.797580010851595
