frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	32.19200000	-1.44400000	-22.76300000	3.30000000	-0.06880000	-0.00730000	0.99760000	-31.34200000	-1.08500000	-23.42200000	3.88000000	-0.02680000	-0.02410000	0.99940000	692.21000000	310.42000000	87.00000000	62.00000000	86.00000000	62.00000000	636.52000000	285.59000000	917.88000000	63.94000000
1	32.19200000	-1.44400000	-22.76200000	3.32000000	-0.07000000	-0.00680000	0.99750000	-31.34200000	-1.08500000	-23.42100000	3.86000000	-0.02620000	-0.02530000	0.99930000	692.67000000	311.50000000	87.00000000	62.00000000	86.00000000	62.00000000	638.04000000	284.95000000	917.03000000	65.54000000
2	32.19200000	-1.44400000	-22.76200000	3.28000000	-0.06960000	-0.00860000	0.99750000	-31.34300000	-1.08500000	-23.42000000	3.94000000	-0.02610000	-0.02290000	0.99940000	692.34000000	310.32000000	87.00000000	62.00000000	86.00000000	62.00000000	637.58000000	287.08000000	917.11000000	62.30000000
3	32.19200000	-1.44500000	-22.76200000	3.34000000	-0.07060000	-0.00600000	0.99750000	-31.34300000	-1.08600000	-23.41900000	3.92000000	-0.03010000	-0.02250000	0.99930000	695.23000000	308.36000000	87.00000000	62.00000000	86.00000000	62.00000000	638.71000000	283.98000000	922.14000000	61.67000000
3	32.19200000	-1.44500000	-22.76200000	3.26000000	-0.07200000	-0.00900000	0.99740000	-31.34300000	-1.08600000	-23.41900000	3.92000000	-0.02910000	-0.02090000	0.99940000	695.41000000	308.89000000	86.00000000	61.00000000	86.00000000	62.00000000	640.31000000	287.55000000	920.97000000	59.45000000
4	32.19200000	-1.44500000	-22.76200000	3.26000000	-0.06700000	-0.00890000	0.99770000	-31.34300000	-1.08600000	-23.41800000	3.94000000	-0.02910000	-0.01970000	0.99940000	692.41000000	306.93000000	86.00000000	61.00000000	86.00000000	62.00000000	634.51000000	287.46000000	921.07000000	57.87000000
5	32.19200000	-1.44500000	-22.76200000	3.28000000	-0.07030000	-0.00440000	0.99750000	-31.34300000	-1.08600000	-23.41700000	3.84000000	-0.02760000	-0.01410000	0.99950000	693.57000000	301.82000000	87.00000000	61.00000000	86.00000000	60.00000000	638.34000000	282.04000000	919.42000000	50.39000000
6	32.19200000	-1.44500000	-22.76100000	3.32000000	-0.06910000	-0.00450000	0.99760000	-31.34400000	-1.08700000	-23.41600000	3.86000000	-0.02780000	-0.01370000	0.99950000	692.93000000	301.32000000	87.00000000	61.00000000	86.00000000	60.00000000	636.94000000	282.20000000	919.67000000	49.86000000
7	32.19200000	-1.44500000	-22.76100000	3.34000000	-0.06900000	-0.00420000	0.99760000	-31.34400000	-1.08700000	-23.41500000	3.88000000	-0.02530000	-0.01580000	0.99960000	691.48000000	303.19000000	88.00000000	62.00000000	88.00000000	62.00000000	636.84000000	281.89000000	916.39000000	52.81000000
8	32.19200000	-1.44500000	-22.76100000	3.32000000	-0.07070000	-0.00550000	0.99750000	-31.34400000	-1.08700000	-23.41400000	3.88000000	-0.02720000	-0.01440000	0.99950000	693.55000000	302.78000000	87.00000000	61.00000000	86.00000000	60.00000000	638.76000000	283.45000000	918.93000000	50.83000000
