timestamp	frame_idx	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_pos_vid_x	gaze_pos_vid_y	gaze_pos_3d_x	gaze_pos_3d_y	gaze_pos_3d_z
-469.72500000	0	-0.00270000	0.07390000	0.99730000	32.27000000	-27.83000000	-27.89000000	3.34000000	0.06630000	0.05850000	0.99610000	-32.91000000	-26.23000000	-27.22000000	3.33000000	945.40800000	507.38400000	28.50000000	32.86000000	874.27000000
-459.70200000	0	-0.00390000	0.06570000	0.99780000	32.32000000	-27.64000000	-27.96000000	3.33000000	0.06790000	0.06650000	0.99550000	-32.89000000	-26.47000000	-27.21000000	3.32000000	945.21600000	507.38400000	28.75000000	32.86000000	875.73000000
-449.71800000	0	-0.00250000	0.07320000	0.99730000	32.28000000	-27.83000000	-27.90000000	3.33000000	0.06660000	0.05850000	0.99610000	-32.91000000	-26.22000000	-27.22000000	3.31000000	945.21600000	507.70800000	28.79000000	32.68000000	876.41000000
-439.72200000	0	-0.00420000	0.06510000	0.99790000	32.32000000	-27.64000000	-27.96000000	3.32000000	0.06780000	0.06590000	0.99550000	-32.89000000	-26.47000000	-27.21000000	3.30000000	945.40800000	508.24800000	28.48000000	32.16000000	873.16000000
-429.73100000	0	-0.00280000	0.07250000	0.99740000	32.28000000	-27.82000000	-27.90000000	3.32000000	0.06670000	0.05820000	0.99610000	-32.91000000	-26.22000000	-27.22000000	3.30000000	945.21600000	508.35600000	28.62000000	32.11000000	874.33000000
-419.73500000	0	-0.00390000	0.06550000	0.99780000	32.32000000	-27.64000000	-27.96000000	3.32000000	0.06750000	0.06600000	0.99550000	-32.89000000	-26.46000000	-27.21000000	3.29000000	945.40800000	507.60000000	28.73000000	32.93000000	881.56000000
-409.75000000	0	-0.00250000	0.07230000	0.99740000	32.28000000	-27.82000000	-27.90000000	3.31000000	0.06640000	0.05890000	0.99610000	-32.91000000	-26.21000000	-27.22000000	3.28000000	945.40800000	507.60000000	28.93000000	33.06000000	885.39000000
-399.75900000	0	-0.00270000	0.06480000	0.99790000	32.32000000	-27.64000000	-27.96000000	3.31000000	0.06800000	0.06530000	0.99550000	-32.89000000	-26.46000000	-27.21000000	3.28000000	944.44800000	508.14000000	29.81000000	32.87000000	890.17000000
-389.76400000	0	-0.00110000	0.07160000	0.99740000	32.28000000	-27.82000000	-27.91000000	3.31000000	0.06740000	0.05810000	0.99600000	-32.90000000	-26.22000000	-27.22000000	3.27000000	943.87200000	508.35600000	30.20000000	32.66000000	889.75000000
-379.77000000	0	-0.00200000	0.06500000	0.99790000	32.32000000	-27.64000000	-27.96000000	3.29000000	0.06890000	0.06460000	0.99550000	-32.88000000	-26.47000000	-27.21000000	3.26000000	943.48800000	508.46400000	30.47000000	32.46000000	887.69000000
-369.78100000	0	-0.00020000	0.07140000	0.99740000	32.29000000	-27.83000000	-27.91000000	3.30000000	0.06800000	0.05770000	0.99600000	-32.90000000	-26.23000000	-27.21000000	3.26000000	943.10400000	508.57200000	30.98000000	32.51000000	892.05000000
-359.78900000	0	-0.00110000	0.06460000	0.99790000	32.33000000	-27.65000000	-27.96000000	3.28000000	0.06960000	0.06390000	0.99550000	-32.88000000	-26.48000000	-27.21000000	3.25000000	942.52800000	509.00400000	31.36000000	32.17000000	891.14000000
-349.79900000	0	0.00070000	0.07120000	0.99750000	32.29000000	-27.84000000	-27.91000000	3.28000000	0.06930000	0.05680000	0.99600000	-32.89000000	-26.23000000	-27.21000000	3.25000000	941.76000000	509.54400000	31.72000000	31.44000000	883.28000000
-339.80300000	0	0.00020000	0.06420000	0.99790000	32.33000000	-27.66000000	-27.96000000	3.27000000	0.07120000	0.06320000	0.99550000	-32.87000000	-26.49000000	-27.20000000	3.24000000	940.80000000	509.76000000	32.49000000	31.41000000	887.08000000
-329.81700000	0	0.00240000	0.07060000	0.99750000	32.29000000	-27.84000000	-27.91000000	3.27000000	0.07040000	0.05660000	0.99590000	-32.89000000	-26.24000000	-27.21000000	3.24000000	940.03200000	509.76000000	33.31000000	31.65000000	893.03000000
-319.82100000	0	0.00210000	0.06380000	0.99800000	32.33000000	-27.67000000	-27.96000000	3.25000000	0.07250000	0.06310000	0.99540000	-32.87000000	-26.50000000	-27.20000000	3.22000000	938.88000000	509.86800000	34.32000000	31.68000000	895.59000000
-309.80000000	0	0.00400000	0.07110000	0.99750000	32.29000000	-27.85000000	-27.91000000	3.26000000	0.07170000	0.05660000	0.99580000	-32.88000000	-26.25000000	-27.20000000	3.22000000	938.30400000	509.32800000	34.74000000	31.99000000	894.70000000
-299.80700000	0	0.00250000	0.06380000	0.99800000	32.33000000	-27.66000000	-27.97000000	3.24000000	0.07280000	0.06550000	0.99520000	-32.87000000	-26.50000000	-27.21000000	3.21000000	938.49600000	508.35600000	34.64000000	32.81000000	895.58000000
-289.81800000	0	0.00380000	0.07170000	0.99740000	32.29000000	-27.84000000	-27.93000000	3.24000000	0.07150000	0.05910000	0.99570000	-32.88000000	-26.25000000	-27.22000000	3.20000000	938.49600000	507.16800000	34.95000000	34.04000000	903.87000000
