frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	32.81500000	2.74700000	-24.66000000	2.60000000	0.01200000	-0.08300000	0.99650000	-34.41800000	2.56400000	-25.09900000	2.80000000	0.06370000	-0.09320000	0.99360000	592.97000000	393.25000000	65.00000000	53.00000000	66.00000000	52.00000000	734.79000000	653.35000000	766.86000000	477.22000000
0	32.81500000	2.74700000	-24.66100000	2.64000000	0.01350000	-0.08370000	0.99640000	-34.41800000	2.56400000	-25.09900000	2.82000000	0.06500000	-0.09340000	0.99350000	591.34000000	393.71000000	65.00000000	53.00000000	66.00000000	52.00000000	733.10000000	654.09000000	765.34000000	477.44000000
1	32.81400000	2.74700000	-24.66100000	2.64000000	0.01400000	-0.08310000	0.99640000	-34.41900000	2.56400000	-25.09900000	2.82000000	0.06380000	-0.09120000	0.99380000	591.70000000	391.55000000	65.00000000	54.00000000	66.00000000	54.00000000	732.45000000	653.34000000	766.75000000	474.83000000
2	32.81400000	2.74700000	-24.66200000	2.66000000	0.01220000	-0.08390000	0.99640000	-34.42000000	2.56300000	-25.09900000	2.82000000	0.06220000	-0.08940000	0.99410000	593.72000000	390.88000000	65.00000000	53.00000000	66.00000000	52.00000000	734.57000000	654.40000000	768.62000000	472.75000000
3	32.81400000	2.74600000	-24.66300000	2.66000000	0.01270000	-0.08430000	0.99640000	-34.42000000	2.56300000	-25.09900000	2.84000000	0.06090000	-0.09040000	0.99400000	594.20000000	391.33000000	66.00000000	54.00000000	68.00000000	54.00000000	733.98000000	654.78000000	770.10000000	473.93000000
4	32.81300000	2.74600000	-24.66300000	2.64000000	0.01410000	-0.08600000	0.99620000	-34.42100000	2.56300000	-25.09900000	2.86000000	0.06010000	-0.09180000	0.99400000	593.91000000	392.73000000	66.00000000	54.00000000	68.00000000	54.00000000	732.34000000	656.75000000	771.07000000	475.65000000
5	32.81300000	2.74600000	-24.66400000	2.64000000	0.01100000	-0.08410000	0.99640000	-34.42100000	2.56300000	-25.09900000	2.84000000	0.05860000	-0.09260000	0.99400000	596.53000000	392.58000000	66.00000000	54.00000000	66.00000000	54.00000000	735.87000000	654.66000000	772.70000000	476.57000000
6	32.81200000	2.74600000	-24.66500000	2.64000000	0.01210000	-0.08340000	0.99640000	-34.42200000	2.56300000	-25.09900000	2.84000000	0.05860000	-0.09100000	0.99410000	595.90000000	390.97000000	66.00000000	54.00000000	66.00000000	54.00000000	734.66000000	653.80000000	772.75000000	474.73000000
6	32.81200000	2.74500000	-24.66500000	2.62000000	0.01160000	-0.08650000	0.99620000	-34.42300000	2.56200000	-25.09900000	2.84000000	0.05790000	-0.09170000	0.99410000	596.62000000	392.97000000	65.00000000	54.00000000	66.00000000	54.00000000	735.15000000	657.49000000	773.57000000	475.50000000
7	32.81100000	2.74500000	-24.66600000	2.62000000	0.01380000	-0.08570000	0.99620000	-34.42300000	2.56200000	-25.09900000	2.86000000	0.05880000	-0.09270000	0.99400000	594.81000000	392.99000000	65.00000000	54.00000000	66.00000000	54.00000000	732.70000000	656.48000000	772.46000000	476.70000000
8	32.81000000	2.74500000	-24.66700000	2.62000000	0.01040000	-0.08460000	0.99640000	-34.42400000	2.56100000	-25.09900000	2.82000000	0.05940000	-0.09140000	0.99400000	596.47000000	392.30000000	64.00000000	53.00000000	66.00000000	52.00000000	736.59000000	655.26000000	771.90000000	475.15000000
8	32.81000000	2.74500000	-24.66800000	2.60000000	0.01310000	-0.08480000	0.99630000	-34.42500000	2.56100000	-25.09900000	2.84000000	0.05880000	-0.09300000	0.99390000	595.22000000	392.79000000	64.00000000	54.00000000	66.00000000	54.00000000	733.47000000	655.40000000	772.50000000	476.99000000
9	32.80900000	2.74400000	-24.66800000	2.62000000	0.01200000	-0.08350000	0.99640000	-34.42600000	2.56000000	-25.09900000	2.84000000	0.05820000	-0.09240000	0.99400000	596.22000000	391.84000000	64.00000000	54.00000000	66.00000000	54.00000000	734.75000000	653.89000000	773.23000000	476.33000000
