frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	33.17500000	-1.40500000	-19.95400000	2.66000000	-0.00870000	-0.17510000	0.98450000	-31.38300000	0.74500000	-22.11900000	2.70000000	0.03340000	-0.16410000	0.98590000	621.70000000	489.21000000	70.00000000	58.00000000	66.00000000	56.00000000	633.68000000	429.14000000	656.76000000	399.48000000
1	33.17500000	-1.40500000	-19.95500000	2.62000000	-0.00770000	-0.17350000	0.98480000	-31.38300000	0.74500000	-22.11900000	2.72000000	0.03430000	-0.16490000	0.98570000	620.63000000	488.42000000	69.00000000	57.00000000	66.00000000	56.00000000	632.54000000	427.29000000	655.67000000	400.52000000
2	33.17500000	-1.40500000	-19.95500000	2.66000000	-0.00900000	-0.17490000	0.98450000	-31.38300000	0.74500000	-22.11900000	2.72000000	0.03360000	-0.16410000	0.98590000	621.73000000	489.26000000	70.00000000	58.00000000	66.00000000	56.00000000	634.09000000	428.92000000	656.43000000	399.52000000
2	33.17500000	-1.40500000	-19.95500000	2.62000000	-0.00930000	-0.17340000	0.98480000	-31.38400000	0.74500000	-22.11900000	2.68000000	0.03280000	-0.16250000	0.98620000	622.37000000	487.30000000	70.00000000	57.00000000	66.00000000	56.00000000	634.41000000	427.17000000	657.39000000	397.62000000
3	33.17500000	-1.40500000	-19.95600000	2.66000000	-0.01100000	-0.17500000	0.98450000	-31.38400000	0.74500000	-22.11900000	2.70000000	0.03360000	-0.16550000	0.98570000	622.90000000	490.43000000	70.00000000	57.00000000	66.00000000	54.00000000	636.43000000	428.97000000	656.49000000	401.12000000
4	33.17500000	-1.40500000	-19.95600000	2.66000000	-0.01110000	-0.17400000	0.98470000	-31.38400000	0.74500000	-22.11900000	2.70000000	0.03350000	-0.16550000	0.98570000	623.00000000	489.75000000	70.00000000	57.00000000	66.00000000	54.00000000	636.48000000	427.87000000	656.61000000	401.14000000
5	33.17500000	-1.40400000	-19.95600000	2.64000000	-0.01010000	-0.17390000	0.98470000	-31.38400000	0.74500000	-22.11900000	2.70000000	0.03330000	-0.16620000	0.98550000	622.51000000	489.66000000	70.00000000	57.00000000	66.00000000	54.00000000	635.29000000	427.69000000	656.75000000	402.04000000
6	33.17500000	-1.40400000	-19.95600000	2.66000000	-0.00970000	-0.17410000	0.98470000	-31.38500000	0.74500000	-22.11900000	2.70000000	0.03460000	-0.16520000	0.98570000	621.53000000	489.63000000	70.00000000	57.00000000	66.00000000	54.00000000	634.83000000	428.02000000	655.30000000	400.80000000
7	33.17500000	-1.40400000	-19.95700000	2.66000000	-0.00870000	-0.17230000	0.98500000	-31.38500000	0.74600000	-22.11900000	2.70000000	0.03460000	-0.16580000	0.98560000	620.96000000	488.35000000	70.00000000	57.00000000	66.00000000	54.00000000	633.63000000	425.90000000	655.25000000	401.52000000
7	33.17500000	-1.40400000	-19.95700000	2.64000000	-0.00780000	-0.17390000	0.98470000	-31.38500000	0.74600000	-22.11800000	2.66000000	0.03580000	-0.16740000	0.98520000	619.78000000	490.31000000	69.00000000	57.00000000	66.00000000	54.00000000	632.66000000	427.72000000	653.85000000	403.40000000
8	33.17600000	-1.40400000	-19.95700000	2.64000000	-0.00770000	-0.17230000	0.98500000	-31.38500000	0.74600000	-22.11800000	2.72000000	0.03490000	-0.16610000	0.98550000	620.29000000	488.26000000	70.00000000	56.00000000	66.00000000	54.00000000	632.56000000	425.80000000	654.93000000	401.88000000
9	33.17600000	-1.40400000	-19.95800000	2.66000000	-0.00900000	-0.17470000	0.98460000	-31.38600000	0.74600000	-22.11800000	2.72000000	0.03480000	-0.16490000	0.98570000	621.04000000	489.81000000	70.00000000	58.00000000	66.00000000	56.00000000	634.09000000	428.71000000	655.06000000	400.47000000
10	33.17600000	-1.40400000	-19.95800000	2.66000000	-0.00990000	-0.17490000	0.98450000	-31.38600000	0.74600000	-22.11800000	2.72000000	0.03430000	-0.16630000	0.98550000	621.82000000	490.70000000	70.00000000	57.00000000	66.00000000	54.00000000	635.08000000	428.94000000	655.62000000	402.16000000
11	33.17600000	-1.40300000	-19.95800000	2.70000000	-0.01170000	-0.17350000	0.98480000	-31.38700000	0.74600000	-22.11800000	2.70000000	0.03330000	-0.16530000	0.98570000	623.43000000	489.41000000	70.00000000	57.00000000	66.00000000	54.00000000	637.15000000	427.23000000	656.83000000	401.00000000
11	33.17600000	-1.40300000	-19.95800000	2.72000000	-0.01030000	-0.17470000	0.98460000	-31.38700000	0.74600000	-22.11800000	2.72000000	0.03320000	-0.16540000	0.98570000	622.76000000	489.90000000	70.00000000	58.00000000	66.00000000	56.00000000	635.61000000	428.70000000	656.99000000	401.01000000
13	33.17600000	-1.40300000	-19.95900000	2.70000000	-0.00970000	-0.17520000	0.98450000	-31.38700000	0.74600000	-22.11800000	2.74000000	0.03270000	-0.16730000	0.98540000	622.69000000	490.82000000	71.00000000	57.00000000	68.00000000	54.00000000	634.82000000	429.26000000	657.53000000	403.35000000
13	33.17600000	-1.40300000	-19.95900000	2.68000000	-0.00980000	-0.17440000	0.98460000	-31.38700000	0.74600000	-22.11800000	2.76000000	0.03390000	-0.16590000	0.98560000	622.05000000	489.99000000	71.00000000	57.00000000	68.00000000	54.00000000	635.02000000	428.32000000	656.13000000	401.68000000
14	33.17600000	-1.40300000	-19.95900000	2.76000000	-0.00810000	-0.17390000	0.98470000	-31.38800000	0.74600000	-22.11800000	2.82000000	0.03320000	-0.16640000	0.98550000	621.48000000	489.17000000	73.00000000	58.00000000	70.00000000	56.00000000	632.98000000	427.76000000	656.88000000	402.24000000
15	33.17600000	-1.40300000	-19.95900000	2.74000000	-0.00830000	-0.17440000	0.98470000	-31.38800000	0.74600000	-22.11800000	2.84000000	0.03420000	-0.17030000	0.98480000	621.07000000	491.75000000	72.00000000	59.00000000	70.00000000	58.00000000	633.27000000	428.26000000	655.73000000	406.83000000
16	33.17600000	-1.40200000	-19.96000000	2.78000000	-0.00830000	-0.17410000	0.98470000	-31.38800000	0.74600000	-22.11800000	2.80000000	0.03370000	-0.16840000	0.98510000	621.32000000	490.45000000	74.00000000	58.00000000	70.00000000	56.00000000	633.20000000	427.94000000	656.33000000	404.62000000
16	33.17600000	-1.40200000	-19.96000000	2.78000000	-0.00830000	-0.17650000	0.98430000	-31.38800000	0.74600000	-22.11800000	2.86000000	0.03300000	-0.16900000	0.98510000	621.75000000	492.15000000	74.00000000	60.00000000	70.00000000	58.00000000	633.20000000	430.77000000	657.19000000	405.25000000
17	33.17600000	-1.40200000	-19.96000000	2.82000000	-0.00780000	-0.17650000	0.98430000	-31.38900000	0.74600000	-22.11800000	2.86000000	0.03300000	-0.16970000	0.98500000	621.50000000	492.33000000	74.00000000	61.00000000	70.00000000	58.00000000	632.65000000	430.74000000	657.18000000	406.08000000
18	33.17600000	-1.40200000	-19.96000000	2.80000000	-0.00860000	-0.17710000	0.98420000	-31.38900000	0.74600000	-22.11800000	2.82000000	0.03290000	-0.17200000	0.98460000	622.02000000	494.12000000	74.00000000	60.00000000	70.00000000	58.00000000	633.60000000	431.46000000	657.26000000	408.85000000
19	33.17600000	-1.40200000	-19.96100000	2.82000000	-0.00890000	-0.17810000	0.98400000	-31.38900000	0.74600000	-22.11800000	2.90000000	0.03230000	-0.16870000	0.98510000	622.46000000	493.21000000	75.00000000	61.00000000	72.00000000	58.00000000	633.90000000	432.67000000	657.96000000	405.00000000
19	33.17600000	-1.40200000	-19.96100000	2.80000000	-0.00800000	-0.17650000	0.98430000	-31.38900000	0.74600000	-22.11800000	2.82000000	0.03290000	-0.17520000	0.98400000	621.70000000	495.27000000	74.00000000	60.00000000	70.00000000	56.00000000	632.93000000	430.72000000	657.19000000	412.65000000
20	33.17600000	-1.40100000	-19.96100000	2.80000000	-0.00780000	-0.17790000	0.98400000	-31.39000000	0.74600000	-22.11800000	2.84000000	0.03350000	-0.17310000	0.98430000	621.22000000	495.21000000	74.00000000	60.00000000	70.00000000	58.00000000	632.68000000	432.48000000	656.55000000	410.16000000
21	33.17600000	-1.40100000	-19.96100000	2.78000000	-0.00770000	-0.17510000	0.98450000	-31.39000000	0.74600000	-22.11800000	2.84000000	0.03390000	-0.17050000	0.98480000	620.85000000	492.06000000	74.00000000	59.00000000	70.00000000	58.00000000	632.47000000	429.16000000	656.05000000	407.03000000
22	33.17600000	-1.40100000	-19.96200000	2.78000000	-0.00620000	-0.17610000	0.98440000	-31.39000000	0.74600000	-22.11800000	2.84000000	0.03490000	-0.17130000	0.98460000	619.47000000	493.03000000	74.00000000	60.00000000	70.00000000	58.00000000	630.81000000	430.35000000	654.88000000	408.01000000
23	33.17600000	-1.40100000	-19.96200000	2.78000000	-0.00770000	-0.17570000	0.98440000	-31.39100000	0.74600000	-22.11800000	2.82000000	0.03320000	-0.17030000	0.98480000	621.29000000	492.16000000	74.00000000	60.00000000	70.00000000	58.00000000	632.56000000	429.85000000	656.84000000	406.78000000
24	33.17600000	-1.40100000	-19.96200000	2.76000000	-0.00800000	-0.17490000	0.98460000	-31.39100000	0.74600000	-22.11800000	2.80000000	0.03370000	-0.16810000	0.98520000	621.17000000	490.72000000	72.00000000	59.00000000	70.00000000	58.00000000	632.83000000	428.84000000	656.38000000	404.27000000
25	33.17600000	-1.40000000	-19.96200000	2.74000000	-0.00970000	-0.17470000	0.98460000	-31.39100000	0.74600000	-22.11800000	2.80000000	0.03400000	-0.16820000	0.98520000	621.90000000	491.25000000	72.00000000	59.00000000	70.00000000	58.00000000	634.81000000	428.69000000	655.97000000	404.31000000
25	33.17600000	-1.40000000	-19.96300000	2.74000000	-0.00850000	-0.17500000	0.98450000	-31.39100000	0.74600000	-22.11800000	2.80000000	0.03510000	-0.16730000	0.98530000	620.59000000	491.02000000	72.00000000	58.00000000	70.00000000	56.00000000	633.49000000	428.96000000	654.67000000	403.35000000
