frame_idx	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	pup_diam_l	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	pup_diam_r	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l_px_x	pup_diam_l_px_y	pup_diam_r_px_x	pup_diam_r_px_y	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]
0	31.98800000	1.47300000	-28.22400000	2.42000000	0.01060000	-0.03650000	0.99930000	-28.78500000	3.16600000	-27.96200000	2.32000000	0.05040000	-0.04020000	0.99790000	599.35000000	333.14000000	51.00000000	39.00000000	48.00000000	36.00000000	574.61000000	357.43000000	614.60000000	287.69000000
1	31.98800000	1.47300000	-28.22400000	2.42000000	0.01270000	-0.03780000	0.99920000	-28.78500000	3.16600000	-27.96100000	2.34000000	0.05060000	-0.04400000	0.99780000	598.07000000	335.91000000	50.00000000	40.00000000	48.00000000	38.00000000	572.13000000	359.00000000	614.37000000	292.21000000
2	31.98800000	1.47300000	-28.22400000	2.44000000	0.01270000	-0.03450000	0.99930000	-28.78500000	3.16600000	-27.96100000	2.36000000	0.05060000	-0.04500000	0.99770000	597.97000000	334.91000000	51.00000000	41.00000000	48.00000000	38.00000000	572.07000000	355.13000000	614.40000000	293.43000000
3	31.98800000	1.47300000	-28.22400000	2.44000000	0.01160000	-0.03530000	0.99930000	-28.78600000	3.16600000	-27.96100000	2.34000000	0.05010000	-0.04550000	0.99770000	598.92000000	335.73000000	51.00000000	41.00000000	48.00000000	38.00000000	573.39000000	356.05000000	615.03000000	294.01000000
3	31.98800000	1.47300000	-28.22400000	2.46000000	0.01250000	-0.03410000	0.99930000	-28.78600000	3.16600000	-27.96100000	2.34000000	0.05100000	-0.04560000	0.99770000	597.87000000	335.27000000	51.00000000	41.00000000	48.00000000	38.00000000	572.38000000	354.72000000	613.99000000	294.14000000
4	31.98800000	1.47300000	-28.22400000	2.48000000	0.01190000	-0.03460000	0.99930000	-28.78600000	3.16600000	-27.96000000	2.36000000	0.04990000	-0.04440000	0.99780000	598.90000000	334.52000000	52.00000000	41.00000000	48.00000000	38.00000000	573.02000000	355.23000000	615.28000000	292.67000000
5	31.98800000	1.47300000	-28.22400000	2.54000000	0.01330000	-0.03680000	0.99920000	-28.78600000	3.16600000	-27.96000000	2.38000000	0.05050000	-0.04720000	0.99760000	597.75000000	337.41000000	52.00000000	42.00000000	48.00000000	38.00000000	571.42000000	357.80000000	614.54000000	296.04000000
6	31.98800000	1.47300000	-28.22400000	2.56000000	0.01190000	-0.03700000	0.99930000	-28.78600000	3.16600000	-27.96000000	2.36000000	0.05060000	-0.04540000	0.99770000	598.51000000	336.56000000	52.00000000	42.00000000	48.00000000	38.00000000	573.09000000	358.02000000	614.45000000	293.91000000
6	31.98800000	1.47300000	-28.22400000	2.56000000	0.01450000	-0.03840000	0.99920000	-28.78600000	3.16600000	-27.95900000	2.36000000	0.05100000	-0.04620000	0.99760000	596.88000000	337.39000000	52.00000000	42.00000000	48.00000000	38.00000000	570.02000000	359.77000000	613.98000000	294.78000000
7	31.98800000	1.47300000	-28.22400000	2.58000000	0.01540000	-0.03740000	0.99920000	-28.78600000	3.16600000	-27.95900000	2.36000000	0.05030000	-0.04570000	0.99770000	596.83000000	336.25000000	52.00000000	42.00000000	48.00000000	38.00000000	568.98000000	358.62000000	614.79000000	294.17000000
8	31.98800000	1.47300000	-28.22400000	2.60000000	0.01320000	-0.03750000	0.99920000	-28.78600000	3.16600000	-27.95900000	2.38000000	0.04950000	-0.04470000	0.99780000	598.55000000	335.88000000	52.00000000	42.00000000	48.00000000	38.00000000	571.54000000	358.66000000	615.77000000	293.03000000
