frame,distance_from_width,distance_from_height,distance_average
1974,898.6843510241971,895.5125797102047,897.0984653672009
1974,898.6843510241971,895.5125797102047,897.0984653672009
1974,898.6843510241971,895.5125797102047,897.0984653672009
1974,898.6843510241971,895.5125797102047,897.0984653672009
1974,898.6843510241971,895.5125797102047,897.0984653672009
1974,898.6843510241971,895.5125797102047,897.0984653672009
1974,898.6843510241971,895.5125797102047,897.0984653672009
1974,898.6843510241971,895.5125797102047,897.0984653672009
1975,898.6843510241971,895.512579710205,897.098465367201
1975,898.6843510241971,895.512579710205,897.098465367201
1975,898.6843510241971,895.512579710205,897.098465367201
1975,898.6843510241971,895.512579710205,897.098465367201
1975,898.6843510241971,895.512579710205,897.098465367201
1975,898.6843510241971,895.512579710205,897.098465367201
1975,898.6843510241971,895.512579710205,897.098465367201
1975,898.6843510241971,895.512579710205,897.098465367201
1975,898.6843510241971,895.512579710205,897.098465367201
1976,898.6843510241971,895.512579710205,897.098465367201
1976,898.6843510241971,895.512579710205,897.098465367201
1976,898.6843510241971,895.512579710205,897.098465367201
1976,898.6843510241971,895.512579710205,897.098465367201
1976,898.6843510241971,895.512579710205,897.098465367201
1976,898.6843510241971,895.512579710205,897.098465367201
1976,898.6843510241971,895.512579710205,897.098465367201
1976,898.6843510241971,895.512579710205,897.098465367201
1977,898.7571839127098,895.9014100212304,897.3292969669701
1977,898.7571839127098,895.9014100212304,897.3292969669701
1977,898.7571839127098,895.9014100212304,897.3292969669701
1977,898.7571839127098,895.9014100212304,897.3292969669701
1977,898.7571839127098,895.9014100212304,897.3292969669701
1977,898.7571839127098,895.9014100212304,897.3292969669701
1977,898.7571839127098,895.9014100212304,897.3292969669701
1977,898.7571839127098,895.9014100212304,897.3292969669701
1978,898.6843510241971,895.512579710205,897.098465367201
1978,898.6843510241971,895.512579710205,897.098465367201
1978,898.6843510241971,895.512579710205,897.098465367201
1978,898.6843510241971,895.512579710205,897.098465367201
1978,898.6843510241971,895.512579710205,897.098465367201
1978,898.6843510241971,895.512579710205,897.098465367201
1978,898.6843510241971,895.512579710205,897.098465367201
1978,898.6843510241971,895.512579710205,897.098465367201
1978,898.6843510241971,895.512579710205,897.098465367201
1979,408.5617663812372,215.73414614271874,312.147956261978
1979,408.5617663812372,215.73414614271874,312.147956261978
1979,408.5617663812372,215.73414614271874,312.147956261978
1979,408.5617663812372,215.73414614271874,312.147956261978
1979,408.5617663812372,215.73414614271874,312.147956261978
1979,408.5617663812372,215.73414614271874,312.147956261978
1979,408.5617663812372,215.73414614271874,312.147956261978
1979,408.5617663812372,215.73414614271874,312.147956261978
1980,393.2047185536909,204.67051824264152,298.9376183981662
1980,393.2047185536909,204.67051824264152,298.9376183981662
1980,393.2047185536909,204.67051824264152,298.9376183981662
1980,393.2047185536909,204.67051824264152,298.9376183981662
1980,393.2047185536909,204.67051824264152,298.9376183981662
1980,393.2047185536909,204.67051824264152,298.9376183981662
1980,393.2047185536909,204.67051824264152,298.9376183981662
1980,393.2047185536909,204.67051824264152,298.9376183981662
1981,364.7668727705488,215.44370546960857,290.1052891200787
1981,364.7668727705488,215.44370546960857,290.1052891200787
1981,364.7668727705488,215.44370546960857,290.1052891200787
1981,364.7668727705488,215.44370546960857,290.1052891200787
1981,364.7668727705488,215.44370546960857,290.1052891200787
1981,364.7668727705488,215.44370546960857,290.1052891200787
1981,364.7668727705488,215.44370546960857,290.1052891200787
1981,364.7668727705488,215.44370546960857,290.1052891200787
1982,389.31179483764316,203.3467899281198,296.3292923828815
1982,389.31179483764316,203.3467899281198,296.3292923828815
1982,389.31179483764316,203.3467899281198,296.3292923828815
1982,389.31179483764316,203.3467899281198,296.3292923828815
1982,389.31179483764316,203.3467899281198,296.3292923828815
1982,389.31179483764316,203.3467899281198,296.3292923828815
1982,389.31179483764316,203.3467899281198,296.3292923828815
1982,389.31179483764316,203.3467899281198,296.3292923828815
