eye_tracker,participant_id,trial_number,trial_condition,target_x,target_y,gaze_x,gaze_y,gaze_angle_x,gaze_angle_y,target_angle_x,target_angle_y,pup_diam_l,pup_diam_r
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,902.2,436.3,-0.8678678678678673,-1.5664652567975828,0,0,7.1119456885535985,6.540022945445778
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,902.25,436.45,-0.8671171171171171,-1.5641993957703928,0,0,7.110606717311653,6.540022945445778
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,902.3,436.55,-0.8663663663663671,-1.5626888217522656,0,0,7.109267493885649,6.540022945445778
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,902.25,436.6,-0.8671171171171171,-1.561933534743202,0,0,7.107928018133037,6.540022945445778
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,902.25,436.7,-0.8671171171171171,-1.5604229607250757,0,0,7.106588289911142,6.540022945445778
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,902.2,436.75,-0.8678678678678673,-1.559667673716012,0,0,7.105248309077148,6.540022945445778
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,902.4,436.7,-0.8648648648648652,-1.5604229607250757,0,0,7.105248309077148,6.540022945445778
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,902.5,436.7,-0.8633633633633634,-1.5604229607250757,0,0,7.1039080754881105,6.538566856605412
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,902.65,437.0,-0.8611111111111115,-1.555891238670695,0,0,7.1039080754881105,6.538566856605412
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,902.85,437.35,-0.8581081081081079,-1.5506042296072504,0,0,7.1039080754881105,6.538566856605412
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.05,437.65,-0.8551051051051058,-1.5460725075528703,0,0,7.1039080754881105,6.538566856605412
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.35,437.9,-0.8506006006006004,-1.5422960725075532,0,0,7.1039080754881105,6.537110443432961
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.6,438.25,-0.8468468468468465,-1.5370090634441087,0,0,7.102567589000946,6.537110443432961
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.75,438.55,-0.8445945945945946,-1.532477341389728,0,0,7.102567589000946,6.537110443432961
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.0,438.8,-0.8408408408408409,-1.5287009063444106,0,0,7.101226849472436,6.537110443432961
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.2,438.7,-0.8378378378378373,-1.530211480362538,0,0,7.101226849472436,6.535653705711603
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,438.6,-0.8370870870870871,-1.5317220543806642,0,0,7.101226849472436,6.535653705711603
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,438.5,-0.8370870870870871,-1.5332326283987914,0,0,7.101226849472436,6.53419664322427
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,438.4,-0.8370870870870871,-1.5347432024169188,0,0,7.102567589000946,6.53419664322427
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,438.25,-0.8370870870870871,-1.5370090634441087,0,0,7.102567589000946,6.53419664322427
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,438.1,-0.8370870870870871,-1.5392749244712987,0,0,7.1039080754881105,6.53419664322427
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.15,438.05,-0.838588588588589,-1.5400302114803623,0,0,7.1039080754881105,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.15,437.9,-0.838588588588589,-1.5422960725075532,0,0,7.1039080754881105,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.1,437.8,-0.839339339339339,-1.5438066465256794,0,0,7.1039080754881105,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.2,437.7,-0.8378378378378373,-1.5453172205438068,0,0,7.1039080754881105,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,437.6,-0.8370870870870871,-1.546827794561933,0,0,7.102567589000946,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.3,437.55,-0.8363363363363371,-1.5475830815709968,0,0,7.102567589000946,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.4,437.55,-0.8348348348348352,-1.5475830815709968,0,0,7.101226849472436,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.4,437.65,-0.8348348348348352,-1.5460725075528703,0,0,7.099885856759229,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.4,437.7,-0.8348348348348352,-1.5453172205438068,0,0,7.098544610717837,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.35,437.7,-0.8355855855855853,-1.5453172205438068,0,0,7.097203111204636,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.3,437.65,-0.8363363363363371,-1.5460725075528703,0,0,7.097203111204636,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,437.55,-0.8370870870870871,-1.5475830815709968,0,0,7.095861358075867,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,437.35,-0.8370870870870871,-1.5506042296072504,0,0,7.095861358075867,6.532739255753656
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.2,437.25,-0.8378378378378373,-1.5521148036253776,0,0,7.095861358075867,6.531281543082211
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,436.9,-0.8370870870870871,-1.557401812688822,0,0,7.095861358075867,6.531281543082211
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.3,436.6,-0.8363363363363371,-1.561933534743202,0,0,7.097203111204636,6.531281543082211
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.4,436.25,-0.8348348348348352,-1.5672205438066464,0,0,7.095861358075867,6.529823504992143
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.45,436.0,-0.8340840840840835,-1.5709969788519638,0,0,7.094519351187633,6.528365141265414
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.55,435.75,-0.8325825825825833,-1.5747734138972809,0,0,7.093177090395905,6.528365141265414
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.55,435.55,-0.8325825825825833,-1.5777945619335345,0,0,7.091834575556513,6.526906451683746
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.55,435.3,-0.8325825825825833,-1.5815709969788516,0,0,7.091834575556513,6.526906451683746
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.6,435.15,-0.8318318318318315,-1.5838368580060427,0,0,7.090491806525154,6.526906451683746
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.55,435.0,-0.8325825825825833,-1.5861027190332326,0,0,7.089148783157387,6.526906451683746
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.6,434.85,-0.8318318318318315,-1.5883685800604226,0,0,7.089148783157387,6.526906451683746
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.5,434.65,-0.8333333333333334,-1.5913897280966771,0,0,7.090491806525154,6.526906451683746
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.45,434.3,-0.8340840840840835,-1.5966767371601207,0,0,7.090491806525154,6.528365141265414
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.4,434.0,-0.8348348348348352,-1.6012084592145015,0,0,7.090491806525154,6.528365141265414
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.35,433.85,-0.8355855855855853,-1.6034743202416915,0,0,7.090491806525154,6.528365141265414
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.35,433.8,-0.8355855855855853,-1.6042296072507551,0,0,7.090491806525154,6.528365141265414
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.35,433.95,-0.8355855855855853,-1.601963746223565,0,0,7.089148783157387,6.528365141265414
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.45,434.05,-0.8340840840840835,-1.6004531722054378,0,0,7.0878055053086335,6.528365141265414
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.45,434.2,-0.8340840840840835,-1.5981873111782479,0,0,7.0878055053086335,6.528365141265414
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.5,434.5,-0.8333333333333334,-1.593655589123867,0,0,7.086461972834179,6.528365141265414
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.55,434.8,-0.8325825825825833,-1.5891238670694863,0,0,7.085118185589172,6.528365141265414
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.55,434.9,-0.8325825825825833,-1.5876132930513598,0,0,7.085118185589172,6.526906451683746
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.55,434.7,-0.8325825825825833,-1.5906344410876134,0,0,7.085118185589172,6.526906451683746
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.55,434.45,-0.8325825825825833,-1.5944108761329305,0,0,7.085118185589172,6.525447436028614
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.45,434.2,-0.8340840840840835,-1.5981873111782479,0,0,7.086461972834179,6.525447436028614
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.4,434.05,-0.8348348348348352,-1.6004531722054378,0,0,7.086461972834179,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.3,433.95,-0.8363363363363371,-1.601963746223565,0,0,7.086461972834179,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.35,434.0,-0.8355855855855853,-1.6012084592145015,0,0,7.086461972834179,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.35,434.2,-0.8355855855855853,-1.5981873111782479,0,0,7.086461972834179,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.3,434.7,-0.8363363363363371,-1.5906344410876134,0,0,7.085118185589172,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,435.05,-0.8370870870870871,-1.585347432024169,0,0,7.085118185589172,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,435.4,-0.8370870870870871,-1.5800604229607254,0,0,7.083774143428623,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.25,435.65,-0.8370870870870871,-1.576283987915408,0,0,7.082429846207404,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.2,435.8,-0.8378378378378373,-1.5740181268882172,0,0,7.0810852937802515,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.15,435.95,-0.838588588588589,-1.5717522658610272,0,0,7.079740486001762,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,904.05,436.25,-0.8400900900900908,-1.5672205438066464,0,0,7.078395422726395,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.95,436.5,-0.841591591591591,-1.5634441087613293,0,0,7.079740486001762,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.95,436.8,-0.841591591591591,-1.5589123867069483,0,0,7.0810852937802515,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.95,437.0,-0.841591591591591,-1.555891238670695,0,0,7.082429846207404,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.9,437.25,-0.8423423423423427,-1.5521148036253776,0,0,7.083774143428623,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.9,437.45,-0.8423423423423427,-1.549093655589124,0,0,7.085118185589172,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.9,437.65,-0.8423423423423427,-1.5460725075528703,0,0,7.0878055053086335,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.8,437.4,-0.8438438438438446,-1.5498489425981876,0,0,7.0878055053086335,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.8,437.15,-0.8438438438438446,-1.5536253776435047,0,0,7.0878055053086335,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.7,436.9,-0.8453453453453448,-1.557401812688822,0,0,7.086461972834179,6.523988094081252
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.6,436.7,-0.8468468468468465,-1.5604229607250757,0,0,7.085118185589172,6.525447436028614
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.55,436.5,-0.8475975975975983,-1.5634441087613293,0,0,7.085118185589172,6.525447436028614
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.5,436.3,-0.8483483483483484,-1.5664652567975828,0,0,7.083774143428623,6.525447436028614
EyeLink 1000 Plus,375,1,dilated,960.0,540.0,903.45,436.0,-0.8490990990990985,-1.5709969788519638,0,0,7.083774143428623,6.526906451683746
