frame_idx	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l	pup_diam_r	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z
31	775.34100000	593.48900000	5.38179159	4.92684937	-30.49082947	11.96265411	-36.36272430	32.40073776	11.93487167	-36.37280273	0.16294928	0.05277370	0.98522204	-0.22569095	0.02761045	0.97380763
32	775.59600000	591.79800000	5.37821579	4.93162251	-30.49265289	11.97614288	-36.34344482	32.39562225	11.93746567	-36.39285660	0.16434245	0.05242954	0.98500901	-0.22482532	0.02741954	0.97401327
32	775.87900000	591.89600000	5.38397884	4.94214869	-30.47531128	12.01199341	-36.35316849	32.41246414	11.97055054	-36.42015076	0.16287577	0.04885333	0.98543638	-0.22551867	0.02404478	0.97394210
32	776.28700000	592.95500000	5.39555454	4.93518686	-30.46041870	11.98009872	-36.41382217	32.43032837	11.93498230	-36.43989563	0.15834506	0.05024910	0.98610443	-0.22623909	0.02542420	0.97373998
32	774.84300000	594.07700000	5.39179802	4.93804979	-30.44168854	11.92121506	-36.41490555	32.45121384	11.88186264	-36.44141006	0.15657693	0.05532855	0.98611486	-0.22641872	0.03091982	0.97353917
32	776.15000000	595.02400000	5.38630915	4.95132446	-30.44864655	12.00279999	-36.42615509	32.44151688	11.93553925	-36.46420670	0.15804918	0.05020458	0.98615414	-0.22530182	0.02553467	0.97395438
32	783.68400000	593.67700000	5.36302376	4.97669601	-30.45140839	11.98513031	-36.34527969	32.44448853	12.00253296	-36.44866180	0.16939053	0.05174871	0.98418951	-0.21973783	0.02717609	0.97518039
32	777.70900000	595.44300000	5.38016462	4.93120623	-30.45654678	12.05992889	-36.40097046	32.43379974	12.02326202	-36.37720108	0.15866585	0.04657082	0.98623341	-0.22984661	0.02170364	0.97298485
32	777.10300000	595.10900000	5.39112329	4.93501472	-30.44630432	12.00999451	-36.44957352	32.44524765	11.98941803	-36.41647339	0.15686032	0.04818095	0.98644483	-0.22872891	0.02343650	0.97320801
32	776.99100000	595.27100000	5.38960600	4.93573570	-30.44645691	12.00118256	-36.45333862	32.44499207	11.97692490	-36.42807388	0.15665053	0.04858448	0.98645842	-0.22839966	0.02377770	0.97327703
33	777.46900000	595.53400000	5.39741611	4.93884468	-30.46945572	12.03695297	-36.44036484	32.41918945	11.99404907	-36.41452789	0.15811926	0.04693377	0.98630399	-0.22703472	0.02236640	0.97362983
33	785.23300000	594.34800000	5.37309313	4.97951174	-30.48188019	11.94039154	-36.38806152	32.40795898	11.93624496	-36.46512604	0.16990115	0.05486815	0.98393250	-0.21590415	0.03016999	0.97594839
33	777.69900000	594.57700000	5.39868402	4.95609426	-30.45401764	12.03810883	-36.44112015	32.43394470	11.98915482	-36.42998886	0.15915570	0.04714203	0.98612732	-0.22516860	0.02256269	0.97405857
35	778.00200000	595.08100000	5.39365196	4.95591354	-30.45410156	12.02164459	-36.42552948	32.43570709	11.98623657	-36.43063354	0.16082713	0.04869080	0.98578084	-0.22522488	0.02402869	0.97401047
35	786.80900000	594.64000000	5.36645794	5.00301647	-30.46547699	12.02155304	-36.35141754	32.42538071	11.96138000	-36.47996521	0.17233290	0.05081570	0.98372716	-0.21584001	0.02617699	0.97607785
35	799.44700000	601.37100000	5.40738583	5.00176620	-30.54496384	12.06127930	-36.23480606	32.34488678	12.11308289	-36.24168777	0.19208983	0.04873795	0.98016638	-0.20594440	0.02471322	0.97825158
35	799.76700000	601.05400000	5.40749121	5.02232456	-30.54985809	12.08694077	-36.25571442	32.34115982	12.13306427	-36.26816559	0.19103679	0.04609080	0.98050022	-0.20457788	0.02224412	0.97859752
35	799.54000000	602.26600000	5.40217781	5.02664137	-30.56186295	12.05511475	-36.23820496	32.32616806	12.07625580	-36.29523087	0.19265622	0.04954403	0.98001480	-0.20252888	0.02551191	0.97894394
35	799.20400000	600.83100000	5.40318584	5.02213812	-30.56354523	12.07386017	-36.22840118	32.32388306	12.12363815	-36.26955414	0.19206458	0.04766810	0.98022395	-0.20371221	0.02349597	0.97874886
35	798.38600000	603.37700000	5.39499187	5.02593899	-30.52104950	12.07367706	-36.22460175	32.37014771	12.13022614	-36.26733398	0.18978946	0.04808772	0.98064655	-0.20612802	0.02405050	0.97822946
35	797.96900000	602.93100000	5.40963030	5.03128290	-30.54055023	12.08603287	-36.24888992	32.34959793	12.13209534	-36.26707840	0.19091819	0.04853792	0.98040521	-0.20444125	0.02463552	0.97856879
35	795.45700000	601.69300000	5.41893435	5.03740072	-30.55538559	12.09661865	-36.24073792	32.33328247	12.16056824	-36.25615692	0.19223398	0.04665607	0.98023945	-0.20438457	0.02268211	0.97862786
36	797.58600000	600.51300000	5.41714668	5.04962778	-30.56912994	12.10078430	-36.25856400	32.32215118	12.18033218	-36.26481628	0.19249836	0.04523826	0.98025399	-0.20370825	0.02134884	0.97879887
36	796.52700000	599.88100000	5.40650415	5.03716946	-30.56920624	12.11510086	-36.24550629	32.32243347	12.16864777	-36.24162292	0.19248030	0.04645162	0.98020083	-0.20425694	0.02229752	0.97866333
36	795.68300000	598.52300000	5.41544962	5.03726530	-30.55252457	12.08884811	-36.27639008	32.34037399	12.16625977	-36.22726822	0.19007599	0.04692364	0.98064739	-0.20726879	0.02298125	0.97801405
36	796.38400000	602.78200000	5.43059969	5.03902197	-30.56287384	12.07717896	-36.30000305	32.32981491	12.15774536	-36.23575592	0.18935956	0.04595874	0.98083168	-0.20562300	0.02225163	0.97837830
