frame_idx	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l	pup_diam_r	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z
15	918.38000000	380.97500000	4.62797308	4.54727936	-31.32604218	18.77262497	-30.51871300	31.67951965	19.38778687	-31.61013985	0.18002933	-0.09764862	0.97880244	0.06883907	-0.10295822	0.99230075
15	917.74400000	380.02300000	4.60964584	4.52961063	-31.33662415	18.79033661	-30.49830246	31.66736603	19.40634155	-31.61056900	0.18176228	-0.09854158	0.97839260	0.06974913	-0.10380885	0.99214858
15	915.76500000	384.45000000	4.61352634	4.53538179	-31.35005188	18.75869751	-30.54899216	31.65688515	19.37525940	-31.60434914	0.17749770	-0.09588904	0.97943854	0.06542323	-0.10154220	0.99267769
15	911.73700000	387.75900000	4.67352295	4.52933073	-31.35103226	18.78726196	-30.66574669	31.65834808	19.42657471	-31.56714630	0.16484277	-0.09856696	0.98138243	0.05678384	-0.10405131	0.99294960
15	908.40300000	388.43500000	4.65137005	4.53754759	-31.34827423	18.87767410	-30.64688683	31.66002655	19.51668549	-31.50396729	0.15838581	-0.10652786	0.98161387	0.04168094	-0.11236317	0.99279267
15	903.00600000	391.47600000	4.61605406	4.54048252	-31.25037384	18.77283096	-30.67781258	31.75325012	19.46299744	-31.55683899	0.14474705	-0.10032323	0.98436964	0.03510638	-0.10596518	0.99374998
15	902.23000000	388.06600000	4.62501240	4.52337122	-31.25401306	18.74986267	-30.71550941	31.74491501	19.45053864	-31.53435707	0.14158404	-0.10044824	0.98481685	0.03211278	-0.10574909	0.99387419
15	901.81700000	386.93800000	4.63155365	4.54595852	-31.30760956	18.82498932	-30.69913292	31.69503403	19.52518463	-31.50875092	0.14923622	-0.10703280	0.98299164	0.03552070	-0.11237668	0.99303061
15	902.38900000	386.82900000	4.62754440	4.55299473	-31.32874298	18.84312057	-30.67272568	31.67695045	19.51919937	-31.49777031	0.15296076	-0.10697342	0.98242545	0.03658259	-0.11270598	0.99295473
16	902.65800000	388.40800000	4.63675833	4.55201292	-31.31160736	18.82315063	-30.70980263	31.69203758	19.52779388	-31.50920296	0.14952625	-0.10652383	0.98300284	0.03449449	-0.11225089	0.99308103
16	906.51400000	384.32500000	4.63985348	4.53988504	-31.35769272	18.84024048	-30.66804123	31.65205383	19.49391174	-31.51362801	0.15768057	-0.10544479	0.98184431	0.04130302	-0.11127913	0.99293053
18	906.63400000	384.92500000	4.62922573	4.53300095	-31.35695648	18.80714417	-30.66084290	31.65225029	19.47044373	-31.52899170	0.15844797	-0.10284249	0.98199677	0.04362047	-0.10848497	0.99314064
18	906.76500000	385.72000000	4.62984943	4.53226757	-31.37118530	18.80664444	-30.67321777	31.63790512	19.47200012	-31.52906227	0.15842810	-0.10290415	0.98199350	0.04465755	-0.10855821	0.99308652
18	906.47900000	384.96800000	4.63055801	4.53784657	-31.36045456	18.85775757	-30.64704514	31.64628029	19.51452637	-31.52678871	0.16000642	-0.10648698	0.98135543	0.04527703	-0.11191197	0.99268615
18	900.51100000	387.75700000	4.61585140	4.52642155	-31.33025742	18.85480499	-30.69908333	31.67551041	19.54069519	-31.50802231	0.15271063	-0.10781004	0.98237288	0.03881532	-0.11272623	0.99286765
18	896.15400000	402.90900000	4.53441048	4.40940809	-31.34481430	18.61156464	-30.62615585	31.65946198	19.25542450	-31.48497772	0.14984320	-0.08597314	0.98496485	0.03985719	-0.09134255	0.99502158
18	898.20200000	401.62300000	4.51682091	4.41682196	-31.33564758	18.65185547	-30.63222504	31.66703796	19.29619598	-31.43413353	0.14984937	-0.08935479	0.98466283	0.03809553	-0.09467034	0.99477953
18	898.49500000	399.31500000	4.51516342	4.41131687	-31.31362534	18.67050552	-30.62380981	31.68512535	19.32526016	-31.46576500	0.14943075	-0.09063917	0.98460907	0.03712402	-0.09617157	0.99467224
18	898.35300000	397.48200000	4.52375984	4.42460585	-31.31985474	18.70145416	-30.63525009	31.67759895	19.34502029	-31.48543167	0.14999951	-0.09320389	0.98428309	0.03923908	-0.09868453	0.99434483
19	897.77300000	402.21400000	4.49918079	4.42678356	-31.32251740	18.69453430	-30.63974380	31.67954445	19.32971191	-31.44994354	0.14901271	-0.09232484	0.98451579	0.04081042	-0.09748965	0.99439949
19	897.87500000	404.53900000	4.45904636	4.42733145	-31.28231430	18.70690918	-30.57935143	31.71555710	19.35258865	-31.49862099	0.14965823	-0.09456649	0.98420507	0.04162723	-0.10009811	0.99410641
19	897.81900000	401.95200000	4.46184683	4.40016317	-31.26973724	18.74040604	-30.60500908	31.72923660	19.37480164	-31.49019814	0.14703991	-0.09728131	0.98433512	0.04041876	-0.10233995	0.99392802
19	897.03000000	401.38100000	4.45207882	4.39382172	-31.29982376	18.71865082	-30.62506104	31.69649506	19.39904022	-31.47662926	0.14809111	-0.09795328	0.98411083	0.04280888	-0.10305415	0.99375415
19	897.69900000	404.07900000	4.45391607	4.40334463	-31.32837296	18.70605087	-30.60598183	31.67037010	19.39066315	-31.48285103	0.15182698	-0.09575851	0.98375756	0.04434788	-0.10125117	0.99387199
19	898.09900000	403.73800000	4.43858242	4.39933681	-31.31721878	18.68577957	-30.61054230	31.67933655	19.34249878	-31.47652435	0.14928801	-0.09413273	0.98430288	0.04332636	-0.09952071	0.99409181
19	898.00900000	402.59900000	4.44740391	4.39173222	-31.35094070	18.65348816	-30.61704445	31.64456367	19.32778168	-31.49612999	0.14955090	-0.09198844	0.98446566	0.04891494	-0.09727418	0.99405485
19	897.63500000	400.36400000	4.41819763	4.39139557	-31.31781769	18.68548584	-30.53123093	31.67729950	19.34446335	-31.51193237	0.15456201	-0.09385608	0.98351496	0.04550906	-0.09906496	0.99403977
19	899.59900000	398.24000000	4.41271687	4.37856674	-31.33429718	18.67080307	-30.53977966	31.66299629	19.34036636	-31.48446083	0.15445907	-0.09438398	0.98348063	0.04562152	-0.09989078	0.99395198
19	899.33100000	401.05400000	4.41446877	4.38274956	-31.31341934	18.65646744	-30.56779289	31.68516541	19.32538605	-31.48799515	0.15226212	-0.09320840	0.98393518	0.04423922	-0.09873495	0.99412996
20	899.23300000	402.70100000	4.41049385	4.37483215	-31.30339813	18.73030853	-30.55946541	31.69719505	19.38343048	-31.46808052	0.15194145	-0.09812400	0.98350674	0.04311015	-0.10373190	0.99367058
20	897.47800000	400.15200000	4.39622688	4.37621307	-31.25430679	18.65126038	-30.56853485	31.74538612	19.31695938	-31.47097969	0.14881019	-0.09204102	0.98457301	0.03934421	-0.09759381	0.99444836
20	894.41300000	403.04400000	4.36506367	4.36629295	-31.29383087	18.67646027	-30.55333900	31.70221329	19.36317825	-31.44252396	0.14769235	-0.09315785	0.98463631	0.03352441	-0.09895487	0.99452704
20	881.01800000	400.89200000	4.36526728	4.33024931	-31.30754471	18.70720291	-30.63869667	31.69528580	19.38017273	-31.45061493	0.13504767	-0.09310787	0.98645478	0.02127152	-0.09936922	0.99482322
20	864.56400000	399.78800000	4.36945772	4.30223227	-31.36535645	18.74882126	-30.88403893	31.63796425	19.45197678	-31.36916733	0.11071117	-0.10089668	0.98871779	0.00540403	-0.10728158	0.99421400
