frame_idx	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l	pup_diam_r	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z
13	745.29100000	684.15800000	2.98988938	3.01956320	-31.75812149	14.98028564	-32.46841431	31.43647194	13.89500427	-31.53822517	-0.17546383	0.10468469	0.97890431	0.03356921	0.09244547	0.99515176
13	742.63900000	682.82900000	2.99247050	3.02145267	-31.71583176	15.06233978	-32.45747375	31.47604370	13.97062302	-31.54819870	-0.17403762	0.09807527	0.97984290	0.03224679	0.08606783	0.99576730
13	741.71700000	682.19800000	2.99315047	3.02344990	-31.75161362	14.93021393	-32.44167328	31.44001961	13.85854721	-31.51920700	-0.17153491	0.10814499	0.97922444	0.03240268	0.09610373	0.99484378
13	743.09100000	683.46400000	3.01384783	3.02747202	-31.73231506	14.95822906	-32.46683884	31.45906830	13.85055542	-31.55101013	-0.17604822	0.10637855	0.97861671	0.03321338	0.09432110	0.99498767
14	741.29100000	681.01900000	3.02120900	3.02919340	-31.70925140	14.98357773	-32.45387650	31.48171425	13.87419891	-31.58150101	-0.17683209	0.10380959	0.97875124	0.03291101	0.09183273	0.99523044
14	741.76300000	683.10300000	3.01063466	3.03497076	-31.68085480	15.01010895	-32.42229462	31.50922966	13.90978241	-31.59576225	-0.17598912	0.10151093	0.97914422	0.03173115	0.08936064	0.99549377
14	743.60400000	683.29600000	3.00475550	3.02175808	-31.68353271	15.04980469	-32.41652298	31.50978088	13.96028519	-31.56448174	-0.17590216	0.09987444	0.97932816	0.02749159	0.08779908	0.99575877
14	744.74900000	686.68500000	2.99852443	3.02787066	-31.74386597	15.10889435	-32.41603088	31.44925880	13.98349762	-31.58982468	-0.16909675	0.09672511	0.98084176	0.03451651	0.08456878	0.99581963
14	744.90800000	684.71100000	2.99964023	3.02188253	-31.71902084	15.04478455	-32.42136002	31.47481918	13.92828369	-31.58267975	-0.17186207	0.10124136	0.97990489	0.03169982	0.08894649	0.99553186
14	742.41400000	687.65900000	2.99303389	3.02039003	-31.71176147	15.08049774	-32.39360046	31.48261642	13.95920181	-31.59469604	-0.17089885	0.09815180	0.98038763	0.03331529	0.08605061	0.99573362
14	742.72800000	687.95400000	2.98491073	3.02794623	-31.67105103	15.06036758	-32.40096664	31.52359962	13.88695145	-31.59652901	-0.17572176	0.10139103	0.97920465	0.03059918	0.08955739	0.99551153
17	741.31700000	687.12100000	2.97621155	3.01407933	-31.68099976	15.05853653	-32.39324188	31.51590157	13.88533783	-31.60247421	-0.17262319	0.10166972	0.97972679	0.03214493	0.08990431	0.99543154
17	740.87300000	689.33600000	2.97265053	3.00989151	-31.68706894	15.05307007	-32.38954926	31.50933075	13.89366531	-31.58868408	-0.17080997	0.10169961	0.98004144	0.03122259	0.08980161	0.99547017
17	741.73300000	687.61900000	2.97605133	3.01660132	-31.66883087	15.09143066	-32.37040710	31.52574348	13.90946198	-31.60234070	-0.17270951	0.10111434	0.97976905	0.03058757	0.08937477	0.99552834
18	742.59100000	686.64200000	2.97753167	3.01512241	-31.67465210	15.04612350	-32.36581802	31.52426147	13.88742447	-31.59989357	-0.17277950	0.10301280	0.97955889	0.03179771	0.09125105	0.99532014
18	741.88000000	686.52800000	2.98168683	3.00277185	-31.69058228	15.01249695	-32.38624954	31.50787354	13.86335373	-31.56874084	-0.17304763	0.10601192	0.97919154	0.03018822	0.09413370	0.99510175
