eye_tracker,participant_id,trial_number,frame,trial_condition,target_x,target_y,top_left_x,top_left_y,top_right_x,top_right_y,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,pup_diam_l,pup_diam_r,gaze_x,gaze_y
Pupil Neon,259,1,506,dilated,731.8627319335938,676.1211547851562,568.9393920898438,613.810546875,892.402587890625,611.9515380859375,565.5814208984375,744.9050903320312,895.9675903320312,740.0655517578125,4.83373642,4.87844849,748.2317504882812,705.481689453125
Pupil Neon,259,1,506,dilated,731.8627319335938,676.1211547851562,568.9393920898438,613.810546875,892.402587890625,611.9515380859375,565.5814208984375,744.9050903320312,895.9675903320312,740.0655517578125,4.84561825,4.88141203,747.5682983398438,701.3733520507812
Pupil Neon,259,1,506,dilated,731.8627319335938,676.1211547851562,568.9393920898438,613.810546875,892.402587890625,611.9515380859375,565.5814208984375,744.9050903320312,895.9675903320312,740.0655517578125,4.84378195,4.87706137,747.106201171875,700.6138916015625
Pupil Neon,259,1,506,dilated,731.8627319335938,676.1211547851562,568.9393920898438,613.810546875,892.402587890625,611.9515380859375,565.5814208984375,744.9050903320312,895.9675903320312,740.0655517578125,4.84538984,4.89237452,746.01904296875,700.752685546875
Pupil Neon,259,1,506,dilated,731.8627319335938,676.1211547851562,568.9393920898438,613.810546875,892.402587890625,611.9515380859375,565.5814208984375,744.9050903320312,895.9675903320312,740.0655517578125,4.84616375,4.88119888,748.0294799804688,701.313720703125
Pupil Neon,259,1,506,dilated,731.8627319335938,676.1211547851562,568.9393920898438,613.810546875,892.402587890625,611.9515380859375,565.5814208984375,744.9050903320312,895.9675903320312,740.0655517578125,4.83665752,4.87886667,748.6358642578125,699.7307739257812
Pupil Neon,259,1,506,dilated,731.8627319335938,676.1211547851562,568.9393920898438,613.810546875,892.402587890625,611.9515380859375,565.5814208984375,744.9050903320312,895.9675903320312,740.0655517578125,4.85565042,4.88954544,746.727783203125,701.6887817382812
Pupil Neon,259,1,507,dilated,731.8627319335938,676.1211547851562,568.9417114257812,612.8060913085938,891.3931274414062,610.9480590820312,565.583740234375,743.900634765625,895.9699096679688,739.0610961914062,4.84199381,4.87875032,747.7984619140625,699.2178344726562
Pupil Neon,259,1,507,dilated,731.8627319335938,676.1211547851562,568.9417114257812,612.8060913085938,891.3931274414062,610.9480590820312,565.583740234375,743.900634765625,895.9699096679688,739.0610961914062,4.84835625,4.88868904,748.0199584960938,698.9957275390625
Pupil Neon,259,1,507,dilated,731.8627319335938,676.1211547851562,568.9417114257812,612.8060913085938,891.3931274414062,610.9480590820312,565.583740234375,743.900634765625,895.9699096679688,739.0610961914062,4.85273123,4.89157534,746.95654296875,698.5360107421875
Pupil Neon,259,1,507,dilated,731.8627319335938,676.1211547851562,568.9417114257812,612.8060913085938,891.3931274414062,610.9480590820312,565.583740234375,743.900634765625,895.9699096679688,739.0610961914062,4.84388876,4.87491274,748.7008666992188,700.618896484375
Pupil Neon,259,1,507,dilated,731.8627319335938,676.1211547851562,568.9417114257812,612.8060913085938,891.3931274414062,610.9480590820312,565.583740234375,743.900634765625,895.9699096679688,739.0610961914062,4.84075546,4.8903141,749.1846313476562,697.8135375976562
Pupil Neon,259,1,507,dilated,731.8627319335938,676.1211547851562,568.9417114257812,612.8060913085938,891.3931274414062,610.9480590820312,565.583740234375,743.900634765625,895.9699096679688,739.0610961914062,4.8451972,4.89218712,748.2670288085938,700.6109619140625
Pupil Neon,259,1,507,dilated,731.8627319335938,676.1211547851562,568.9417114257812,612.8060913085938,891.3931274414062,610.9480590820312,565.583740234375,743.900634765625,895.9699096679688,739.0610961914062,4.84446573,4.88665533,748.1636962890625,699.7447509765625
Pupil Neon,259,1,508,dilated,731.8627319335938,676.1211547851562,568.9417114257812,612.8060913085938,891.3931274414062,610.9480590820312,565.583740234375,743.900634765625,895.9699096679688,739.0610961914062,4.86882067,4.87342596,747.4314575195312,700.98681640625
