frame_idx	gaze_pos_vid_x	gaze_pos_vid_y	pup_diam_l	pup_diam_r	gaze_ori_l_x	gaze_ori_l_y	gaze_ori_l_z	gaze_ori_r_x	gaze_ori_r_y	gaze_ori_r_z	gaze_dir_l_x	gaze_dir_l_y	gaze_dir_l_z	gaze_dir_r_x	gaze_dir_r_y	gaze_dir_r_z
15	782.16000000	615.94600000	3.62156343	3.42218852	-31.12403107	17.69768524	-36.67273712	31.95337677	18.06863785	-35.99376678	-0.01442396	0.00444764	0.99988610	0.00908477	-0.00522961	0.99994510
15	783.30700000	619.51100000	3.80597663	3.53751969	-31.02130127	17.73940277	-36.67374039	32.05075836	18.22200394	-35.91616058	-0.02376674	-0.01995150	0.99951845	-0.00847852	-0.03022990	0.99950701
15	777.95400000	619.65500000	4.06993008	3.68112969	-31.09217072	17.54880905	-36.60282135	31.97562790	18.22639084	-36.02826691	-0.01282150	-0.02356935	0.99963999	0.00042600	-0.03428400	0.99941206
15	777.47300000	622.77200000	4.13283634	3.77946258	-31.20578003	17.72275925	-36.66461563	31.85917664	18.28330994	-35.75987244	-0.00586399	-0.03397328	0.99940556	0.00002330	-0.04324475	0.99906451
16	783.67600000	630.27800000	4.21699762	3.87047577	-31.21134949	17.59972000	-36.63764954	31.84563637	18.16828156	-35.71532822	-0.00383614	-0.02776842	0.99960703	-0.00010559	-0.03768117	0.99928981
16	780.90300000	626.17200000	4.40297413	4.13379002	-31.25381088	17.68520355	-36.85321045	31.80730438	18.30582428	-35.72796631	-0.00765761	-0.04763854	0.99883533	0.00380986	-0.05703183	0.99836510
16	776.99900000	613.02300000	3.83442307	3.61087584	-30.97491837	17.81187057	-36.50087738	32.10233688	18.30084991	-36.17122650	-0.01898297	-0.02352704	0.99954295	-0.00291742	-0.03411613	0.99941367
16	778.32900000	613.11400000	3.84870028	3.63605976	-30.96569443	17.82588577	-36.50655365	32.10978699	18.27370453	-36.16387177	-0.01981101	-0.02469031	0.99949884	-0.00359660	-0.03531394	0.99936980
16	780.28700000	633.99600000	4.37019682	4.20840073	-31.12804794	17.69150543	-36.82040405	31.93687630	18.24365616	-35.84044647	-0.02039286	-0.04567850	0.99874806	0.00421970	-0.05574427	0.99843615
16	779.30900000	642.17700000	4.22353411	4.05248213	-31.09688187	17.63169098	-36.61133575	31.96569443	18.16903687	-35.86873627	-0.01175373	-0.03359751	0.99936634	-0.00342659	-0.04409580	0.99902147
